factura_id,fecha,cliente_id,sku,cantidad,precio_unitario,moneda,total,canal_venta
FAC-001368,2025-06-17,CLI-00468,SKU-00063,1,290.31,MXN,290.31,Tienda física
FAC-001958,2024-08-14,CLI-00453,SKU-00134,2,224.93,MXN,449.86,Marketplace
FAC-001194,03/13/2025,CLI-00028,SKU-00055,1,563.46,usd,563.46,Marketplace
FAC-001177,2025-10-06,CLI-00450,SKU-00101,5,882.34,mxn,4411.7,Tienda física
FAC-001906,2025-07-20,CLI-00354,SKU-00120,7,684.53,MXN,4791.71,Tienda física
FAC-001109,2024-03-07,CLI-00380,SKU-00148,5,554.45,USD,2772.25,Tienda física
FAC-001775,2025-05-13,CLI-00051,SKU-00076,7,55.17,mxn,386.19,Tienda física
FAC-000028,2025-10-15,CLI-00381,SKU-00046,5,1142.94,usd,5714.7,Tienda física
FAC-000995,2025-04-25,CLI-00356,SKU-00072,1,436.91,MXN,436.91,Tienda física
FAC-000225,2024-03-29,CLI-00311,SKU-00151,3,552.92,MXN,1389.19,Tienda física
FAC-003478,2024-05-14,CLI-00301,SKU-00010,5,680.22,MXN,3401.1,Tienda física
FAC-000993,03/05/2024,CLI-00477,SKU-00102,6,1511.86,MXN,9071.16,E-commerce
FAC-002215,30/09/2024,CLI-00468,SKU-00116,5,349.27,MXN,1746.35,Teléfono
FAC-000492,2025-02-14,CLI-00043,SKU-00054,3,422.58,MXN,1267.74,E-commerce
FAC-001979,2025-02-28,CLI-00118,SKU-00099,6,1918.77,MXN,11512.62,Tienda física
FAC-001312,2024-02-29,CLI-00417,SKU-00151,6,544.75,MXN,3268.5,E-commerce
FAC-003307,2025-02-11,CLI-00238,SKU-00141,5,545.68,MXN,2728.4,Tienda física
FAC-000082,2024-05-18,CLI-00465,SKU-00140,3,165.76,MXN,497.28,E-commerce
FAC-002126,06/01/2025,CLI-00097,SKU-00133,5,212.45,MXN,1062.25,E-commerce
FAC-002308,2024-09-09,CLI-00091,SKU-00119,7,881.13,MXN,6167.91,E-commerce
FAC-002882,2025-01-04,CLI-00174,SKU-00028,1,604.78, MXN ,604.78,E-commerce
FAC-002592,2024-01-30,CLI-00326,SKU-00086,7,1407.44,MXN,9852.08,Tienda física
FAC-001478,2025-03-17,CLI-00172,SKU-00015,5,861.01,MXN,4305.05,Tienda física
FAC-001830,03/13/2025,CLI-00446,SKU-00031,1,394.02,MXN,394.02,Tienda física
FAC-001843,2024-04-11,CLI-00469,SKU-00071,6,69.27,MXN,415.62,E-commerce
FAC-001215,08/04/2024,CLI-00040,SKU-00097,3,1862.19,MXN,5586.57,Marketplace
FAC-001977,2025-08-13,CLI-00321,SKU-00060,1,419.64,MXN,419.64,Marketplace
FAC-001341,2025-09-30,CLI-00505,SKU-00123,1,429.96,USD,429.96,E-commerce
FAC-000041,2025-09-29,CLI-00236,SKU-00138,5,453.27,MXN,2266.35,Tienda física
FAC-002487,05/01/2025,CLI-00072,SKU-00075,-2,229.03,MXN,890.59,Marketplace
FAC-002940,2024-04-18,CLI-00431,SKU-00112,2,196.75,mxn,393.5,Tienda física
FAC-002571,03/29/2025,CLI-00141,SKU-00060,6,415.42,MXN,2492.52,Tienda física
FAC-001861,2024-02-24,CLI-00023,SKU-00149,4,61.37,MXN,245.48,Tienda física
FAC-003337,2025-02-13,CLI-00282,SKU-00111,2,1988.14,USD,3976.28,E-commerce
FAC-000729,2024-08-12,CLI-00042,SKU-00101,7,878.67,MXN,6150.69,Tienda física
FAC-000778,2024-11-18,CLI-00208,SKU-00091,5,834.74,MXN,4173.7,Marketplace
FAC-000483,2024-11-04,CLI-00186,SKU-00073,2,55.99,MXN,89.76,Tienda física
FAC-001815,2025-05-20,CLI-00373,SKU-00019,5,2390.58,MXN,,Tienda física
FAC-003387,24/03/2024,CLI-00247,SKU-00022,3,650.42,USD,,E-commerce
FAC-002700,2024-10-04,CLI-00016,SKU-00043,7,757.04,MXN,5299.28,E-commerce
FAC-000963,16/01/2025,CLI-00434,SKU-00019,4,2349.09,mxn,9396.36,Tienda física
FAC-003049,04/11/2025,CLI-00182,SKU-00054,3,433.44,MXN,1300.32,Marketplace
FAC-000058,19/03/2024,CLI-00157,SKU-00094,1,314.33,MXN,314.33,Marketplace
FAC-000959,2024-09-12,,SKU-00082,5,966.42, MXN ,4832.1,Tienda física
FAC-000172,2024-04-11,CLI-00288,SKU-00015,-1,911.28,MXN,6378.96,E-commerce
FAC-002605,04/25/2024,CLI-00360,SKU-00034,7,1075.27,MXN,7526.89,Marketplace
FAC-002507,2025-08-09,CLI-00479,SKU-00029,1,$521.46,MXN,521.46,E-commerce
FAC-000521,2024-06-19,CLI-00335,SKU-00128,5,514.91,MXN,2574.55,Tienda física
FAC-000665,2025-09-17,CLI-00490,SKU-00091,-1,$890.41,MXN,1377.17,Tienda física
FAC-001717,2025-01-17,CLI-00304,SKU-00021,3,187.85,USD,563.55,Tienda física
FAC-001784,2024-10-05,CLI-00089,SKU-00114,2,1966.15,MXN,3932.3,Tienda física
FAC-003078,2024-12-07,CLI-94887,SKU-00039,4,1548.45,MXN,6193.8,E-commerce
FAC-001865,2024-05-09,CLI-00320,SKU-00127,1,692.17,MXN,692.17,E-commerce
FAC-000600,2024-01-13,CLI-99272,SKU-00136,7,261.14,MXN,1827.98,E-commerce
FAC-003426,2024-07-09,CLI-00315,SKU-00060,1,420.96,MXN,420.96,Tienda física
FAC-001281,05/19/2025,CLI-00401,SKU-00039,6,1531.47,MXN,9188.82,E-commerce
FAC-001212,2024-11-18,CLI-00501,SKU-00100,5,2144.09,MXN,10720.45,Tienda física
FAC-002389,2024-05-12,CLI-00171,SKU-00136,3,252.28,USD,756.84,Marketplace
FAC-003057,2025-08-09,CLI-00212,SKU-00137,3,$562.28,MXN,1686.84,E-commerce
FAC-001161,16/02/2024,CLI-00082,SKU-00152,2,549.88,MXN,855.79,E-commerce
FAC-003227,11/06/2025,CLI-00096,SKU-00059,6,427.19,MXN,2563.14,E-commerce
FAC-003457,2024-10-27,CLI-00330,SKU-00082,6,978.61,MXN,5871.66,E-commerce
FAC-000727,01/24/2025,CLI-00469,SKU-00141,5,526.84, MXN ,2634.2,Tienda física
FAC-002359,2025-06-21,CLI-00218,SKU-00135,5,401.1,MXN,2005.5,Tienda física
FAC-003110,04/17/2025,CLI-93471,SKU-00128,6,525.82,MXN,3154.92,Tienda física
FAC-003076,2024-05-09,CLI-92294,SKU-00029,6,509.47,MXN,3056.82,E-commerce
FAC-003439,2025-06-12,CLI-00493,SKU-00104,4,242.88, MXN ,971.52,Tienda física
FAC-001393,2024-02-11,CLI-00106,SKU-00075,7,224.08,MXN,1568.56,Tienda física
FAC-002931,30/03/2025,CLI-00303,SKU-00132,5,878.63,MXN,4393.15,Marketplace
FAC-000352,08/06/2025,CLI-00353,SKU-00055,1,543.97,MXN,297.69,Tienda física
FAC-000671,2024-10-24,CLI-00033,SKU-00080,7,854.57,MXN,5981.99,Tienda física
FAC-002457,2024-05-31,CLI-95626,SKU-00005,2,391.0,MXN,782.0,Tienda física
FAC-003196,2025-11-20,CLI-00439,SKU-00044,1,1636.12, MXN ,1636.12,Tienda física
FAC-000462,2024-11-12,CLI-00153,SKU-00044,6,1642.14,mxn,9852.84,Tienda física
FAC-001097,2025-06-28,CLI-00191,SKU-00077,6,1445.92,MXN,8675.52,Marketplace
FAC-001698,03/07/2025,CLI-00154,SKU-00134,1,214.81,MXN,214.81,Tienda física
FAC-003486,07/12/2025,CLI-00207,SKU-00082,1,974.32,MXN,974.32,Tienda física
FAC-002288,2025-11-20,CLI-00296,SKU-00144,1,108.24,MXN,108.24,Tienda física
FAC-000508,10/18/2024,CLI-00464,SKU-00135,2,399.47,MXN,798.94,E-commerce
FAC-001762,2025-07-10,CLI-00136,SKU-00079,3,1319.85,MXN,3959.55,Tienda física
FAC-003210,14/02/2024,CLI-00305,SKU-96706,2,403.32,MXN,806.64,Tienda física
FAC-002522,2025-02-26,CLI-00176,SKU-00078,6,901.04,MXN,5406.24,E-commerce
FAC-003187,2024-01-14,CLI-00290,SKU-00106,7,648.01,MXN,4536.07,Marketplace
FAC-001260,09/06/2025,CLI-00401,SKU-00115,-3,118.73,MXN,356.19,Marketplace
FAC-001974,2025-10-18,CLI-00236,SKU-00031,2,393.9,MXN,787.8,E-commerce
FAC-000331,16/02/2024,,SKU-00134,3,216.38,mxn,649.14,Marketplace
FAC-002044,2024-01-31,CLI-00401,SKU-00152,4,559.72,MXN,2238.88,Tienda física
FAC-000061,2024-01-22,CLI-00211,SKU-00147,3,273.3,MXN,819.9,E-commerce
FAC-001343,2024-09-22,CLI-00357,SKU-00131,4,106.13,MXN,424.52,Marketplace
FAC-001520,25/01/2025,CLI-00156,SKU-00023,3,322.72,MXN,968.16,Marketplace
FAC-003308,2024-12-23,CLI-00412,SKU-00001,5,1839.58,MXN,9197.9,Marketplace
FAC-001373,17/04/2025,CLI-00291,SKU-95751,3,1565.77,MXN,4697.31,Tienda física
FAC-000798,2024-08-10,CLI-00510,SKU-00039,5,1440.35,MXN,7201.75,Tienda física
FAC-000703,2025-11-24,CLI-00178,SKU-00126,4,493.3,MXN,1973.2,E-commerce
FAC-003016,2025-08-29,CLI-00336,SKU-00045,5,1133.85,MXN,5669.25,Tienda física
FAC-001445,2025-01-20,CLI-00041,SKU-00023,5,325.54,MXN,1627.7,Tienda física
FAC-001005,12/22/2025,CLI-00319,SKU-00053,7,$725.30,MXN,5077.1,Marketplace
FAC-002351,19/08/2025,CLI-94318,SKU-00070,3,436.46,MXN,1309.38,Marketplace
FAC-000828,2025-06-09,CLI-00392,SKU-94094,3,363.99,MXN,1091.97,Tienda física
FAC-001101,2025-11-05,CLI-00340,SKU-00084,2,921.69,MXN,1843.38,E-commerce
FAC-002694,2024-01-24,CLI-00199,SKU-00116,5,352.2,MXN,1761.0,Teléfono
FAC-001993,2025-08-14,CLI-00334,SKU-00023,1,332.69,USD,332.69,Tienda física
FAC-001675,01/11/2024,CLI-00449,SKU-00144,3,104.46,MXN,313.38,E-commerce
FAC-002500,2024-02-08,CLI-00250,SKU-00091,5,828.52,MXN,4142.6,Tienda física
FAC-002765,09/03/2024,CLI-00380,SKU-00127,1,713.65,MXN,713.65,Marketplace
FAC-002139,28/11/2024,CLI-00117,SKU-00063,3,$308.93,USD,926.79,Marketplace
FAC-001011,21/09/2024,CLI-00187,SKU-00076,3,52.75,USD,158.25,Marketplace
FAC-000374,10/14/2024,CLI-00113,SKU-00114,3,2033.14,MXN,6099.42,Teléfono
FAC-003129,12/28/2024,CLI-00208,SKU-00030,5,902.13,USD,2316.64,E-commerce
FAC-000219,2024-07-07,CLI-00273,SKU-00102,2,1580.03,MXN,3160.06,E-commerce
FAC-002818,2025-03-16,CLI-00070,SKU-00101,6,859.67,MXN,5158.02,Tienda física
FAC-002879,2025-01-05,CLI-00204,SKU-00076,1,51.93,MXN,51.93,E-commerce
FAC-003380,12/24/2024,CLI-00257,SKU-00106,7,673.64,MXN,4715.48,Tienda física
FAC-002968,05/28/2025,CLI-00344,SKU-00066,6,460.17,USD,2761.02,Marketplace
FAC-001317,03/10/2024,CLI-00422,SKU-00071,5,68.91,MXN,344.55,Marketplace
FAC-001528,2024-10-18,CLI-00122,SKU-00092,6,144.88,mxn,869.28,Tienda física
FAC-001468,2024-07-18,CLI-00064,SKU-00117,7,757.05,MXN,5299.35,Tienda física
FAC-002157,2024-05-20,CLI-00485,SKU-00046,5,1148.27,MXN,5741.35,Tienda física
FAC-000783,2024-10-22,CLI-00271,SKU-00001,5,1910.14,MXN,5831.76,Marketplace
FAC-002121,2025-08-21,CLI-00045,SKU-00017,4,826.47,MXN,,Tienda física
FAC-000358,05/06/2024,CLI-00060,SKU-00133,5,224.74,MXN,1123.7,Tienda física
FAC-000276,21/02/2025,CLI-00181,SKU-00055,3,545.05,MXN,1635.15,Tienda física
FAC-000946,02/03/2025,CLI-00463,SKU-00018,4,867.02,MXN,3468.08,Teléfono
FAC-001033,2024-03-17,CLI-00204,SKU-00024,4,920.43,MXN,3681.72,Tienda física
FAC-000788,2024-02-24,CLI-93923,SKU-00103,4,2431.45,USD,9725.8,Tienda física
FAC-001596,10/01/2025,CLI-00441,SKU-00030,7,880.02,MXN,6160.14,Marketplace
FAC-002291,04/11/2024,CLI-00332,SKU-00050,2,521.73,MXN,,Tienda física
FAC-001953,2025-08-01,CLI-00160,SKU-00024,4,916.61,MXN,3666.44,Tienda física
FAC-001786,2024-02-14,CLI-00373,SKU-00021,3,181.51,USD,544.53,Tienda física
FAC-000016,06/28/2024,CLI-00200,SKU-00018,2,853.71,MXN,1707.42,Marketplace
FAC-001620,2024-05-05,CLI-00117,SKU-00026,7,1159.53,MXN,8116.71,Marketplace
FAC-000214,18/07/2025,CLI-00119,SKU-00097,2,1962.34,MXN,3924.68,Marketplace
FAC-002813,2024-12-14,CLI-00374,SKU-00029,4,516.02,MXN,2064.08,Tienda física
FAC-000002,2024-11-17,CLI-00149,SKU-00152,1,567.62,MXN,567.62,Tienda física
FAC-000890,2024-06-25,CLI-92538,SKU-00006,1,1704.03,MXN,1704.03,Tienda física
FAC-001590,07/27/2025,CLI-00445,SKU-00087,4,1249.01,MXN,4996.04,E-commerce
FAC-002234,2025-02-26,CLI-00365,SKU-00087,2,1232.06,MXN,2464.12,Tienda física
FAC-000591,2024-07-01,CLI-00101,SKU-00057,2,1181.11,MXN,2362.22,E-commerce
FAC-002253,14/03/2025,CLI-00276,SKU-00086,1,1348.12,MXN,1348.12,E-commerce
FAC-002530,2025-02-04,,SKU-00113,3,2308.84,MXN,6926.52,Tienda física
FAC-001627,2024-06-05,CLI-00196,SKU-00105,7,"$1,611.38",MXN,11279.66,Marketplace
FAC-003199,10/21/2024,CLI-00344,SKU-00039,1,1469.88,MXN,1469.88,Tienda física
FAC-003438,2024-10-03,CLI-00186,SKU-00051,5,584.11,MXN,2920.55,E-commerce
FAC-003321,2024-10-27,CLI-00025,SKU-00121,2,315.28,MXN,630.56,Tienda física
FAC-001430,20/11/2025,CLI-00127,SKU-00080,6,851.72,MXN,5110.32,E-commerce
FAC-002116,2025-06-16,CLI-00315,SKU-00026,7,1118.48,MXN,4467.04,E-commerce
FAC-003046,2024-05-12,CLI-00119,SKU-00095,5,383.37,MXN,1916.85,Tienda física
FAC-002262,03/05/2024,CLI-00234,SKU-00023,6,$334.56,MXN,2007.36,Tienda física
FAC-002060,2024-09-08,CLI-00487,SKU-00007,3,1317.91,MXN,3953.73,Tienda física
FAC-002282,2025-08-29,CLI-00293,SKU-00074,5,$445.06,MXN,2225.3,Tienda física
FAC-000819,08/10/2025,CLI-00142,SKU-00122,7,224.84,MXN,1573.88,Marketplace
FAC-001756,02/13/2025,CLI-00464,SKU-00151,1,555.07,MXN,555.07,Marketplace
FAC-002017,2024-04-29,CLI-00446,SKU-00037,3,997.31,MXN,2991.93,Tienda física
FAC-002212,09/16/2024,CLI-00510,SKU-00134,3,217.41,MXN,652.23,Marketplace
FAC-003309,2025-08-05,CLI-00371,SKU-00094,7,301.31,MXN,2109.17,Marketplace
FAC-002526,2024-10-27,CLI-00370,SKU-00126,7,481.7,MXN,3371.9,Tienda física
FAC-002348,2024-05-14,CLI-00275,SKU-00030,3,885.1,MXN,2655.3,Tienda física
FAC-000489,16/10/2025,CLI-00118,SKU-00149,1,57.57,MXN,57.57,E-commerce
FAC-001227,2024-07-14,CLI-00352,SKU-00100,5,2041.2,mxn,10206.0,Tienda física
FAC-001156,2024-09-08,CLI-00404,SKU-00134,4,212.28,USD,849.12,Marketplace
FAC-001685,02/19/2024,CLI-00253,SKU-00024,2,964.9,MXN,1929.8,E-commerce
FAC-002582,2025-12-10,CLI-00036,SKU-00025,3,626.36,MXN,1879.08,E-commerce
FAC-002881,07/06/2024,CLI-00080,SKU-00100,7,2075.78,USD,,Tienda física
FAC-001029,2025-10-13,CLI-00165,SKU-00152,4,$541.24,MXN,2164.96,Marketplace
FAC-001073,2024-10-31,CLI-00377,SKU-00151,6,563.98,MXN,3383.88,Tienda física
FAC-000674,01/02/2024,CLI-00273,SKU-00127,4,737.43,MXN,2949.72,Marketplace
FAC-000888,2024-05-11,CLI-00132,SKU-00120,6,701.94, MXN ,4211.64,E-commerce
FAC-002786,2024-05-21,CLI-00101,SKU-00073,5,55.34,MXN,276.7,Tienda física
FAC-002165,2025-01-24,CLI-00077,SKU-00052,7,898.55,MXN,6289.85,Tienda física
FAC-002548,14/04/2024,CLI-00162,SKU-00111,6,2040.13,mxn,12240.78,Marketplace
FAC-002223,2024-07-24,CLI-00304,SKU-00024,2,907.87,MXN,1815.74,Teléfono
FAC-002502,10/03/2025,CLI-00131,SKU-00128,4,522.67,MXN,2090.68,Tienda física
FAC-000796,2024-10-06,CLI-00275,SKU-00148,3,540.05, MXN ,1620.15,Marketplace
FAC-002170,2024-02-29,CLI-00323,SKU-00095,1,383.75,MXN,192.81,Tienda física
FAC-003086,2025-10-14,CLI-00023,SKU-00002,5,2841.46,MXN,14207.3,Marketplace
FAC-003090,2025-06-13,CLI-00280,SKU-00050,7,498.67,MXN,3490.69,E-commerce
FAC-001796,2025-11-29,CLI-00222,SKU-00038,4,601.54,MXN,2406.16,Tienda física
FAC-001868,2025-08-10,CLI-00171,SKU-00070,3,412.69,MXN,1238.07,Marketplace
FAC-000344,11/12/2025,CLI-00366,SKU-00096,6,1421.63,MXN,8529.78,Tienda física
FAC-000990,2025-12-30,CLI-00355,SKU-00135,2,383.78,MXN,530.74,E-commerce
FAC-003387,24/03/2024,CLI-00247,SKU-00022,3,650.42,USD,,E-commerce
FAC-000901,21/01/2025,CLI-00190,SKU-00130,3,433.49, MXN ,1300.47,E-commerce
FAC-001526,08/03/2025,CLI-00144,SKU-00029,4,487.41,MXN,1949.64,Tienda física
FAC-002144,2024-07-18,CLI-00277,SKU-00008,6,1842.92,MXN,11057.52,Marketplace
FAC-002600,2024-12-29,CLI-00421,SKU-00050,7,$503.42,MXN,3523.94,E-commerce
FAC-003257,01/22/2025,CLI-00395,SKU-00145,3,455.7,MXN,703.58,Marketplace
FAC-003236,2024-06-07,,SKU-00036,2,797.02,MXN,1594.04,Tienda física
FAC-001920,17/02/2025,CLI-00275,SKU-00006,2,1768.09,MXN,3536.18,Tienda física
FAC-001014,01/03/2024,CLI-00322,SKU-00142,6,527.84,MXN,3167.04,Tienda física
FAC-002159,2025-02-14,CLI-00483,SKU-00037,7,1001.88,MXN,7013.16,Tienda física
FAC-001253,2024-02-28,CLI-00225,SKU-00064,2,117.95,MXN,235.9,Tienda física
FAC-002992,08/24/2025,CLI-00030,SKU-00102,4,1516.89,MXN,6067.56,Tienda física
FAC-001747,2025-08-11,CLI-00329,SKU-00071,5,68.01,MXN,340.05,Tienda física
FAC-000894,06/27/2024,CLI-00217,SKU-00045,2,1163.1,MXN,2326.2,E-commerce
FAC-000015,2024-04-15,CLI-00001,SKU-00055,4,571.72,MXN,2286.88,Tienda física
FAC-002718,2025-01-19,CLI-00026,SKU-00070,5,433.73,MXN,1465.22,Tienda física
FAC-000416,2025-06-07,CLI-00014,SKU-00041,7,1618.21,USD,11327.47,E-commerce
FAC-001516,2025-09-09,CLI-00140,SKU-00062,4,358.02,MXN,1432.08,E-commerce
FAC-003289,2025-06-01,CLI-00174,SKU-00078,7,875.92,USD,6131.44,E-commerce
FAC-002338,2024-12-06,CLI-00195,SKU-00126,7,493.23,MXN,3452.61,Tienda física
FAC-002521,2024-03-24,CLI-00257,SKU-00044,4,1533.77,MXN,4118.25,Marketplace
FAC-002277,2025-01-17,CLI-00278,SKU-00095,2,374.94,MXN,,Tienda física
FAC-003348,25/11/2024,CLI-00403,SKU-00084,2,955.19,MXN,1910.38,E-commerce
FAC-002703,2025-11-26,CLI-00030,SKU-00082,5,977.25,MXN,3896.43,Tienda física
FAC-001607,08/07/2025,CLI-00013,SKU-00004,5,485.01,MXN,2425.05,Marketplace
FAC-003101,2024-10-15,CLI-00077,SKU-00141,1,$525.88,MXN,525.88,Marketplace
FAC-002294,14/09/2024,CLI-00214,SKU-00023,4,318.12,MXN,1272.48,Marketplace
FAC-000495,2025-09-10,CLI-00461,SKU-00134,2,221.19, MXN ,,E-commerce
FAC-002402,2024-03-13,CLI-00317,SKU-00116,4,348.09,USD,1392.36,E-commerce
FAC-000956,01/20/2024,CLI-00245,SKU-00071,3,72.41, USD ,217.23,Tienda física
FAC-000333,19/12/2024,CLI-00244,SKU-00023,5,329.77,MXN,,Tienda física
FAC-000296,2025-06-30,CLI-00352,SKU-00065,1,200.06,MXN,200.06,E-commerce
FAC-000613,2024-12-12,CLI-97380,SKU-90346,5,1447.43,MXN,7237.15,E-commerce
FAC-003362,2024-11-28,CLI-00362,SKU-00002,1,2847.17,MXN,2847.17,Tienda física
FAC-000083,2024-03-18,CLI-00462,SKU-00048,1,548.52,USD,548.52,E-commerce
FAC-001453,2024-01-28,CLI-00114,SKU-00150,5,524.04,mxn,2620.2,E-commerce
FAC-002934,03/25/2024,CLI-00413,SKU-00055,1,581.86,MXN,581.86,Tienda física
FAC-003377,2024-05-29,CLI-00102,SKU-00103,2,2394.82,USD,4789.64,Marketplace
FAC-000733,2024-01-23,CLI-00293,SKU-00003,2,2909.37,MXN,5818.74,Tienda física
FAC-002877,08/18/2024,CLI-00010,SKU-00055,3,551.07,MXN,1653.21,Tienda física
FAC-002610,06/21/2025,CLI-00377,SKU-00128,2,543.33,MXN,1086.66,Tienda física
FAC-002745,27/07/2025,CLI-00202,SKU-00075,3,230.48,MXN,691.44,Tienda física
FAC-002949,2024-05-26,CLI-00105,SKU-00055,6,553.35,MXN,3320.1,Tienda física
FAC-000846,2025-08-29,CLI-00161,SKU-00075,2,217.09,MXN,434.18,Tienda física
FAC-002399,05/24/2024,CLI-00154,SKU-00084,7,925.32,MXN,6477.24,Tienda física
FAC-000094,2024-01-25,CLI-00458,SKU-00089,7,1255.93,USD,8791.51,Tienda física
FAC-003399,2025-03-11,CLI-00155,SKU-00008,-4,1915.33,MXN,9576.65,Teléfono
FAC-000561,2024-03-09,CLI-00028,SKU-00117,6,744.83,MXN,4468.98,E-commerce
FAC-002066,2025-01-01,CLI-00430,SKU-00055,4,582.88,MXN,2331.52,Tienda física
FAC-002228,05/21/2025,CLI-00234,SKU-00047,-2,1300.45,MXN,6502.25,E-commerce
FAC-002538,21/01/2024,CLI-00455,SKU-00119,4,854.91,MXN,3419.64,Tienda física
FAC-002420,2025-12-17,CLI-00114,SKU-00112,2,191.4,usd,382.8,Marketplace
FAC-003099,09/04/2024,CLI-00365,SKU-00151,2,543.86,MXN,1087.72,Teléfono
FAC-000691,2025-05-08,CLI-00115,SKU-00149,2,59.49,USD,118.98,E-commerce
FAC-002190,2024-12-27,CLI-00385,SKU-00032,4,786.89,USD,3147.56,E-commerce
FAC-000480,01/11/2024,CLI-00452,SKU-00011,3,532.27,MXN,1596.81,Marketplace
FAC-000278,22/02/2025,CLI-00493,SKU-00150,2,512.25,MXN,1024.5,E-commerce
FAC-000549,05/12/2025,CLI-00435,SKU-00096,5,1461.11,MXN,7305.55,Tienda física
FAC-001653,2024-07-10,CLI-00218,SKU-00024,5,926.23,MXN,,Tienda física
FAC-001758,2025-07-27,CLI-00022,SKU-00105,2,1647.0,MXN,3294.0,Tienda física
FAC-000922,2025-05-21,CLI-00421,SKU-00152,3,538.58,MXN,1615.74,E-commerce
FAC-001358,2025-10-07,CLI-00435,SKU-00014,5,259.27,MXN,1296.35,Marketplace
FAC-001107,08/22/2024,CLI-00217,SKU-00097,3,1920.02,MXN,5760.06,E-commerce
FAC-000962,2025-08-30,CLI-00344,SKU-00063,4,304.01,MXN,1216.04,Marketplace
FAC-000281,31/07/2025,,SKU-00047,7,1292.75,mxn,6285.76,Marketplace
FAC-002322,06/08/2024,CLI-00453,SKU-00036,4,831.26,MXN,3325.04,Tienda física
FAC-003365,2025-06-11,CLI-00035,SKU-00053,6,694.25,USD,4165.5,Tienda física
FAC-001086,2025-12-30,CLI-00150,SKU-00004,5,499.2,MXN,2496.0,Marketplace
FAC-001138,2025-08-15,CLI-00290,SKU-00028,1,606.23,MXN,606.23,Tienda física
FAC-001278,14/07/2025,CLI-00352,SKU-00028,4,575.48,MXN,2301.92,E-commerce
FAC-000653,2025-11-04,CLI-00361,SKU-00048,6,513.59,MXN,3081.54,Marketplace
FAC-000071,2025-09-29,CLI-91041,SKU-00148,1,542.17,MXN,542.17,Teléfono
FAC-000855,2025-10-01,CLI-00215,SKU-00073,6,55.8,MXN,277.68,Tienda física
FAC-001131,2025-10-30,CLI-00061,SKU-00142,3,527.78,MXN,1583.34,Tienda física
FAC-000926,2024-11-06,CLI-93242,SKU-00082,4,1008.38,MXN,4033.52,E-commerce
FAC-000664,09/13/2024,CLI-00226,SKU-00007,1,1305.41,mxn,1305.41,Marketplace
FAC-002785,2025-07-08,CLI-00077,SKU-00135,3,395.43,USD,660.85,Tienda física
FAC-000985,2025-06-22,CLI-00002,SKU-00114,5,2045.36,USD,10226.8,Tienda física
FAC-003162,2025-03-03,CLI-00186,SKU-00059,1,435.78,MXN,435.78,E-commerce
FAC-001570,23/05/2024,CLI-00326,SKU-00018,3,874.12,MXN,2622.36,E-commerce
FAC-002828,13/09/2024,CLI-00262,SKU-00034,5,1136.87,MXN,5684.35,Teléfono
FAC-002824,2025-10-20,CLI-91848,SKU-00073,5,53.45,MXN,267.25,Teléfono
FAC-000632,2025-02-21,CLI-00374,SKU-00147,5,278.66,mxn,1035.83,E-commerce
FAC-000869,2024-02-20,CLI-00487,SKU-00043,6,737.2,MXN,4423.2,Tienda física
FAC-003409,2024-12-15,CLI-00202,SKU-00090,6,1447.57,MXN,8685.42,Tienda física
FAC-002290,2024-07-18,CLI-00211,SKU-00070,4,405.99,MXN,,Tienda física
FAC-001126,15/07/2025,CLI-00039,SKU-00064,6,126.55,MXN,759.3,Tienda física
FAC-003191,11/08/2025,CLI-00110,SKU-00098,1,1362.29,USD,1362.29,Marketplace
FAC-000870,2025-03-12,CLI-92709,SKU-00057,2,1179.03,MXN,2358.06,Marketplace
FAC-003347,12/07/2025,CLI-00298,SKU-00083,2,189.03,MXN,378.06,Tienda física
FAC-003376,2025-12-19,CLI-00059,SKU-00100,4,"$2,189.39",MXN,8757.56,E-commerce
FAC-003250,01/04/2025,CLI-00221,SKU-00032,6,791.78,USD,4750.68,Tienda física
FAC-002030,2024-09-28,CLI-00263,SKU-00043,4,745.6,USD,2982.4,Tienda física
FAC-002477,12/03/2024,CLI-00353,SKU-00039,3,1500.72,MXN,4502.16,E-commerce
FAC-000399,2024-07-22,CLI-00393,SKU-91301,4,1488.17,MXN,5952.68,Tienda física
FAC-000597,11/20/2025,CLI-00147,SKU-00062,4,376.22,MXN,1504.88,Marketplace
FAC-001777,2025-06-26,CLI-00425,SKU-00003,3,2914.07,MXN,8742.21,Marketplace
FAC-002493,2025-08-11,CLI-00306,SKU-00040,2,696.94,MXN,1393.88,Tienda física
FAC-000056,03/10/2025,CLI-00064,SKU-00101,4,888.49,MXN,3553.96,E-commerce
FAC-002655,2024-07-27,CLI-00483,SKU-00097,1,1909.43,MXN,1909.43,E-commerce
FAC-003010,2024-05-10,CLI-00490,SKU-97418,1,619.41,MXN,619.41,E-commerce
FAC-001903,2025-04-20,CLI-00212,SKU-00127,5,708.16,MXN,3540.8,Tienda física
FAC-002797,2024-03-25,CLI-00439,SKU-00016,5,686.65,MXN,3433.25,Tienda física
FAC-000150,2025-10-22,CLI-00386,SKU-00051,4,544.76,USD,2179.04,Marketplace
FAC-003246,2024-05-01,CLI-00367,SKU-00101,4,882.58,MXN,3530.32,E-commerce
FAC-003075,17/04/2025,CLI-00040,SKU-00068,-3,309.44,MXN,928.32,E-commerce
