fecha,anio,mes,nombre_mes,trimestre,dia_semana,es_fin_de_semana,es_feriado
2024-02-10,2024,2,Febrero,Q1,Sábado,True,
2024-10-01,2024,10,Octubre,Q4,Martes,False,
2024-09-17,2024,9,Septiembre,Q3,Martes,False,
2025-01-17,2025,1,Enero,Q1,Viernes,False,
2025-07-12,2025,7,Julio,Q3,Sábado,True,
2025-09-10,2025,9,Septiembre,Q3,Miércoles,False,
2025-03-23,2025,3,Marzo,Q1,Domingo,True,
2025-02-27,2025,2,Febrero,Q1,Jueves,False,
2024-07-07,2024,7,Julio,Q3,Domingo,True,
2025-09-29,2025,9,Septiembre,Q3,Lunes,False,
2024-12-09,2024,12,Diciembre,Q4,Lunes,False,
2024-10-14,2024,10,Octubre,Q4,Lunes,False,
2024-11-27,2024,11,Noviembre,Q4,Miércoles,False,
2025-10-23,2025,10,Octubre,Q4,Jueves,False,
2025-02-28,2025,2,Febrero,Q1,Viernes,False,
2024-08-23,2024,8,Agosto,Q3,Viernes,False,
2025-11-04,2025,11,Noviembre,Q4,Martes,False,
2024-03-19,2024,3,Marzo,Q1,Martes,False,
2024-05-24,2024,5,Mayo,Q2,Viernes,False,
2025-10-24,2025,10,Octubre,Q4,Viernes,False,
2024-03-10,2024,3,Marzo,Q1,Domingo,True,
2024-08-11,2024,8,Agosto,Q3,Domingo,True,
2025-12-30,2025,12,Diciembre,Q4,Martes,False,
2025-03-21,2025,3,Marzo,Q1,Viernes,False,
2025-05-30,2025,5,Mayo,Q2,Viernes,False,
2025-12-27,2025,12,Diciembre,Q4,Sábado,True,
2025-04-16,2025,4,Abril,Q2,Miércoles,False,
2024-08-12,2024,8,Agosto,Q3,Lunes,False,
2024-06-29,2024,6,Junio,Q2,Sábado,True,
2025-11-20,2025,11,Noviembre,Q4,Jueves,False,
2025-01-08,2025,1,Enero,Q1,Miércoles,False,
2024-07-04,2024,7,Julio,Q3,Jueves,False,
2025-01-23,2025,1,Enero,Q1,Jueves,False,
2025-12-28,2025,12,Diciembre,Q4,DOMINGO,True,
2025-06-20,2025,6,JUNIO,Q2,Viernes,False,
2024-04-28,2024,4,Abril,Q2,Domingo,True,
2024-12-11,2024,12,Diciembre,Q4,Miércoles,False,
2025-04-15,2025,4,Abril,Q2,Martes,False,
2025-08-20,2025,8,Agosto,Q3,Miércoles,False,
2024-07-15,2024,7,Julio,Q3,Lunes,False,
2025-03-05,2025,3,Marzo,Q1,Miércoles,False,
2024-08-04,2024,8,Agosto,Q3,Domingo,True,
2024-10-12,2024,10,Octubre,Q4,Sábado,True,
2025-05-15,2025,5,Mayo,Q2,Jueves,False,
2025-02-18,2025,2,Febrero,Q1,Martes,False,
2025-03-14,2025,3,Marzo,Q1,VIERNES,False,
2025-05-05,2025,5,Mayo,Q2,Lunes,False,
2024-09-02,2024,9,Septiembre,Q3,Lunes,False,
2024-01-27,2024,1,Enero,Q1,Sábado,True,
2025-05-14,2025,5,MAYO,Q2,Miércoles,False,
2025-08-17,2025,8,Agosto,Q3,Domingo,True,
2025-08-15,2025,8,Agosto,Q3,Viernes,False,
2024-05-09,2024,5,Mayo,Q2,Jueves,False,
2025-08-14,2025,8,Agosto,Q3,Jueves,False,
2024-01-11,2024,1,Enero,Q1,Jueves,False,
2024-01-12,2024,1,Enero,Q1,Viernes,False,
2025-03-31,2025,3,Marzo,Q1,Lunes,False,
2025-11-27,2025,11,Noviembre,Q4,Jueves,False,
2024-02-14,2024,2,Febrero,Q1,Miércoles,False,
2024-03-22,2024,3,Marzo,Q1,Viernes,False,
2025-12-08,2025,12,diciembre,Q4,Lunes,False,
2025-06-16,2025,6,Junio,Q2,Lunes,False,
2025-01-13,2025,1,Enero,Q1,Lunes,False,
2024-04-03,2024,4,Abril,Q2,Miércoles,False,
2025-12-20,2025,12,Diciembre,Q4,Sábado,True,
2024-04-14,2024,4,Abril,Q2,domingo,True,
2025-02-14,2025,2,Febrero,Q1,Viernes,False,
2025-09-17,2025,9,Septiembre,Q3,Miércoles,False,
2024-06-15,2024,6,Junio,Q2,Sábado,True,
2025-08-01,2025,8,Agosto,Q3,Viernes,False,
2025-03-09,2025,3,Marzo,Q1,Domingo,True,
2025-12-19,2025,12,Diciembre,Q4,Viernes,False,
2025-12-12,2025,12,Diciembre,Q4,Viernes,False,
2025-04-06,2025,4,Abril,Q2,domingo,True,
2025-12-09,2025,12,Diciembre,Q4,Martes,False,
2024-02-04,2024,2,Febrero,Q1,Domingo,True,
2024-08-16,2024,8,Agosto,Q3,Viernes,False,
2024-01-26,2024,1,Enero,Q1,Viernes,False,
2024-03-24,2024,3,Marzo,Q1,Domingo,True,
2024-07-29,2024,7,Julio,Q3,Lunes,False,
2024-11-30,2024,11,Noviembre,Q4,Sábado,True,
2024-08-07,2024,8,Agosto,Q3,Miércoles,False,
2025-09-23,2025,9,Septiembre,Q3,Martes,False,
2024-01-16,2024,1,Enero,Q1,Martes,False,
2024-06-12,2024,6,Junio,Q2,Miércoles,False,
2024-05-08,2024,5,Mayo,Q2,Miércoles,False,
2025-06-02,2025,6,Junio,Q2,Lunes,False,
2025-11-13,2025,11,Noviembre,Q4,Jueves,False,
2024-04-27,2024,4,Abril,Q2,Sábado,True,
2025-05-18,2025,5,Mayo,Q2,Domingo,True,
2025-02-19,2025,2,Febrero,Q1,Miércoles,False,
2024-01-30,2024,1,Enero,Q1,Martes,False,
2025-04-07,2025,4,Abril,Q2,Lunes,False,
2024-12-06,2024,12,Diciembre,Q4,Viernes,False,
2025-02-17,2025,2,Febrero,Q1,Lunes,False,
2025-04-19,2025,4,Abril,Q2,Sábado,True,
2024-11-29,2024,11,Noviembre,Q4,Viernes,False,
2025-06-25,2025,6,Junio,Q2,Miércoles,False,
2024-04-02,2024,4,Abril,Q2,Martes,False,
2025-01-01,2025,1,Enero,Q1,Miércoles,False,
2025-02-26,2025,2,Febrero,Q1,Miércoles,False,
2025-09-03,2025,9,Septiembre,Q3,Miércoles,False,
2024-08-14,2024,8, Agosto ,Q3,Miércoles,False,
2024-03-28,2024,3,Marzo,Q1,JUEVES,False,
2024-10-07,2024,10,Octubre,Q4,Lunes,False,
2025-05-16,2025,5,Mayo,Q2,Viernes,False,
2024-09-22,2024,9,Septiembre,Q3,Domingo,True,
2025-09-08,2025,9,Septiembre,Q3,LUNES,False,
2025-01-21,2025,1,Enero,Q1,Martes,False,
2025-06-09,2025,6,junio,Q2,Lunes,False,
2025-09-13,2025,9,Septiembre,Q3,Sábado,True,
2025-03-30,2025,3,MARZO,Q1,Domingo,True,
2024-05-01,2024,5,Mayo,Q2,Miércoles,False,
2024-09-24,2024,9,Septiembre,Q3,Martes,False,
2024-01-08,2024,1,Enero,Q1,Lunes,False,
2024-02-11,2024,2,Febrero,Q1,Domingo,True,
2025-11-11,2025,11,Noviembre,Q4,Martes,False,
2024-05-27,2024,5,Mayo,Q2,Lunes,False,
2024-12-15,2024,12,Diciembre,Q4,Domingo,True,
2024-02-16,2024,2,Febrero,Q1,Viernes,False,
2025-12-14,2025,12,Diciembre,Q4,Domingo,True,
2024-04-26,2024,4,Abril,Q2,Viernes,False,
2025-05-03,2025,5,Mayo,Q2,Sábado,True,
2024-09-07,2024,9,Septiembre,Q3,Sábado,True,
2024-05-14,2024,5,Mayo,Q2,Martes,False,
2024-01-20,2024,1,Enero,Q1,Sábado,True,
2025-10-18,2025,10,Octubre,Q4,Sábado,True,
2024-08-17,2024,8,Agosto,Q3,Sábado,True,
2024-09-27,2024,9, Septiembre ,Q3,Viernes,False,
2025-10-04,2025,10,Octubre,Q4,Sábado,True,
2024-09-06,2024,9,Septiembre,Q3,Viernes,False,
2024-01-21,2024,1,Enero,Q1,Domingo,True,
2024-10-13,2024,10,Octubre,Q4,Domingo,True,
2025-05-22,2025,5,Mayo,Q2,Jueves,False,
2025-03-15,2025,3,Marzo,Q1,Sábado,True,
2024-05-16,2024,5,Mayo,Q2,Jueves,False,
2024-06-22,2024,6,junio,Q2,Sábado,True,
2024-05-11,2024,5,Mayo,Q2,Sábado,True,
2024-12-23,2024,12,Diciembre,Q4,Lunes,False,
2025-01-30,2025,1,Enero,Q1,Jueves,False,
2024-03-20,2024,3,Marzo,Q1,miércoles,False,
2025-08-06,2025,8,Agosto,Q3,Miércoles,False,
2024-04-11,2024,4,Abril,Q2,Jueves,False,
2024-01-04,2024,1,Enero,Q1,Jueves,False,
2024-05-22,2024,5,Mayo,Q2,Miércoles,False,
2025-01-15,2025,1,Enero,Q1,Miércoles,False,
2024-04-22,2024,4,Abril,Q2,Lunes,False,
2025-05-20,2025,5, Mayo ,Q2,Martes,False,
2024-05-20,2024,5,Mayo,Q2,Lunes,False,
2025-01-09,2025,1,Enero,Q1,Jueves,False,
2025-12-23,2025,12,Diciembre,Q4,Martes,False,
2025-07-13,2025,7,Julio,Q3, Domingo ,True,
2024-11-05,2024,11,Noviembre,Q4,Martes,False,
2024-03-05,2024,3,Marzo,Q1,Martes,False,
2024-10-06,2024,10,Octubre,Q4,Domingo,True,
2024-02-01,2024,2,Febrero,Q1,Jueves,False,
2024-09-20,2024,9,Septiembre,Q3,Viernes,False,
2025-01-10,2025,1,Enero,Q1,Viernes,False,
2024-08-08,2024,8,Agosto,Q3,Jueves,False,
2025-06-06,2025,6,Junio,Q2,Viernes,False,
2024-06-19,2024,6,Junio,Q2,Miércoles,False,
2025-07-11,2025,7,Julio,Q3,Viernes,False,
2025-07-15,2025,7,Julio,Q3,Martes,False,
2024-09-04,2024,9,Septiembre,Q3,Miércoles,False,
2024-03-16,2024,3,Marzo,Q1,Sábado,True,
2024-02-22,2024,2,Febrero,Q1,Jueves,False,
2025-03-27,2025,3,Marzo,Q1,Jueves,False,
2024-02-19,2024,2,Febrero,Q1,Lunes,False,
2024-03-02,2024,3,Marzo,Q1,Sábado,True,
2024-04-16,2024,4,Abril,Q2,Martes,False,
2024-12-04,2024,12,Diciembre,Q4, Miércoles ,False,
2024-02-03,2024,2,Febrero,Q1,Sábado,True,
2025-06-22,2025,6,Junio,Q2,Domingo,True,
2024-07-23,2024,7,Julio,Q3,Martes,False,
2025-10-25,2025,10,Octubre,Q4,Sábado,True,
2024-11-13,2024,11,Noviembre,Q4,Miércoles,False,
2024-02-17,2024,2,Febrero,Q1,Sábado,True,
2024-07-18,2024,7,Julio,Q3,Jueves,False,
2024-09-14,2024,9,Septiembre,Q3,Sábado,True,
2025-09-20,2025,9,Septiembre,Q3,Sábado,True,
2024-09-10,2024,9,Septiembre,Q3,Martes,False,
2024-04-24,2024,4,Abril,Q2,Miércoles,False,
2025-08-29,2025,8,Agosto,Q3,Viernes,False,
2024-05-05,2024,5,Mayo,Q2,Domingo,True,
2025-05-09,2025,5,Mayo,Q2,Viernes,False,
2024-11-12,2024,11,NOVIEMBRE,Q4,Martes,False,
2024-01-25,2024,1,Enero,Q1,Jueves,False,
2024-01-15,2024,1,Enero,Q1,Lunes,False,
2024-11-26,2024,11,Noviembre,Q4,Martes,False,
2025-01-20,2025,1,Enero,Q1,Lunes,False,
2024-06-30,2024,6,Junio,Q2,Domingo,True,
2025-03-11,2025,3,Marzo,Q1,Martes,False,
2024-03-30,2024,3,Marzo,Q1,Sábado,True,
2024-11-06,2024,11,Noviembre,Q4,miércoles,False,
2025-06-13,2025,6,Junio,Q2,Viernes,False,
2025-07-14,2025,7,Julio,Q3,Lunes,False,
2024-07-27,2024,7,JULIO,Q3,Sábado,True,
2025-02-09,2025,2,Febrero,Q1,Domingo,True,
2025-04-11,2025,4,Abril,Q2,Viernes,False,
2024-04-08,2024,4,Abril,Q2,Lunes,False,
2024-02-07,2024,2,Febrero,Q1,Miércoles,False,
2025-07-23,2025,7,julio,Q3,Miércoles,False,
2024-07-11,2024,7,Julio,Q3,Jueves,False,
2025-08-03,2025,8,Agosto,Q3,Domingo,True,
2024-07-24,2024,7,Julio,Q3,Miércoles,False,
2024-02-26,2024,2,Febrero,Q1,Lunes,False,
2025-04-26,2025,4,Abril,Q2,Sábado,True,
2024-02-24,2024,2,Febrero,Q1,Sábado,True,
2024-12-02,2024,12,Diciembre,Q4,Lunes,False,
2024-10-10,2024,10, Octubre ,Q4,Jueves,False,
2025-03-19,2025,3,Marzo,Q1,Miércoles,False,
2024-08-26,2024,8,Agosto,Q3,Lunes,False,
2025-11-12,2025,11,Noviembre,Q4,Miércoles,False,
2025-06-29,2025,6,Junio,Q2,Domingo,True,
2024-05-31,2024,5,Mayo,Q2,Viernes,False,
2025-05-13,2025,5,Mayo,Q2,Martes,False,
2024-08-25,2024,8,Agosto,Q3,Domingo,True,
2025-10-14,2025,10,Octubre,Q4,Martes,False,
2025-04-17,2025,4,Abril,Q2,Jueves,False,
2024-07-31,2024,7,Julio,Q3,Miércoles,False,
2025-06-10,2025,6,Junio,Q2,Martes,False,
2025-08-10,2025,8,Agosto,Q3,Domingo,True,
2025-10-21,2025,10,Octubre,Q4,Martes,False,
2024-01-09,2024,1,Enero,Q1,Martes,False,
2025-08-26,2025,8,Agosto,Q3,Martes,False,
2024-04-10,2024,4,Abril,Q2,Miércoles,False,
2025-06-26,2025,6,Junio,Q2,Jueves,False,
2025-02-13,2025,2,Febrero,Q1,Jueves,False,
2024-12-13,2024,12,Diciembre,Q4,Viernes,False,
2024-03-26,2024,3,Marzo,Q1,Martes,False,
2025-06-19,2025,6,Junio,Q2,Jueves,False,
2024-09-05,2024,9,Septiembre,Q3,Jueves,False,
2025-09-15,2025,9,Septiembre,Q3,Lunes,False,
2025-08-23,2025,8,Agosto,Q3,Sábado,True,
2025-11-02,2025,11,Noviembre,Q4,Domingo,True,
2025-02-05,2025,2,Febrero,Q1,Miércoles,False,
2024-06-23,2024,6,Junio,Q2,Domingo,True,
2025-07-05,2025,7,Julio,Q3,Sábado,True,
2025-07-07,2025,7,Julio,Q3,Lunes,False,
2025-02-08,2025,2,Febrero,Q1,Sábado,True,
2024-03-03,2024,3,Marzo,Q1,Domingo,True,
2024-04-13,2024,4,Abril,Q2,Sábado,True,
2024-07-16,2024,7,Julio,Q3,Martes,False,
2024-02-28,2024,2,Febrero,Q1,Miércoles,False,
2024-07-22,2024,7,Julio,Q3,Lunes,False,
2025-10-29,2025,10,Octubre,Q4,Miércoles,False,
2025-08-09,2025,8,Agosto,Q3,Sábado,True,
2025-02-01,2025,2,Febrero,Q1,Sábado,True,
2024-01-22,2024,1,Enero,Q1,Lunes,False,
