ticket_id,cliente_id,fecha_apertura,fecha_cierre,categoria
TCK-00419,CLI-00248,2025-06-08,2025-06-11,Rendimiento
TCK-00420,CLI-00396,2025-06-08,2025-06-11,Bug
TCK-00421,CLI-00117,2025-06-09,2025-06-15,Facturación
TCK-00422,CLI-00485,2025-06-09,2025-06-11,Consulta
TCK-00423,CLI-00151,2025-06-10,2025-06-13,Bug
TCK-00424,CLI-00173,2025-06-10,2025-06-12,Consulta
TCK-00425,CLI-00290,2025-06-10,2025-06-17,Bug
TCK-00426,CLI-00436,2025-06-10,2025-06-11,Consulta
TCK-00427,CLI-00117,2025-06-11,2025-06-12,Acceso
TCK-00428,CLI-00131,2025-06-11,2025-06-18,Acceso
TCK-00429,CLI-00188,2025-06-11,2025-06-12,Consulta
TCK-00430,CLI-00289,2025-06-11,2025-06-12,Facturación
TCK-00431,CLI-00496,2025-06-11,2025-06-13,Rendimiento
TCK-00432,CLI-00051,2025-06-12,2025-06-12,Facturación
TCK-00433,CLI-00339,2025-06-12,2025-06-19,Bug
TCK-00434,CLI-00424,2025-06-12,2025-06-13,Acceso
TCK-00435,CLI-00496,2025-06-12,2025-06-15,Acceso
TCK-00436,CLI-00342,2025-06-14,2025-06-21,Facturación
TCK-00437,CLI-00117,2025-06-15,2025-06-15,Rendimiento
TCK-00438,CLI-00272,2025-06-15,2025-06-15,Acceso
TCK-00439,CLI-00054,2025-06-16,2025-06-17,Acceso
TCK-00440,CLI-00131,2025-06-16,2025-06-17,Consulta
TCK-00441,CLI-00179,2025-06-16,2025-06-22,Rendimiento
TCK-00442,CLI-00235,2025-06-16,2025-06-16,Rendimiento
TCK-00443,CLI-00376,2025-06-16,2025-06-20,Bug
TCK-00444,CLI-00390,2025-06-16,2025-06-18,Facturación
TCK-00445,CLI-00394,2025-06-16,2025-06-19,Bug
TCK-00446,CLI-00157,2025-06-17,2025-06-18,Rendimiento
TCK-00447,CLI-00195,2025-06-17,2025-06-21,Consulta
TCK-00448,CLI-00384,2025-06-17,2025-06-17,Facturación
TCK-00449,CLI-00485,2025-06-17,2025-06-24,Acceso
TCK-00450,CLI-00003,2025-06-18,2025-06-21,Rendimiento
TCK-00451,CLI-00109,2025-06-18,2025-06-24,Consulta
TCK-00452,CLI-00206,2025-06-18,2025-06-19,Consulta
TCK-00453,CLI-00411,2025-06-18,2025-06-22,Facturación
TCK-00454,CLI-00435,2025-06-19,2025-06-24,Bug
TCK-00455,CLI-00290,2025-06-20,2025-06-21,Acceso
TCK-00456,CLI-00070,2025-06-21,2025-06-27,Acceso
TCK-00457,CLI-00003,2025-06-22,2025-06-24,Rendimiento
TCK-00458,CLI-00051,2025-06-22,2025-06-22,Rendimiento
TCK-00459,CLI-00195,2025-06-22,2025-06-29,Bug
TCK-00460,CLI-00349,2025-06-23,2025-06-27,Rendimiento
TCK-00461,CLI-00242,2025-06-24,2025-06-29,Consulta
TCK-00462,CLI-00341,2025-06-24,2025-07-01,Rendimiento
TCK-00463,CLI-00367,2025-06-24,2025-06-24,Bug
TCK-00464,CLI-00398,2025-06-24,2025-06-24,Acceso
TCK-00465,CLI-00043,2025-06-25,2025-07-02,Consulta
TCK-00466,CLI-00058,2025-06-25,2025-07-01,Rendimiento
TCK-00467,CLI-00003,2025-06-26,2025-06-26,Consulta
TCK-00468,CLI-00173,2025-06-26,2025-07-02,Acceso
TCK-00469,CLI-00289,2025-06-26,2025-07-02,Consulta
TCK-00470,CLI-00349,2025-06-26,2025-06-30,Facturación
TCK-00471,CLI-00354,2025-06-26,2025-07-01,Acceso
TCK-00472,CLI-00206,2025-06-27,2025-07-04,Acceso
TCK-00473,CLI-00492,2025-06-27,2025-07-01,Consulta
TCK-00474,CLI-00051,2025-06-28,2025-07-04,Acceso
TCK-00475,CLI-00173,2025-06-28,2025-07-03,Facturación
TCK-00476,CLI-00424,2025-06-28,2025-07-04,Consulta
TCK-00477,CLI-00004,2025-07-01,2025-07-01,Facturación
TCK-00478,CLI-00169,2025-07-03,2025-07-04,Bug
TCK-00479,CLI-00325,2025-07-03,2025-07-05,Consulta
TCK-00480,CLI-00452,2025-07-03,2025-07-10,Consulta
TCK-00481,CLI-00028,2025-07-04,2025-07-11,Facturación
TCK-00482,CLI-00054,2025-07-04,2025-07-10,Rendimiento
TCK-00483,CLI-00196,2025-07-04,2025-07-08,Rendimiento
TCK-00484,CLI-00371,2025-07-04,2025-07-11,Rendimiento
TCK-00485,CLI-00041,2025-07-05,2025-07-06,Bug
TCK-00486,CLI-00382,2025-07-05,2025-07-05,Acceso
TCK-00487,CLI-00096,2025-07-06,2025-07-09,Consulta
TCK-00488,CLI-00189,2025-07-06,2025-07-08,Acceso
TCK-00489,CLI-00196,2025-07-06,2025-07-12,Consulta
TCK-00490,CLI-00204,2025-07-06,2025-07-11,Consulta
TCK-00491,CLI-00264,2025-07-06,2025-07-10,Consulta
TCK-00492,CLI-00317,2025-07-06,2025-07-07,Acceso
TCK-00493,CLI-00388,2025-07-06,2025-07-11,Consulta
TCK-00494,CLI-00063,2025-07-07,2025-07-11,Acceso
TCK-00495,CLI-00131,2025-07-07,2025-07-12,Rendimiento
TCK-00496,CLI-00256,2025-07-07,2025-07-10,Facturación
TCK-00497,CLI-00260,2025-07-07,2025-07-09,Facturación
TCK-00498,CLI-00264,2025-07-07,2025-07-08,Rendimiento
TCK-00499,CLI-00388,2025-07-07,2025-07-11,Facturación
TCK-00500,CLI-00431,2025-07-07,2025-07-11,Bug
TCK-00501,CLI-00063,2025-07-08,2025-07-13,Acceso
TCK-00502,CLI-00343,2025-07-08,2025-07-15,Bug
TCK-00503,CLI-00458,2025-07-08,2025-07-13,Acceso
TCK-00504,CLI-00424,2025-07-09,2025-07-16,Rendimiento
TCK-00505,CLI-00041,2025-07-10,2025-07-15,Acceso
TCK-00506,CLI-00216,2025-07-10,2025-07-16,Acceso
TCK-00507,CLI-00003,2025-07-11,2025-07-11,Acceso
TCK-00508,CLI-00043,2025-07-11,2025-07-15,Facturación
TCK-00509,CLI-00077,2025-07-11,2025-07-15,Acceso
TCK-00510,CLI-00097,2025-07-11,2025-07-18,Rendimiento
TCK-00511,CLI-00203,2025-07-11,2025-07-12,Bug
TCK-00512,CLI-00163,2025-07-13,2025-07-18,Consulta
TCK-00513,CLI-00394,2025-07-13,2025-07-15,Acceso
TCK-00514,CLI-00428,2025-07-13,2025-07-13,Rendimiento
TCK-00515,CLI-00043,2025-07-14,2025-07-17,Facturación
TCK-00516,CLI-00490,2025-07-14,2025-07-17,Consulta
TCK-00517,CLI-00108,2025-07-15,2025-07-15,Rendimiento
TCK-00518,CLI-00431,2025-07-15,2025-07-19,Rendimiento
TCK-00519,CLI-00136,2025-07-16,2025-07-21,Consulta
TCK-00520,CLI-00216,2025-07-16,2025-07-19,Bug
TCK-00521,CLI-00043,2025-07-18,2025-07-21,Facturación
TCK-00522,CLI-00051,2025-07-18,2025-07-22,Acceso
TCK-00523,CLI-00149,2025-07-18,2025-07-22,Consulta
TCK-00524,CLI-00149,2025-07-18,2025-07-25,Acceso
TCK-00525,CLI-00468,2025-07-18,2025-07-21,Acceso
TCK-00526,CLI-00506,2025-07-18,2025-07-24,Acceso
TCK-00527,CLI-00446,2025-07-19,2025-07-22,Bug
TCK-00528,CLI-00104,2025-07-20,2025-07-25,Consulta
TCK-00529,CLI-00350,2025-07-20,2025-07-26,Rendimiento
TCK-00530,CLI-00424,2025-07-20,2025-07-23,Acceso
TCK-00531,CLI-00341,2025-07-21,2025-07-23,Consulta
TCK-00532,CLI-00416,2025-07-21,2025-07-28,Facturación
TCK-00533,CLI-00453,2025-07-22,2025-07-23,Facturación
TCK-00534,CLI-00041,2025-07-23,2025-07-23,Rendimiento
TCK-00535,CLI-00004,2025-07-24,2025-07-30,Rendimiento
TCK-00536,CLI-00431,2025-07-24,2025-07-31,Rendimiento
TCK-00537,CLI-00161,2025-07-25,2025-07-28,Rendimiento
TCK-00538,CLI-00505,2025-07-25,2025-08-01,Facturación
TCK-00539,CLI-00063,2025-07-26,2025-07-31,Rendimiento
TCK-00540,CLI-00109,2025-07-26,2025-08-01,Consulta
TCK-00541,CLI-00452,2025-07-26,2025-07-27,Consulta
TCK-00542,CLI-00265,2025-07-27,2025-07-28,Rendimiento
TCK-00543,CLI-00458,2025-07-27,2025-07-31,Consulta
TCK-00544,CLI-00047,2025-08-01,2025-08-03,Consulta
TCK-00545,CLI-00164,2025-08-01,2025-08-03,Rendimiento
TCK-00546,CLI-00073,2025-08-02,2025-08-06,Facturación
TCK-00547,CLI-00084,2025-08-02,2025-08-05,Facturación
TCK-00548,CLI-00135,2025-08-02,2025-08-04,Acceso
TCK-00549,CLI-00236,2025-08-02,2025-08-07,Rendimiento
TCK-00550,CLI-00290,2025-08-02,2025-08-03,Acceso
TCK-00551,CLI-00337,2025-08-02,2025-08-08,Consulta
TCK-00552,CLI-00046,2025-08-04,2025-08-06,Acceso
TCK-00553,CLI-00123,2025-08-04,2025-08-09,Bug
TCK-00554,CLI-00354,2025-08-04,2025-08-04,Bug
TCK-00555,CLI-00396,2025-08-04,2025-08-07,Rendimiento
TCK-00556,CLI-00425,2025-08-04,2025-08-04,Acceso
TCK-00557,CLI-00365,2025-08-05,2025-08-07,Consulta
TCK-00558,CLI-00452,2025-08-05,2025-08-10,Acceso
TCK-00559,CLI-00036,2025-08-06,2025-08-11,Acceso
TCK-00560,CLI-00333,2025-08-06,2025-08-09,Facturación
TCK-00561,CLI-00501,2025-08-06,2025-08-12,Rendimiento
TCK-00562,CLI-00097,2025-08-07,2025-08-11,Bug
TCK-00563,CLI-00123,2025-08-07,2025-08-13,Acceso
TCK-00564,CLI-00236,2025-08-07,2025-08-12,Facturación
TCK-00565,CLI-00460,2025-08-07,2025-08-13,Acceso
TCK-00566,CLI-00484,2025-08-07,2025-08-09,Acceso
TCK-00567,CLI-00173,2025-08-08,2025-08-14,Facturación
TCK-00568,CLI-00218,2025-08-08,2025-08-13,Rendimiento
TCK-00569,CLI-00096,2025-08-09,2025-08-15,Consulta
TCK-00570,CLI-00194,2025-08-09,2025-08-12,Rendimiento
TCK-00571,CLI-00260,2025-08-09,2025-08-14,Rendimiento
TCK-00572,CLI-00345,2025-08-09,2025-08-16,Acceso
TCK-00573,CLI-00458,2025-08-09,2025-08-11,Bug
TCK-00574,CLI-00384,2025-08-10,2025-08-17,Rendimiento
TCK-00575,CLI-00458,2025-08-10,2025-08-12,Facturación
TCK-00576,CLI-00164,2025-08-11,2025-08-14,Bug
TCK-00577,CLI-00257,2025-08-11,2025-08-16,Facturación
TCK-00578,CLI-00196,2025-08-12,2025-08-13,Bug
TCK-00579,CLI-00388,2025-08-12,2025-08-15,Consulta
TCK-00580,CLI-00081,2025-08-13,2025-08-13,Bug
TCK-00581,CLI-00153,2025-08-13,2025-08-18,Consulta
TCK-00582,CLI-00452,2025-08-13,2025-08-13,Bug
TCK-00583,CLI-00458,2025-08-13,2025-08-13,Rendimiento
TCK-00584,CLI-00035,2025-08-14,2025-08-14,Consulta
TCK-00585,CLI-00139,2025-08-14,2025-08-18,Bug
TCK-00586,CLI-00233,2025-08-14,2025-08-15,Rendimiento
TCK-00587,CLI-00264,2025-08-14,2025-08-18,Rendimiento
TCK-00588,CLI-00396,2025-08-14,2025-08-18,Consulta
TCK-00589,CLI-00436,2025-08-14,2025-08-16,Consulta
TCK-00590,CLI-00210,2025-08-15,2025-08-20,Rendimiento
TCK-00591,CLI-00097,2025-08-16,2025-08-16,Acceso
TCK-00592,CLI-00164,2025-08-16,2025-08-17,Facturación
TCK-00593,CLI-00257,2025-08-16,2025-08-23,Facturación
TCK-00594,CLI-00388,2025-08-16,2025-08-17,Rendimiento
TCK-00595,CLI-00204,2025-08-17,2025-08-21,Bug
TCK-00596,CLI-00216,2025-08-17,2025-08-18,Bug
TCK-00597,CLI-00344,2025-08-17,2025-08-23,Rendimiento
TCK-00598,CLI-00433,2025-08-17,2025-08-20,Facturación
TCK-00599,CLI-00460,2025-08-17,2025-08-22,Rendimiento
TCK-00600,CLI-00484,2025-08-17,2025-08-19,Acceso
TCK-00601,CLI-00009,2025-08-18,2025-08-18,Consulta
TCK-00602,CLI-00199,2025-08-18,2025-08-22,Rendimiento
TCK-00603,CLI-00216,2025-08-18,2025-08-18,Rendimiento
TCK-00604,CLI-00220,2025-08-18,2025-08-23,Acceso
TCK-00605,CLI-00357,2025-08-18,2025-08-24,Acceso
TCK-00606,CLI-00175,2025-08-19,2025-08-22,Bug
TCK-00607,CLI-00275,2025-08-19,2025-08-19,Rendimiento
TCK-00608,CLI-00340,2025-08-19,2025-08-20,Rendimiento
TCK-00609,CLI-00225,2025-08-20,2025-08-22,Bug
TCK-00610,CLI-00391,2025-08-20,2025-08-25,Bug
TCK-00611,CLI-00396,2025-08-20,2025-08-26,Rendimiento
TCK-00612,CLI-00440,2025-08-20,2025-08-25,Facturación
TCK-00613,CLI-00503,2025-08-20,2025-08-24,Rendimiento
TCK-00614,CLI-00036,2025-08-21,2025-08-25,Bug
TCK-00615,CLI-00073,2025-08-21,2025-08-27,Bug
TCK-00616,CLI-00084,2025-08-21,2025-08-21,Acceso
TCK-00617,CLI-00369,2025-08-21,2025-08-24,Rendimiento
TCK-00618,CLI-00460,2025-08-21,2025-08-21,Facturación
TCK-00619,CLI-00066,2025-08-22,2025-08-29,Consulta
TCK-00620,CLI-00257,2025-08-22,2025-08-25,Rendimiento
TCK-00621,CLI-00358,2025-08-22,2025-08-27,Rendimiento
TCK-00622,CLI-00435,2025-08-22,2025-08-24,Consulta
TCK-00623,CLI-00492,2025-08-22,2025-08-23,Consulta
TCK-00624,CLI-00500,2025-08-22,2025-08-29,Facturación
TCK-00625,CLI-00306,2025-08-23,2025-08-28,Consulta
TCK-00626,CLI-00248,2025-08-24,2025-08-26,Consulta
TCK-00627,CLI-00388,2025-08-24,2025-08-28,Facturación
TCK-00628,CLI-00394,2025-08-24,2025-08-28,Bug
TCK-00629,CLI-00440,2025-08-24,2025-08-25,Facturación
TCK-00630,CLI-00123,2025-08-25,2025-08-26,Acceso
TCK-00631,CLI-00175,2025-08-25,2025-08-26,Bug
TCK-00632,CLI-00194,2025-08-25,2025-08-29,Bug
TCK-00633,CLI-00446,2025-08-25,2025-08-28,Bug
TCK-00634,CLI-00484,2025-08-25,2025-08-27,Bug
TCK-00635,CLI-00055,2025-08-26,2025-09-02,Acceso
TCK-00636,CLI-00136,2025-08-26,2025-08-26,Acceso
TCK-00637,CLI-00425,2025-08-26,2025-08-29,Consulta
TCK-00638,CLI-00009,2025-08-27,2025-08-30,Facturación
TCK-00639,CLI-00016,2025-08-27,2025-08-28,Consulta
TCK-00640,CLI-00036,2025-08-27,2025-08-30,Acceso
TCK-00641,CLI-00081,2025-08-27,2025-08-28,Consulta
TCK-00642,CLI-00384,2025-08-27,2025-08-28,Bug
TCK-00643,CLI-00393,2025-08-27,2025-08-27,Bug
TCK-00644,CLI-00240,2025-08-28,2025-08-31,Facturación
TCK-00645,CLI-00290,2025-08-28,2025-08-28,Acceso
TCK-00646,CLI-00317,2025-09-01,2025-09-04,Facturación
TCK-00647,CLI-00396,2025-09-01,2025-09-07,Acceso
TCK-00648,CLI-00458,2025-09-01,2025-09-05,Acceso
TCK-00649,CLI-00289,2025-09-02,2025-09-06,Facturación
TCK-00650,CLI-00325,2025-09-02,2025-09-08,Consulta
TCK-00651,CLI-00506,2025-09-02,2025-09-06,Consulta
TCK-00652,CLI-00035,2025-09-03,2025-09-09,Acceso
TCK-00653,CLI-00081,2025-09-03,2025-09-05,Acceso
TCK-00654,CLI-00250,2025-09-03,2025-09-06,Consulta
TCK-00655,CLI-00145,2025-09-04,2025-09-05,Rendimiento
TCK-00656,CLI-00199,2025-09-04,2025-09-07,Bug
TCK-00657,CLI-00235,2025-09-04,2025-09-07,Bug
TCK-00658,CLI-00391,2025-09-04,2025-09-07,Rendimiento
TCK-00659,CLI-00027,2025-09-05,2025-09-09,Acceso
TCK-00660,CLI-00157,2025-09-05,2025-09-06,Acceso
TCK-00661,CLI-00216,2025-09-06,2025-09-11,Acceso
TCK-00662,CLI-00238,2025-09-06,2025-09-12,Bug
TCK-00663,CLI-00341,2025-09-06,2025-09-11,Bug
TCK-00664,CLI-00382,2025-09-06,2025-09-08,Acceso
TCK-00665,CLI-00034,2025-09-07,2025-09-08,Rendimiento
TCK-00666,CLI-00220,2025-09-07,2025-09-13,Acceso
TCK-00667,CLI-00345,2025-09-07,2025-09-10,Rendimiento
TCK-00668,CLI-00358,2025-09-07,2025-09-10,Bug
TCK-00669,CLI-00475,2025-09-07,2025-09-07,Facturación
TCK-00670,CLI-00036,2025-09-08,2025-09-08,Acceso
TCK-00671,CLI-00191,2025-09-08,2025-09-14,Consulta
TCK-00672,CLI-00218,2025-09-08,2025-09-11,Facturación
TCK-00673,CLI-00317,2025-09-08,2025-09-08,Bug
TCK-00674,CLI-00345,2025-09-08,2025-09-15,Rendimiento
TCK-00675,CLI-00345,2025-09-09,2025-09-13,Facturación
TCK-00676,CLI-00393,2025-09-09,2025-09-15,Consulta
TCK-00677,CLI-00452,2025-09-09,2025-09-13,Bug
TCK-00678,CLI-00475,2025-09-09,2025-09-16,Consulta
TCK-00679,CLI-00455,2025-09-10,2025-09-13,Facturación
TCK-00680,CLI-00043,2025-09-11,2025-09-11,Acceso
TCK-00681,CLI-00054,2025-09-11,2025-09-18,Consulta
TCK-00682,CLI-00096,2025-09-11,2025-09-11,Acceso
TCK-00683,CLI-00106,2025-09-11,2025-09-13,Rendimiento
TCK-00684,CLI-00148,2025-09-11,2025-09-11,Consulta
TCK-00685,CLI-00216,2025-09-11,2025-09-11,Rendimiento
TCK-00686,CLI-00220,2025-09-11,2025-09-15,Rendimiento
TCK-00687,CLI-00271,2025-09-11,2025-09-18,Acceso
TCK-00688,CLI-00055,2025-09-12,2025-09-19,Consulta
TCK-00689,CLI-00235,2025-09-12,2025-09-18,Rendimiento
TCK-00690,CLI-00148,2025-09-13,2025-09-15,Facturación
TCK-00691,CLI-00393,2025-09-13,2025-09-16,Acceso
TCK-00692,CLI-00428,2025-09-13,2025-09-13,Facturación
TCK-00693,CLI-00123,2025-09-14,2025-09-18,Acceso
TCK-00694,CLI-00172,2025-09-14,2025-09-16,Consulta
TCK-00695,CLI-00035,2025-09-15,2025-09-21,Acceso
TCK-00696,CLI-00036,2025-09-15,2025-09-16,Facturación
TCK-00697,CLI-00196,2025-09-15,2025-09-17,Acceso
TCK-00698,CLI-00396,2025-09-15,2025-09-19,Bug
TCK-00699,CLI-00043,2025-09-16,2025-09-22,Consulta
TCK-00700,CLI-00153,2025-09-16,2025-09-19,Acceso
TCK-00701,CLI-00347,2025-09-16,2025-09-20,Acceso
TCK-00702,CLI-00509,2025-09-16,2025-09-23,Rendimiento
TCK-00703,CLI-00145,2025-09-17,2025-09-20,Rendimiento
TCK-00704,CLI-00453,2025-09-17,2025-09-19,Acceso
TCK-00705,CLI-00045,2025-09-18,2025-09-18,Facturación
TCK-00706,CLI-00220,2025-09-19,2025-09-19,Acceso
TCK-00707,CLI-00306,2025-09-19,2025-09-23,Rendimiento
TCK-00708,CLI-00391,2025-09-19,2025-09-21,Bug
TCK-00709,CLI-00188,2025-09-20,2025-09-23,Rendimiento
TCK-00710,CLI-00235,2025-09-20,2025-09-27,Bug
TCK-00711,CLI-00501,2025-09-20,2025-09-20,Rendimiento
TCK-00712,CLI-00123,2025-09-21,2025-09-28,Rendimiento
TCK-00713,CLI-00145,2025-09-21,2025-09-27,Bug
TCK-00714,CLI-00279,2025-09-21,2025-09-22,Facturación
TCK-00715,CLI-00433,2025-09-21,2025-09-24,Facturación
TCK-00716,CLI-00034,2025-09-22,2025-09-23,Acceso
TCK-00717,CLI-00238,2025-09-22,2025-09-25,Bug
TCK-00718,CLI-00144,2025-09-23,2025-09-25,Acceso
TCK-00719,CLI-00153,2025-09-23,2025-09-29,Acceso
TCK-00720,CLI-00210,2025-09-23,2025-09-24,Facturación
TCK-00721,CLI-00260,2025-09-23,2025-09-29,Acceso
TCK-00722,CLI-00436,2025-09-23,2025-09-25,Consulta
TCK-00723,CLI-00448,2025-09-23,2025-09-30,Bug
TCK-00724,CLI-00034,2025-09-24,2025-09-30,Consulta
TCK-00725,CLI-00128,2025-09-24,2025-09-30,Acceso
TCK-00726,CLI-00256,2025-09-24,2025-09-28,Consulta
TCK-00727,CLI-00306,2025-09-24,2025-09-25,Rendimiento
TCK-00728,CLI-00317,2025-09-24,2025-09-28,Bug
TCK-00729,CLI-00414,2025-09-24,2025-10-01,Consulta
TCK-00730,CLI-00414,2025-09-24,2025-09-29,Bug
TCK-00731,CLI-00131,2025-09-25,2025-09-25,Consulta
TCK-00732,CLI-00242,2025-09-25,2025-09-28,Acceso
TCK-00733,CLI-00433,2025-09-25,2025-09-28,Facturación
TCK-00734,CLI-00058,2025-09-26,2025-09-29,Bug
TCK-00735,CLI-00123,2025-09-26,2025-10-01,Facturación
TCK-00736,CLI-00163,2025-09-26,2025-09-29,Facturación
TCK-00737,CLI-00242,2025-09-26,2025-10-02,Consulta
TCK-00738,CLI-00382,2025-09-26,2025-09-27,Acceso
TCK-00739,CLI-00455,2025-09-26,2025-09-29,Bug
TCK-00740,CLI-00051,2025-09-27,2025-10-04,Acceso
TCK-00741,CLI-00131,2025-09-27,2025-09-30,Acceso
TCK-00742,CLI-00412,2025-09-27,2025-10-04,Consulta
TCK-00743,CLI-00070,2025-09-28,2025-09-30,Bug
TCK-00744,CLI-00199,2025-09-28,2025-10-02,Rendimiento
TCK-00745,CLI-00218,2025-09-28,2025-10-05,Rendimiento
TCK-00746,CLI-00289,2025-09-28,2025-09-28,Rendimiento
TCK-00747,CLI-00290,2025-09-28,2025-09-28,Consulta
TCK-00748,CLI-00139,2025-10-01,2025-10-08,Rendimiento
TCK-00749,CLI-00157,2025-10-01,2025-10-05,Bug
TCK-00750,CLI-00052,2025-10-02,2025-10-08,Consulta
TCK-00751,CLI-00343,2025-10-02,2025-10-07,Bug
TCK-00752,CLI-00411,2025-10-02,2025-10-04,Facturación
TCK-00753,CLI-00104,2025-10-03,2025-10-07,Facturación
TCK-00754,CLI-00210,2025-10-03,2025-10-06,Acceso
TCK-00755,CLI-00376,2025-10-03,2025-10-03,Rendimiento
TCK-00756,CLI-00509,2025-10-03,2025-10-10,Consulta
TCK-00757,CLI-00060,2025-10-04,2025-10-04,Consulta
TCK-00758,CLI-00172,2025-10-04,2025-10-04,Rendimiento
TCK-00759,CLI-00218,2025-10-04,2025-10-10,Facturación
TCK-00760,CLI-00279,2025-10-04,2025-10-04,Acceso
TCK-00761,CLI-00496,2025-10-04,2025-10-05,Acceso
TCK-00762,CLI-00509,2025-10-04,2025-10-05,Facturación
TCK-00763,CLI-00117,2025-10-05,2025-10-11,Facturación
TCK-00764,CLI-00150,2025-10-05,2025-10-09,Rendimiento
TCK-00765,CLI-00175,2025-10-05,2025-10-09,Bug
TCK-00766,CLI-00211,2025-10-05,2025-10-05,Rendimiento
TCK-00767,CLI-00345,2025-10-05,2025-10-07,Bug
TCK-00768,CLI-00369,2025-10-05,2025-10-08,Bug
TCK-00769,CLI-00435,2025-10-05,2025-10-05,Consulta
TCK-00770,CLI-00455,2025-10-05,2025-10-08,Bug
TCK-00771,CLI-00210,2025-10-06,2025-10-09,Facturación
TCK-00772,CLI-00452,2025-10-06,2025-10-06,Consulta
TCK-00773,CLI-00016,2025-10-07,2025-10-07,Rendimiento
TCK-00774,CLI-00073,2025-10-07,2025-10-13,Rendimiento
TCK-00775,CLI-00211,2025-10-07,2025-10-10,Rendimiento
TCK-00776,CLI-00216,2025-10-07,2025-10-12,Bug
TCK-00777,CLI-00457,2025-10-07,2025-10-13,Consulta
TCK-00778,CLI-00509,2025-10-07,2025-10-09,Bug
TCK-00779,CLI-00104,2025-10-08,2025-10-09,Facturación
TCK-00780,CLI-00195,2025-10-08,2025-10-12,Consulta
TCK-00781,CLI-00359,2025-10-08,2025-10-10,Acceso
TCK-00782,CLI-00073,2025-10-09,2025-10-11,Rendimiento
TCK-00783,CLI-00195,2025-10-09,2025-10-16,Acceso
TCK-00784,CLI-00369,2025-10-10,2025-10-17,Facturación
TCK-00785,CLI-00220,2025-10-11,2025-10-16,Acceso
TCK-00786,CLI-00394,2025-10-11,2025-10-11,Bug
TCK-00787,CLI-00393,2025-10-12,2025-10-16,Bug
TCK-00788,CLI-00488,2025-10-12,2025-10-19,Acceso
TCK-00789,CLI-00175,2025-10-13,2025-10-17,Rendimiento
TCK-00790,CLI-00188,2025-10-13,2025-10-17,Rendimiento
TCK-00791,CLI-00189,2025-10-13,2025-10-13,Facturación
TCK-00792,CLI-00225,2025-10-13,2025-10-14,Acceso
TCK-00793,CLI-00097,2025-10-14,2025-10-17,Rendimiento
TCK-00794,CLI-00412,2025-10-14,2025-10-20,Rendimiento
TCK-00795,CLI-00437,2025-10-14,2025-10-14,Consulta
TCK-00796,CLI-00452,2025-10-14,2025-10-15,Facturación
TCK-00797,CLI-00496,2025-10-14,2025-10-16,Rendimiento
TCK-00798,CLI-00428,2025-10-15,2025-10-21,Bug
TCK-00799,CLI-00051,2025-10-17,2025-10-22,Rendimiento
TCK-00800,CLI-00175,2025-10-17,2025-10-17,Rendimiento
TCK-00801,CLI-00220,2025-10-17,2025-10-17,Facturación
TCK-00802,CLI-00332,2025-10-17,2025-10-23,Bug
TCK-00803,CLI-00424,2025-10-17,2025-10-22,Consulta
TCK-00804,CLI-00457,2025-10-17,2025-10-20,Facturación
TCK-00805,CLI-00016,2025-10-18,2025-10-25,Acceso
TCK-00806,CLI-00028,2025-10-18,2025-10-24,Facturación
TCK-00807,CLI-00070,2025-10-18,2025-10-21,Facturación
TCK-00808,CLI-00359,2025-10-18,2025-10-21,Facturación
TCK-00809,CLI-00109,2025-10-19,2025-10-21,Rendimiento
TCK-00810,CLI-00189,2025-10-19,2025-10-21,Rendimiento
TCK-00811,CLI-00381,2025-10-19,2025-10-22,Bug
TCK-00812,CLI-00051,2025-10-20,2025-10-24,Bug
TCK-00813,CLI-00128,2025-10-20,2025-10-20,Facturación
TCK-00814,CLI-00446,2025-10-20,2025-10-26,Rendimiento
TCK-00815,CLI-00117,2025-10-21,2025-10-22,Acceso
TCK-00816,CLI-00199,2025-10-21,2025-10-23,Rendimiento
TCK-00817,CLI-00393,2025-10-21,2025-10-23,Consulta
TCK-00818,CLI-00446,2025-10-21,2025-10-26,Consulta
TCK-00819,CLI-00394,2025-10-22,2025-10-22,Facturación
TCK-00820,CLI-00500,2025-10-22,2025-10-24,Rendimiento
TCK-00821,CLI-00250,2025-10-23,2025-10-25,Rendimiento
TCK-00822,CLI-00458,2025-10-23,2025-10-26,Consulta
TCK-00823,CLI-00039,2025-10-24,2025-10-26,Bug
TCK-00824,CLI-00063,2025-10-24,2025-10-28,Facturación
TCK-00825,CLI-00070,2025-10-24,2025-10-29,Acceso
TCK-00826,CLI-00220,2025-10-24,2025-10-27,Acceso
TCK-00827,CLI-00073,2025-10-25,2025-10-25,Facturación
TCK-00828,CLI-00139,2025-10-26,2025-10-27,Facturación
TCK-00829,CLI-00281,2025-10-26,2025-10-27,Rendimiento
TCK-00830,CLI-00460,2025-10-26,2025-10-26,Consulta
TCK-00831,CLI-00490,2025-10-26,2025-11-01,Facturación
TCK-00832,CLI-00052,2025-10-27,2025-10-29,Acceso
TCK-00833,CLI-00275,2025-10-28,2025-11-03,Acceso
TCK-00834,CLI-00435,2025-10-28,2025-11-04,Consulta
TCK-00835,CLI-00437,2025-10-28,2025-10-28,Bug
TCK-00836,CLI-00371,2025-11-01,2025-11-08,Consulta
TCK-00837,CLI-00385,2025-11-01,2025-11-03,Bug
