respuesta_id,mes,score,categoria,motivo_detractor
R-00715,2026-02,8,Pasivo,
R-00716,2026-02,9,Promotor,
R-00717,2026-02,9,Promotor,
R-00718,2026-02,9,Promotor,
R-00719,2026-02,9,Promotor,
R-00720,2026-02,8,Pasivo,
R-00721,2026-02,4,Detractor,Tiempo de respuesta
R-00722,2026-02,8,Pasivo,
R-00723,2026-02,6,Detractor,Atención al cliente
R-00724,2026-02,10,Promotor,
R-00725,2026-02,7,Pasivo,
R-00726,2026-02,9,Promotor,
R-00727,2026-02,7,Pasivo,
R-00728,2026-02,9,Promotor,
R-00729,2026-02,7,Pasivo,
R-00730,2026-02,8,Pasivo,
R-00731,2026-02,7,Pasivo,
R-00732,2026-02,9,Promotor,
R-00733,2026-02,7,Pasivo,
R-00734,2026-02,8,Pasivo,
R-00735,2026-02,9,Promotor,
R-00736,2026-02,7,Pasivo,
R-00737,2026-02,8,Pasivo,
R-00738,2026-02,4,Detractor,Calidad del producto
R-00739,2026-02,3,Detractor,Atención al cliente
R-00740,2026-02,5,Detractor,Precio
R-00741,2026-02,10,Promotor,
R-00742,2026-02,10,Promotor,
R-00743,2026-02,8,Pasivo,
R-00744,2026-02,9,Promotor,
R-00745,2026-02,7,Pasivo,
R-00746,2026-02,6,Detractor,Precio
R-00747,2026-02,7,Pasivo,
R-00748,2026-02,6,Detractor,Calidad del producto
R-00749,2026-02,10,Promotor,
R-00750,2026-02,6,Detractor,Calidad del producto
R-00751,2026-02,7,Pasivo,
R-00752,2026-02,8,Pasivo,
R-00753,2026-02,7,Pasivo,
R-00754,2026-02,7,Pasivo,
R-00755,2026-02,8,Pasivo,
R-00756,2026-02,7,Pasivo,
R-00757,2026-02,8,Pasivo,
R-00758,2026-02,8,Pasivo,
R-00759,2026-02,9,Promotor,
R-00760,2026-02,8,Pasivo,
R-00761,2026-02,8,Pasivo,
R-00762,2026-02,10,Promotor,
R-00763,2026-02,8,Pasivo,
R-00764,2026-02,10,Promotor,
R-00765,2026-02,9,Promotor,
R-00766,2026-02,8,Pasivo,
R-00767,2026-02,10,Promotor,
R-00768,2026-02,8,Pasivo,
R-00769,2026-02,8,Pasivo,
R-00770,2026-02,8,Pasivo,
R-00771,2026-02,8,Pasivo,
R-00772,2026-02,7,Pasivo,
R-00773,2026-02,10,Promotor,
R-00774,2026-02,9,Promotor,
R-00775,2026-02,5,Detractor,Precio
R-00776,2026-02,10,Promotor,
R-00777,2026-02,10,Promotor,
R-00778,2026-02,7,Pasivo,
R-00779,2026-02,9,Promotor,
R-00780,2026-02,10,Promotor,
R-00781,2026-02,7,Pasivo,
R-00782,2026-02,7,Pasivo,
R-00783,2026-02,6,Detractor,Facilidad de uso
R-00784,2026-02,4,Detractor,Precio
R-00785,2026-02,6,Detractor,Precio
R-00786,2026-02,9,Promotor,
R-00787,2026-02,6,Detractor,Tiempo de respuesta
R-00788,2026-02,6,Detractor,Tiempo de respuesta
R-00789,2026-02,7,Pasivo,
R-00790,2026-02,7,Pasivo,
R-00791,2026-02,9,Promotor,
R-00792,2026-02,10,Promotor,
R-00793,2026-02,5,Detractor,Tiempo de respuesta
R-00794,2026-02,10,Promotor,
R-00795,2026-02,9,Promotor,
R-00796,2026-02,6,Detractor,Tiempo de respuesta
R-00797,2026-02,8,Pasivo,
R-00798,2026-02,10,Promotor,
R-00799,2026-02,7,Pasivo,
R-00800,2026-02,10,Promotor,
R-00801,2026-02,6,Detractor,Precio
R-00802,2026-02,9,Promotor,
R-00803,2026-02,9,Promotor,
R-00804,2026-02,7,Pasivo,
R-00805,2026-02,10,Promotor,
R-00806,2026-02,8,Pasivo,
R-00807,2026-02,8,Pasivo,
R-00808,2026-02,8,Pasivo,
R-00809,2026-02,9,Promotor,
R-00810,2026-02,10,Promotor,
R-00811,2026-02,10,Promotor,
R-00812,2026-02,9,Promotor,
R-00813,2026-02,9,Promotor,
R-00814,2026-02,8,Pasivo,
R-00815,2026-02,6,Detractor,Atención al cliente
R-00816,2026-02,10,Promotor,
R-00817,2026-02,7,Pasivo,
R-00818,2026-02,8,Pasivo,
R-00819,2026-02,10,Promotor,
R-00820,2026-02,10,Promotor,
R-00821,2026-02,5,Detractor,Calidad del producto
R-00822,2026-02,8,Pasivo,
R-00823,2026-02,9,Promotor,
R-00824,2026-02,8,Pasivo,
R-00825,2026-02,10,Promotor,
R-00826,2026-02,8,Pasivo,
R-00827,2026-02,8,Pasivo,
R-00828,2026-02,10,Promotor,
R-00829,2026-02,8,Pasivo,
R-00830,2026-02,8,Pasivo,
R-00831,2026-02,10,Promotor,
R-00832,2026-02,9,Promotor,
R-00833,2026-02,8,Pasivo,
R-00834,2026-02,9,Promotor,
R-00835,2026-02,9,Promotor,
R-00836,2026-02,10,Promotor,
R-00837,2026-02,7,Pasivo,
R-00838,2026-02,10,Promotor,
R-00839,2026-02,7,Pasivo,
R-00840,2026-02,10,Promotor,
R-00841,2026-02,10,Promotor,
R-00842,2026-03,7,Pasivo,
R-00843,2026-03,7,Pasivo,
R-00844,2026-03,6,Detractor,Precio
R-00845,2026-03,10,Promotor,
R-00846,2026-03,10,Promotor,
R-00847,2026-03,6,Detractor,Precio
R-00848,2026-03,7,Pasivo,
R-00849,2026-03,10,Promotor,
R-00850,2026-03,5,Detractor,Calidad del producto
R-00851,2026-03,9,Promotor,
R-00852,2026-03,7,Pasivo,
R-00853,2026-03,8,Pasivo,
R-00854,2026-03,6,Detractor,Atención al cliente
R-00855,2026-03,7,Pasivo,
R-00856,2026-03,10,Promotor,
R-00857,2026-03,9,Promotor,
R-00858,2026-03,6,Detractor,Tiempo de respuesta
R-00859,2026-03,8,Pasivo,
R-00860,2026-03,10,Promotor,
R-00861,2026-03,10,Promotor,
R-00862,2026-03,5,Detractor,Calidad del producto
R-00863,2026-03,8,Pasivo,
R-00864,2026-03,8,Pasivo,
R-00865,2026-03,7,Pasivo,
R-00866,2026-03,8,Pasivo,
R-00867,2026-03,8,Pasivo,
R-00868,2026-03,6,Detractor,Atención al cliente
R-00869,2026-03,9,Promotor,
R-00870,2026-03,7,Pasivo,
R-00871,2026-03,4,Detractor,Atención al cliente
R-00872,2026-03,7,Pasivo,
R-00873,2026-03,7,Pasivo,
R-00874,2026-03,9,Promotor,
R-00875,2026-03,8,Pasivo,
R-00876,2026-03,9,Promotor,
R-00877,2026-03,7,Pasivo,
R-00878,2026-03,6,Detractor,Atención al cliente
R-00879,2026-03,10,Promotor,
R-00880,2026-03,7,Pasivo,
R-00881,2026-03,10,Promotor,
R-00882,2026-03,7,Pasivo,
R-00883,2026-03,8,Pasivo,
R-00884,2026-03,6,Detractor,Calidad del producto
R-00885,2026-03,5,Detractor,Facilidad de uso
R-00886,2026-03,10,Promotor,
R-00887,2026-03,7,Pasivo,
R-00888,2026-03,9,Promotor,
R-00889,2026-03,9,Promotor,
R-00890,2026-03,9,Promotor,
R-00891,2026-03,9,Promotor,
R-00892,2026-03,10,Promotor,
R-00893,2026-03,6,Detractor,Atención al cliente
R-00894,2026-03,8,Pasivo,
R-00895,2026-03,5,Detractor,Precio
R-00896,2026-03,10,Promotor,
R-00897,2026-03,9,Promotor,
R-00898,2026-03,8,Pasivo,
R-00899,2026-03,10,Promotor,
R-00900,2026-03,9,Promotor,
R-00901,2026-03,7,Pasivo,
R-00902,2026-03,9,Promotor,
R-00903,2026-03,7,Pasivo,
R-00904,2026-03,9,Promotor,
R-00905,2026-03,7,Pasivo,
R-00906,2026-03,9,Promotor,
R-00907,2026-03,6,Detractor,Calidad del producto
R-00908,2026-03,10,Promotor,
R-00909,2026-03,8,Pasivo,
R-00910,2026-03,8,Pasivo,
R-00911,2026-03,10,Promotor,
R-00912,2026-03,8,Pasivo,
R-00913,2026-03,7,Pasivo,
R-00914,2026-03,9,Promotor,
R-00915,2026-03,8,Pasivo,
R-00916,2026-03,6,Detractor,Calidad del producto
R-00917,2026-03,9,Promotor,
R-00918,2026-03,8,Pasivo,
R-00919,2026-03,9,Promotor,
R-00920,2026-03,5,Detractor,Calidad del producto
R-00921,2026-03,10,Promotor,
R-00922,2026-03,6,Detractor,Calidad del producto
R-00923,2026-03,10,Promotor,
R-00924,2026-03,9,Promotor,
R-00925,2026-03,9,Promotor,
R-00926,2026-03,5,Detractor,Precio
R-00927,2026-03,9,Promotor,
R-00928,2026-03,8,Pasivo,
R-00929,2026-03,8,Pasivo,
R-00930,2026-03,8,Pasivo,
R-00931,2026-03,10,Promotor,
R-00932,2026-03,7,Pasivo,
R-00933,2026-03,10,Promotor,
R-00934,2026-03,6,Detractor,Precio
R-00935,2026-03,8,Pasivo,
R-00936,2026-03,6,Detractor,Atención al cliente
R-00937,2026-03,10,Promotor,
R-00938,2026-03,6,Detractor,Atención al cliente
R-00939,2026-03,8,Pasivo,
R-00940,2026-03,7,Pasivo,
R-00941,2026-03,7,Pasivo,
R-00942,2026-03,9,Promotor,
R-00943,2026-03,10,Promotor,
R-00944,2026-03,8,Pasivo,
R-00945,2026-03,7,Pasivo,
R-00946,2026-03,8,Pasivo,
R-00947,2026-03,10,Promotor,
R-00948,2026-03,7,Pasivo,
R-00949,2026-03,8,Pasivo,
R-00950,2026-03,9,Promotor,
R-00951,2026-03,8,Pasivo,
R-00952,2026-03,6,Detractor,Facilidad de uso
R-00953,2026-03,10,Promotor,
R-00954,2026-03,8,Pasivo,
R-00955,2026-03,9,Promotor,
R-00956,2026-03,6,Detractor,Calidad del producto
R-00957,2026-03,10,Promotor,
R-00958,2026-03,6,Detractor,Facilidad de uso
R-00959,2026-03,8,Pasivo,
R-00960,2026-03,8,Pasivo,
R-00961,2026-03,5,Detractor,Precio
R-00962,2026-03,9,Promotor,
R-00963,2026-03,10,Promotor,
R-00964,2026-03,10,Promotor,
R-00965,2026-03,9,Promotor,
R-00966,2026-03,10,Promotor,
R-00967,2026-03,9,Promotor,
R-00968,2026-03,7,Pasivo,
R-00969,2026-03,7,Pasivo,
R-00970,2026-03,9,Promotor,
R-00971,2026-03,5,Detractor,Facilidad de uso
R-00972,2026-03,8,Pasivo,
R-00973,2026-03,7,Pasivo,
R-00974,2026-03,7,Pasivo,
R-00975,2026-03,7,Pasivo,
R-00976,2026-03,8,Pasivo,
R-00977,2026-03,7,Pasivo,
R-00978,2026-03,7,Pasivo,
R-00979,2026-03,9,Promotor,
R-00980,2026-03,8,Pasivo,
R-00981,2026-03,10,Promotor,
R-00982,2026-03,9,Promotor,
R-00983,2026-03,4,Detractor,Atención al cliente
R-00984,2026-03,8,Pasivo,
R-00985,2026-03,5,Detractor,Precio
R-00986,2026-03,5,Detractor,Tiempo de respuesta
R-00987,2026-03,10,Promotor,
R-00988,2026-03,10,Promotor,
R-00989,2026-04,2,Detractor,Facilidad de uso
R-00990,2026-04,7,Pasivo,
R-00991,2026-04,9,Promotor,
R-00992,2026-04,6,Detractor,Tiempo de respuesta
R-00993,2026-04,7,Pasivo,
R-00994,2026-04,4,Detractor,Precio
R-00995,2026-04,7,Pasivo,
R-00996,2026-04,8,Pasivo,
R-00997,2026-04,8,Pasivo,
R-00998,2026-04,7,Pasivo,
R-00999,2026-04,10,Promotor,
R-01000,2026-04,9,Promotor,
R-01001,2026-04,6,Detractor,Tiempo de respuesta
R-01002,2026-04,9,Promotor,
R-01003,2026-04,10,Promotor,
R-01004,2026-04,4,Detractor,Atención al cliente
R-01005,2026-04,7,Pasivo,
R-01006,2026-04,8,Pasivo,
R-01007,2026-04,10,Promotor,
R-01008,2026-04,7,Pasivo,
R-01009,2026-04,9,Promotor,
R-01010,2026-04,10,Promotor,
R-01011,2026-04,5,Detractor,Precio
R-01012,2026-04,9,Promotor,
R-01013,2026-04,10,Promotor,
R-01014,2026-04,10,Promotor,
R-01015,2026-04,6,Detractor,Tiempo de respuesta
R-01016,2026-04,9,Promotor,
R-01017,2026-04,8,Pasivo,
R-01018,2026-04,9,Promotor,
R-01019,2026-04,9,Promotor,
R-01020,2026-04,7,Pasivo,
R-01021,2026-04,9,Promotor,
R-01022,2026-04,9,Promotor,
R-01023,2026-04,10,Promotor,
R-01024,2026-04,7,Pasivo,
R-01025,2026-04,6,Detractor,Precio
R-01026,2026-04,7,Pasivo,
R-01027,2026-04,8,Pasivo,
R-01028,2026-04,9,Promotor,
R-01029,2026-04,8,Pasivo,
R-01030,2026-04,6,Detractor,Precio
R-01031,2026-04,9,Promotor,
R-01032,2026-04,8,Pasivo,
R-01033,2026-04,6,Detractor,Precio
R-01034,2026-04,7,Pasivo,
R-01035,2026-04,7,Pasivo,
R-01036,2026-04,10,Promotor,
R-01037,2026-04,9,Promotor,
R-01038,2026-04,8,Pasivo,
R-01039,2026-04,10,Promotor,
R-01040,2026-04,8,Pasivo,
R-01041,2026-04,7,Pasivo,
R-01042,2026-04,7,Pasivo,
R-01043,2026-04,8,Pasivo,
R-01044,2026-04,7,Pasivo,
R-01045,2026-04,9,Promotor,
R-01046,2026-04,8,Pasivo,
R-01047,2026-04,8,Pasivo,
R-01048,2026-04,8,Pasivo,
R-01049,2026-04,7,Pasivo,
R-01050,2026-04,5,Detractor,Calidad del producto
R-01051,2026-04,10,Promotor,
R-01052,2026-04,7,Pasivo,
R-01053,2026-04,5,Detractor,Calidad del producto
R-01054,2026-04,6,Detractor,Atención al cliente
R-01055,2026-04,6,Detractor,Facilidad de uso
R-01056,2026-04,8,Pasivo,
R-01057,2026-04,8,Pasivo,
R-01058,2026-04,8,Pasivo,
R-01059,2026-04,8,Pasivo,
R-01060,2026-04,6,Detractor,Precio
R-01061,2026-04,7,Pasivo,
R-01062,2026-04,8,Pasivo,
R-01063,2026-04,7,Pasivo,
R-01064,2026-04,10,Promotor,
R-01065,2026-04,9,Promotor,
R-01066,2026-04,10,Promotor,
R-01067,2026-04,6,Detractor,Calidad del producto
R-01068,2026-04,10,Promotor,
R-01069,2026-04,7,Pasivo,
R-01070,2026-04,6,Detractor,Tiempo de respuesta
R-01071,2026-04,8,Pasivo,
R-01072,2026-04,6,Detractor,Facilidad de uso
R-01073,2026-04,8,Pasivo,
R-01074,2026-04,10,Promotor,
R-01075,2026-04,7,Pasivo,
R-01076,2026-04,9,Promotor,
R-01077,2026-04,4,Detractor,Facilidad de uso
R-01078,2026-04,9,Promotor,
R-01079,2026-04,10,Promotor,
R-01080,2026-04,9,Promotor,
R-01081,2026-04,10,Promotor,
R-01082,2026-04,8,Pasivo,
R-01083,2026-04,10,Promotor,
R-01084,2026-04,9,Promotor,
R-01085,2026-04,8,Pasivo,
R-01086,2026-04,6,Detractor,Calidad del producto
R-01087,2026-04,10,Promotor,
R-01088,2026-04,9,Promotor,
R-01089,2026-04,9,Promotor,
R-01090,2026-04,6,Detractor,Facilidad de uso
R-01091,2026-04,8,Pasivo,
R-01092,2026-04,8,Pasivo,
R-01093,2026-04,10,Promotor,
R-01094,2026-04,8,Pasivo,
R-01095,2026-04,10,Promotor,
R-01096,2026-04,8,Pasivo,
R-01097,2026-04,7,Pasivo,
R-01098,2026-04,8,Pasivo,
R-01099,2026-04,8,Pasivo,
R-01100,2026-04,9,Promotor,
R-01101,2026-04,8,Pasivo,
R-01102,2026-04,10,Promotor,
R-01103,2026-04,8,Pasivo,
R-01104,2026-04,5,Detractor,Atención al cliente
R-01105,2026-04,7,Pasivo,
R-01106,2026-04,8,Pasivo,
R-01107,2026-04,10,Promotor,
R-01108,2026-04,8,Pasivo,
R-01109,2026-04,6,Detractor,Calidad del producto
R-01110,2026-04,8,Pasivo,
R-01111,2026-04,9,Promotor,
R-01112,2026-04,6,Detractor,Precio
R-01113,2026-04,5,Detractor,Facilidad de uso
R-01114,2026-04,4,Detractor,Precio
R-01115,2026-04,5,Detractor,Atención al cliente
R-01116,2026-04,9,Promotor,
R-01117,2026-04,8,Pasivo,
R-01118,2026-04,7,Pasivo,
R-01119,2026-04,9,Promotor,
R-01120,2026-04,7,Pasivo,
R-01121,2026-05,10,Promotor,
R-01122,2026-05,8,Pasivo,
R-01123,2026-05,6,Detractor,Calidad del producto
R-01124,2026-05,8,Pasivo,
R-01125,2026-05,10,Promotor,
R-01126,2026-05,8,Pasivo,
R-01127,2026-05,10,Promotor,
R-01128,2026-05,6,Detractor,Atención al cliente
R-01129,2026-05,9,Promotor,
R-01130,2026-05,9,Promotor,
R-01131,2026-05,8,Pasivo,
R-01132,2026-05,6,Detractor,Atención al cliente
R-01133,2026-05,6,Detractor,Tiempo de respuesta
R-01134,2026-05,8,Pasivo,
R-01135,2026-05,9,Promotor,
R-01136,2026-05,6,Detractor,Calidad del producto
R-01137,2026-05,10,Promotor,
R-01138,2026-05,9,Promotor,
R-01139,2026-05,8,Pasivo,
R-01140,2026-05,6,Detractor,Calidad del producto
R-01141,2026-05,9,Promotor,
R-01142,2026-05,9,Promotor,
R-01143,2026-05,7,Pasivo,
R-01144,2026-05,6,Detractor,Precio
R-01145,2026-05,9,Promotor,
R-01146,2026-05,6,Detractor,Precio
R-01147,2026-05,10,Promotor,
R-01148,2026-05,8,Pasivo,
R-01149,2026-05,7,Pasivo,
R-01150,2026-05,9,Promotor,
R-01151,2026-05,10,Promotor,
R-01152,2026-05,10,Promotor,
R-01153,2026-05,5,Detractor,Tiempo de respuesta
R-01154,2026-05,10,Promotor,
R-01155,2026-05,5,Detractor,Calidad del producto
R-01156,2026-05,8,Pasivo,
R-01157,2026-05,10,Promotor,
R-01158,2026-05,6,Detractor,Facilidad de uso
R-01159,2026-05,6,Detractor,Tiempo de respuesta
R-01160,2026-05,8,Pasivo,
R-01161,2026-05,8,Pasivo,
R-01162,2026-05,10,Promotor,
R-01163,2026-05,6,Detractor,Precio
R-01164,2026-05,8,Pasivo,
R-01165,2026-05,7,Pasivo,
R-01166,2026-05,9,Promotor,
R-01167,2026-05,8,Pasivo,
R-01168,2026-05,9,Promotor,
R-01169,2026-05,10,Promotor,
R-01170,2026-05,6,Detractor,Precio
R-01171,2026-05,8,Pasivo,
R-01172,2026-05,7,Pasivo,
R-01173,2026-05,8,Pasivo,
R-01174,2026-05,9,Promotor,
R-01175,2026-05,7,Pasivo,
R-01176,2026-05,9,Promotor,
R-01177,2026-05,6,Detractor,Calidad del producto
R-01178,2026-05,8,Pasivo,
R-01179,2026-05,9,Promotor,
R-01180,2026-05,7,Pasivo,
R-01181,2026-05,10,Promotor,
R-01182,2026-05,10,Promotor,
R-01183,2026-05,10,Promotor,
R-01184,2026-05,7,Pasivo,
R-01185,2026-05,8,Pasivo,
R-01186,2026-05,10,Promotor,
R-01187,2026-05,9,Promotor,
R-01188,2026-05,6,Detractor,Tiempo de respuesta
R-01189,2026-05,8,Pasivo,
R-01190,2026-05,7,Pasivo,
R-01191,2026-05,5,Detractor,Facilidad de uso
R-01192,2026-05,7,Pasivo,
R-01193,2026-05,8,Pasivo,
R-01194,2026-05,9,Promotor,
R-01195,2026-05,10,Promotor,
R-01196,2026-05,7,Pasivo,
R-01197,2026-05,8,Pasivo,
R-01198,2026-05,5,Detractor,Tiempo de respuesta
R-01199,2026-05,4,Detractor,Atención al cliente
R-01200,2026-05,6,Detractor,Tiempo de respuesta
R-01201,2026-05,9,Promotor,
R-01202,2026-05,10,Promotor,
R-01203,2026-05,9,Promotor,
R-01204,2026-05,5,Detractor,Atención al cliente
R-01205,2026-05,10,Promotor,
R-01206,2026-05,6,Detractor,Facilidad de uso
R-01207,2026-05,8,Pasivo,
R-01208,2026-05,10,Promotor,
R-01209,2026-05,7,Pasivo,
R-01210,2026-05,7,Pasivo,
R-01211,2026-05,7,Pasivo,
R-01212,2026-05,6,Detractor,Tiempo de respuesta
R-01213,2026-05,9,Promotor,
R-01214,2026-05,6,Detractor,Precio
R-01215,2026-05,5,Detractor,Calidad del producto
R-01216,2026-05,10,Promotor,
R-01217,2026-05,6,Detractor,Calidad del producto
R-01218,2026-05,6,Detractor,Tiempo de respuesta
R-01219,2026-05,6,Detractor,Precio
R-01220,2026-05,9,Promotor,
R-01221,2026-05,10,Promotor,
R-01222,2026-05,9,Promotor,
R-01223,2026-05,6,Detractor,Atención al cliente
R-01224,2026-05,6,Detractor,Precio
R-01225,2026-05,4,Detractor,Precio
R-01226,2026-05,9,Promotor,
R-01227,2026-05,8,Pasivo,
R-01228,2026-05,8,Pasivo,
R-01229,2026-05,10,Promotor,
R-01230,2026-05,8,Pasivo,
R-01231,2026-05,9,Promotor,
R-01232,2026-05,8,Pasivo,
R-01233,2026-05,10,Promotor,
R-01234,2026-05,8,Pasivo,
R-01235,2026-05,10,Promotor,
R-01236,2026-05,7,Pasivo,
R-01237,2026-05,9,Promotor,
R-01238,2026-05,6,Detractor,Precio
R-01239,2026-05,6,Detractor,Atención al cliente
R-01240,2026-05,7,Pasivo,
R-01241,2026-05,8,Pasivo,
R-01242,2026-05,5,Detractor,Calidad del producto
R-01243,2026-05,10,Promotor,
R-01244,2026-05,8,Pasivo,
R-01245,2026-05,9,Promotor,
R-01246,2026-05,10,Promotor,
R-01247,2026-05,10,Promotor,
R-01248,2026-05,9,Promotor,
R-01249,2026-05,8,Pasivo,
R-01250,2026-05,8,Pasivo,
R-01251,2026-05,7,Pasivo,
R-01252,2026-05,8,Pasivo,
R-01253,2026-05,7,Pasivo,
R-01254,2026-05,7,Pasivo,
R-01255,2026-05,7,Pasivo,
R-01256,2026-05,9,Promotor,
R-01257,2026-05,8,Pasivo,
R-01258,2026-05,10,Promotor,
R-01259,2026-05,9,Promotor,
R-01260,2026-05,9,Promotor,
R-01261,2026-05,10,Promotor,
R-01262,2026-05,6,Detractor,Tiempo de respuesta
R-01263,2026-05,9,Promotor,
R-01264,2026-05,10,Promotor,
R-01265,2026-05,9,Promotor,
R-01266,2026-05,8,Pasivo,
R-01267,2026-05,8,Pasivo,
R-01268,2026-05,7,Pasivo,
R-01269,2026-06,9,Promotor,
R-01270,2026-06,10,Promotor,
R-01271,2026-06,9,Promotor,
R-01272,2026-06,9,Promotor,
R-01273,2026-06,7,Pasivo,
R-01274,2026-06,10,Promotor,
R-01275,2026-06,9,Promotor,
R-01276,2026-06,8,Pasivo,
R-01277,2026-06,5,Detractor,Atención al cliente
R-01278,2026-06,7,Pasivo,
R-01279,2026-06,8,Pasivo,
R-01280,2026-06,8,Pasivo,
R-01281,2026-06,10,Promotor,
R-01282,2026-06,8,Pasivo,
R-01283,2026-06,7,Pasivo,
R-01284,2026-06,8,Pasivo,
R-01285,2026-06,6,Detractor,Atención al cliente
R-01286,2026-06,5,Detractor,Calidad del producto
R-01287,2026-06,8,Pasivo,
R-01288,2026-06,8,Pasivo,
R-01289,2026-06,9,Promotor,
R-01290,2026-06,9,Promotor,
R-01291,2026-06,9,Promotor,
R-01292,2026-06,8,Pasivo,
R-01293,2026-06,7,Pasivo,
R-01294,2026-06,10,Promotor,
R-01295,2026-06,8,Pasivo,
R-01296,2026-06,10,Promotor,
R-01297,2026-06,5,Detractor,Tiempo de respuesta
R-01298,2026-06,7,Pasivo,
R-01299,2026-06,9,Promotor,
R-01300,2026-06,10,Promotor,
R-01301,2026-06,10,Promotor,
R-01302,2026-06,7,Pasivo,
R-01303,2026-06,7,Pasivo,
R-01304,2026-06,8,Pasivo,
R-01305,2026-06,8,Pasivo,
R-01306,2026-06,7,Pasivo,
R-01307,2026-06,5,Detractor,Calidad del producto
R-01308,2026-06,9,Promotor,
R-01309,2026-06,8,Pasivo,
R-01310,2026-06,7,Pasivo,
R-01311,2026-06,10,Promotor,
R-01312,2026-06,10,Promotor,
R-01313,2026-06,7,Pasivo,
R-01314,2026-06,10,Promotor,
R-01315,2026-06,9,Promotor,
R-01316,2026-06,7,Pasivo,
R-01317,2026-06,9,Promotor,
R-01318,2026-06,8,Pasivo,
R-01319,2026-06,10,Promotor,
R-01320,2026-06,8,Pasivo,
R-01321,2026-06,8,Pasivo,
R-01322,2026-06,10,Promotor,
R-01323,2026-06,8,Pasivo,
R-01324,2026-06,7,Pasivo,
R-01325,2026-06,4,Detractor,Tiempo de respuesta
R-01326,2026-06,5,Detractor,Calidad del producto
R-01327,2026-06,10,Promotor,
R-01328,2026-06,8,Pasivo,
R-01329,2026-06,10,Promotor,
R-01330,2026-06,9,Promotor,
R-01331,2026-06,8,Pasivo,
R-01332,2026-06,9,Promotor,
R-01333,2026-06,6,Detractor,Facilidad de uso
R-01334,2026-06,9,Promotor,
R-01335,2026-06,5,Detractor,Facilidad de uso
R-01336,2026-06,4,Detractor,Calidad del producto
R-01337,2026-06,10,Promotor,
R-01338,2026-06,10,Promotor,
R-01339,2026-06,8,Pasivo,
R-01340,2026-06,8,Pasivo,
R-01341,2026-06,8,Pasivo,
R-01342,2026-06,8,Pasivo,
R-01343,2026-06,9,Promotor,
R-01344,2026-06,10,Promotor,
R-01345,2026-06,9,Promotor,
R-01346,2026-06,7,Pasivo,
R-01347,2026-06,5,Detractor,Tiempo de respuesta
R-01348,2026-06,7,Pasivo,
R-01349,2026-06,4,Detractor,Atención al cliente
R-01350,2026-06,8,Pasivo,
R-01351,2026-06,10,Promotor,
R-01352,2026-06,7,Pasivo,
R-01353,2026-06,8,Pasivo,
R-01354,2026-06,8,Pasivo,
R-01355,2026-06,10,Promotor,
R-01356,2026-06,6,Detractor,Atención al cliente
R-01357,2026-06,10,Promotor,
R-01358,2026-06,4,Detractor,Tiempo de respuesta
R-01359,2026-06,6,Detractor,Precio
R-01360,2026-06,10,Promotor,
R-01361,2026-06,9,Promotor,
R-01362,2026-06,6,Detractor,Facilidad de uso
R-01363,2026-06,8,Pasivo,
R-01364,2026-06,6,Detractor,Tiempo de respuesta
R-01365,2026-06,9,Promotor,
R-01366,2026-06,8,Pasivo,
R-01367,2026-06,10,Promotor,
R-01368,2026-06,6,Detractor,Atención al cliente
R-01369,2026-06,5,Detractor,Facilidad de uso
R-01370,2026-06,10,Promotor,
R-01371,2026-06,7,Pasivo,
R-01372,2026-06,7,Pasivo,
R-01373,2026-06,10,Promotor,
R-01374,2026-06,8,Pasivo,
R-01375,2026-06,10,Promotor,
R-01376,2026-06,6,Detractor,Precio
R-01377,2026-06,7,Pasivo,
R-01378,2026-06,7,Pasivo,
R-01379,2026-06,10,Promotor,
R-01380,2026-06,5,Detractor,Calidad del producto
R-01381,2026-06,6,Detractor,Precio
R-01382,2026-06,10,Promotor,
R-01383,2026-06,8,Pasivo,
R-01384,2026-06,10,Promotor,
R-01385,2026-06,4,Detractor,Facilidad de uso
R-01386,2026-06,10,Promotor,
R-01387,2026-06,9,Promotor,
R-01388,2026-06,10,Promotor,
R-01389,2026-06,7,Pasivo,
R-01390,2026-06,6,Detractor,Precio
R-01391,2026-06,8,Pasivo,
R-01392,2026-06,9,Promotor,
R-01393,2026-06,7,Pasivo,
R-01394,2026-06,10,Promotor,
R-01395,2026-06,10,Promotor,
R-01396,2026-06,8,Pasivo,
R-01397,2026-06,5,Detractor,Facilidad de uso
R-01398,2026-06,10,Promotor,
R-01399,2026-06,9,Promotor,
R-01400,2026-06,7,Pasivo,
R-01401,2026-06,8,Pasivo,
R-01402,2026-06,5,Detractor,Precio
R-01403,2026-06,10,Promotor,
R-01404,2026-06,8,Pasivo,
R-01405,2026-06,8,Pasivo,
R-01406,2026-06,9,Promotor,
R-01407,2026-06,8,Pasivo,
R-01408,2026-06,6,Detractor,Facilidad de uso
R-01409,2026-06,10,Promotor,
R-01410,2026-07,5,Detractor,Tiempo de respuesta
R-01411,2026-07,6,Detractor,Tiempo de respuesta
R-01412,2026-07,8,Pasivo,
R-01413,2026-07,9,Promotor,
R-01414,2026-07,9,Promotor,
R-01415,2026-07,6,Detractor,Tiempo de respuesta
R-01416,2026-07,4,Detractor,Precio
R-01417,2026-07,7,Pasivo,
R-01418,2026-07,6,Detractor,Tiempo de respuesta
R-01419,2026-07,5,Detractor,Tiempo de respuesta
R-01420,2026-07,10,Promotor,
