pedido_id,linea_id,fecha,cliente_id,vendedor_id,canal_venta,sku,cantidad,precio_unitario,descuento_pct
PED-003436,PED-003436-1,2025-08-13,CLI-00159,,E-commerce,SKU-00142,1,482.94,0
PED-003437,PED-003437-1,2025-08-13,CLI-00125,,Marketplace,SKU-00061,4,403.77,0
PED-003438,PED-003438-1,2025-08-13,CLI-00167,VEN-011,Equipo comercial,SKU-00049,2,1560.49,0.05
PED-003439,PED-003439-1,2025-08-13,CLI-00366,VEN-005,Equipo comercial,SKU-00122,4,217.47,0
PED-003440,PED-003440-1,2025-08-13,CLI-00379,,E-commerce,SKU-00046,1,1172.06,0
PED-003440,PED-003440-2,2025-08-13,CLI-00379,,E-commerce,SKU-00075,5,237.88,0
PED-003440,PED-003440-3,2025-08-13,CLI-00379,,E-commerce,SKU-00002,2,3082.4,0
PED-003441,PED-003441-1,2025-08-13,CLI-00200,VEN-006,Equipo comercial,SKU-00101,1,902.83,0
PED-003441,PED-003441-2,2025-08-13,CLI-00200,VEN-006,Equipo comercial,SKU-00142,1,505.48,0
PED-003442,PED-003442-1,2025-08-13,CLI-00006,,E-commerce,SKU-00049,1,1488.19,0
PED-003443,PED-003443-1,2025-08-13,CLI-00345,VEN-006,Equipo comercial,SKU-00061,2,448.85,0
PED-003444,PED-003444-1,2025-08-13,CLI-00503,VEN-007,Equipo comercial,SKU-00073,5,55.7,0
PED-003444,PED-003444-2,2025-08-13,CLI-00503,VEN-007,Equipo comercial,SKU-00143,2,41.23,0
PED-003444,PED-003444-3,2025-08-13,CLI-00503,VEN-007,Equipo comercial,SKU-00108,5,312.59,0
PED-003444,PED-003444-4,2025-08-13,CLI-00503,VEN-007,Equipo comercial,SKU-00060,2,449.49,0.1
PED-003445,PED-003445-1,2025-08-13,CLI-00267,VEN-009,Equipo comercial,SKU-00040,2,717.81,0
PED-003446,PED-003446-1,2025-08-13,CLI-00439,,E-commerce,SKU-00129,1,301.47,0
PED-003446,PED-003446-2,2025-08-13,CLI-00439,,E-commerce,SKU-00032,3,784.14,0.1
PED-003447,PED-003447-1,2025-08-13,CLI-00081,VEN-006,Equipo comercial,SKU-00110,1,2295.54,0.1
PED-003447,PED-003447-2,2025-08-13,CLI-00081,VEN-006,Equipo comercial,SKU-00059,1,410.81,0
PED-003447,PED-003447-3,2025-08-13,CLI-00081,VEN-006,Equipo comercial,SKU-00104,3,228.21,0
PED-003448,PED-003448-1,2025-08-13,CLI-00110,,E-commerce,SKU-00072,1,459.42,0
PED-003448,PED-003448-2,2025-08-13,CLI-00110,,E-commerce,SKU-00104,4,239.21,0
PED-003449,PED-003449-1,2025-08-13,CLI-00267,VEN-003,Equipo comercial,SKU-00050,2,502.11,0
PED-003450,PED-003450-1,2025-08-13,CLI-00363,VEN-006,Equipo comercial,SKU-00110,1,2457.24,0
PED-003451,PED-003451-1,2025-08-13,CLI-00215,VEN-005,Equipo comercial,SKU-00133,1,228.38,0
PED-003451,PED-003451-2,2025-08-13,CLI-00215,VEN-005,Equipo comercial,SKU-00138,1,477.1,0
PED-003451,PED-003451-3,2025-08-13,CLI-00215,VEN-005,Equipo comercial,SKU-00039,2,1541.8,0
PED-003452,PED-003452-1,2025-08-13,CLI-00208,VEN-006,Equipo comercial,SKU-00051,1,555.31,0
PED-003453,PED-003453-1,2025-08-13,CLI-00394,VEN-012,Equipo comercial,SKU-00050,4,514.68,0
PED-003453,PED-003453-2,2025-08-13,CLI-00394,VEN-012,Equipo comercial,SKU-00100,2,2218.46,0.05
PED-003454,PED-003454-1,2025-08-13,CLI-00280,VEN-007,Equipo comercial,SKU-00099,1,1988.97,0
PED-003454,PED-003454-2,2025-08-13,CLI-00280,VEN-007,Equipo comercial,SKU-00086,1,1317.08,0
PED-003454,PED-003454-3,2025-08-13,CLI-00280,VEN-007,Equipo comercial,SKU-00075,1,232.2,0
PED-003454,PED-003454-4,2025-08-13,CLI-00280,VEN-007,Equipo comercial,SKU-00145,3,416.6,0.1
PED-003455,PED-003455-1,2025-08-13,CLI-00317,VEN-007,Equipo comercial,SKU-00105,3,1705.47,0
PED-003456,PED-003456-1,2025-08-14,CLI-00221,,E-commerce,SKU-00122,2,211.67,0
PED-003457,PED-003457-1,2025-08-14,CLI-00384,,Marketplace,SKU-00037,3,1005.53,0.15
PED-003457,PED-003457-2,2025-08-14,CLI-00384,,Marketplace,SKU-00007,1,1258.78,0
PED-003458,PED-003458-1,2025-08-14,CLI-00253,VEN-004,Equipo comercial,SKU-00081,1,514.39,0.05
PED-003458,PED-003458-2,2025-08-14,CLI-00253,VEN-004,Equipo comercial,SKU-00099,1,1998.92,0.15
PED-003459,PED-003459-1,2025-08-14,CLI-00280,VEN-002,Equipo comercial,SKU-00057,4,1283.9,0.05
PED-003459,PED-003459-2,2025-08-14,CLI-00280,VEN-002,Equipo comercial,SKU-00083,1,182.88,0
PED-003460,PED-003460-1,2025-08-14,CLI-00491,VEN-002,Equipo comercial,SKU-00150,1,503.24,0.05
PED-003461,PED-003461-1,2025-08-14,CLI-00180,,E-commerce,SKU-00078,3,905.08,0
PED-003462,PED-003462-1,2025-08-14,CLI-00086,VEN-003,Equipo comercial,SKU-00037,1,1003.73,0
PED-003462,PED-003462-2,2025-08-14,CLI-00086,VEN-003,Equipo comercial,SKU-00008,2,1924.24,0
PED-003462,PED-003462-3,2025-08-14,CLI-00086,VEN-003,Equipo comercial,SKU-00122,3,215.25,0
PED-003463,PED-003463-1,2025-08-14,CLI-00167,,E-commerce,SKU-00079,5,1411.09,0.05
PED-003464,PED-003464-1,2025-08-14,CLI-00235,VEN-010,Equipo comercial,SKU-00099,3,1967.5,0.05
PED-003464,PED-003464-2,2025-08-14,CLI-00235,VEN-010,Equipo comercial,SKU-00036,4,878.28,0
PED-003465,PED-003465-1,2025-08-14,CLI-00050,VEN-005,Equipo comercial,SKU-00049,4,1584.56,0
PED-003466,PED-003466-1,2025-08-14,CLI-00332,,Marketplace,SKU-00008,5,1914.89,0
PED-003466,PED-003466-2,2025-08-14,CLI-00332,,Marketplace,SKU-00051,2,531.71,0.05
PED-003466,PED-003466-3,2025-08-14,CLI-00332,,Marketplace,SKU-00118,4,260.73,0.1
PED-003467,PED-003467-1,2025-08-14,CLI-00320,,Marketplace,SKU-00049,2,1466.68,0
PED-003467,PED-003467-2,2025-08-14,CLI-00320,,Marketplace,SKU-00097,3,2059.31,0.05
PED-003468,PED-003468-1,2025-08-14,CLI-00463,,E-commerce,SKU-00050,5,517.25,0
PED-003469,PED-003469-1,2025-08-14,CLI-00007,VEN-001,Equipo comercial,SKU-00081,2,489.8,0
PED-003470,PED-003470-1,2025-08-14,CLI-00168,,Marketplace,SKU-00097,1,1983.7,0
PED-003471,PED-003471-1,2025-08-14,CLI-00272,,E-commerce,SKU-00018,5,826.63,0.05
PED-003471,PED-003471-2,2025-08-14,CLI-00272,,E-commerce,SKU-00031,2,401.32,0.1
PED-003472,PED-003472-1,2025-08-14,CLI-00091,,Marketplace,SKU-00022,1,641.56,0
PED-003473,PED-003473-1,2025-08-14,CLI-00008,VEN-007,Equipo comercial,SKU-00040,1,701.34,0
PED-003474,PED-003474-1,2025-08-14,CLI-00365,VEN-011,Equipo comercial,SKU-00077,4,1521.94,0
PED-003474,PED-003474-2,2025-08-14,CLI-00365,VEN-011,Equipo comercial,SKU-00137,2,518.07,0
PED-003474,PED-003474-3,2025-08-14,CLI-00365,VEN-011,Equipo comercial,SKU-00110,4,2658.73,0
PED-003475,PED-003475-1,2025-08-14,CLI-00216,VEN-010,Equipo comercial,SKU-00049,6,1492.06,0
PED-003476,PED-003476-1,2025-08-14,CLI-00301,,E-commerce,SKU-00083,1,196.29,0
PED-003476,PED-003476-2,2025-08-14,CLI-00301,,E-commerce,SKU-00002,1,3069.35,0
PED-003477,PED-003477-1,2025-08-14,CLI-00041,VEN-010,Equipo comercial,SKU-00104,1,236.38,0
PED-003477,PED-003477-2,2025-08-14,CLI-00041,VEN-010,Equipo comercial,SKU-00133,2,208.64,0
PED-003477,PED-003477-3,2025-08-14,CLI-00041,VEN-010,Equipo comercial,SKU-00068,1,286.57,0
PED-003478,PED-003478-1,2025-08-15,CLI-00458,VEN-006,Equipo comercial,SKU-00047,3,1204.17,0
PED-003478,PED-003478-2,2025-08-15,CLI-00458,VEN-006,Equipo comercial,SKU-00150,2,496.75,0.1
PED-003479,PED-003479-1,2025-08-15,CLI-00168,VEN-009,Equipo comercial,SKU-00067,1,203.76,0.05
PED-003480,PED-003480-1,2025-08-15,CLI-00499,VEN-012,Equipo comercial,SKU-00100,4,2199.08,0
PED-003481,PED-003481-1,2025-08-15,CLI-00125,VEN-005,Equipo comercial,SKU-00081,2,489.2,0
PED-003482,PED-003482-1,2025-08-15,CLI-00294,VEN-004,Equipo comercial,SKU-00042,5,1611.74,0
PED-003483,PED-003483-1,2025-08-15,CLI-00308,,E-commerce,SKU-00086,1,1470.55,0
PED-003484,PED-003484-1,2025-08-15,CLI-00129,VEN-006,Equipo comercial,SKU-00049,2,1471.49,0
PED-003484,PED-003484-2,2025-08-15,CLI-00129,VEN-006,Equipo comercial,SKU-00050,1,491.17,0
PED-003485,PED-003485-1,2025-08-15,CLI-00486,,E-commerce,SKU-00041,2,1693.31,0
PED-003485,PED-003485-2,2025-08-15,CLI-00486,,E-commerce,SKU-00100,6,2099.77,0
PED-003486,PED-003486-1,2025-08-15,CLI-00235,,Marketplace,SKU-00133,3,230.84,0
PED-003486,PED-003486-2,2025-08-15,CLI-00235,,Marketplace,SKU-00008,1,1933.41,0.15
PED-003486,PED-003486-3,2025-08-15,CLI-00235,,Marketplace,SKU-00042,2,1650.38,0
PED-003487,PED-003487-1,2025-08-15,CLI-00182,VEN-002,Equipo comercial,SKU-00045,1,1153.72,0
PED-003488,PED-003488-1,2025-08-15,CLI-00256,VEN-011,Equipo comercial,SKU-00138,1,455.17,0
PED-003488,PED-003488-2,2025-08-15,CLI-00256,VEN-011,Equipo comercial,SKU-00050,4,510.22,0
PED-003488,PED-003488-3,2025-08-15,CLI-00256,VEN-011,Equipo comercial,SKU-00073,1,52.63,0
PED-003489,PED-003489-1,2025-08-15,CLI-00242,VEN-002,Equipo comercial,SKU-00149,2,56.59,0
PED-003490,PED-003490-1,2025-08-15,CLI-00030,VEN-008,Equipo comercial,SKU-00044,1,1644.39,0.1
PED-003491,PED-003491-1,2025-08-15,CLI-00321,,E-commerce,SKU-00035,2,820.1,0
PED-003492,PED-003492-1,2025-08-15,CLI-00082,VEN-006,Equipo comercial,SKU-00002,5,2839.23,0.05
PED-003493,PED-003493-1,2025-08-16,CLI-00330,VEN-008,Equipo comercial,SKU-00040,1,721.75,0
PED-003494,PED-003494-1,2025-08-16,CLI-00169,,E-commerce,SKU-00057,3,1226.62,0
PED-003495,PED-003495-1,2025-08-16,CLI-00423,VEN-007,Equipo comercial,SKU-00108,3,291.1,0.05
PED-003496,PED-003496-1,2025-08-16,CLI-00027,VEN-006,Equipo comercial,SKU-00033,3,1263.43,0
PED-003496,PED-003496-2,2025-08-16,CLI-00027,VEN-006,Equipo comercial,SKU-00097,4,2022.16,0
PED-003497,PED-003497-1,2025-08-16,CLI-00477,VEN-007,Equipo comercial,SKU-00012,6,679.5,0.05
PED-003497,PED-003497-2,2025-08-16,CLI-00477,VEN-007,Equipo comercial,SKU-00147,1,269.46,0.1
PED-003498,PED-003498-1,2025-08-16,CLI-00440,VEN-007,Equipo comercial,SKU-00100,3,2141.85,0
PED-003499,PED-003499-1,2025-08-16,CLI-00214,VEN-005,Equipo comercial,SKU-00106,2,627.73,0
PED-003499,PED-003499-2,2025-08-16,CLI-00214,VEN-005,Equipo comercial,SKU-00039,4,1595.73,0
PED-003500,PED-003500-1,2025-08-16,CLI-00460,VEN-004,Equipo comercial,SKU-00091,1,812.53,0.05
PED-003500,PED-003500-2,2025-08-16,CLI-00460,VEN-004,Equipo comercial,SKU-00129,1,319.18,0
PED-003500,PED-003500-3,2025-08-16,CLI-00460,VEN-004,Equipo comercial,SKU-00108,5,299.14,0.05
PED-003500,PED-003500-4,2025-08-16,CLI-00460,VEN-004,Equipo comercial,SKU-00096,1,1392.15,0
PED-003501,PED-003501-1,2025-08-16,CLI-00475,,E-commerce,SKU-00023,6,324.61,0
PED-003502,PED-003502-1,2025-08-16,CLI-00435,VEN-006,Equipo comercial,SKU-00057,3,1287.83,0.1
PED-003503,PED-003503-1,2025-08-16,CLI-00372,VEN-009,Equipo comercial,SKU-00119,2,886.38,0.15
PED-003504,PED-003504-1,2025-08-17,CLI-00261,VEN-002,Equipo comercial,SKU-00049,1,1470.43,0.1
PED-003504,PED-003504-2,2025-08-17,CLI-00261,VEN-002,Equipo comercial,SKU-00139,2,170.06,0
PED-003505,PED-003505-1,2025-08-17,CLI-00067,,Marketplace,SKU-00051,4,599.68,0.15
PED-003506,PED-003506-1,2025-08-17,CLI-00105,VEN-011,Equipo comercial,SKU-00105,2,1735.77,0.05
PED-003506,PED-003506-2,2025-08-17,CLI-00105,VEN-011,Equipo comercial,SKU-00011,3,526.88,0
PED-003507,PED-003507-1,2025-08-17,CLI-00498,,E-commerce,SKU-00147,5,268.95,0.05
PED-003508,PED-003508-1,2025-08-17,CLI-00288,,E-commerce,SKU-00002,3,3075.83,0.05
PED-003509,PED-003509-1,2025-08-17,CLI-00216,VEN-004,Equipo comercial,SKU-00151,1,545.31,0
PED-003509,PED-003509-2,2025-08-17,CLI-00216,VEN-004,Equipo comercial,SKU-00110,1,2243.61,0
PED-003510,PED-003510-1,2025-08-17,CLI-00107,VEN-009,Equipo comercial,SKU-00118,3,261.34,0
PED-003510,PED-003510-2,2025-08-17,CLI-00107,VEN-009,Equipo comercial,SKU-00059,2,397.09,0.1
PED-003510,PED-003510-3,2025-08-17,CLI-00107,VEN-009,Equipo comercial,SKU-00108,1,293.3,0
PED-003511,PED-003511-1,2025-08-17,CLI-00108,,E-commerce,SKU-00014,2,269.46,0.15
PED-003512,PED-003512-1,2025-08-17,CLI-00049,VEN-007,Equipo comercial,SKU-00072,2,412.01,0
PED-003512,PED-003512-2,2025-08-17,CLI-00049,VEN-007,Equipo comercial,SKU-00091,3,893.39,0
PED-003512,PED-003512-3,2025-08-17,CLI-00049,VEN-007,Equipo comercial,SKU-00037,2,1037.21,0
PED-003513,PED-003513-1,2025-08-17,CLI-00225,VEN-011,Equipo comercial,SKU-00097,1,1987.75,0
PED-003514,PED-003514-1,2025-08-18,CLI-00288,VEN-010,Equipo comercial,SKU-00080,2,843.11,0
PED-003515,PED-003515-1,2025-08-18,CLI-00145,VEN-011,Equipo comercial,SKU-00029,1,490.14,0
PED-003516,PED-003516-1,2025-08-18,CLI-00458,VEN-002,Equipo comercial,SKU-00049,1,1614.45,0
PED-003517,PED-003517-1,2025-08-18,CLI-00074,VEN-004,Equipo comercial,SKU-00109,2,1746.92,0.05
PED-003517,PED-003517-2,2025-08-18,CLI-00074,VEN-004,Equipo comercial,SKU-00013,3,2591.51,0
PED-003518,PED-003518-1,2025-08-18,CLI-00228,VEN-007,Equipo comercial,SKU-00118,3,290.01,0
PED-003518,PED-003518-2,2025-08-18,CLI-00228,VEN-007,Equipo comercial,SKU-00151,1,516.91,0.05
PED-003518,PED-003518-3,2025-08-18,CLI-00228,VEN-007,Equipo comercial,SKU-00105,3,1656.3,0
PED-003519,PED-003519-1,2025-08-18,CLI-00382,VEN-003,Equipo comercial,SKU-00080,4,857.64,0
PED-003520,PED-003520-1,2025-08-18,CLI-00365,VEN-006,Equipo comercial,SKU-00010,1,741.78,0
PED-003521,PED-003521-1,2025-08-18,CLI-00217,VEN-009,Equipo comercial,SKU-00104,1,239.83,0.15
PED-003522,PED-003522-1,2025-08-18,CLI-00047,,E-commerce,SKU-00146,4,369.98,0
PED-003523,PED-003523-1,2025-08-18,CLI-00217,VEN-010,Equipo comercial,SKU-00042,4,1669.43,0.1
PED-003523,PED-003523-2,2025-08-18,CLI-00217,VEN-010,Equipo comercial,SKU-00123,3,452.62,0
PED-003524,PED-003524-1,2025-08-18,CLI-00250,VEN-001,Equipo comercial,SKU-00074,2,441.81,0
PED-003525,PED-003525-1,2025-08-18,CLI-00448,,E-commerce,SKU-00126,1,517.74,0.1
PED-003525,PED-003525-2,2025-08-18,CLI-00448,,E-commerce,SKU-00008,1,2002.99,0.05
PED-003525,PED-003525-3,2025-08-18,CLI-00448,,E-commerce,SKU-00096,2,1418.8,0.05
PED-003526,PED-003526-1,2025-08-18,CLI-00074,VEN-002,Equipo comercial,SKU-00050,2,490.52,0
PED-003526,PED-003526-2,2025-08-18,CLI-00074,VEN-002,Equipo comercial,SKU-00012,1,668.38,0
PED-003527,PED-003527-1,2025-08-18,CLI-00274,VEN-012,Equipo comercial,SKU-00104,2,230.84,0
PED-003528,PED-003528-1,2025-08-18,CLI-00057,,E-commerce,SKU-00106,1,661.36,0.05
PED-003528,PED-003528-2,2025-08-18,CLI-00057,,E-commerce,SKU-00046,1,1179.14,0
PED-003529,PED-003529-1,2025-08-18,CLI-00140,VEN-010,Equipo comercial,SKU-00136,4,242.97,0.15
PED-003530,PED-003530-1,2025-08-18,CLI-00344,VEN-011,Equipo comercial,SKU-00123,2,458.59,0
PED-003531,PED-003531-1,2025-08-18,CLI-00368,,Marketplace,SKU-00082,6,944.88,0
PED-003532,PED-003532-1,2025-08-18,CLI-00130,VEN-001,Equipo comercial,SKU-00046,3,1215.98,0
PED-003532,PED-003532-2,2025-08-18,CLI-00130,VEN-001,Equipo comercial,SKU-00032,3,805.69,0
PED-003532,PED-003532-3,2025-08-18,CLI-00130,VEN-001,Equipo comercial,SKU-00040,2,665.87,0
PED-003533,PED-003533-1,2025-08-18,CLI-00335,VEN-012,Equipo comercial,SKU-00077,2,1515.89,0.05
PED-003533,PED-003533-2,2025-08-18,CLI-00335,VEN-012,Equipo comercial,SKU-00151,1,526.36,0.15
PED-003534,PED-003534-1,2025-08-18,CLI-00079,VEN-011,Equipo comercial,SKU-00040,1,663.39,0
PED-003534,PED-003534-2,2025-08-18,CLI-00079,VEN-011,Equipo comercial,SKU-00003,1,3137.1,0
PED-003534,PED-003534-3,2025-08-18,CLI-00079,VEN-011,Equipo comercial,SKU-00064,1,123.71,0
PED-003535,PED-003535-1,2025-08-18,CLI-00026,VEN-011,Equipo comercial,SKU-00031,1,400.51,0
PED-003536,PED-003536-1,2025-08-19,CLI-00205,VEN-001,Equipo comercial,SKU-00032,3,772.3,0
PED-003537,PED-003537-1,2025-08-19,CLI-00301,,Marketplace,SKU-00133,1,210.81,0
PED-003537,PED-003537-2,2025-08-19,CLI-00301,,Marketplace,SKU-00067,2,194.92,0
PED-003538,PED-003538-1,2025-08-19,CLI-00506,VEN-005,Equipo comercial,SKU-00142,1,484.94,0
PED-003539,PED-003539-1,2025-08-19,CLI-00055,VEN-005,Equipo comercial,SKU-00050,3,502.65,0
PED-003539,PED-003539-2,2025-08-19,CLI-00055,VEN-005,Equipo comercial,SKU-00049,4,1393.51,0.1
PED-003539,PED-003539-3,2025-08-19,CLI-00055,VEN-005,Equipo comercial,SKU-00042,2,1607.4,0.1
PED-003540,PED-003540-1,2025-08-19,CLI-00437,VEN-005,Equipo comercial,SKU-00109,5,1730.6,0
PED-003540,PED-003540-2,2025-08-19,CLI-00437,VEN-005,Equipo comercial,SKU-00010,1,666.09,0
PED-003541,PED-003541-1,2025-08-19,CLI-00448,VEN-003,Equipo comercial,SKU-00081,2,481.18,0
PED-003542,PED-003542-1,2025-08-19,CLI-00223,VEN-003,Equipo comercial,SKU-00143,3,44.64,0
PED-003543,PED-003543-1,2025-08-19,CLI-00323,VEN-004,Equipo comercial,SKU-00089,1,1225.88,0
PED-003543,PED-003543-2,2025-08-19,CLI-00323,VEN-004,Equipo comercial,SKU-00080,3,860.18,0.15
PED-003544,PED-003544-1,2025-08-19,CLI-00213,VEN-007,Equipo comercial,SKU-00103,5,2514.21,0
PED-003545,PED-003545-1,2025-08-19,CLI-00239,VEN-007,Equipo comercial,SKU-00086,2,1325.35,0.05
PED-003546,PED-003546-1,2025-08-19,CLI-00012,VEN-004,Equipo comercial,SKU-00036,1,864.78,0.1
PED-003547,PED-003547-1,2025-08-19,CLI-00510,,E-commerce,SKU-00023,3,324.54,0
PED-003548,PED-003548-1,2025-08-19,CLI-00321,,Marketplace,SKU-00105,2,1647.16,0
PED-003549,PED-003549-1,2025-08-19,CLI-00464,,Marketplace,SKU-00049,1,1381.59,0
PED-003549,PED-003549-2,2025-08-19,CLI-00464,,Marketplace,SKU-00065,4,203.38,0.15
PED-003550,PED-003550-1,2025-08-19,CLI-00268,,E-commerce,SKU-00105,4,1580.7,0.05
PED-003550,PED-003550-2,2025-08-19,CLI-00268,,E-commerce,SKU-00014,5,245.56,0.15
PED-003551,PED-003551-1,2025-08-19,CLI-00244,VEN-010,Equipo comercial,SKU-00119,3,905.23,0
PED-003552,PED-003552-1,2025-08-20,CLI-00376,VEN-007,Equipo comercial,SKU-00039,3,1554.08,0
PED-003553,PED-003553-1,2025-08-20,CLI-00369,VEN-007,Equipo comercial,SKU-00110,2,2504.76,0
PED-003554,PED-003554-1,2025-08-20,CLI-00229,VEN-002,Equipo comercial,SKU-00106,2,677.04,0.1
PED-003554,PED-003554-2,2025-08-20,CLI-00229,VEN-002,Equipo comercial,SKU-00067,1,214.66,0.1
PED-003555,PED-003555-1,2025-08-20,CLI-00217,,Marketplace,SKU-00090,3,1413.08,0.1
PED-003555,PED-003555-2,2025-08-20,CLI-00217,,Marketplace,SKU-00086,2,1367.6,0
PED-003556,PED-003556-1,2025-08-20,CLI-00331,VEN-004,Equipo comercial,SKU-00086,1,1345.65,0.1
PED-003557,PED-003557-1,2025-08-20,CLI-00470,,Marketplace,SKU-00101,5,852.85,0.05
PED-003558,PED-003558-1,2025-08-20,CLI-00164,VEN-002,Equipo comercial,SKU-00126,3,515.54,0
PED-003558,PED-003558-2,2025-08-20,CLI-00164,VEN-002,Equipo comercial,SKU-00133,2,223.21,0
PED-003559,PED-003559-1,2025-08-20,CLI-00157,VEN-011,Equipo comercial,SKU-00147,5,286.84,0
PED-003560,PED-003560-1,2025-08-20,CLI-00423,VEN-009,Equipo comercial,SKU-00051,3,579.69,0
PED-003561,PED-003561-1,2025-08-20,CLI-00291,,E-commerce,SKU-00131,1,109.29,0
PED-003562,PED-003562-1,2025-08-20,CLI-00113,VEN-009,Equipo comercial,SKU-00084,2,954.83,0
PED-003563,PED-003563-1,2025-08-20,CLI-00350,VEN-010,Equipo comercial,SKU-00151,5,516.94,0.05
PED-003563,PED-003563-2,2025-08-20,CLI-00350,VEN-010,Equipo comercial,SKU-00018,1,815.69,0.05
PED-003563,PED-003563-3,2025-08-20,CLI-00350,VEN-010,Equipo comercial,SKU-00138,1,458.88,0
PED-003564,PED-003564-1,2025-08-20,CLI-00066,VEN-002,Equipo comercial,SKU-00104,1,252.08,0
PED-003565,PED-003565-1,2025-08-20,CLI-00002,VEN-007,Equipo comercial,SKU-00078,1,900.78,0
PED-003566,PED-003566-1,2025-08-20,CLI-00403,,Marketplace,SKU-00029,3,493.82,0
PED-003567,PED-003567-1,2025-08-20,CLI-00002,VEN-012,Equipo comercial,SKU-00060,3,438.26,0
PED-003567,PED-003567-2,2025-08-20,CLI-00002,VEN-012,Equipo comercial,SKU-00101,3,900.23,0
PED-003568,PED-003568-1,2025-08-20,CLI-00441,,Marketplace,SKU-00080,5,875.14,0
PED-003568,PED-003568-2,2025-08-20,CLI-00441,,Marketplace,SKU-00123,6,440.24,0.05
PED-003569,PED-003569-1,2025-08-20,CLI-00097,,E-commerce,SKU-00122,3,207.85,0
PED-003569,PED-003569-2,2025-08-20,CLI-00097,,E-commerce,SKU-00021,2,196.52,0
PED-003569,PED-003569-3,2025-08-20,CLI-00097,,E-commerce,SKU-00044,2,1524.54,0
PED-003570,PED-003570-1,2025-08-20,CLI-00124,VEN-011,Equipo comercial,SKU-00103,5,2442.63,0
PED-003571,PED-003571-1,2025-08-20,CLI-00117,VEN-001,Equipo comercial,SKU-00082,1,937.5,0
PED-003572,PED-003572-1,2025-08-20,CLI-00206,VEN-003,Equipo comercial,SKU-00136,2,269.27,0.1
PED-003573,PED-003573-1,2025-08-21,CLI-00464,VEN-007,Equipo comercial,SKU-00122,1,228.22,0.05
PED-003574,PED-003574-1,2025-08-21,CLI-00469,,Marketplace,SKU-00051,2,532.23,0
PED-003575,PED-003575-1,2025-08-21,CLI-00343,VEN-012,Equipo comercial,SKU-00064,1,129.08,0.05
PED-003576,PED-003576-1,2025-08-21,CLI-00082,VEN-012,Equipo comercial,SKU-00100,5,2101.7,0.15
PED-003577,PED-003577-1,2025-08-21,CLI-00499,VEN-006,Equipo comercial,SKU-00068,1,303.34,0
PED-003578,PED-003578-1,2025-08-21,CLI-00104,,Marketplace,SKU-00123,1,414.69,0
PED-003578,PED-003578-2,2025-08-21,CLI-00104,,Marketplace,SKU-00078,1,940.41,0
PED-003578,PED-003578-3,2025-08-21,CLI-00104,,Marketplace,SKU-00105,3,1648.28,0
PED-003579,PED-003579-1,2025-08-21,CLI-00507,VEN-002,Equipo comercial,SKU-00049,3,1425.41,0
PED-003580,PED-003580-1,2025-08-21,CLI-00399,,E-commerce,SKU-00093,4,499.03,0
PED-003580,PED-003580-2,2025-08-21,CLI-00399,,E-commerce,SKU-00032,2,843.39,0
PED-003581,PED-003581-1,2025-08-21,CLI-00045,VEN-012,Equipo comercial,SKU-00011,2,543.17,0
PED-003581,PED-003581-2,2025-08-21,CLI-00045,VEN-012,Equipo comercial,SKU-00078,2,901.17,0
PED-003582,PED-003582-1,2025-08-21,CLI-00263,,Marketplace,SKU-00047,1,1288.26,0
PED-003582,PED-003582-2,2025-08-21,CLI-00263,,Marketplace,SKU-00018,6,866.64,0.15
PED-003582,PED-003582-3,2025-08-21,CLI-00263,,Marketplace,SKU-00139,2,160.52,0
PED-003583,PED-003583-1,2025-08-21,CLI-00459,,Marketplace,SKU-00145,4,422.47,0
PED-003584,PED-003584-1,2025-08-21,CLI-00036,VEN-001,Equipo comercial,SKU-00127,1,759.8,0
PED-003584,PED-003584-2,2025-08-21,CLI-00036,VEN-001,Equipo comercial,SKU-00139,5,157.3,0
PED-003584,PED-003584-3,2025-08-21,CLI-00036,VEN-001,Equipo comercial,SKU-00080,2,913.04,0
PED-003584,PED-003584-4,2025-08-21,CLI-00036,VEN-001,Equipo comercial,SKU-00106,1,638.86,0.1
PED-003585,PED-003585-1,2025-08-21,CLI-00227,,Marketplace,SKU-00128,4,516.01,0
PED-003585,PED-003585-2,2025-08-21,CLI-00227,,Marketplace,SKU-00035,1,787.02,0
PED-003586,PED-003586-1,2025-08-21,CLI-00274,VEN-002,Equipo comercial,SKU-00046,5,1199.22,0
PED-003587,PED-003587-1,2025-08-21,CLI-00260,VEN-010,Equipo comercial,SKU-00140,1,169.53,0
PED-003588,PED-003588-1,2025-08-21,CLI-00258,VEN-004,Equipo comercial,SKU-00151,4,533.61,0
PED-003589,PED-003589-1,2025-08-21,CLI-00312,VEN-008,Equipo comercial,SKU-00078,1,943.83,0
PED-003590,PED-003590-1,2025-08-21,CLI-00426,VEN-011,Equipo comercial,SKU-00067,1,210.57,0.1
PED-003591,PED-003591-1,2025-08-21,CLI-00044,VEN-003,Equipo comercial,SKU-00093,3,510.9,0.05
PED-003592,PED-003592-1,2025-08-21,CLI-00186,,E-commerce,SKU-00136,3,242.58,0.05
PED-003592,PED-003592-2,2025-08-21,CLI-00186,,E-commerce,SKU-00081,1,504.63,0
PED-003592,PED-003592-3,2025-08-21,CLI-00186,,E-commerce,SKU-00036,3,835.62,0.1
PED-003592,PED-003592-4,2025-08-21,CLI-00186,,E-commerce,SKU-00088,3,1308.18,0.05
