cliente_id,mes,gasto_mensual_mxn
CLI-00003,2025-04,1024.31
CLI-00003,2025-05,1016.42
CLI-00003,2025-06,1045.50
CLI-00003,2025-07,1030.15
CLI-00003,2025-08,1023.57
CLI-00003,2025-09,1032.87
CLI-00003,2025-10,1039.18
CLI-00003,2025-11,1030.86
CLI-00003,2025-12,1049.42
CLI-00003,2026-01,1023.34
CLI-00003,2026-02,1013.66
CLI-00003,2026-03,1049.83
CLI-00003,2026-04,1026.95
CLI-00003,2026-05,1020.56
CLI-00003,2026-06,1023.67
CLI-00003,2026-07,1014.44
CLI-00003,2026-08,1014.61
CLI-00490,2025-01,569.80
CLI-00490,2025-02,581.46
CLI-00490,2025-03,570.55
CLI-00490,2025-04,582.83
CLI-00490,2025-05,562.00
CLI-00490,2025-06,582.44
CLI-00490,2025-07,562.68
CLI-00490,2025-08,567.56
CLI-00490,2025-09,566.32
CLI-00490,2025-10,572.23
CLI-00490,2025-11,571.65
CLI-00490,2025-12,579.26
CLI-00490,2026-01,562.15
CLI-00490,2026-02,583.14
CLI-00490,2026-03,563.39
CLI-00490,2026-04,581.82
CLI-00490,2026-05,575.27
CLI-00490,2026-06,572.34
CLI-00490,2026-07,576.99
CLI-00490,2026-08,575.56
CLI-00036,2025-01,2006.67
CLI-00036,2025-02,2004.81
CLI-00036,2025-03,2023.29
CLI-00036,2025-04,1958.28
CLI-00036,2025-05,1974.89
CLI-00036,2025-06,2012.35
CLI-00036,2025-07,2014.49
CLI-00036,2025-08,2017.79
CLI-00036,2025-09,1968.65
CLI-00036,2025-10,1995.03
CLI-00036,2025-11,2003.73
CLI-00036,2025-12,1986.84
CLI-00036,2026-01,2015.92
CLI-00036,2026-02,2021.98
CLI-00036,2026-03,2022.01
CLI-00036,2026-04,1968.76
CLI-00036,2026-05,2010.75
CLI-00036,2026-06,2022.96
CLI-00036,2026-07,2014.61
CLI-00036,2026-08,1982.01
CLI-00148,2025-01,1574.67
CLI-00148,2025-02,1567.32
CLI-00148,2025-03,1541.32
CLI-00148,2025-04,1571.89
CLI-00148,2025-05,1550.15
CLI-00148,2025-06,1575.74
CLI-00148,2025-07,1554.38
CLI-00148,2025-08,1581.21
CLI-00148,2025-09,1562.85
CLI-00148,2025-10,1596.61
CLI-00148,2025-11,1538.56
CLI-00148,2025-12,1571.72
CLI-00148,2026-01,1593.81
CLI-00148,2026-02,1566.09
CLI-00148,2026-03,1579.61
CLI-00148,2026-04,1554.93
CLI-00148,2026-05,1542.91
CLI-00148,2026-06,1555.13
CLI-00148,2026-07,1579.19
CLI-00148,2026-08,1596.25
CLI-00350,2025-01,515.15
CLI-00350,2025-02,525.68
CLI-00350,2025-03,528.46
CLI-00350,2025-04,533.39
CLI-00350,2025-05,525.20
CLI-00350,2025-06,530.95
CLI-00350,2025-07,523.43
CLI-00350,2025-08,516.17
CLI-00350,2025-09,529.43
CLI-00350,2025-10,527.67
CLI-00350,2025-11,519.10
CLI-00350,2025-12,523.47
CLI-00350,2026-01,516.18
CLI-00350,2026-02,531.01
CLI-00350,2026-03,514.40
CLI-00350,2026-04,526.81
CLI-00350,2026-05,521.08
CLI-00350,2026-06,532.59
CLI-00350,2026-07,525.75
CLI-00350,2026-08,529.01
CLI-00055,2025-01,2246.01
CLI-00055,2025-02,2259.23
CLI-00055,2025-03,2225.20
CLI-00055,2025-04,2242.02
CLI-00055,2025-05,2236.88
CLI-00055,2025-06,2221.65
CLI-00055,2025-07,2274.67
CLI-00055,2025-08,2215.07
CLI-00055,2025-09,2214.97
CLI-00055,2025-10,2226.34
CLI-00055,2025-11,2254.89
CLI-00055,2025-12,2277.82
CLI-00055,2026-01,2211.22
CLI-00055,2026-02,2222.94
CLI-00055,2026-03,2266.14
CLI-00055,2026-04,2232.62
CLI-00055,2026-05,2254.81
CLI-00055,2026-06,2256.01
CLI-00055,2026-07,2264.80
CLI-00055,2026-08,2219.59
CLI-00136,2025-01,974.56
CLI-00136,2025-02,957.60
CLI-00136,2025-03,981.95
CLI-00136,2025-04,958.78
CLI-00136,2025-05,953.44
CLI-00136,2025-06,977.38
CLI-00136,2025-07,966.64
CLI-00136,2025-08,964.84
CLI-00136,2025-09,975.68
CLI-00136,2025-10,962.59
CLI-00136,2025-11,961.42
CLI-00136,2025-12,954.83
CLI-00136,2026-01,959.21
CLI-00136,2026-02,976.70
CLI-00136,2026-03,957.31
CLI-00136,2026-04,952.14
CLI-00136,2026-05,982.65
CLI-00077,2025-04,975.85
CLI-00077,2025-05,976.66
CLI-00077,2025-06,973.85
CLI-00077,2025-07,978.70
CLI-00077,2025-08,975.39
CLI-00077,2025-09,970.93
CLI-00077,2025-10,958.65
CLI-00077,2025-11,959.49
CLI-00077,2025-12,977.81
CLI-00077,2026-01,988.08
CLI-00077,2026-02,964.83
CLI-00077,2026-03,959.10
CLI-00077,2026-04,984.80
CLI-00077,2026-05,981.38
CLI-00077,2026-06,952.32
CLI-00077,2026-07,959.51
CLI-00077,2026-08,949.51
CLI-00484,2025-01,1038.69
CLI-00484,2025-02,1051.46
CLI-00484,2025-03,1034.92
CLI-00484,2025-04,1014.14
CLI-00484,2025-05,1019.73
CLI-00484,2025-06,1034.89
CLI-00484,2025-07,1039.92
CLI-00484,2025-08,1038.29
CLI-00484,2025-09,1043.67
CLI-00484,2025-10,1046.55
CLI-00484,2025-11,1016.62
CLI-00484,2025-12,1021.14
CLI-00484,2026-01,1035.34
CLI-00484,2026-02,1018.89
CLI-00484,2026-03,1016.37
CLI-00484,2026-04,1044.26
CLI-00484,2026-05,1051.34
CLI-00484,2026-06,1033.48
CLI-00484,2026-07,1018.68
CLI-00484,2026-08,1052.45
CLI-00265,2025-01,2046.25
CLI-00265,2025-02,2065.36
CLI-00265,2025-03,2001.65
CLI-00265,2025-04,1993.04
CLI-00265,2025-05,1995.83
CLI-00265,2025-06,2060.01
CLI-00265,2025-07,2039.05
CLI-00265,2025-08,2057.27
CLI-00265,2025-09,2015.99
CLI-00265,2025-10,2033.68
CLI-00265,2025-11,2064.17
CLI-00265,2025-12,2061.60
CLI-00265,2026-01,2013.59
CLI-00265,2026-02,2050.49
CLI-00265,2026-03,1993.06
CLI-00265,2026-04,2003.55
CLI-00265,2026-05,2040.76
CLI-00265,2026-06,2039.70
CLI-00265,2026-07,1986.32
CLI-00265,2026-08,2007.95
CLI-00354,2025-01,401.38
CLI-00354,2025-02,396.01
CLI-00354,2025-03,406.15
CLI-00354,2025-04,402.32
CLI-00354,2025-05,403.86
CLI-00354,2025-06,395.33
CLI-00354,2025-07,399.17
CLI-00354,2025-08,394.68
CLI-00354,2025-09,392.81
CLI-00354,2025-10,403.24
CLI-00354,2025-11,396.59
CLI-00354,2025-12,394.88
CLI-00354,2026-01,395.43
CLI-00354,2026-02,397.14
CLI-00354,2026-03,396.56
CLI-00354,2026-04,405.60
CLI-00354,2026-05,404.62
CLI-00354,2026-06,396.10
CLI-00354,2026-07,394.78
CLI-00354,2026-08,393.08
CLI-00173,2025-01,524.48
CLI-00173,2025-02,533.14
CLI-00173,2025-03,523.60
CLI-00173,2025-04,530.70
CLI-00173,2025-05,524.71
CLI-00173,2025-06,530.38
CLI-00173,2025-07,516.95
CLI-00173,2025-08,528.18
CLI-00173,2025-09,530.23
CLI-00173,2025-10,523.85
CLI-00173,2025-11,516.58
CLI-00173,2025-12,528.93
CLI-00173,2026-01,530.81
CLI-00173,2026-02,532.38
CLI-00173,2026-03,522.32
CLI-00173,2026-04,525.78
CLI-00173,2026-05,526.12
CLI-00173,2026-06,529.79
CLI-00173,2026-07,529.59
CLI-00173,2026-08,526.55
CLI-00358,2025-01,1119.52
CLI-00358,2025-02,1095.71
CLI-00358,2025-03,1106.06
CLI-00358,2025-04,1097.45
CLI-00358,2025-05,1128.57
CLI-00358,2025-06,1102.68
CLI-00358,2025-07,1127.92
CLI-00358,2025-08,1096.35
CLI-00358,2025-09,1115.04
CLI-00358,2025-10,1121.86
CLI-00358,2025-11,1098.12
CLI-00358,2025-12,1090.02
CLI-00358,2026-01,1115.14
CLI-00358,2026-02,1119.47
CLI-00358,2026-03,1112.58
CLI-00358,2026-04,1115.79
CLI-00358,2026-05,1090.15
CLI-00358,2026-06,1132.01
CLI-00358,2026-07,1100.44
CLI-00358,2026-08,1124.32
CLI-00039,2025-01,946.67
CLI-00039,2025-02,959.09
CLI-00039,2025-03,962.19
CLI-00039,2025-04,944.89
CLI-00039,2025-05,949.03
CLI-00039,2025-06,939.35
CLI-00039,2025-07,936.71
CLI-00039,2025-08,954.03
CLI-00039,2025-09,949.54
CLI-00039,2025-10,966.20
CLI-00039,2025-11,951.16
CLI-00039,2025-12,959.00
CLI-00039,2026-01,969.32
CLI-00039,2026-02,935.91
CLI-00039,2026-03,964.97
CLI-00039,2026-04,934.87
CLI-00039,2026-05,961.61
CLI-00039,2026-06,963.55
CLI-00039,2026-07,940.48
CLI-00039,2026-08,948.44
CLI-00412,2025-02,1869.47
CLI-00412,2025-03,1828.97
CLI-00412,2025-04,1859.55
CLI-00412,2025-05,1886.01
CLI-00412,2025-06,1818.05
CLI-00412,2025-07,1878.39
CLI-00412,2025-08,1857.45
CLI-00412,2025-09,1880.14
CLI-00412,2025-10,1874.93
CLI-00492,2025-01,354.36
CLI-00492,2025-02,355.13
CLI-00492,2025-03,352.15
CLI-00492,2025-04,356.03
CLI-00492,2025-05,353.07
CLI-00492,2025-06,356.93
CLI-00492,2025-07,358.60
CLI-00492,2025-08,359.48
CLI-00492,2025-09,356.80
CLI-00492,2025-10,352.03
CLI-00492,2025-11,357.15
CLI-00492,2025-12,355.41
CLI-00492,2026-01,354.31
CLI-00492,2026-02,353.12
CLI-00492,2026-03,349.55
CLI-00492,2026-04,356.21
CLI-00492,2026-05,355.98
CLI-00492,2026-06,362.89
CLI-00492,2026-07,355.57
CLI-00492,2026-08,362.44
CLI-00066,2025-01,1369.86
CLI-00066,2025-02,1385.04
CLI-00066,2025-03,1402.93
CLI-00066,2025-04,1407.78
CLI-00066,2025-05,1395.58
CLI-00066,2025-06,1407.97
CLI-00066,2025-07,1363.44
CLI-00066,2025-08,1377.42
CLI-00066,2025-09,1410.80
CLI-00066,2025-10,1377.29
CLI-00066,2025-11,1384.22
CLI-00066,2025-12,1389.07
CLI-00066,2026-01,1361.70
CLI-00066,2026-02,1378.91
CLI-00066,2026-03,1371.75
CLI-00066,2026-04,1378.13
CLI-00066,2026-05,1386.43
CLI-00066,2026-06,1369.39
CLI-00066,2026-07,1364.10
CLI-00066,2026-08,1372.12
CLI-00070,2025-01,1611.01
CLI-00070,2025-02,1615.90
CLI-00070,2025-03,1666.14
CLI-00070,2025-04,1650.66
CLI-00070,2025-05,1631.46
CLI-00070,2025-06,1646.22
CLI-00070,2025-07,1630.17
CLI-00070,2025-08,1652.46
CLI-00070,2025-09,1610.78
CLI-00070,2025-10,1657.22
CLI-00070,2025-11,1624.85
CLI-00070,2025-12,1622.93
CLI-00070,2026-01,1637.59
CLI-00070,2026-02,1670.56
CLI-00070,2026-03,1673.39
CLI-00070,2026-04,1636.14
CLI-00070,2026-05,1649.84
CLI-00487,2025-01,877.11
CLI-00487,2025-02,905.48
CLI-00487,2025-03,906.37
CLI-00117,2025-01,454.51
CLI-00117,2025-02,453.03
CLI-00117,2025-03,463.16
CLI-00117,2025-04,467.12
CLI-00117,2025-05,457.05
CLI-00117,2025-06,454.73
CLI-00117,2025-07,467.70
CLI-00117,2025-08,459.61
CLI-00117,2025-09,459.59
CLI-00117,2025-10,463.17
CLI-00117,2025-11,453.06
CLI-00117,2025-12,460.94
CLI-00117,2026-01,461.98
CLI-00117,2026-02,458.55
CLI-00117,2026-03,467.23
CLI-00117,2026-04,465.28
CLI-00117,2026-05,459.79
CLI-00117,2026-06,455.34
CLI-00117,2026-07,457.15
CLI-00117,2026-08,457.15
CLI-00164,2025-01,408.94
CLI-00164,2025-02,419.66
CLI-00164,2025-03,406.87
CLI-00164,2025-04,409.27
CLI-00164,2025-05,419.79
CLI-00164,2025-06,415.49
CLI-00164,2025-07,412.56
CLI-00164,2025-08,421.31
CLI-00164,2025-09,418.66
CLI-00164,2025-10,408.29
CLI-00164,2025-11,411.54
CLI-00164,2025-12,408.90
CLI-00164,2026-01,415.94
CLI-00164,2026-02,407.52
CLI-00164,2026-03,421.46
CLI-00164,2026-04,422.31
CLI-00164,2026-05,416.00
CLI-00164,2026-06,416.98
CLI-00164,2026-07,417.86
CLI-00164,2026-08,415.01
CLI-00107,2025-01,893.45
CLI-00107,2025-02,895.18
CLI-00107,2025-03,921.28
CLI-00107,2025-04,891.47
CLI-00107,2025-05,923.19
CLI-00107,2025-06,893.21
CLI-00107,2025-07,894.02
CLI-00107,2025-08,898.50
CLI-00107,2025-09,900.32
CLI-00107,2025-10,902.42
CLI-00107,2025-11,912.23
CLI-00107,2025-12,899.21
CLI-00107,2026-01,898.87
CLI-00107,2026-02,912.63
CLI-00107,2026-03,911.55
CLI-00107,2026-04,898.02
CLI-00107,2026-05,916.74
CLI-00107,2026-06,911.69
CLI-00107,2026-07,914.71
CLI-00107,2026-08,908.56
CLI-00130,2025-01,571.81
CLI-00130,2025-02,555.24
CLI-00130,2025-03,549.82
CLI-00130,2025-04,551.34
CLI-00130,2025-05,571.54
CLI-00130,2025-06,565.25
CLI-00130,2025-07,549.90
CLI-00130,2025-08,569.47
CLI-00130,2025-09,561.73
CLI-00130,2025-10,562.78
CLI-00130,2025-11,556.72
CLI-00130,2025-12,568.59
CLI-00130,2026-01,559.84
CLI-00130,2026-02,550.77
CLI-00130,2026-03,558.35
CLI-00130,2026-04,571.47
CLI-00130,2026-05,556.18
CLI-00130,2026-06,554.59
CLI-00130,2026-07,556.44
CLI-00130,2026-08,563.38
CLI-00211,2025-01,2541.09
CLI-00211,2025-02,2526.46
CLI-00211,2025-03,2523.77
CLI-00211,2025-04,2505.55
CLI-00211,2025-05,2599.50
CLI-00211,2025-06,2583.87
CLI-00211,2025-07,2576.11
CLI-00211,2025-08,2538.02
CLI-00211,2025-09,2509.51
CLI-00211,2025-10,2558.65
CLI-00211,2025-11,2555.08
CLI-00211,2025-12,2515.55
CLI-00211,2026-01,2556.80
CLI-00211,2026-02,2587.37
CLI-00211,2026-03,2549.10
CLI-00211,2026-04,2529.09
CLI-00211,2026-05,2552.26
CLI-00211,2026-06,2593.73
CLI-00211,2026-07,2563.78
CLI-00211,2026-08,2535.82
CLI-00390,2025-01,599.38
CLI-00390,2025-02,592.65
CLI-00390,2025-03,612.00
CLI-00390,2025-04,596.44
CLI-00390,2025-05,597.51
CLI-00390,2025-06,595.94
CLI-00390,2025-07,604.32
CLI-00390,2025-08,596.31
CLI-00390,2025-09,601.14
CLI-00390,2025-10,603.53
CLI-00390,2025-11,602.20
CLI-00390,2025-12,603.89
CLI-00390,2026-01,596.88
CLI-00390,2026-02,592.83
CLI-00390,2026-03,591.06
CLI-00390,2026-04,608.63
CLI-00390,2026-05,613.93
CLI-00390,2026-06,600.75
CLI-00390,2026-07,612.50
CLI-00390,2026-08,599.80
CLI-00469,2025-01,543.63
CLI-00469,2025-02,530.82
CLI-00469,2025-03,551.24
CLI-00469,2025-04,530.91
CLI-00469,2025-05,534.01
CLI-00469,2025-06,543.78
CLI-00469,2025-07,533.14
CLI-00469,2025-08,546.15
CLI-00469,2025-09,532.64
CLI-00469,2025-10,531.52
CLI-00469,2025-11,530.66
CLI-00469,2025-12,551.21
CLI-00469,2026-01,536.65
CLI-00379,2025-01,539.58
CLI-00379,2025-02,536.92
CLI-00379,2025-03,549.90
CLI-00379,2025-04,535.28
CLI-00379,2025-05,537.36
CLI-00379,2025-06,553.22
CLI-00379,2025-07,542.01
CLI-00379,2025-08,541.62
CLI-00379,2025-09,545.32
CLI-00379,2025-10,547.84
CLI-00379,2025-11,536.90
CLI-00379,2025-12,549.36
CLI-00379,2026-01,539.60
CLI-00379,2026-02,535.86
CLI-00379,2026-03,546.96
CLI-00379,2026-04,554.52
CLI-00379,2026-05,537.75
CLI-00379,2026-06,541.05
CLI-00379,2026-07,546.14
CLI-00379,2026-08,543.04
CLI-00081,2025-01,1041.87
CLI-00081,2025-02,1018.34
CLI-00081,2025-03,1017.42
CLI-00081,2025-04,1017.99
CLI-00081,2025-05,1020.53
CLI-00081,2025-06,1043.24
CLI-00081,2025-07,1033.55
CLI-00081,2025-08,1012.64
CLI-00081,2025-09,1029.54
CLI-00081,2025-10,1018.76
CLI-00081,2025-11,1040.20
CLI-00081,2025-12,1008.23
CLI-00081,2026-01,1028.05
CLI-00081,2026-02,1014.90
CLI-00081,2026-03,1018.60
CLI-00081,2026-04,1036.59
CLI-00081,2026-05,1038.52
CLI-00081,2026-06,1027.28
CLI-00081,2026-07,1036.96
CLI-00081,2026-08,1025.10
CLI-00424,2025-01,450.35
CLI-00424,2025-02,443.25
CLI-00424,2025-03,450.80
CLI-00424,2025-04,449.88
CLI-00424,2025-05,454.87
CLI-00424,2025-06,451.52
CLI-00424,2025-07,457.80
CLI-00424,2025-08,451.26
CLI-00424,2025-09,445.31
CLI-00424,2025-10,454.70
CLI-00424,2025-11,442.85
CLI-00424,2025-12,445.91
CLI-00424,2026-01,454.42
CLI-00424,2026-02,446.62
CLI-00424,2026-03,443.46
CLI-00424,2026-04,445.99
CLI-00424,2026-05,456.31
CLI-00424,2026-06,449.75
CLI-00424,2026-07,445.52
CLI-00424,2026-08,460.31
CLI-00468,2025-01,941.40
CLI-00468,2025-02,951.68
CLI-00468,2025-03,957.68
CLI-00468,2025-04,949.74
CLI-00468,2025-05,946.88
CLI-00468,2025-06,955.10
CLI-00468,2025-07,957.54
CLI-00468,2025-08,959.59
CLI-00468,2025-09,973.62
CLI-00468,2025-10,952.36
CLI-00468,2025-11,956.27
CLI-00468,2025-12,962.89
CLI-00468,2026-01,949.85
CLI-00468,2026-02,964.07
CLI-00468,2026-03,957.92
CLI-00468,2026-04,976.58
CLI-00468,2026-05,939.75
CLI-00468,2026-06,939.09
CLI-00468,2026-07,964.31
CLI-00468,2026-08,961.48
CLI-00329,2025-01,2136.12
CLI-00329,2025-02,2119.16
CLI-00329,2025-03,2176.53
CLI-00329,2025-04,2191.05
CLI-00353,2025-01,993.92
CLI-00353,2025-02,981.07
CLI-00353,2025-03,972.11
CLI-00353,2025-04,980.12
CLI-00353,2025-05,963.20
CLI-00353,2025-06,964.80
CLI-00353,2025-07,969.79
CLI-00353,2025-08,981.94
CLI-00353,2025-09,968.79
CLI-00353,2025-10,960.16
CLI-00353,2025-11,990.93
CLI-00353,2025-12,985.97
CLI-00128,2025-01,452.82
CLI-00128,2025-02,458.30
CLI-00128,2025-03,462.13
CLI-00128,2025-04,449.21
CLI-00128,2025-05,451.76
CLI-00128,2025-06,465.85
CLI-00128,2025-07,464.98
CLI-00128,2025-08,452.33
CLI-00128,2025-09,448.89
CLI-00128,2025-10,455.65
CLI-00128,2025-11,449.65
CLI-00128,2025-12,449.12
CLI-00128,2026-01,464.30
CLI-00128,2026-02,447.93
CLI-00128,2026-03,455.00
CLI-00128,2026-04,465.92
CLI-00128,2026-05,462.00
CLI-00128,2026-06,452.01
CLI-00128,2026-07,460.98
CLI-00128,2026-08,466.10
CLI-00349,2025-01,921.36
CLI-00349,2025-02,948.73
CLI-00349,2025-03,936.19
CLI-00349,2025-04,929.75
CLI-00349,2025-05,955.92
CLI-00349,2025-06,931.24
CLI-00446,2025-01,679.12
CLI-00446,2025-02,684.79
CLI-00446,2025-03,683.46
CLI-00446,2025-04,686.55
CLI-00446,2025-05,670.60
CLI-00446,2025-06,686.27
CLI-00446,2025-07,667.99
CLI-00446,2025-08,667.47
CLI-00446,2025-09,669.12
CLI-00446,2025-10,677.56
CLI-00446,2025-11,686.14
CLI-00446,2025-12,677.60
CLI-00446,2026-01,672.07
CLI-00446,2026-02,670.80
CLI-00446,2026-03,666.39
CLI-00446,2026-04,679.90
CLI-00446,2026-05,682.06
CLI-00446,2026-06,688.25
CLI-00446,2026-07,668.80
CLI-00446,2026-08,688.07
CLI-00384,2025-01,2303.37
CLI-00384,2025-02,2307.77
CLI-00384,2025-03,2235.78
CLI-00384,2025-04,2232.79
CLI-00384,2025-05,2302.26
CLI-00384,2025-06,2251.19
CLI-00384,2025-07,2314.99
CLI-00384,2025-08,2239.33
CLI-00384,2025-09,2295.39
CLI-00384,2025-10,2225.87
CLI-00384,2025-11,2264.72
CLI-00384,2025-12,2251.08
CLI-00384,2026-01,2257.51
CLI-00384,2026-02,2301.67
CLI-00384,2026-03,2241.91
CLI-00384,2026-04,2243.20
CLI-00384,2026-05,2233.95
CLI-00384,2026-06,2240.93
CLI-00384,2026-07,2234.84
CLI-00384,2026-08,2310.54
CLI-00460,2025-01,500.11
CLI-00460,2025-02,487.06
CLI-00460,2025-03,497.46
CLI-00460,2025-04,488.88
CLI-00460,2025-05,499.39
CLI-00460,2025-06,483.95
CLI-00460,2025-07,499.12
CLI-00460,2025-08,500.43
CLI-00460,2025-09,489.79
CLI-00460,2025-10,496.97
CLI-00460,2025-11,485.44
CLI-00460,2025-12,495.26
CLI-00460,2026-01,498.42
CLI-00460,2026-02,483.29
CLI-00460,2026-03,492.87
CLI-00460,2026-04,485.40
CLI-00460,2026-05,481.95
CLI-00460,2026-06,501.03
CLI-00460,2026-07,484.74
CLI-00460,2026-08,493.91
CLI-00256,2025-01,2327.61
CLI-00256,2025-02,2282.19
CLI-00256,2025-03,2340.85
CLI-00256,2025-04,2358.35
CLI-00256,2025-05,2288.01
CLI-00256,2025-06,2329.14
CLI-00256,2025-07,2283.55
CLI-00256,2025-08,2331.26
CLI-00256,2025-09,2351.76
CLI-00256,2025-10,2354.92
CLI-00256,2025-11,2288.58
CLI-00256,2025-12,2304.30
CLI-00256,2026-01,2288.74
CLI-00256,2026-02,2285.88
CLI-00256,2026-03,2330.62
CLI-00256,2026-04,2297.36
CLI-00256,2026-05,2284.02
CLI-00256,2026-06,2314.36
CLI-00256,2026-07,2353.42
CLI-00256,2026-08,2273.01
CLI-00080,2025-01,972.44
CLI-00080,2025-02,987.24
CLI-00080,2025-03,962.77
CLI-00080,2025-04,983.59
CLI-00080,2025-05,985.49
CLI-00080,2025-06,954.32
CLI-00080,2025-07,984.99
CLI-00080,2025-08,969.00
CLI-00080,2025-09,950.26
CLI-00080,2025-10,954.03
CLI-00080,2025-11,984.30
CLI-00080,2025-12,949.63
CLI-00080,2026-01,981.62
CLI-00080,2026-02,968.92
CLI-00080,2026-03,980.62
CLI-00080,2026-04,970.93
CLI-00080,2026-05,949.57
CLI-00080,2026-06,958.63
CLI-00080,2026-07,968.72
CLI-00080,2026-08,966.53
CLI-00475,2025-01,938.08
CLI-00475,2025-02,931.19
CLI-00475,2025-03,936.08
CLI-00475,2025-04,938.66
CLI-00475,2025-05,922.50
CLI-00475,2025-06,943.41
CLI-00475,2025-07,939.16
CLI-00475,2025-08,938.88
CLI-00475,2025-09,919.65
CLI-00475,2025-10,935.27
CLI-00475,2025-11,920.90
CLI-00475,2025-12,912.34
CLI-00475,2026-01,922.87
CLI-00475,2026-02,946.45
CLI-00475,2026-03,927.32
CLI-00475,2026-04,915.39
CLI-00475,2026-05,917.85
CLI-00475,2026-06,939.83
CLI-00475,2026-07,918.39
CLI-00475,2026-08,921.16
CLI-00503,2025-01,1717.77
CLI-00503,2025-02,1748.44
CLI-00503,2025-03,1766.98
CLI-00503,2025-04,1777.80
CLI-00503,2025-05,1727.48
CLI-00503,2025-06,1732.25
CLI-00503,2025-07,1745.40
CLI-00503,2025-08,1743.47
CLI-00503,2025-09,1713.11
CLI-00503,2025-10,1746.64
CLI-00503,2025-11,1732.28
CLI-00503,2025-12,1726.79
CLI-00503,2026-01,1755.58
CLI-00503,2026-02,1749.32
CLI-00503,2026-03,1766.51
CLI-00503,2026-04,1720.32
CLI-00503,2026-05,1738.46
CLI-00503,2026-06,1758.74
CLI-00503,2026-07,1765.29
CLI-00503,2026-08,1731.50
CLI-00437,2025-01,381.00
CLI-00437,2025-02,391.65
CLI-00437,2025-03,393.02
CLI-00437,2025-04,392.07
CLI-00437,2025-05,384.47
CLI-00437,2025-06,383.53
CLI-00437,2025-07,387.75
CLI-00437,2025-08,379.10
CLI-00437,2025-09,393.91
CLI-00437,2025-10,390.48
CLI-00437,2025-11,393.12
CLI-00437,2025-12,384.08
CLI-00437,2026-01,383.02
CLI-00437,2026-02,392.35
CLI-00437,2026-03,386.37
CLI-00437,2026-04,390.04
CLI-00437,2026-05,381.61
CLI-00437,2026-06,387.09
CLI-00437,2026-07,379.33
CLI-00437,2026-08,394.24
CLI-00096,2025-01,815.88
CLI-00096,2025-02,820.71
CLI-00096,2025-03,829.89
CLI-00096,2025-04,827.89
CLI-00096,2025-05,831.18
CLI-00096,2025-06,809.04
CLI-00096,2025-07,818.01
CLI-00096,2025-08,819.30
CLI-00096,2025-09,833.14
CLI-00096,2025-10,808.46
CLI-00096,2025-11,825.75
CLI-00096,2025-12,824.27
CLI-00096,2026-01,823.32
CLI-00096,2026-02,836.59
CLI-00096,2026-03,811.30
CLI-00096,2026-04,810.11
CLI-00096,2026-05,821.04
CLI-00096,2026-06,826.57
CLI-00096,2026-07,836.53
CLI-00096,2026-08,828.45
CLI-00139,2025-01,534.66
CLI-00139,2025-02,523.08
CLI-00139,2025-03,523.04
CLI-00139,2025-04,525.15
CLI-00139,2025-05,541.40
CLI-00139,2025-06,533.93
CLI-00139,2025-07,527.03
CLI-00139,2025-08,539.04
CLI-00139,2025-09,539.12
CLI-00139,2025-10,524.77
CLI-00139,2025-11,538.03
CLI-00139,2025-12,526.45
CLI-00139,2026-01,522.79
CLI-00139,2026-02,540.56
CLI-00139,2026-03,527.69
CLI-00139,2026-04,524.35
CLI-00139,2026-05,533.55
CLI-00139,2026-06,524.12
CLI-00139,2026-07,530.16
CLI-00139,2026-08,534.94
CLI-00123,2025-01,525.09
CLI-00123,2025-02,512.51
CLI-00123,2025-03,522.60
CLI-00123,2025-04,532.11
CLI-00123,2025-05,531.43
CLI-00123,2025-06,515.52
CLI-00123,2025-07,515.39
CLI-00123,2025-08,517.30
CLI-00123,2025-09,515.78
CLI-00123,2025-10,524.57
CLI-00123,2025-11,521.46
CLI-00123,2025-12,527.02
CLI-00123,2026-01,515.57
CLI-00123,2026-02,523.06
CLI-00123,2026-03,521.08
CLI-00123,2026-04,529.52
CLI-00123,2026-05,523.41
CLI-00123,2026-06,524.91
CLI-00123,2026-07,516.18
CLI-00123,2026-08,521.86
CLI-00194,2025-04,446.44
CLI-00194,2025-05,448.60
CLI-00194,2025-06,437.29
CLI-00194,2025-07,445.94
CLI-00194,2025-08,435.72
CLI-00194,2025-09,432.16
CLI-00194,2025-10,446.72
CLI-00194,2025-11,438.96
CLI-00194,2025-12,433.33
CLI-00194,2026-01,438.09
CLI-00194,2026-02,438.38
CLI-00194,2026-03,443.28
CLI-00194,2026-04,434.15
CLI-00194,2026-05,446.74
CLI-00194,2026-06,447.82
CLI-00194,2026-07,441.65
CLI-00194,2026-08,446.42
CLI-00135,2025-01,893.27
CLI-00135,2025-02,899.48
CLI-00135,2025-03,895.52
CLI-00135,2025-04,904.08
CLI-00135,2025-05,890.44
CLI-00135,2025-06,896.11
CLI-00135,2025-07,886.18
CLI-00135,2025-08,892.63
CLI-00135,2025-09,903.30
CLI-00135,2025-10,906.18
CLI-00135,2025-11,903.31
CLI-00135,2025-12,906.74
CLI-00135,2026-01,892.79
CLI-00135,2026-02,901.55
CLI-00135,2026-03,910.49
CLI-00135,2026-04,879.14
CLI-00135,2026-05,899.70
CLI-00135,2026-06,911.19
CLI-00135,2026-07,912.32
CLI-00135,2026-08,880.58
CLI-00242,2025-01,1685.69
CLI-00242,2025-02,1693.70
CLI-00242,2025-03,1706.51
