pago_id,factura_id,fecha_pago,monto_pagado,metodo_pago
PAG-000440,FAC-003360,2025-08-02,1500.45,Transferencia
PAG-000441,FAC-002465,2024-06-16,2887.35,Transferencia
PAG-000442,FAC-000123,2025-12-22,1812.85,Transferencia
PAG-000443,FAC-003192,2025-01-23,1577.80,Cheque
PAG-000444,FAC-000983,2025-11-18,542.12,Transferencia
PAG-000445,FAC-001739,2025-12-31,1973.00,Transferencia
PAG-000446,FAC-000459,2025-10-05,72.13,Transferencia
PAG-000447,FAC-000459,2025-10-21,48.09,Transferencia
PAG-000448,FAC-000446,2025-10-30,781.70,Transferencia
PAG-000449,FAC-000982,2026-01-31,1802.32,Efectivo
PAG-000450,FAC-000460,2024-07-18,2262.54,Tarjeta
PAG-000451,FAC-001353,2024-08-09,6161.47,Transferencia
PAG-000452,FAC-002153,2025-04-27,251.63,Transferencia
PAG-000453,FAC-003064,2024-07-29,1416.11,Cheque
PAG-000454,FAC-000322,2025-05-06,7893.72,Efectivo
PAG-000455,FAC-003164,2024-12-09,3716.52,Efectivo
PAG-000456,FAC-002996,2024-03-16,4259.40,Tarjeta
PAG-000457,FAC-002849,2025-08-28,2868.24,Cheque
PAG-000458,FAC-001706,2025-04-03,8911.70,Transferencia
PAG-000459,FAC-002735,2025-01-31,856.81,Transferencia
PAG-000460,FAC-003055,2024-05-21,1257.52,Cheque
PAG-000461,FAC-000252,2025-12-14,5452.09,Transferencia
PAG-000462,FAC-001571,2025-07-14,864.40,Transferencia
PAG-000463,FAC-002602,2025-02-22,2985.94,Tarjeta
PAG-000464,FAC-001355,2025-12-03,54.03,Transferencia
PAG-000465,FAC-001184,2024-05-20,951.55,Transferencia
PAG-000466,FAC-002388,2025-02-06,3063.28,Cheque
PAG-000467,FAC-002767,2024-12-19,2510.40,Transferencia
PAG-000468,FAC-001495,2025-06-23,5708.32,Transferencia
PAG-000469,FAC-003070,2025-02-06,7812.00,Transferencia
PAG-000470,FAC-002514,2025-06-11,3747.24,Efectivo
PAG-000471,FAC-001280,2024-10-12,1880.70,Transferencia
PAG-000472,FAC-002565,2025-02-17,8639.82,Cheque
PAG-000473,FAC-001897,2024-06-18,1630.83,Transferencia
PAG-000474,FAC-002516,2025-02-24,297.78,Transferencia
PAG-000475,FAC-001632,2024-04-27,515.07,Tarjeta
PAG-000476,FAC-003255,2024-06-26,2136.00,Transferencia
PAG-000477,FAC-000645,2024-02-27,2819.35,Cheque
PAG-000478,FAC-002426,2025-09-17,3166.08,Transferencia
PAG-000479,FAC-001735,2025-04-25,3254.34,Transferencia
PAG-000480,FAC-000297,2025-12-19,3382.30,Transferencia
PAG-000481,FAC-001335,2025-01-26,2914.78,Transferencia
PAG-000482,FAC-002488,2025-01-21,1157.27,Tarjeta
PAG-000483,FAC-003105,2025-07-03,145.41,Cheque
PAG-000484,FAC-000887,2024-05-08,1036.23,Transferencia
PAG-000485,FAC-000452,2024-10-18,1073.15,Transferencia
PAG-000486,FAC-000970,2024-11-09,2300.85,Tarjeta
PAG-000487,FAC-001636,2025-03-06,2019.62,Transferencia
PAG-000488,FAC-002093,2025-04-20,3678.53,Transferencia
PAG-000489,FAC-002093,2025-05-20,2452.35,Transferencia
PAG-000490,FAC-001197,2024-09-10,1280.04,Transferencia
PAG-000491,FAC-001969,2025-05-03,593.60,Transferencia
PAG-000492,FAC-001969,2025-05-29,395.74,Transferencia
PAG-000493,FAC-001027,2024-05-23,4019.70,Cheque
PAG-000494,FAC-000933,2024-10-14,12331.84,Tarjeta
PAG-000495,FAC-001878,2024-11-07,1146.35,Transferencia
PAG-000496,FAC-003134,2024-07-24,868.98,Tarjeta
PAG-000497,FAC-003123,2024-08-08,1568.58,Transferencia
PAG-000498,FAC-001918,2025-01-19,3038.21,Tarjeta
PAG-000499,FAC-002589,2025-05-08,9971.85,Transferencia
PAG-000500,FAC-000825,2024-10-17,859.39,Transferencia
PAG-000501,FAC-000616,2024-12-14,1481.33,Cheque
PAG-000502,FAC-002957,2025-06-17,2108.40,Transferencia
PAG-000503,FAC-003263,2025-08-19,3157.10,Efectivo
PAG-000504,FAC-002524,2025-03-26,4169.58,Transferencia
PAG-000505,FAC-001201,2025-07-01,722.92,Transferencia
PAG-000506,FAC-000255,2025-10-03,1327.50,Tarjeta
PAG-000507,FAC-000310,2024-03-15,370.26,Tarjeta
PAG-000508,FAC-000310,2024-04-04,246.84,Tarjeta
PAG-000509,FAC-003060,2024-03-15,884.58,Cheque
PAG-000510,FAC-001486,2024-02-19,7982.64,Transferencia
PAG-000511,FAC-003350,2025-11-19,2876.48,Transferencia
PAG-000512,FAC-001501,2024-06-01,409.31,Transferencia
PAG-000513,FAC-002621,2025-08-25,642.47,Transferencia
PAG-000514,FAC-001308,2024-07-04,1018.98,Transferencia
PAG-000515,FAC-001204,2024-11-16,1845.58,Cheque
PAG-000516,FAC-000465,2025-08-08,12121.88,Cheque
PAG-000517,FAC-003080,2024-12-26,1606.80,Transferencia
PAG-000518,FAC-001133,2024-08-13,559.33,Transferencia
PAG-000519,FAC-001820,2025-04-20,2036.56,Transferencia
PAG-000520,FAC-002890,2024-04-11,804.78,Transferencia
PAG-000521,FAC-000003,2024-09-28,2848.94,Transferencia
PAG-000522,FAC-001255,2024-06-21,2434.20,Transferencia
PAG-000523,FAC-000098,2025-01-10,1525.68,Transferencia
PAG-000524,FAC-002689,2024-04-04,216.72,Tarjeta
PAG-000525,FAC-002691,2024-08-15,11583.20,Transferencia
PAG-000526,FAC-001222,2025-01-13,3369.38,Tarjeta
PAG-000527,FAC-001643,2024-12-11,1605.48,Efectivo
PAG-000528,FAC-001298,2024-04-25,5882.70,Transferencia
PAG-000529,FAC-002506,2026-04-08,836.32,Tarjeta
PAG-000530,FAC-000181,2025-08-06,4916.58,Tarjeta
PAG-000531,FAC-002102,2025-08-13,3402.99,Transferencia
PAG-000532,FAC-001696,2025-10-04,1084.90,Tarjeta
PAG-000533,FAC-001165,2026-02-25,2629.87,Tarjeta
PAG-000534,FAC-001165,2026-03-27,1753.25,Tarjeta
PAG-000535,FAC-000054,2024-04-05,1549.24,Transferencia
PAG-000536,FAC-001115,2024-12-14,3806.02,Transferencia
PAG-000537,FAC-001079,2025-05-03,3467.31,Transferencia
PAG-000538,FAC-001714,2025-09-01,3790.15,Transferencia
PAG-000539,FAC-002404,2025-12-11,567.56,Transferencia
PAG-000540,FAC-003185,2024-04-22,6068.09,Tarjeta
PAG-000541,FAC-001547,2025-12-03,2277.78,Transferencia
PAG-000542,FAC-001858,2024-06-29,3596.56,Transferencia
PAG-000543,FAC-000957,2024-07-07,102.17,Transferencia
PAG-000544,FAC-000053,2024-07-04,2518.44,Transferencia
PAG-000545,FAC-001334,2025-11-13,8098.51,Transferencia
PAG-000546,FAC-002199,2026-01-21,5891.68,Transferencia
PAG-000547,FAC-000817,2024-06-10,3030.44,Efectivo
PAG-000548,FAC-003456,2026-02-18,447.38,Transferencia
PAG-000549,FAC-000270,2024-09-19,217.62,Cheque
PAG-000550,FAC-002810,2025-11-22,2706.21,Efectivo
PAG-000551,FAC-002963,2025-10-25,422.64,Transferencia
PAG-000552,FAC-001357,2025-06-14,1311.57,Cheque
PAG-000553,FAC-003127,2025-06-16,3754.45,Transferencia
PAG-000554,FAC-002333,2025-07-21,2173.27,Transferencia
PAG-000555,FAC-002333,2025-08-05,1448.85,Transferencia
PAG-000556,FAC-002486,2025-06-02,1107.86,Transferencia
PAG-000557,FAC-002838,2025-06-02,325.55,Tarjeta
PAG-000558,FAC-000649,2024-02-02,4494.90,Transferencia
PAG-000559,FAC-002035,2025-10-19,1760.52,Transferencia
PAG-000560,FAC-003118,2024-11-16,148.21,Tarjeta
PAG-000561,FAC-000312,2024-02-14,713.67,Transferencia
PAG-000562,FAC-002597,2024-12-15,1662.70,Tarjeta
PAG-000563,FAC-000986,2025-08-20,412.17,Transferencia
PAG-000564,FAC-002555,2024-06-18,3664.23,Efectivo
PAG-000565,FAC-001810,2024-09-03,2361.98,Transferencia
PAG-000566,FAC-001731,2024-05-13,8941.23,Efectivo
PAG-000567,FAC-003305,2024-07-13,4210.90,Tarjeta
PAG-000568,FAC-002255,2025-01-05,194.49,Tarjeta
PAG-000569,FAC-002921,2024-04-04,130.29,Tarjeta
PAG-000570,FAC-000537,2025-02-28,8783.34,Transferencia
PAG-000571,FAC-001338,2024-05-20,1313.52,Transferencia
PAG-000572,FAC-000731,2024-04-12,3555.52,Transferencia
PAG-000573,FAC-000860,2024-06-06,3428.35,Transferencia
PAG-000574,FAC-002975,2024-11-09,3233.64,Transferencia
PAG-000575,FAC-003466,2025-01-06,2622.75,Cheque
PAG-000576,FAC-000325,2024-05-23,948.32,Tarjeta
PAG-000577,FAC-000630,2024-09-29,1553.73,Transferencia
PAG-000578,FAC-000895,2024-10-17,7272.42,Tarjeta
PAG-000579,FAC-001603,2026-01-08,2372.58,Cheque
PAG-000580,FAC-000773,2025-03-23,2421.36,Transferencia
PAG-000581,FAC-001947,2024-11-18,2524.77,Cheque
PAG-000582,FAC-002031,2025-01-22,400.48,Transferencia
PAG-000583,FAC-002490,2025-03-07,132.78,Transferencia
PAG-000584,FAC-000211,2024-09-28,1107.64,Transferencia
PAG-000585,FAC-002260,2025-09-18,13080.27,Transferencia
PAG-000586,FAC-002473,2024-01-24,538.67,Transferencia
PAG-000587,FAC-002473,2024-02-06,359.11,Transferencia
PAG-000588,FAC-001551,2025-09-05,1570.05,Efectivo
PAG-000589,FAC-002664,2025-02-16,500.37,Transferencia
PAG-000590,FAC-002550,2025-06-18,512.62,Transferencia
PAG-000591,FAC-002550,2025-07-05,341.74,Transferencia
PAG-000592,FAC-001755,2025-02-02,1759.72,Transferencia
PAG-000593,FAC-001891,2025-08-27,2586.66,Transferencia
PAG-000594,FAC-002195,2025-11-22,114.82,Transferencia
PAG-000595,FAC-002195,2025-12-22,76.54,Transferencia
PAG-000596,FAC-000873,2024-10-27,368.73,Transferencia
PAG-000597,FAC-002661,2025-04-13,4915.44,Transferencia
PAG-000598,FAC-001466,2024-01-20,8023.26,Efectivo
PAG-000599,FAC-001945,2025-06-01,4394.52,Transferencia
PAG-000600,FAC-000661,2025-10-16,13907.46,Transferencia
PAG-000601,FAC-000655,2024-12-20,4571.08,Tarjeta
PAG-000602,FAC-003331,2025-08-08,1118.10,Transferencia
PAG-000603,FAC-003013,2024-10-25,763.92,Transferencia
PAG-000604,FAC-002344,2025-05-12,514.83,Efectivo
PAG-000605,FAC-001442,2024-08-07,646.45,Tarjeta
PAG-000606,FAC-000578,2024-12-25,1339.48,Transferencia
PAG-000607,FAC-002408,2024-08-31,13178.62,Cheque
PAG-000608,FAC-000875,2025-10-26,629.01,Transferencia
PAG-000609,FAC-002884,2025-04-30,5744.60,Cheque
PAG-000610,FAC-003091,2025-05-11,3058.14,Transferencia
PAG-000611,FAC-001668,2024-10-21,1473.88,Transferencia
PAG-000612,FAC-001668,2024-11-07,982.58,Transferencia
PAG-000613,FAC-002112,2024-04-22,2004.75,Transferencia
PAG-000614,FAC-001870,2025-03-02,5996.16,Efectivo
PAG-000615,FAC-001946,2025-12-29,202.34,Transferencia
PAG-000616,FAC-001368,2025-08-21,174.19,Transferencia
PAG-000617,FAC-001368,2025-09-15,116.12,Transferencia
PAG-000618,FAC-001958,2024-08-30,449.86,Transferencia
PAG-000619,FAC-001177,2025-10-12,4411.70,Efectivo
PAG-000620,FAC-001109,2024-06-06,2772.25,Tarjeta
PAG-000621,FAC-001775,2025-06-11,386.19,Transferencia
PAG-000622,FAC-000995,2025-05-04,436.91,Tarjeta
PAG-000623,FAC-000225,2024-05-29,1389.19,Transferencia
PAG-000624,FAC-003478,2024-07-08,3401.10,Transferencia
PAG-000625,FAC-002215,2024-11-15,1746.35,Transferencia
PAG-000626,FAC-001979,2025-03-15,11512.62,Tarjeta
PAG-000627,FAC-001312,2024-03-18,3268.50,Transferencia
PAG-000628,FAC-003307,2025-03-11,2728.40,Transferencia
PAG-000629,FAC-000082,2024-08-14,497.28,Transferencia
PAG-000630,FAC-002126,2025-02-21,1062.25,Transferencia
PAG-000631,FAC-002308,2024-11-07,6167.91,Transferencia
PAG-000632,FAC-002882,2025-03-14,604.78,Transferencia
PAG-000633,FAC-002592,2024-03-18,9852.08,Transferencia
PAG-000634,FAC-001478,2025-04-09,2583.03,Transferencia
PAG-000635,FAC-001478,2025-05-01,1722.02,Transferencia
PAG-000636,FAC-001843,2024-08-03,415.62,Transferencia
PAG-000637,FAC-001215,2024-04-22,5586.57,Transferencia
PAG-000638,FAC-001977,2025-10-27,419.64,Transferencia
PAG-000639,FAC-002940,2024-05-08,393.50,Transferencia
PAG-000640,FAC-001861,2024-03-16,245.48,Transferencia
PAG-000641,FAC-003337,2025-03-01,3976.28,Tarjeta
PAG-000642,FAC-000729,2024-09-06,3690.41,Transferencia
PAG-000643,FAC-000729,2024-09-21,2460.28,Transferencia
PAG-000644,FAC-000778,2025-01-17,4173.70,Cheque
PAG-000645,FAC-000483,2024-12-03,89.76,Transferencia
PAG-000646,FAC-001815,2025-06-13,11952.90,Transferencia
PAG-000647,FAC-003387,2024-04-08,1951.26,Transferencia
PAG-000648,FAC-002700,2024-12-21,5299.28,Tarjeta
PAG-000649,FAC-000963,2025-03-10,9396.36,Transferencia
PAG-000650,FAC-003049,2025-11-20,1300.32,Transferencia
PAG-000651,FAC-000058,2024-04-18,314.33,Transferencia
PAG-000652,FAC-002507,2025-08-15,521.46,Cheque
PAG-000653,FAC-000521,2024-07-03,1544.73,Transferencia
PAG-000654,FAC-000521,2024-07-31,1029.82,Transferencia
PAG-000655,FAC-000665,2025-09-25,1377.17,Transferencia
PAG-000656,FAC-001717,2025-04-25,563.55,Transferencia
PAG-000657,FAC-001784,2024-10-20,3932.30,Transferencia
PAG-000658,FAC-003078,2025-03-24,6193.80,Transferencia
PAG-000659,FAC-001865,2024-07-07,692.17,Transferencia
PAG-000660,FAC-000600,2024-02-02,1827.98,Transferencia
PAG-000661,FAC-003426,2024-09-09,420.96,Transferencia
PAG-000662,FAC-001212,2025-01-20,10720.45,Transferencia
PAG-000663,FAC-003057,2025-10-19,1686.84,Transferencia
PAG-000664,FAC-001161,2024-04-19,855.79,Efectivo
PAG-000665,FAC-003227,2025-07-28,2563.14,Transferencia
PAG-000666,FAC-003457,2024-12-10,5871.66,Transferencia
PAG-000667,FAC-002359,2025-08-11,2005.50,Transferencia
PAG-000668,FAC-003076,2024-08-03,3056.82,Tarjeta
PAG-000669,FAC-003439,2025-07-02,971.52,Transferencia
PAG-000670,FAC-001393,2024-03-20,1568.56,Transferencia
PAG-000671,FAC-002931,2025-04-07,4393.15,Cheque
PAG-000672,FAC-000671,2024-10-29,5981.99,Transferencia
PAG-000673,FAC-002457,2024-06-17,782.00,Tarjeta
PAG-000674,FAC-003196,2026-03-18,1636.12,Tarjeta
PAG-000675,FAC-001097,2025-07-23,8675.52,Transferencia
PAG-000676,FAC-001698,2025-07-17,214.81,Transferencia
PAG-000677,FAC-003486,2026-01-19,974.32,Transferencia
PAG-000678,FAC-002288,2025-12-15,108.24,Cheque
PAG-000679,FAC-003210,2024-03-02,483.98,Transferencia
PAG-000680,FAC-003210,2024-03-13,322.66,Transferencia
PAG-000681,FAC-002522,2025-03-03,3243.74,Tarjeta
PAG-000682,FAC-002522,2025-03-16,2162.50,Tarjeta
PAG-000683,FAC-003187,2024-01-24,4536.07,Cheque
PAG-000684,FAC-001260,2025-10-03,213.71,Transferencia
PAG-000685,FAC-001260,2025-10-21,142.48,Transferencia
PAG-000686,FAC-001974,2025-11-06,787.80,Transferencia
PAG-000687,FAC-000061,2024-03-26,819.90,Transferencia
PAG-000688,FAC-001520,2025-03-14,968.16,Transferencia
PAG-000689,FAC-003308,2025-01-30,9197.90,Efectivo
PAG-000690,FAC-001373,2025-06-21,4697.31,Tarjeta
PAG-000691,FAC-000798,2024-08-24,7201.75,Transferencia
PAG-000692,FAC-000703,2026-01-23,1973.20,Transferencia
PAG-000693,FAC-003016,2025-12-02,5669.25,Transferencia
PAG-000694,FAC-001445,2025-01-26,1627.70,Cheque
PAG-000695,FAC-002351,2025-09-03,1309.38,Transferencia
PAG-000696,FAC-000828,2025-07-02,1091.97,Transferencia
PAG-000697,FAC-001101,2025-11-24,1843.38,Tarjeta
PAG-000698,FAC-002694,2024-02-10,1056.60,Efectivo
PAG-000699,FAC-002694,2024-03-05,704.40,Efectivo
PAG-000700,FAC-001993,2025-11-21,332.69,Cheque
PAG-000701,FAC-001675,2024-11-17,313.38,Transferencia
PAG-000702,FAC-002500,2024-02-16,4142.60,Transferencia
PAG-000703,FAC-002765,2024-05-24,713.65,Tarjeta
PAG-000704,FAC-002139,2024-12-04,926.79,Transferencia
PAG-000705,FAC-001011,2024-10-05,158.25,Efectivo
PAG-000706,FAC-000219,2024-07-29,3160.06,Cheque
PAG-000707,FAC-002818,2025-03-21,3094.81,Transferencia
PAG-000708,FAC-002818,2025-04-16,2063.21,Transferencia
PAG-000709,FAC-002879,2025-02-16,51.93,Transferencia
PAG-000710,FAC-001317,2024-11-04,344.55,Efectivo
PAG-000711,FAC-001528,2024-10-30,869.28,Transferencia
PAG-000712,FAC-001468,2024-09-17,5299.35,Transferencia
PAG-000713,FAC-002157,2024-08-15,3444.81,Transferencia
PAG-000714,FAC-002157,2024-08-31,2296.54,Transferencia
PAG-000715,FAC-000783,2024-12-21,5831.76,Efectivo
PAG-000716,FAC-000358,2024-07-31,1123.70,Tarjeta
PAG-000717,FAC-000276,2025-03-09,1635.15,Transferencia
PAG-000718,FAC-000946,2025-03-25,3468.08,Transferencia
PAG-000719,FAC-001033,2024-04-23,3681.72,Tarjeta
PAG-000720,FAC-000788,2024-03-24,9725.80,Transferencia
PAG-000721,FAC-001596,2025-01-31,6160.14,Transferencia
PAG-000722,FAC-002291,2024-11-18,1043.46,Cheque
PAG-000723,FAC-001953,2025-08-25,3666.44,Transferencia
PAG-000724,FAC-001786,2024-03-04,544.53,Transferencia
PAG-000725,FAC-001620,2024-05-22,8116.71,Tarjeta
PAG-000726,FAC-000214,2025-08-06,3924.68,Transferencia
PAG-000727,FAC-002813,2025-01-02,2064.08,Transferencia
PAG-000728,FAC-000002,2024-11-30,567.62,Tarjeta
PAG-000729,FAC-002234,2025-03-03,2464.12,Transferencia
PAG-000730,FAC-000591,2024-07-19,2362.22,Transferencia
PAG-000731,FAC-002253,2025-03-21,1348.12,Tarjeta
PAG-000732,FAC-001627,2024-06-23,11279.66,Tarjeta
PAG-000733,FAC-003438,2024-12-04,2920.55,Tarjeta
PAG-000734,FAC-003321,2024-12-11,630.56,Cheque
PAG-000735,FAC-002116,2025-07-17,4467.04,Cheque
PAG-000736,FAC-003046,2024-06-06,1916.85,Cheque
PAG-000737,FAC-002262,2024-05-20,2007.36,Cheque
PAG-000738,FAC-002060,2024-09-29,3953.73,Transferencia
PAG-000739,FAC-002282,2025-10-29,2225.30,Cheque
PAG-000740,FAC-000819,2025-11-22,1573.88,Transferencia
PAG-000741,FAC-002017,2024-06-01,2991.93,Transferencia
PAG-000742,FAC-003309,2025-08-27,2109.17,Transferencia
PAG-000743,FAC-002526,2024-11-03,3371.90,Transferencia
PAG-000744,FAC-000489,2025-11-06,57.57,Transferencia
PAG-000745,FAC-001227,2024-10-14,10206.00,Tarjeta
PAG-000746,FAC-001156,2024-09-23,849.12,Transferencia
PAG-000747,FAC-002582,2026-02-01,1879.08,Transferencia
PAG-000748,FAC-002881,2024-06-24,14530.46,Transferencia
PAG-000749,FAC-001029,2025-11-02,2164.96,Transferencia
PAG-000750,FAC-001073,2024-11-17,3383.88,Cheque
PAG-000751,FAC-000674,2024-02-22,2949.72,Transferencia
PAG-000752,FAC-000888,2024-06-28,4211.64,Cheque
PAG-000753,FAC-002786,2024-06-08,276.70,Cheque
PAG-000754,FAC-002548,2024-04-30,12240.78,Cheque
PAG-000755,FAC-002223,2024-10-16,1815.74,Cheque
PAG-000756,FAC-002502,2025-03-17,2090.68,Tarjeta
PAG-000757,FAC-000796,2024-10-19,1620.15,Transferencia
PAG-000758,FAC-002170,2024-03-11,192.81,Tarjeta
PAG-000759,FAC-003086,2025-10-28,14207.30,Transferencia
PAG-000760,FAC-003090,2025-07-05,3490.69,Efectivo
PAG-000761,FAC-001796,2026-01-26,2406.16,Transferencia
PAG-000762,FAC-001868,2025-10-07,1238.07,Transferencia
PAG-000763,FAC-000344,2026-02-03,8529.78,Tarjeta
PAG-000764,FAC-000990,2026-01-15,530.74,Tarjeta
PAG-000765,FAC-000901,2025-03-15,1300.47,Transferencia
PAG-000766,FAC-001526,2025-04-06,1949.64,Efectivo
PAG-000767,FAC-002144,2024-09-06,11057.52,Transferencia
PAG-000768,FAC-002600,2025-01-22,3523.94,Transferencia
PAG-000769,FAC-001920,2025-03-03,3536.18,Tarjeta
PAG-000770,FAC-001014,2024-06-04,3167.04,Transferencia
PAG-000771,FAC-002159,2025-03-04,7013.16,Transferencia
PAG-000772,FAC-001253,2024-03-12,235.90,Tarjeta
PAG-000773,FAC-001747,2025-10-12,340.05,Transferencia
PAG-000774,FAC-000015,2024-04-23,2286.88,Tarjeta
PAG-000775,FAC-002718,2025-02-08,1465.22,Cheque
PAG-000776,FAC-000416,2025-06-12,11327.47,Tarjeta
PAG-000777,FAC-001516,2025-11-24,1432.08,Transferencia
PAG-000778,FAC-003289,2025-08-25,6131.44,Transferencia
PAG-000779,FAC-002338,2025-03-06,3452.61,Cheque
PAG-000780,FAC-002521,2024-05-22,2470.95,Transferencia
PAG-000781,FAC-002521,2024-06-20,1647.30,Transferencia
PAG-000782,FAC-002277,2025-01-23,749.88,Transferencia
PAG-000783,FAC-003348,2024-12-27,1910.38,Tarjeta
PAG-000784,FAC-002703,2025-12-08,3896.43,Transferencia
PAG-000785,FAC-001607,2025-07-28,2425.05,Transferencia
PAG-000786,FAC-003101,2024-11-23,525.88,Transferencia
PAG-000787,FAC-002294,2024-09-27,1272.48,Transferencia
PAG-000788,FAC-000495,2025-10-09,442.38,Cheque
PAG-000789,FAC-002402,2024-04-05,1392.36,Transferencia
PAG-000790,FAC-000333,2025-01-19,1648.85,Transferencia
PAG-000791,FAC-000613,2025-01-31,7237.15,Transferencia
PAG-000792,FAC-003362,2025-02-06,2847.17,Transferencia
PAG-000793,FAC-000083,2024-03-31,548.52,Transferencia
PAG-000794,FAC-001453,2024-03-05,2620.20,Transferencia
PAG-000795,FAC-003377,2024-06-11,4789.64,Transferencia
PAG-000796,FAC-000733,2024-02-20,5818.74,Transferencia
PAG-000797,FAC-002745,2025-09-02,414.86,Cheque
PAG-000798,FAC-002745,2025-09-29,276.58,Cheque
PAG-000799,FAC-002949,2024-06-13,3320.10,Tarjeta
PAG-000800,FAC-000094,2024-02-18,8791.51,Transferencia
PAG-000801,FAC-000561,2024-03-26,4468.98,Transferencia
PAG-000802,FAC-002066,2025-02-14,2331.52,Transferencia
PAG-000803,FAC-002538,2024-02-06,2051.78,Efectivo
PAG-000804,FAC-002538,2024-03-05,1367.86,Efectivo
PAG-000805,FAC-002420,2026-01-20,382.80,Transferencia
PAG-000806,FAC-003099,2024-04-30,1087.72,Transferencia
PAG-000807,FAC-002190,2025-03-24,3147.56,Transferencia
PAG-000808,FAC-000480,2024-12-12,1596.81,Transferencia
PAG-000809,FAC-000278,2025-02-27,1024.50,Cheque
PAG-000810,FAC-001653,2024-08-26,4631.15,Transferencia
PAG-000811,FAC-001758,2025-09-06,3294.00,Transferencia
PAG-000812,FAC-000922,2025-06-14,1615.74,Transferencia
PAG-000813,FAC-001358,2025-10-17,1296.35,Transferencia
PAG-000814,FAC-000962,2025-11-26,1216.04,Cheque
PAG-000815,FAC-000281,2025-11-21,6285.76,Transferencia
PAG-000816,FAC-002322,2024-08-16,3325.04,Cheque
PAG-000817,FAC-003365,2025-08-10,4165.50,Transferencia
PAG-000818,FAC-001086,2026-03-13,2496.00,Tarjeta
PAG-000819,FAC-001138,2025-09-07,606.23,Transferencia
PAG-000820,FAC-001278,2025-10-07,2301.92,Transferencia
PAG-000821,FAC-000653,2025-12-10,1848.92,Transferencia
PAG-000822,FAC-000653,2025-12-22,1232.62,Transferencia
PAG-000823,FAC-000071,2025-12-07,542.17,Tarjeta
PAG-000824,FAC-000855,2025-10-11,277.68,Tarjeta
PAG-000825,FAC-001131,2025-11-06,1583.34,Transferencia
PAG-000826,FAC-000926,2024-11-12,4033.52,Transferencia
PAG-000827,FAC-002785,2025-09-02,660.85,Transferencia
PAG-000828,FAC-003162,2025-04-21,435.78,Transferencia
PAG-000829,FAC-001570,2024-07-06,2622.36,Transferencia
PAG-000830,FAC-002828,2024-10-08,5684.35,Transferencia
PAG-000831,FAC-002824,2026-01-20,267.25,Transferencia
PAG-000832,FAC-000632,2025-03-01,1035.83,Tarjeta
PAG-000833,FAC-000869,2024-03-03,4423.20,Transferencia
PAG-000834,FAC-003409,2025-01-24,8685.42,Cheque
PAG-000835,FAC-002290,2024-09-06,1623.96,Tarjeta
PAG-000836,FAC-001126,2025-07-22,759.30,Transferencia
PAG-000837,FAC-003191,2025-08-26,1362.29,Cheque
PAG-000838,FAC-000870,2025-05-11,2358.06,Transferencia
PAG-000839,FAC-003347,2025-07-21,378.06,Tarjeta
PAG-000840,FAC-003376,2026-02-09,8757.56,Transferencia
PAG-000841,FAC-003250,2025-04-22,2850.41,Transferencia
PAG-000842,FAC-003250,2025-05-07,1900.27,Transferencia
PAG-000843,FAC-002030,2024-10-17,2982.40,Transferencia
PAG-000844,FAC-002477,2024-03-25,4502.16,Cheque
PAG-000845,FAC-000399,2024-11-15,5952.68,Cheque
PAG-000846,FAC-001777,2025-07-14,8742.21,Cheque
PAG-000847,FAC-000056,2026-01-08,3553.96,Transferencia
PAG-000848,FAC-002655,2024-08-14,1909.43,Tarjeta
PAG-000849,FAC-003010,2024-05-16,619.41,Tarjeta
PAG-000850,FAC-001903,2025-08-06,3540.80,Tarjeta
PAG-000851,FAC-002797,2024-07-05,3433.25,Transferencia
PAG-000852,FAC-000150,2025-12-11,2179.04,Transferencia
PAG-000853,FAC-003246,2024-05-21,3530.32,Transferencia
PAG-000854,FAC-003075,2025-04-28,928.32,Transferencia
PAG-000855,FAC-002211,2025-11-16,2806.48,Cheque
PAG-000856,FAC-000065,2024-07-01,942.72,Cheque
PAG-000857,FAC-002459,2024-06-27,882.75,Cheque
PAG-000858,FAC-002459,2024-07-26,588.50,Cheque
PAG-000859,FAC-002988,2024-07-30,1595.76,Efectivo
PAG-000860,FAC-002432,2025-08-28,2206.03,Transferencia
PAG-000861,FAC-000502,2025-08-07,1186.88,Transferencia
PAG-000862,FAC-001533,2025-03-16,7810.04,Transferencia
PAG-000863,FAC-000698,2024-04-02,152.56,Transferencia
PAG-000864,FAC-003096,2025-04-20,256.02,Cheque
PAG-000865,FAC-000779,2026-01-02,2808.36,Tarjeta
PAG-000866,FAC-000779,2026-01-27,1872.24,Tarjeta
PAG-000867,FAC-002480,2026-01-05,229.92,Transferencia
PAG-000868,FAC-000415,2024-07-29,9529.50,Transferencia
PAG-000869,FAC-002741,2024-03-29,2648.31,Transferencia
PAG-000870,FAC-001054,2024-04-03,4970.79,Transferencia
PAG-000871,FAC-000881,2024-11-04,2708.18,Transferencia
PAG-000872,FAC-000264,2025-10-15,7768.44,Efectivo
PAG-000873,FAC-001196,2024-04-28,3920.04,Transferencia
PAG-000874,FAC-000422,2025-07-16,2528.40,Transferencia
PAG-000875,FAC-000622,2025-08-13,1681.47,Cheque
PAG-000876,FAC-001968,2025-07-23,4772.67,Transferencia
PAG-000877,FAC-000501,2025-06-25,5337.00,Transferencia
PAG-000878,FAC-003238,2024-11-25,594.43,Efectivo
PAG-000879,FAC-002368,2024-05-10,2109.99,Tarjeta
