respuesta_id,cliente_id,fecha,score,motivo_detractor
R-00601,CLI-00164,2025-12-17,6,Calidad del producto
R-00602,CLI-00089,2025-12-18,5,Precio
R-00603,CLI-00226,2025-12-18,10,
R-00604,CLI-00330,2025-12-18,1,Soporte lento
R-00605,CLI-00378,2025-12-18,8,
R-00606,CLI-00428,2025-12-18,6,Tiempos de entrega
R-00607,CLI-00039,2025-12-19,8,
R-00608,CLI-00040,2025-12-19,10,
R-00609,CLI-00335,2025-12-19,6,Tiempos de entrega
R-00610,CLI-00415,2025-12-19,6,Facturación
R-00611,CLI-00441,2025-12-20,10,
R-00612,CLI-00477,2025-12-20,9,
R-00613,CLI-00200,2025-12-21,10,
R-00614,CLI-00090,2025-12-22,9,
R-00615,CLI-00114,2025-12-22,10,
R-00616,CLI-00229,2025-12-22,10,
R-00617,CLI-00135,2025-12-23,9,
R-00618,CLI-00286,2025-12-23,6,Tiempos de entrega
R-00619,CLI-00127,2025-12-24,10,
R-00620,CLI-00221,2025-12-24,8,
R-00621,CLI-00495,2025-12-24,8,
R-00622,CLI-00169,2025-12-25,7,
R-00623,CLI-00387,2025-12-26,10,
R-00624,CLI-00144,2025-12-27,9,
R-00625,CLI-00214,2025-12-27,9,
R-00626,CLI-00236,2025-12-27,9,
R-00627,CLI-00107,2025-12-28,5,Calidad del producto
R-00628,CLI-00408,2026-01-01,5,Soporte lento
R-00629,CLI-00482,2026-01-01,5,Precio
R-00630,CLI-00248,2026-01-03,10,
R-00631,CLI-00391,2026-01-03,9,
R-00632,CLI-00111,2026-01-04,7,
R-00633,CLI-00429,2026-01-04,6,Tiempos de entrega
R-00634,CLI-00489,2026-01-04,6,Precio
R-00635,CLI-00342,2026-01-05,5,Calidad del producto
R-00636,CLI-00407,2026-01-05,10,
R-00637,CLI-00029,2026-01-06,7,
R-00638,CLI-00073,2026-01-06,9,
R-00639,CLI-00084,2026-01-06,1,Calidad del producto
R-00640,CLI-00164,2026-01-06,8,
R-00641,CLI-00230,2026-01-06,0,Tiempos de entrega
R-00642,CLI-00231,2026-01-06,9,
R-00643,CLI-00130,2026-01-07,9,
R-00644,CLI-00008,2026-01-08,9,
R-00645,CLI-00200,2026-01-08,5,Precio
R-00646,CLI-00360,2026-01-08,10,
R-00647,CLI-00222,2026-01-10,9,
R-00648,CLI-00041,2026-01-11,7,
R-00649,CLI-00432,2026-01-11,6,Facturación
R-00650,CLI-00228,2026-01-12,7,
R-00651,CLI-00410,2026-01-12,10,
R-00652,CLI-00364,2026-01-13,10,
R-00653,CLI-00442,2026-01-13,10,
R-00654,CLI-00445,2026-01-13,8,
R-00655,CLI-00174,2026-01-14,9,
R-00656,CLI-00287,2026-01-14,9,
R-00657,CLI-00456,2026-01-14,10,
R-00658,CLI-00225,2026-01-15,5,Tiempos de entrega
R-00659,CLI-00343,2026-01-15,9,
R-00660,CLI-00418,2026-01-15,7,
R-00661,CLI-00079,2026-01-16,7,
R-00662,CLI-00053,2026-01-17,9,
R-00663,CLI-00092,2026-01-17,10,
R-00664,CLI-00320,2026-01-17,10,
R-00665,CLI-00505,2026-01-17,9,
R-00666,CLI-00104,2026-01-18,9,
R-00667,CLI-00120,2026-01-18,8,
R-00668,CLI-00379,2026-01-19,10,
R-00669,CLI-00471,2026-01-19,8,
R-00670,CLI-00354,2026-01-20,8,
R-00671,CLI-00143,2026-01-21,8,
R-00672,CLI-00037,2026-01-22,9,
R-00673,CLI-00304,2026-01-22,10,
R-00674,CLI-00114,2026-01-23,9,
R-00675,CLI-00142,2026-01-23,6,Tiempos de entrega
R-00676,CLI-00154,2026-01-23,6,Facturación
R-00677,CLI-00053,2026-01-26,8,
R-00678,CLI-00057,2026-01-26,6,Precio
R-00679,CLI-00152,2026-01-26,9,
R-00680,CLI-00223,2026-01-28,9,
R-00681,CLI-00275,2026-01-28,2,Calidad del producto
R-00682,CLI-00173,2026-02-02,10,
R-00683,CLI-00234,2026-02-02,9,
R-00684,CLI-00306,2026-02-03,7,
R-00685,CLI-00340,2026-02-03,9,
R-00686,CLI-00112,2026-02-04,8,
R-00687,CLI-00192,2026-02-05,1,Tiempos de entrega
R-00688,CLI-00047,2026-02-06,9,
R-00689,CLI-00226,2026-02-07,10,
R-00690,CLI-00446,2026-02-07,10,
R-00691,CLI-00471,2026-02-07,8,
R-00692,CLI-00098,2026-02-08,10,
R-00693,CLI-00199,2026-02-08,10,
R-00694,CLI-00340,2026-02-08,10,
R-00695,CLI-00392,2026-02-08,9,
R-00696,CLI-00445,2026-02-08,9,
R-00697,CLI-00447,2026-02-08,9,
R-00698,CLI-00509,2026-02-09,5,Soporte lento
R-00699,CLI-00110,2026-02-10,9,
R-00700,CLI-00150,2026-02-10,10,
R-00701,CLI-00453,2026-02-11,6,Facturación
R-00702,CLI-00181,2026-02-13,10,
R-00703,CLI-00154,2026-02-15,4,Soporte lento
R-00704,CLI-00240,2026-02-15,7,
R-00705,CLI-00408,2026-02-15,10,
R-00706,CLI-00479,2026-02-15,8,
R-00707,CLI-00119,2026-02-17,10,
R-00708,CLI-00147,2026-02-17,7,
R-00709,CLI-00182,2026-02-18,9,
R-00710,CLI-00182,2026-02-18,5,Precio
R-00711,CLI-00226,2026-02-18,10,
R-00712,CLI-00260,2026-02-18,7,
R-00713,CLI-00440,2026-02-18,8,
R-00714,CLI-00222,2026-02-19,1,Facturación
R-00715,CLI-00137,2026-02-20,5,Soporte lento
R-00716,CLI-00160,2026-02-20,8,
R-00717,CLI-00385,2026-02-20,6,Tiempos de entrega
R-00718,CLI-00042,2026-02-22,8,
R-00719,CLI-00195,2026-02-23,8,
R-00720,CLI-00051,2026-02-24,7,
R-00721,CLI-00064,2026-02-25,4,Facturación
R-00722,CLI-00085,2026-02-25,8,
R-00723,CLI-00489,2026-02-25,2,Soporte lento
R-00724,CLI-00234,2026-02-26,4,Facturación
R-00725,CLI-00472,2026-02-26,5,Precio
R-00726,CLI-00014,2026-02-27,9,
R-00727,CLI-00277,2026-02-28,8,
R-00728,CLI-00002,2026-03-01,7,
R-00729,CLI-00033,2026-03-01,10,
R-00730,CLI-00161,2026-03-01,10,
R-00731,CLI-00468,2026-03-02,8,
R-00732,CLI-00106,2026-03-03,6,Tiempos de entrega
R-00733,CLI-00251,2026-03-04,9,
R-00734,CLI-00226,2026-03-05,9,
R-00735,CLI-00249,2026-03-05,4,Precio
R-00736,CLI-00120,2026-03-07,10,
R-00737,CLI-00174,2026-03-08,8,
R-00738,CLI-00190,2026-03-08,8,
R-00739,CLI-00474,2026-03-08,6,Precio
R-00740,CLI-00314,2026-03-09,10,
R-00741,CLI-00066,2026-03-10,8,
R-00742,CLI-00242,2026-03-10,8,
R-00743,CLI-00025,2026-03-11,10,
R-00744,CLI-00186,2026-03-11,7,
R-00745,CLI-00244,2026-03-11,8,
R-00746,CLI-00122,2026-03-12,6,Calidad del producto
R-00747,CLI-00206,2026-03-12,7,
R-00748,CLI-00263,2026-03-12,10,
R-00749,CLI-00370,2026-03-12,8,
R-00750,CLI-00118,2026-03-13,9,
R-00751,CLI-00180,2026-03-13,5,Precio
R-00752,CLI-00360,2026-03-13,9,
R-00753,CLI-00288,2026-03-14,9,
R-00754,CLI-00322,2026-03-14,10,
R-00755,CLI-00114,2026-03-15,6,Calidad del producto
R-00756,CLI-00173,2026-03-15,8,
R-00757,CLI-00100,2026-03-16,10,
R-00758,CLI-00259,2026-03-16,9,
R-00759,CLI-00054,2026-03-17,9,
R-00760,CLI-00134,2026-03-17,9,
R-00761,CLI-00311,2026-03-17,10,
R-00762,CLI-00453,2026-03-18,9,
R-00763,CLI-00333,2026-03-19,7,
R-00764,CLI-00049,2026-03-20,10,
R-00765,CLI-00104,2026-03-20,9,
R-00766,CLI-00399,2026-03-20,9,
R-00767,CLI-00407,2026-03-21,8,
R-00768,CLI-00485,2026-03-21,7,
R-00769,CLI-00502,2026-03-21,5,Calidad del producto
R-00770,CLI-00131,2026-03-22,7,
R-00771,CLI-00380,2026-03-22,9,
R-00772,CLI-00074,2026-03-23,7,
R-00773,CLI-00128,2026-03-23,10,
R-00774,CLI-00380,2026-03-23,7,
R-00775,CLI-00061,2026-03-24,5,Facturación
R-00776,CLI-00426,2026-03-24,8,
R-00777,CLI-00159,2026-03-25,2,Facturación
R-00778,CLI-00186,2026-03-26,8,
R-00779,CLI-00212,2026-03-26,10,
R-00780,CLI-00402,2026-03-26,10,
R-00781,CLI-00096,2026-03-27,9,
R-00782,CLI-00329,2026-03-27,10,
R-00783,CLI-00117,2026-03-28,5,Facturación
R-00784,CLI-00304,2026-03-28,8,
R-00785,CLI-00314,2026-03-28,9,
R-00786,CLI-00046,2026-04-01,9,
R-00787,CLI-00125,2026-04-01,9,
R-00788,CLI-00226,2026-04-02,6,Precio
R-00789,CLI-00290,2026-04-02,4,Precio
R-00790,CLI-00185,2026-04-03,8,
R-00791,CLI-00431,2026-04-03,7,
R-00792,CLI-00375,2026-04-04,2,Soporte lento
R-00793,CLI-00012,2026-04-05,7,
R-00794,CLI-00170,2026-04-06,7,
R-00795,CLI-00321,2026-04-06,7,
R-00796,CLI-00393,2026-04-06,9,
R-00797,CLI-00413,2026-04-06,5,Tiempos de entrega
R-00798,CLI-00021,2026-04-07,4,Precio
R-00799,CLI-00385,2026-04-07,9,
R-00800,CLI-00033,2026-04-08,9,
R-00801,CLI-00202,2026-04-08,9,
R-00802,CLI-00202,2026-04-09,7,
R-00803,CLI-00216,2026-04-09,6,Soporte lento
R-00804,CLI-00350,2026-04-09,10,
R-00805,CLI-00436,2026-04-09,9,
R-00806,CLI-00393,2026-04-10,7,
R-00807,CLI-00449,2026-04-10,9,
R-00808,CLI-00493,2026-04-10,7,
R-00809,CLI-00153,2026-04-12,10,
R-00810,CLI-00302,2026-04-12,9,
R-00811,CLI-00052,2026-04-13,6,Calidad del producto
R-00812,CLI-00475,2026-04-13,6,Calidad del producto
R-00813,CLI-00481,2026-04-14,5,Tiempos de entrega
R-00814,CLI-00294,2026-04-15,7,
R-00815,CLI-00438,2026-04-15,7,
R-00816,CLI-00068,2026-04-16,7,
R-00817,CLI-00132,2026-04-16,5,Facturación
R-00818,CLI-00072,2026-04-17,9,
R-00819,CLI-00122,2026-04-17,9,
R-00820,CLI-00153,2026-04-17,10,
R-00821,CLI-00273,2026-04-18,7,
R-00822,CLI-00377,2026-04-18,0,Tiempos de entrega
R-00823,CLI-00282,2026-04-19,7,
R-00824,CLI-00030,2026-04-20,5,Soporte lento
R-00825,CLI-00143,2026-04-20,10,
R-00826,CLI-00288,2026-04-20,9,
R-00827,CLI-00072,2026-04-21,3,Tiempos de entrega
R-00828,CLI-00006,2026-04-22,7,
R-00829,CLI-00266,2026-04-22,8,
R-00830,CLI-00361,2026-04-22,9,
R-00831,CLI-00250,2026-04-23,10,
R-00832,CLI-00284,2026-04-23,9,
R-00833,CLI-00357,2026-04-23,9,
R-00834,CLI-00292,2026-04-24,5,Tiempos de entrega
R-00835,CLI-00221,2026-04-25,10,
R-00836,CLI-00300,2026-04-25,8,
R-00837,CLI-00340,2026-04-26,7,
R-00838,CLI-00368,2026-04-26,8,
R-00839,CLI-00427,2026-04-27,10,
R-00840,CLI-00020,2026-04-28,6,Calidad del producto
R-00841,CLI-00262,2026-04-28,9,
R-00842,CLI-00130,2026-05-02,9,
R-00843,CLI-00177,2026-05-03,6,Tiempos de entrega
R-00844,CLI-00085,2026-05-04,9,
R-00845,CLI-00482,2026-05-04,7,
R-00846,CLI-00165,2026-05-05,9,
R-00847,CLI-00172,2026-05-06,9,
R-00848,CLI-00476,2026-05-06,9,
R-00849,CLI-00476,2026-05-06,7,
R-00850,CLI-00042,2026-05-07,10,
R-00851,CLI-00064,2026-05-07,8,
R-00852,CLI-00327,2026-05-07,5,Facturación
R-00853,CLI-00508,2026-05-07,10,
R-00854,CLI-00415,2026-05-08,10,
R-00855,CLI-00051,2026-05-09,9,
R-00856,CLI-00198,2026-05-09,8,
R-00857,CLI-00396,2026-05-09,7,
R-00858,CLI-00440,2026-05-09,8,
R-00859,CLI-00299,2026-05-10,6,Calidad del producto
R-00860,CLI-00461,2026-05-11,7,
R-00861,CLI-00377,2026-05-12,7,
R-00862,CLI-00148,2026-05-13,6,Soporte lento
R-00863,CLI-00169,2026-05-13,5,Precio
R-00864,CLI-00202,2026-05-13,10,
R-00865,CLI-00272,2026-05-13,6,Facturación
R-00866,CLI-00215,2026-05-14,8,
R-00867,CLI-00131,2026-05-15,10,
R-00868,CLI-00455,2026-05-15,4,Tiempos de entrega
R-00869,CLI-00038,2026-05-17,9,
R-00870,CLI-00385,2026-05-17,4,Tiempos de entrega
R-00871,CLI-00214,2026-05-18,8,
R-00872,CLI-00076,2026-05-20,10,
R-00873,CLI-00069,2026-05-21,10,
R-00874,CLI-00052,2026-05-22,7,
R-00875,CLI-00164,2026-05-22,4,Soporte lento
R-00876,CLI-00496,2026-05-23,10,
R-00877,CLI-00017,2026-05-24,7,
R-00878,CLI-00114,2026-05-24,8,
R-00879,CLI-00177,2026-05-24,8,
R-00880,CLI-00313,2026-05-24,8,
R-00881,CLI-00045,2026-05-26,8,
R-00882,CLI-00394,2026-05-26,5,Soporte lento
R-00883,CLI-00384,2026-06-01,7,
R-00884,CLI-00458,2026-06-01,10,
R-00885,CLI-00131,2026-06-02,6,Tiempos de entrega
R-00886,CLI-00253,2026-06-02,7,
R-00887,CLI-00292,2026-06-02,6,Calidad del producto
R-00888,CLI-00371,2026-06-04,10,
R-00889,CLI-00130,2026-06-05,10,
R-00890,CLI-00152,2026-06-05,10,
R-00891,CLI-00230,2026-06-07,10,
R-00892,CLI-00314,2026-06-07,8,
R-00893,CLI-00323,2026-06-07,10,
R-00894,CLI-00387,2026-06-07,7,
R-00895,CLI-00298,2026-06-08,10,
R-00896,CLI-00489,2026-06-08,10,
R-00897,CLI-00082,2026-06-09,2,Tiempos de entrega
R-00898,CLI-00224,2026-06-09,9,
R-00899,CLI-00327,2026-06-09,9,
R-00900,CLI-00448,2026-06-10,6,Precio
R-00901,CLI-00140,2026-06-11,7,
R-00902,CLI-00306,2026-06-11,5,Calidad del producto
R-00903,CLI-00287,2026-06-12,9,
R-00904,CLI-00340,2026-06-12,6,Tiempos de entrega
R-00905,CLI-00063,2026-06-13,5,Tiempos de entrega
R-00906,CLI-00182,2026-06-14,8,
R-00907,CLI-00165,2026-06-17,8,
R-00908,CLI-00172,2026-06-17,9,
R-00909,CLI-00240,2026-06-17,6,Calidad del producto
R-00910,CLI-00402,2026-06-17,7,
R-00911,CLI-00140,2026-06-18,10,
R-00912,CLI-00510,2026-06-18,9,
R-00913,CLI-00010,2026-06-20,10,
R-00914,CLI-00069,2026-06-21,0,Facturación
R-00915,CLI-00199,2026-06-22,7,
R-00916,CLI-00272,2026-06-22,8,
R-00917,CLI-00019,2026-06-23,4,Tiempos de entrega
R-00918,CLI-00345,2026-06-23,3,Tiempos de entrega
R-00919,CLI-00095,2026-06-24,3,Tiempos de entrega
R-00920,CLI-00358,2026-06-25,8,
R-00921,CLI-00241,2026-06-27,8,
R-00922,CLI-00368,2026-06-27,10,
R-00923,CLI-00455,2026-06-28,9,
R-00924,CLI-00134,2026-07-01,6,Tiempos de entrega
R-00925,CLI-00456,2026-07-01,9,
R-00926,CLI-00132,2026-07-02,10,
R-00927,CLI-00479,2026-07-02,3,Tiempos de entrega
R-00928,CLI-00149,2026-07-03,10,
R-00929,CLI-00124,2026-07-05,6,Facturación
R-00930,CLI-00206,2026-07-05,7,
R-00931,CLI-00270,2026-07-05,10,
R-00932,CLI-00387,2026-07-05,5,Calidad del producto
R-00933,CLI-00411,2026-07-07,9,
R-00934,CLI-00494,2026-07-08,6,Calidad del producto
R-00935,CLI-00494,2026-07-08,9,
R-00936,CLI-00489,2026-07-09,10,
R-00937,CLI-00358,2026-07-10,6,Tiempos de entrega
R-00938,CLI-00055,2026-07-11,7,
R-00939,CLI-00169,2026-07-14,8,
R-00940,CLI-00201,2026-07-14,6,Tiempos de entrega
R-00941,CLI-00381,2026-07-14,6,Soporte lento
R-00942,CLI-00426,2026-07-14,9,
R-00943,CLI-00019,2026-07-15,9,
R-00944,CLI-00176,2026-07-15,9,
R-00945,CLI-00249,2026-07-15,6,Tiempos de entrega
R-00946,CLI-00031,2026-07-16,6,Tiempos de entrega
R-00947,CLI-00241,2026-07-16,7,
R-00948,CLI-00330,2026-07-16,10,
R-00949,CLI-00471,2026-07-16,10,
R-00950,CLI-00499,2026-07-16,5,Tiempos de entrega
R-00951,CLI-00047,2026-07-17,10,
R-00952,CLI-00201,2026-07-17,4,Tiempos de entrega
R-00953,CLI-00066,2026-07-18,8,
R-00954,CLI-00073,2026-07-18,8,
R-00955,CLI-00195,2026-07-18,9,
R-00956,CLI-00160,2026-07-19,9,
R-00957,CLI-00411,2026-07-19,4,Tiempos de entrega
R-00958,CLI-00009,2026-07-20,4,Tiempos de entrega
R-00959,CLI-00093,2026-07-21,10,
R-00960,CLI-00467,2026-07-22,9,
R-00961,CLI-00464,2026-07-23,7,
R-00962,CLI-00227,2026-07-24,3,Tiempos de entrega
R-00963,CLI-00451,2026-07-24,8,
R-00964,CLI-00191,2026-07-25,6,Precio
R-00965,CLI-00053,2026-07-26,8,
R-00966,CLI-00419,2026-07-26,7,
R-00967,CLI-00407,2026-07-27,4,Tiempos de entrega
R-00968,CLI-00475,2026-07-28,10,
R-00969,CLI-00058,2026-08-02,7,
R-00970,CLI-00293,2026-08-02,6,Tiempos de entrega
R-00971,CLI-00310,2026-08-02,9,
R-00972,CLI-00279,2026-08-03,9,
R-00973,CLI-00288,2026-08-03,7,
R-00974,CLI-00149,2026-08-04,8,
R-00975,CLI-00227,2026-08-05,5,Tiempos de entrega
R-00976,CLI-00043,2026-08-06,6,Soporte lento
R-00977,CLI-00278,2026-08-06,10,
R-00978,CLI-00366,2026-08-06,7,
R-00979,CLI-00444,2026-08-06,8,
R-00980,CLI-00258,2026-08-07,9,
R-00981,CLI-00055,2026-08-08,10,
R-00982,CLI-00065,2026-08-08,7,
R-00983,CLI-00117,2026-08-08,7,
R-00984,CLI-00175,2026-08-08,6,Calidad del producto
R-00985,CLI-00187,2026-08-08,8,
R-00986,CLI-00262,2026-08-09,8,
R-00987,CLI-00265,2026-08-09,9,
R-00988,CLI-00500,2026-08-09,4,Soporte lento
R-00989,CLI-00197,2026-08-10,9,
R-00990,CLI-00205,2026-08-10,7,
R-00991,CLI-00294,2026-08-10,5,Calidad del producto
R-00992,CLI-00143,2026-08-11,8,
R-00993,CLI-00238,2026-08-12,9,
R-00994,CLI-00356,2026-08-12,9,
R-00995,CLI-00052,2026-08-14,10,
R-00996,CLI-00180,2026-08-14,6,Precio
R-00997,CLI-00066,2026-08-15,5,Precio
R-00998,CLI-00477,2026-08-15,9,
R-00999,CLI-00067,2026-08-16,4,Tiempos de entrega
R-01000,CLI-00133,2026-08-16,9,
R-01001,CLI-00237,2026-08-16,6,Tiempos de entrega
R-01002,CLI-00237,2026-08-17,6,Tiempos de entrega
R-01003,CLI-00402,2026-08-17,9,
R-01004,CLI-00165,2026-08-18,2,Precio
R-01005,CLI-00271,2026-08-19,1,Soporte lento
R-01006,CLI-00034,2026-08-20,10,
R-01007,CLI-00040,2026-08-20,6,Soporte lento
R-01008,CLI-00234,2026-08-20,8,
R-01009,CLI-00248,2026-08-20,9,
R-01010,CLI-00506,2026-08-21,8,
R-01011,CLI-00044,2026-08-22,6,Soporte lento
R-01012,CLI-00147,2026-08-22,8,
R-01013,CLI-00186,2026-08-22,4,Facturación
R-01014,CLI-00270,2026-08-22,9,
R-01015,CLI-00218,2026-08-23,9,
R-01016,CLI-00350,2026-08-23,9,
R-01017,CLI-00290,2026-08-24,6,Tiempos de entrega
R-01018,CLI-00233,2026-08-25,8,
R-01019,CLI-00364,2026-08-25,6,Tiempos de entrega
R-01020,CLI-00295,2026-08-27,4,Soporte lento
R-01021,CLI-00336,2026-08-27,8,
R-01022,CLI-00431,2026-08-27,10,
R-01023,CLI-00022,2026-08-28,10,
R-01024,CLI-00095,2026-08-28,6,Soporte lento
