fecha,equipo,vendedor,linea_producto,monto_mxn
2026-02-05,Occidente,OCC-05,Software,15695.81
2026-02-05,Occidente,OCC-03,Hardware,8108.37
2026-02-05,Sureste,SUR-01,Software,2904.31
2026-02-05,Sureste,SUR-02,Software,13117.35
2026-02-05,Sureste,SUR-02,Servicios,16987.11
2026-02-05,Sureste,SUR-01,Servicios,4928.28
2026-02-05,Sureste,SUR-05,Software,4480.42
2026-02-05,Sureste,SUR-04,Servicios,5683.44
2026-02-05,Sureste,SUR-02,Software,10205.92
2026-02-05,Sureste,SUR-05,Servicios,4004.69
2026-02-06,Centro,CEN-04,Soporte,5874.54
2026-02-06,Norte,NOR-05,Software,1729.41
2026-02-06,Norte,NOR-03,Software,12387.3
2026-02-06,Norte,NOR-05,Servicios,2001.9
2026-02-06,Occidente,OCC-02,Soporte,11737.18
2026-02-06,Occidente,OCC-02,Software,13094.42
2026-02-06,Occidente,OCC-04,Servicios,2038.22
2026-02-06,Sureste,SUR-02,Servicios,18580.09
2026-02-06,Sureste,SUR-01,Servicios,9391.22
2026-02-06,Sureste,SUR-03,Soporte,1250.08
2026-02-06,Sureste,SUR-05,Software,2694.41
2026-02-06,Sureste,SUR-04,Hardware,5323.06
2026-02-06,Sureste,SUR-02,Software,5953.42
2026-02-06,Sureste,SUR-04,Software,13069.64
2026-02-06,Sureste,SUR-05,Soporte,9070.1
2026-02-09,Centro,CEN-03,Software,575.89
2026-02-09,Centro,CEN-04,Hardware,17187.3
2026-02-09,Centro,CEN-02,Software,4044.71
2026-02-09,Norte,NOR-01,Software,2359.64
2026-02-09,Norte,NOR-02,Servicios,1294.44
2026-02-09,Norte,NOR-03,Soporte,5723.92
2026-02-09,Norte,NOR-01,Servicios,27903.42
2026-02-09,Norte,NOR-01,Soporte,24103.96
2026-02-09,Norte,NOR-02,Hardware,39889.26
2026-02-09,Norte,NOR-03,Hardware,5956.0
2026-02-09,Norte,NOR-01,Hardware,8579.93
2026-02-09,Norte,NOR-05,Software,5528.48
2026-02-09,Occidente,OCC-02,Hardware,5864.64
2026-02-09,Occidente,OCC-04,Software,6703.12
2026-02-09,Occidente,OCC-02,Hardware,7948.42
2026-02-09,Occidente,OCC-04,Servicios,8715.04
2026-02-09,Occidente,OCC-03,Software,42139.07
2026-02-09,Sureste,SUR-03,Servicios,2188.96
2026-02-09,Sureste,SUR-05,Software,2428.57
2026-02-09,Sureste,SUR-03,Software,1723.58
2026-02-09,Sureste,SUR-04,Software,9023.72
2026-02-09,Sureste,SUR-03,Hardware,8991.2
2026-02-10,Centro,CEN-01,Software,9794.49
2026-02-10,Centro,CEN-02,Hardware,7324.49
2026-02-10,Centro,CEN-03,Servicios,3642.28
2026-02-10,Norte,NOR-05,Software,9619.2
2026-02-10,Norte,NOR-04,Software,7542.26
2026-02-10,Norte,NOR-04,Hardware,8304.59
2026-02-10,Norte,NOR-02,Servicios,4175.82
2026-02-10,Occidente,OCC-04,Servicios,5454.22
2026-02-10,Occidente,OCC-02,Software,6821.74
2026-02-10,Occidente,OCC-03,Servicios,16204.3
2026-02-10,Sureste,SUR-04,Hardware,4838.01
2026-02-10,Sureste,SUR-01,Servicios,6917.96
2026-02-10,Sureste,SUR-05,Soporte,1397.95
2026-02-11,Centro,CEN-02,Software,15466.34
2026-02-11,Centro,CEN-04,Software,13561.69
2026-02-11,Centro,CEN-05,Servicios,12425.84
2026-02-11,Centro,CEN-03,Software,31515.95
2026-02-11,Centro,CEN-04,Servicios,25931.32
2026-02-11,Norte,NOR-01,Software,4185.9
2026-02-11,Norte,NOR-05,Software,3582.55
2026-02-11,Norte,NOR-01,Hardware,4639.19
2026-02-11,Occidente,OCC-02,Software,9935.77
2026-02-11,Occidente,OCC-03,Hardware,1642.66
2026-02-11,Occidente,OCC-01,Hardware,10251.43
2026-02-11,Occidente,OCC-02,Servicios,2559.1
2026-02-11,Occidente,OCC-04,Software,13388.93
2026-02-11,Occidente,OCC-04,Servicios,8396.43
2026-02-11,Occidente,OCC-05,Servicios,500.0
2026-02-11,Occidente,OCC-05,Software,5799.9
2026-02-11,Occidente,OCC-03,Servicios,8193.84
2026-02-11,Sureste,SUR-05,Servicios,10045.27
2026-02-11,Sureste,SUR-04,Software,10676.79
2026-02-12,Centro,CEN-05,Soporte,4058.12
2026-02-12,Centro,CEN-01,Soporte,3224.73
2026-02-12,Centro,CEN-03,Hardware,7499.31
2026-02-12,Centro,CEN-01,Servicios,21294.21
2026-02-12,Centro,CEN-01,Software,884.3
2026-02-12,Centro,CEN-05,Software,4396.22
2026-02-12,Centro,CEN-02,Servicios,27087.76
2026-02-12,Norte,NOR-02,Servicios,8231.19
2026-02-12,Norte,NOR-03,Soporte,15831.67
2026-02-12,Norte,NOR-01,Servicios,3857.61
2026-02-12,Norte,NOR-03,Software,3661.71
2026-02-12,Norte,NOR-02,Hardware,20977.16
2026-02-12,Norte,NOR-02,Servicios,7108.29
2026-02-12,Occidente,OCC-03,Servicios,26685.58
2026-02-12,Occidente,OCC-02,Hardware,10221.77
2026-02-12,Occidente,OCC-01,Software,24456.37
2026-02-12,Occidente,OCC-01,Servicios,16554.63
2026-02-12,Occidente,OCC-03,Servicios,45815.35
2026-02-12,Occidente,OCC-01,Soporte,6800.12
2026-02-12,Occidente,OCC-04,Soporte,15575.2
2026-02-12,Occidente,OCC-02,Soporte,18106.08
2026-02-12,Occidente,OCC-03,Servicios,5710.47
2026-02-12,Occidente,OCC-03,Software,2800.83
2026-02-12,Sureste,SUR-03,Hardware,1498.6
2026-02-12,Sureste,SUR-01,Hardware,6878.85
2026-02-12,Sureste,SUR-02,Servicios,14594.09
2026-02-12,Sureste,SUR-02,Servicios,8948.0
2026-02-13,Centro,CEN-05,Hardware,5070.19
2026-02-13,Centro,CEN-05,Servicios,28993.01
2026-02-13,Centro,CEN-03,Software,13013.77
2026-02-13,Centro,CEN-03,Hardware,14246.11
2026-02-13,Norte,NOR-01,Servicios,2517.76
2026-02-13,Norte,NOR-03,Software,8293.88
2026-02-13,Norte,NOR-04,Software,10720.46
2026-02-13,Norte,NOR-03,Hardware,1813.55
2026-02-13,Norte,NOR-04,Soporte,11173.46
2026-02-13,Norte,NOR-04,Software,12058.86
2026-02-13,Occidente,OCC-05,Servicios,14450.39
2026-02-13,Occidente,OCC-02,Software,5819.22
2026-02-13,Occidente,OCC-03,Software,12988.2
2026-02-13,Occidente,OCC-03,Software,10850.16
2026-02-13,Occidente,OCC-05,Soporte,10469.44
2026-02-13,Occidente,OCC-03,Software,18257.37
2026-02-13,Occidente,OCC-05,Software,5223.15
2026-02-13,Occidente,OCC-02,Servicios,3511.06
2026-02-13,Occidente,OCC-02,Servicios,17231.6
2026-02-13,Sureste,SUR-03,Servicios,4475.64
2026-02-13,Sureste,SUR-03,Servicios,10679.95
2026-02-13,Sureste,SUR-02,Servicios,11727.21
2026-02-13,Sureste,SUR-03,Hardware,8292.74
2026-02-13,Sureste,SUR-03,Software,2319.74
2026-02-13,Sureste,SUR-05,Servicios,14350.9
2026-02-13,Sureste,SUR-01,Servicios,1787.84
2026-02-13,Sureste,SUR-04,Software,10115.82
2026-02-16,Centro,CEN-02,Hardware,15555.26
2026-02-16,Centro,CEN-04,Servicios,25219.83
2026-02-16,Centro,CEN-02,Software,4235.24
2026-02-16,Centro,CEN-04,Hardware,8551.67
2026-02-16,Norte,NOR-02,Hardware,8429.7
2026-02-16,Norte,NOR-03,Hardware,3969.35
2026-02-16,Norte,NOR-03,Soporte,3499.83
2026-02-16,Occidente,OCC-04,Servicios,16093.7
2026-02-16,Occidente,OCC-04,Software,10665.18
2026-02-16,Occidente,OCC-03,Servicios,10417.76
2026-02-16,Occidente,OCC-02,Software,7341.79
2026-02-16,Occidente,OCC-04,Servicios,2018.28
2026-02-16,Occidente,OCC-05,Software,1675.12
2026-02-16,Sureste,SUR-04,Servicios,3969.46
2026-02-16,Sureste,SUR-04,Software,8539.83
2026-02-17,Centro,CEN-04,Software,6997.4
2026-02-17,Centro,CEN-02,Software,3975.68
2026-02-17,Centro,CEN-01,Soporte,10992.93
2026-02-17,Centro,CEN-02,Servicios,3894.15
2026-02-17,Norte,NOR-02,Servicios,597.34
2026-02-17,Norte,NOR-04,Hardware,16266.43
2026-02-17,Norte,NOR-02,Servicios,7004.7
2026-02-17,Norte,NOR-03,Soporte,4998.08
2026-02-17,Norte,NOR-05,Hardware,9343.87
2026-02-17,Norte,NOR-04,Servicios,26849.33
2026-02-17,Norte,NOR-01,Software,6511.58
2026-02-17,Norte,NOR-04,Servicios,8652.92
2026-02-17,Norte,NOR-05,Servicios,6215.19
2026-02-17,Occidente,OCC-04,Hardware,3274.27
2026-02-17,Occidente,OCC-04,Hardware,13292.27
2026-02-17,Occidente,OCC-02,Software,7508.56
2026-02-17,Occidente,OCC-01,Software,5519.06
2026-02-17,Occidente,OCC-02,Hardware,9282.03
2026-02-17,Occidente,OCC-05,Servicios,12422.21
2026-02-17,Occidente,OCC-01,Servicios,14879.61
2026-02-17,Occidente,OCC-05,Software,21574.72
2026-02-17,Sureste,SUR-05,Servicios,6251.09
2026-02-17,Sureste,SUR-04,Servicios,4153.48
2026-02-18,Centro,CEN-01,Servicios,5772.81
2026-02-18,Norte,NOR-03,Software,11718.29
2026-02-18,Norte,NOR-02,Software,11661.04
2026-02-18,Norte,NOR-02,Hardware,22400.84
2026-02-18,Norte,NOR-03,Software,19029.18
2026-02-18,Norte,NOR-01,Software,8097.39
2026-02-18,Norte,NOR-03,Software,15918.03
2026-02-18,Norte,NOR-04,Soporte,20793.63
2026-02-18,Occidente,OCC-01,Software,14983.43
2026-02-18,Occidente,OCC-03,Software,21046.61
2026-02-18,Occidente,OCC-04,Soporte,4288.88
2026-02-18,Occidente,OCC-02,Software,2809.46
2026-02-18,Occidente,OCC-01,Software,14285.76
2026-02-18,Sureste,SUR-02,Servicios,2488.46
2026-02-18,Sureste,SUR-02,Soporte,3673.45
2026-02-18,Sureste,SUR-01,Software,2775.31
2026-02-19,Centro,CEN-01,Hardware,12063.29
2026-02-19,Centro,CEN-04,Hardware,11471.93
2026-02-19,Centro,CEN-01,Software,13856.36
2026-02-19,Centro,CEN-01,Software,6010.22
2026-02-19,Centro,CEN-05,Software,7901.36
2026-02-19,Centro,CEN-03,Hardware,9842.08
2026-02-19,Centro,CEN-03,Software,26089.08
2026-02-19,Centro,CEN-03,Software,1356.66
2026-02-19,Norte,NOR-01,Servicios,8404.35
2026-02-19,Norte,NOR-03,Software,8855.84
2026-02-19,Norte,NOR-02,Software,11603.6
2026-02-19,Norte,NOR-04,Software,12445.73
2026-02-19,Occidente,OCC-04,Software,9176.66
2026-02-19,Occidente,OCC-02,Servicios,16929.2
2026-02-19,Occidente,OCC-05,Software,5809.72
2026-02-19,Occidente,OCC-01,Servicios,3354.35
2026-02-19,Sureste,SUR-01,Software,3426.85
2026-02-19,Sureste,SUR-04,Servicios,7202.94
2026-02-19,Sureste,SUR-04,Servicios,18340.9
2026-02-19,Sureste,SUR-02,Software,5935.43
2026-02-19,Sureste,SUR-04,Servicios,7756.42
2026-02-19,Sureste,SUR-03,Software,6009.63
2026-02-20,Centro,CEN-03,Servicios,9483.02
2026-02-20,Centro,CEN-04,Software,31279.75
2026-02-20,Centro,CEN-04,Software,5368.71
2026-02-20,Centro,CEN-04,Servicios,3838.28
2026-02-20,Norte,NOR-03,Software,5873.15
2026-02-20,Norte,NOR-02,Hardware,4060.04
2026-02-20,Norte,NOR-05,Software,22057.45
2026-02-20,Norte,NOR-02,Servicios,5402.65
2026-02-20,Norte,NOR-02,Servicios,5996.58
2026-02-20,Norte,NOR-01,Software,11569.41
2026-02-20,Norte,NOR-03,Hardware,1354.22
2026-02-20,Norte,NOR-04,Hardware,2815.76
2026-02-20,Norte,NOR-03,Servicios,4038.42
2026-02-20,Occidente,OCC-04,Software,7333.68
2026-02-20,Occidente,OCC-01,Servicios,2488.44
2026-02-20,Occidente,OCC-05,Software,11458.69
2026-02-20,Sureste,SUR-02,Hardware,914.5
2026-02-20,Sureste,SUR-01,Software,11263.12
2026-02-20,Sureste,SUR-03,Soporte,15733.48
2026-02-20,Sureste,SUR-01,Servicios,7985.6
2026-02-23,Centro,CEN-01,Hardware,8247.14
2026-02-23,Norte,NOR-02,Hardware,7646.91
2026-02-23,Norte,NOR-04,Hardware,4123.19
2026-02-23,Norte,NOR-01,Software,4180.78
2026-02-23,Norte,NOR-02,Servicios,2966.11
2026-02-23,Norte,NOR-05,Software,1997.23
2026-02-23,Norte,NOR-05,Hardware,12963.09
2026-02-23,Norte,NOR-05,Software,3051.76
2026-02-23,Occidente,OCC-04,Software,1828.32
2026-02-23,Occidente,OCC-02,Servicios,22143.15
2026-02-23,Occidente,OCC-05,Software,4136.4
2026-02-23,Occidente,OCC-04,Software,14860.76
2026-02-23,Occidente,OCC-04,Software,10646.76
2026-02-23,Sureste,SUR-04,Software,10271.34
2026-02-23,Sureste,SUR-05,Servicios,17206.22
2026-02-23,Sureste,SUR-02,Hardware,956.66
2026-02-24,Centro,CEN-02,Servicios,5735.86
2026-02-24,Centro,CEN-03,Hardware,17016.01
2026-02-24,Centro,CEN-04,Software,6054.36
2026-02-24,Centro,CEN-02,Servicios,19684.45
2026-02-24,Centro,CEN-01,Hardware,14841.0
2026-02-24,Centro,CEN-02,Hardware,2119.56
2026-02-24,Norte,NOR-05,Software,22165.2
2026-02-24,Norte,NOR-01,Soporte,3661.92
2026-02-24,Norte,NOR-01,Software,16291.34
2026-02-24,Norte,NOR-01,Software,2956.12
2026-02-24,Norte,NOR-03,Hardware,23118.09
2026-02-24,Occidente,OCC-05,Servicios,1746.6
2026-02-24,Occidente,OCC-04,Hardware,16695.41
2026-02-24,Occidente,OCC-05,Servicios,9081.16
2026-02-24,Occidente,OCC-02,Software,9350.1
2026-02-24,Sureste,SUR-04,Software,12044.09
2026-02-24,Sureste,SUR-04,Servicios,1918.06
2026-02-24,Sureste,SUR-04,Hardware,3073.0
2026-02-24,Sureste,SUR-03,Hardware,6967.12
2026-02-25,Centro,CEN-04,Servicios,23046.59
2026-02-25,Norte,NOR-04,Software,8077.07
2026-02-25,Norte,NOR-01,Soporte,4453.14
2026-02-25,Norte,NOR-03,Hardware,5892.69
2026-02-25,Norte,NOR-03,Servicios,6858.05
2026-02-25,Occidente,OCC-04,Hardware,15917.23
2026-02-25,Occidente,OCC-04,Hardware,9123.98
2026-02-25,Occidente,OCC-04,Servicios,7372.29
2026-02-25,Occidente,OCC-03,Software,6692.14
2026-02-25,Occidente,OCC-02,Software,6991.59
2026-02-25,Occidente,OCC-01,Software,9641.4
2026-02-25,Occidente,OCC-02,Soporte,3968.01
2026-02-25,Occidente,OCC-02,Software,27212.41
2026-02-25,Sureste,SUR-02,Software,5605.75
2026-02-25,Sureste,SUR-03,Hardware,4266.89
2026-02-25,Sureste,SUR-01,Servicios,5063.19
2026-02-25,Sureste,SUR-01,Servicios,2031.97
2026-02-25,Sureste,SUR-05,Servicios,11518.74
2026-02-25,Sureste,SUR-01,Servicios,3555.7
2026-02-25,Sureste,SUR-03,Soporte,5024.51
2026-02-25,Sureste,SUR-04,Servicios,2633.06
2026-02-26,Centro,CEN-01,Servicios,9057.07
2026-02-26,Centro,CEN-02,Servicios,7221.99
2026-02-26,Centro,CEN-02,Software,7391.98
2026-02-26,Centro,CEN-01,Servicios,15151.06
2026-02-26,Norte,NOR-02,Servicios,3396.13
2026-02-26,Norte,NOR-05,Servicios,3632.55
2026-02-26,Occidente,OCC-05,Soporte,3524.12
2026-02-26,Occidente,OCC-02,Software,10192.81
2026-02-26,Occidente,OCC-02,Soporte,11769.96
2026-02-26,Occidente,OCC-01,Soporte,12382.85
2026-02-26,Occidente,OCC-02,Servicios,12302.0
2026-02-26,Occidente,OCC-05,Soporte,4315.02
2026-02-27,Centro,CEN-05,Servicios,6323.68
2026-02-27,Centro,CEN-05,Software,7952.78
2026-02-27,Centro,CEN-03,Hardware,29442.09
2026-02-27,Centro,CEN-02,Software,8905.37
2026-02-27,Centro,CEN-04,Hardware,22671.59
2026-02-27,Centro,CEN-02,Servicios,6986.1
2026-02-27,Norte,NOR-05,Software,17708.39
2026-02-27,Norte,NOR-02,Servicios,10727.19
2026-02-27,Norte,NOR-03,Software,4892.33
2026-02-27,Norte,NOR-05,Hardware,4766.46
2026-02-27,Norte,NOR-02,Software,7433.91
2026-02-27,Norte,NOR-05,Soporte,4377.22
2026-02-27,Norte,NOR-02,Servicios,3828.78
2026-02-27,Occidente,OCC-04,Software,14175.65
2026-02-27,Occidente,OCC-05,Software,17260.53
2026-02-27,Occidente,OCC-05,Software,6870.6
2026-02-27,Occidente,OCC-04,Servicios,5665.64
2026-02-27,Occidente,OCC-01,Software,6353.46
2026-02-27,Sureste,SUR-05,Software,5423.42
2026-02-27,Sureste,SUR-02,Servicios,8680.97
2026-02-27,Sureste,SUR-04,Software,11207.29
2026-02-27,Sureste,SUR-01,Servicios,10883.38
2026-02-27,Sureste,SUR-05,Software,7643.76
2026-03-02,Centro,CEN-03,Soporte,6044.33
2026-03-02,Centro,CEN-03,Servicios,11502.77
2026-03-02,Centro,CEN-05,Servicios,23336.26
2026-03-02,Centro,CEN-03,Software,36309.08
2026-03-02,Centro,CEN-04,Software,15885.76
2026-03-02,Centro,CEN-01,Software,30547.41
2026-03-02,Centro,CEN-03,Software,18350.91
2026-03-02,Norte,NOR-03,Software,20948.95
2026-03-02,Norte,NOR-02,Hardware,7820.97
2026-03-02,Norte,NOR-01,Hardware,6981.74
2026-03-02,Norte,NOR-05,Servicios,2926.22
2026-03-02,Occidente,OCC-03,Hardware,8414.56
2026-03-02,Occidente,OCC-05,Servicios,5018.26
2026-03-02,Occidente,OCC-01,Servicios,6816.15
2026-03-02,Sureste,SUR-04,Servicios,6895.64
2026-03-02,Sureste,SUR-03,Software,2585.55
2026-03-02,Sureste,SUR-01,Software,1926.95
2026-03-02,Sureste,SUR-02,Servicios,7181.72
2026-03-02,Sureste,SUR-05,Software,18565.48
2026-03-03,Centro,CEN-01,Software,3863.4
2026-03-03,Centro,CEN-01,Software,4325.27
2026-03-03,Centro,CEN-01,Servicios,4692.7
2026-03-03,Centro,CEN-04,Software,12704.01
2026-03-03,Norte,NOR-01,Software,8371.0
2026-03-03,Norte,NOR-05,Hardware,25517.65
2026-03-03,Norte,NOR-04,Servicios,7563.01
2026-03-03,Norte,NOR-04,Hardware,11098.05
2026-03-03,Occidente,OCC-03,Servicios,9880.05
2026-03-03,Occidente,OCC-04,Software,4364.54
2026-03-03,Occidente,OCC-01,Hardware,14426.71
2026-03-03,Occidente,OCC-03,Software,6667.31
2026-03-03,Occidente,OCC-03,Soporte,11196.71
2026-03-03,Occidente,OCC-03,Hardware,4458.75
2026-03-03,Occidente,OCC-05,Hardware,3335.97
2026-03-03,Occidente,OCC-02,Hardware,11705.44
2026-03-03,Sureste,SUR-03,Software,4891.61
2026-03-03,Sureste,SUR-03,Hardware,5326.4
2026-03-03,Sureste,SUR-03,Software,7448.76
2026-03-04,Centro,CEN-03,Servicios,16204.16
2026-03-04,Centro,CEN-05,Servicios,21257.66
2026-03-04,Centro,CEN-03,Soporte,6016.68
2026-03-04,Centro,CEN-01,Software,799.8
2026-03-04,Centro,CEN-02,Soporte,20694.44
2026-03-04,Centro,CEN-02,Software,9458.6
2026-03-04,Centro,CEN-03,Soporte,21011.79
2026-03-04,Norte,NOR-04,Software,9613.1
2026-03-04,Norte,NOR-02,Servicios,14660.13
2026-03-04,Norte,NOR-03,Software,6717.53
2026-03-04,Norte,NOR-01,Hardware,1810.33
2026-03-04,Occidente,OCC-02,Servicios,25048.48
2026-03-04,Occidente,OCC-01,Software,8621.74
2026-03-04,Occidente,OCC-01,Servicios,8772.97
2026-03-04,Occidente,OCC-02,Software,4862.22
2026-03-04,Occidente,OCC-02,Software,12372.24
2026-03-04,Sureste,SUR-03,Software,14588.26
2026-03-04,Sureste,SUR-02,Software,10054.21
2026-03-04,Sureste,SUR-01,Servicios,13048.41
2026-03-05,Centro,CEN-02,Software,7901.92
2026-03-05,Centro,CEN-02,Hardware,13342.61
2026-03-05,Centro,CEN-03,Servicios,2457.1
2026-03-05,Centro,CEN-01,Hardware,17556.15
2026-03-05,Occidente,OCC-03,Software,5593.33
2026-03-05,Occidente,OCC-04,Soporte,1462.94
2026-03-05,Occidente,OCC-05,Servicios,2966.91
2026-03-05,Sureste,SUR-01,Software,8199.23
2026-03-05,Sureste,SUR-03,Hardware,4075.35
2026-03-05,Sureste,SUR-04,Software,3072.94
2026-03-05,Sureste,SUR-04,Software,5185.03
2026-03-05,Sureste,SUR-05,Servicios,6820.2
2026-03-05,Sureste,SUR-03,Hardware,2698.18
2026-03-05,Sureste,SUR-01,Software,8910.89
2026-03-05,Sureste,SUR-05,Software,13502.02
2026-03-05,Sureste,SUR-02,Software,4164.26
2026-03-06,Centro,CEN-05,Software,24126.33
2026-03-06,Centro,CEN-01,Hardware,2930.27
2026-03-06,Centro,CEN-02,Software,23917.89
2026-03-06,Centro,CEN-04,Software,15601.39
2026-03-06,Centro,CEN-02,Software,24683.62
2026-03-06,Centro,CEN-02,Servicios,14590.4
2026-03-06,Centro,CEN-03,Software,23937.37
2026-03-06,Centro,CEN-03,Software,31245.56
2026-03-06,Centro,CEN-03,Hardware,7415.87
2026-03-06,Norte,NOR-02,Software,10632.68
2026-03-06,Norte,NOR-05,Servicios,4303.08
2026-03-06,Occidente,OCC-01,Software,7223.93
2026-03-06,Occidente,OCC-02,Servicios,10821.13
2026-03-06,Occidente,OCC-05,Hardware,23880.98
2026-03-06,Occidente,OCC-04,Hardware,7173.75
2026-03-06,Occidente,OCC-04,Hardware,12979.82
2026-03-06,Sureste,SUR-04,Servicios,9668.5
2026-03-06,Sureste,SUR-02,Servicios,2966.06
2026-03-06,Sureste,SUR-05,Software,1019.67
2026-03-09,Centro,CEN-01,Servicios,15623.43
2026-03-09,Centro,CEN-02,Servicios,4693.39
2026-03-09,Centro,CEN-01,Software,44596.46
2026-03-09,Centro,CEN-01,Soporte,10257.64
2026-03-09,Centro,CEN-05,Servicios,31098.03
2026-03-09,Centro,CEN-04,Hardware,20898.27
2026-03-09,Centro,CEN-02,Servicios,10705.2
2026-03-09,Centro,CEN-04,Software,3253.65
2026-03-09,Norte,NOR-04,Software,2727.18
2026-03-09,Norte,NOR-03,Servicios,1784.43
2026-03-09,Norte,NOR-03,Hardware,14774.69
2026-03-09,Norte,NOR-03,Software,6336.89
2026-03-09,Norte,NOR-03,Hardware,4401.58
2026-03-09,Norte,NOR-05,Hardware,8451.44
2026-03-09,Norte,NOR-02,Servicios,1274.58
2026-03-09,Norte,NOR-02,Software,7835.34
2026-03-09,Norte,NOR-02,Hardware,12660.87
2026-03-09,Norte,NOR-03,Hardware,4329.23
2026-03-09,Occidente,OCC-02,Software,8464.35
2026-03-09,Occidente,OCC-03,Servicios,6099.67
2026-03-09,Occidente,OCC-02,Servicios,8562.95
2026-03-09,Occidente,OCC-02,Software,5414.51
2026-03-09,Sureste,SUR-04,Servicios,9784.91
2026-03-09,Sureste,SUR-01,Software,9798.13
2026-03-09,Sureste,SUR-02,Software,8340.91
2026-03-09,Sureste,SUR-01,Servicios,3653.3
2026-03-09,Sureste,SUR-05,Servicios,6617.7
2026-03-10,Centro,CEN-01,Software,24069.68
2026-03-10,Centro,CEN-01,Software,10008.32
2026-03-10,Centro,CEN-02,Servicios,27724.31
2026-03-10,Norte,NOR-05,Servicios,6670.23
2026-03-10,Norte,NOR-02,Servicios,17180.54
2026-03-10,Norte,NOR-04,Servicios,2431.67
2026-03-10,Norte,NOR-01,Software,9220.01
2026-03-10,Norte,NOR-03,Software,14689.88
2026-03-10,Occidente,OCC-02,Servicios,8498.88
2026-03-10,Occidente,OCC-05,Software,4974.26
2026-03-10,Occidente,OCC-03,Hardware,10412.56
2026-03-10,Sureste,SUR-02,Software,4253.43
2026-03-10,Sureste,SUR-04,Software,4093.79
2026-03-10,Sureste,SUR-04,Software,7810.82
2026-03-11,Centro,CEN-05,Soporte,3813.37
2026-03-11,Centro,CEN-05,Software,7325.66
2026-03-11,Centro,CEN-01,Servicios,8974.3
2026-03-11,Centro,CEN-05,Software,8477.67
2026-03-11,Centro,CEN-02,Servicios,11848.13
2026-03-11,Centro,CEN-04,Hardware,11728.13
2026-03-11,Norte,NOR-01,Soporte,11106.57
2026-03-11,Norte,NOR-03,Hardware,2528.94
2026-03-11,Norte,NOR-05,Soporte,2081.39
2026-03-11,Norte,NOR-02,Software,4862.66
2026-03-11,Norte,NOR-04,Hardware,11766.0
2026-03-11,Norte,NOR-03,Software,2357.84
2026-03-11,Norte,NOR-02,Servicios,4749.71
2026-03-11,Occidente,OCC-02,Servicios,21067.79
2026-03-11,Occidente,OCC-01,Hardware,5338.33
2026-03-11,Occidente,OCC-02,Servicios,7799.64
2026-03-11,Sureste,SUR-03,Software,12375.6
2026-03-11,Sureste,SUR-01,Hardware,6066.56
2026-03-11,Sureste,SUR-04,Hardware,5239.36
2026-03-11,Sureste,SUR-01,Hardware,7357.33
2026-03-12,Centro,CEN-05,Hardware,5546.0
2026-03-12,Centro,CEN-03,Software,2415.29
2026-03-12,Centro,CEN-04,Software,21358.39
2026-03-12,Centro,CEN-04,Software,6309.96
2026-03-12,Centro,CEN-02,Servicios,3450.68
2026-03-12,Norte,NOR-04,Servicios,7225.71
2026-03-12,Norte,NOR-05,Software,11945.72
2026-03-12,Norte,NOR-02,Hardware,6848.84
2026-03-12,Occidente,OCC-04,Servicios,6497.71
2026-03-12,Occidente,OCC-01,Software,5031.68
2026-03-12,Occidente,OCC-05,Servicios,2025.0
2026-03-12,Occidente,OCC-01,Software,12154.88
2026-03-12,Occidente,OCC-05,Software,26059.77
2026-03-12,Occidente,OCC-01,Software,7220.45
2026-03-12,Occidente,OCC-02,Servicios,9818.75
2026-03-12,Occidente,OCC-03,Software,11692.6
2026-03-12,Occidente,OCC-02,Soporte,26499.91
2026-03-12,Sureste,SUR-01,Servicios,4028.58
2026-03-12,Sureste,SUR-05,Servicios,6973.77
2026-03-12,Sureste,SUR-01,Software,1458.05
2026-03-12,Sureste,SUR-03,Servicios,4320.89
2026-03-13,Centro,CEN-01,Software,4246.14
2026-03-13,Centro,CEN-04,Hardware,24401.92
2026-03-13,Centro,CEN-03,Servicios,11560.45
2026-03-13,Centro,CEN-04,Software,18849.43
2026-03-13,Centro,CEN-04,Software,10454.02
2026-03-13,Centro,CEN-03,Servicios,6669.38
2026-03-13,Centro,CEN-04,Hardware,14562.48
2026-03-13,Norte,NOR-04,Software,5750.57
2026-03-13,Norte,NOR-01,Soporte,6284.65
2026-03-13,Norte,NOR-04,Servicios,4708.1
2026-03-13,Norte,NOR-02,Servicios,3373.33
2026-03-13,Occidente,OCC-03,Software,4589.84
2026-03-13,Occidente,OCC-05,Software,9988.99
2026-03-13,Sureste,SUR-03,Software,6664.64
2026-03-13,Sureste,SUR-05,Servicios,7973.64
2026-03-13,Sureste,SUR-02,Software,4370.41
2026-03-16,Centro,CEN-03,Servicios,6487.54
2026-03-16,Centro,CEN-05,Servicios,12037.82
2026-03-16,Centro,CEN-01,Hardware,12071.97
2026-03-16,Centro,CEN-01,Hardware,6380.02
2026-03-16,Centro,CEN-03,Software,18045.55
2026-03-16,Centro,CEN-02,Servicios,12553.99
2026-03-16,Centro,CEN-01,Servicios,5204.44
2026-03-16,Centro,CEN-05,Servicios,33190.32
2026-03-16,Norte,NOR-05,Software,8404.15
2026-03-16,Norte,NOR-04,Software,2804.08
2026-03-16,Norte,NOR-01,Software,3781.17
2026-03-16,Occidente,OCC-05,Software,4585.19
2026-03-16,Occidente,OCC-02,Software,15494.54
