cliente_id,antiguedad_meses,gasto_mensual_mxn,tickets_soporte_90d,dias_desde_ultima_actividad,usage_score,tipo_contrato,plan,churn_historico
CLI-00388,23.0,422.29,3,25.0,64.8,Mensual,Starter,0
CLI-00389,7.0,1560.97,0,3.0,61.9,Mensual,Pro,0
CLI-00390,8.0,1051.93,0,15.0,57.0,Mensual,Pro,0
CLI-00391,17.0,361.86,1,23.0,31.2,Anual,Starter,0
CLI-00392,18.0,1363.99,3,3.0,76.6,Anual,Starter,0
CLI-00393,54.0,249.53,2,37.0,73.4,Anual,Starter,0
CLI-00394,8.0,1006.91,0,24.0,61.5,Mensual,Starter,0
CLI-00395,16.0,932.89,0,8.0,65.1,Anual,Pro,0
CLI-00396,18.0,549.12,1,6.0,89.8,Mensual,Business,0
CLI-00397,19.0,662.54,1,0.0,53.4,Mensual,Starter,0
CLI-00398,36.0,1921.64,2,1.0,86.9,Anual,Starter,0
CLI-00399,17.0,1022.05,4,10.0,94.0,Anual,Pro,0
CLI-00400,31.0,1349.68,0,27.0,31.1,Mensual,Starter,0
CLI-00401,28.0,598.44,1,25.0,50.9,Mensual,Starter,1
CLI-00402,23.0,1095.45,1,18.0,67.5,Mensual,Business,0
CLI-00403,22.0,661.18,0,10.0,46.9,Anual,Starter,0
CLI-00404,22.0,562.25,0,1.0,49.2,Mensual,Pro,0
CLI-00405,13.0,514.33,1,10.0,43.4,Mensual,Business,0
CLI-00406,29.0,1224.31,1,63.0,19.5,Mensual,Business,1
CLI-00407,7.0,1065.47,0,30.0,53.2,Mensual,Business,0
CLI-00408,24.0,318.49,1,11.0,62.8,Mensual,Business,0
CLI-00409,15.0,662.13,0,40.0,84.8,Mensual,Starter,0
CLI-00410,6.0,1766.28,1,1.0,74.5,Mensual,Business,0
CLI-00411,29.0,516.29,0,7.0,39.9,Mensual,Business,0
CLI-00412,15.0,455.88,0,38.0,51.2,Anual,Starter,0
CLI-00413,14.0,156.45,2,10.0,63.6,Mensual,Starter,0
CLI-00414,11.0,1504.94,2,14.0,67.2,Anual,Pro,0
CLI-00415,24.0,1157.02,1,18.0,63.7,Anual,Business,0
CLI-00416,7.0,228.91,1,4.0,64.0,Anual,Starter,0
CLI-00417,16.0,994.54,1,0.0,53.1,Mensual,Starter,0
CLI-00418,29.0,1000.04,0,19.0,65.4,Mensual,Pro,0
CLI-00419,9.0,726.05,0,6.0,61.7,Mensual,Starter,0
CLI-00420,22.0,1253.28,2,20.0,26.8,Mensual,Starter,0
CLI-00421,12.0,1200.07,1,10.0,74.7,Anual,Starter,0
CLI-00422,7.0,1163.67,1,7.0,61.7,Mensual,Starter,0
CLI-00423,15.0,287.64,0,8.0,50.1,Mensual,Starter,0
CLI-00424,20.0,271.02,1,16.0,67.2,Mensual,Pro,0
CLI-00425,32.0,592.06,1,5.0,69.3,Mensual,Starter,0
CLI-00426,19.0,1433.93,0,39.0,70.3,Mensual,Pro,0
CLI-00427,10.0,250.39,0,12.0,38.3,Mensual,Starter,0
CLI-00428,18.0,954.47,1,27.0,51.4,Anual,Business,1
CLI-00429,14.0,201.71,2,60.0,51.5,Anual,Starter,0
CLI-00430,37.0,2098.79,1,50.0,48.9,Anual,Business,0
CLI-00431,12.0,1241.47,0,25.0,71.7,Mensual,Pro,0
CLI-00432,5.0,81.09,1,5.0,72.5,Mensual,Starter,0
CLI-00433,9.0,567.75,0,29.0,81.7,Anual,Business,0
CLI-00434,15.0,106.79,1,15.0,63.8,Mensual,Starter,0
CLI-00435,17.0,226.68,1,10.0,78.5,Anual,Pro,0
CLI-00436,50.0,1124.42,2,1.0,38.3,Anual,Pro,0
CLI-00437,37.0,630.82,1,35.0,77.1,Anual,Starter,0
CLI-00438,2.0,444.98,1,9.0,37.2,Anual,Business,0
CLI-00439,14.0,587.01,2,15.0,54.5,Anual,Starter,0
CLI-00440,21.0,697.99,1,0.0,93.2,Mensual,Starter,0
CLI-00441,1.0,1095.16,2,31.0,60.9,Anual,Business,0
CLI-00442,6.0,1066.54,2,30.0,45.7,Mensual,Pro,0
CLI-00443,15.0,791.69,5,15.0,73.1,Mensual,Pro,0
CLI-00444,10.0,820.84,3,21.0,68.2,Mensual,Starter,0
CLI-00445,17.0,1176.72,0,1.0,27.7,Anual,Pro,0
CLI-00446,3.0,1059.01,2,5.0,77.0,Anual,Pro,0
CLI-00447,21.0,328.78,1,8.0,67.7,Anual,Starter,0
CLI-00448,32.0,1369.58,2,10.0,58.9,Anual,Pro,0
CLI-00449,6.0,545.87,3,58.0,33.9,Mensual,Pro,1
CLI-00450,42.0,434.76,1,5.0,56.1,Mensual,Starter,0
CLI-00451,5.0,808.03,0,2.0,100.0,Anual,Business,0
CLI-00452,10.0,904.65,2,34.0,63.1,Mensual,Pro,1
CLI-00453,15.0,465.28,0,32.0,79.5,Mensual,Starter,0
CLI-00454,17.0,497.31,1,8.0,54.9,Anual,Business,0
CLI-00455,20.0,662.11,1,2.0,93.2,Mensual,Pro,0
CLI-00456,8.0,270.66,4,19.0,68.7,Mensual,Pro,0
CLI-00457,7.0,461.64,2,13.0,97.7,Anual,Starter,0
CLI-00458,7.0,1647.0,1,7.0,63.7,Mensual,Starter,0
CLI-00459,36.0,1501.1,0,19.0,69.1,Mensual,Starter,0
CLI-00460,39.0,1637.74,1,10.0,98.9,Mensual,Starter,0
CLI-00461,20.0,661.66,1,40.0,42.2,Mensual,Starter,1
CLI-00462,29.0,1265.77,0,31.0,88.2,Anual,Starter,0
CLI-00463,15.0,1030.38,2,16.0,76.7,Anual,Business,0
CLI-00464,21.0,634.7,0,33.0,100.0,Anual,Pro,0
CLI-00465,12.0,591.06,2,5.0,39.6,Mensual,Starter,0
CLI-00466,20.0,739.31,2,32.0,77.9,Mensual,Pro,0
CLI-00467,36.0,641.65,1,9.0,88.2,Mensual,Starter,0
CLI-00468,17.0,410.56,2,6.0,61.9,Mensual,Starter,0
CLI-00469,26.0,1482.18,2,20.0,66.7,Mensual,Pro,0
CLI-00470,4.0,476.88,0,0.0,67.5,Mensual,Starter,0
CLI-00471,18.0,594.37,0,3.0,49.6,Anual,Pro,0
CLI-00472,7.0,294.28,1,103.0,82.8,Anual,Starter,0
CLI-00473,7.0,1377.24,4,51.0,47.3,Mensual,Pro,1
CLI-00474,15.0,604.58,4,1.0,100.0,Mensual,Pro,0
CLI-00475,18.0,2149.32,1,2.0,22.7,Anual,Starter,0
CLI-00476,19.0,841.58,1,22.0,73.9,Mensual,Starter,0
CLI-00477,20.0,181.69,0,40.0,48.8,Anual,Starter,0
CLI-00478,3.0,1219.29,2,29.0,55.7,Mensual,Starter,0
CLI-00479,15.0,872.47,2,18.0,64.4,Anual,Starter,0
CLI-00480,14.0,759.27,1,14.0,83.9,Mensual,Pro,0
CLI-00481,30.0,485.95,0,6.0,81.6,Mensual,Starter,0
CLI-00482,2.0,1566.83,2,62.0,60.7,Anual,Starter,0
CLI-00483,8.0,826.44,1,2.0,45.5,Mensual,Pro,0
CLI-00484,23.0,616.42,0,67.0,67.8,Mensual,Business,0
CLI-00485,10.0,941.98,1,43.0,70.7,Anual,Starter,0
CLI-00486,24.0,743.66,1,19.0,50.3,Mensual,Starter,0
CLI-00487,12.0,1040.24,0,52.0,55.9,Mensual,Business,0
CLI-00488,19.0,505.99,0,1.0,80.7,Anual,Pro,0
CLI-00489,22.0,615.64,0,40.0,62.3,Mensual,Starter,0
CLI-00490,8.0,612.48,2,15.0,53.6,Anual,Business,0
CLI-00491,29.0,1362.04,2,43.0,53.2,Anual,Starter,0
CLI-00492,17.0,1228.79,0,1.0,49.0,Anual,Starter,0
CLI-00493,20.0,1023.68,0,1.0,63.2,Mensual,Starter,0
CLI-00494,7.0,707.13,1,21.0,66.4,Mensual,Business,1
CLI-00495,25.0,1607.77,3,4.0,67.1,Mensual,Starter,0
CLI-00496,32.0,904.95,1,7.0,95.6,Anual,Business,0
CLI-00497,52.0,598.04,1,12.0,53.3,Anual,Pro,0
CLI-00498,12.0,770.95,0,31.0,57.7,Mensual,Pro,0
CLI-00499,23.0,2439.57,0,11.0,13.8,Mensual,Pro,1
CLI-00500,21.0,1977.29,0,16.0,84.8,Mensual,Starter,0
CLI-00501,28.0,259.66,1,33.0,85.5,Mensual,Pro,0
CLI-00502,8.0,409.73,1,23.0,42.6,Anual,Starter,0
CLI-00503,16.0,595.52,1,33.0,84.5,Mensual,Starter,0
CLI-00504,6.0,786.24,0,11.0,96.8,Anual,Starter,0
CLI-00505,40.0,1388.37,2,15.0,93.2,Mensual,Pro,0
CLI-00506,47.0,299.44,1,2.0,67.4,Mensual,Pro,0
CLI-00507,21.0,1225.56,2,5.0,89.9,Mensual,Pro,0
CLI-00508,11.0,1033.37,1,23.0,28.0,Anual,Pro,0
CLI-00509,10.0,440.33,1,28.0,88.0,Anual,Pro,0
CLI-00510,17.0,724.21,2,21.0,95.3,Anual,Starter,0
CLI-00511,9.0,672.49,0,32.0,63.8,Mensual,Pro,0
CLI-00512,15.0,3053.01,3,11.0,100.0,Mensual,Pro,0
CLI-00513,9.0,158.43,2,0.0,54.9,Anual,Pro,0
CLI-00514,6.0,697.7,0,5.0,17.8,Anual,Business,0
CLI-00515,5.0,575.47,0,16.0,60.0,Mensual,Pro,0
CLI-00516,11.0,837.66,2,0.0,100.0,Mensual,Starter,0
CLI-00517,11.0,820.4,2,8.0,54.4,Mensual,Starter,0
CLI-00518,25.0,885.39,1,26.0,44.3,Mensual,Pro,1
CLI-00519,9.0,491.44,0,15.0,42.7,Mensual,Business,0
CLI-00520,5.0,785.25,0,32.0,63.6,Mensual,Pro,0
CLI-00521,16.0,891.12,1,26.0,70.5,Mensual,Business,0
CLI-00522,43.0,11.11,0,18.0,72.8,Mensual,Pro,0
CLI-00523,7.0,273.83,0,13.0,100.0,Mensual,Business,0
CLI-00524,23.0,2346.17,1,36.0,100.0,Mensual,Business,0
CLI-00525,7.0,302.13,1,2.0,57.9,Anual,Starter,0
CLI-00526,27.0,1239.84,0,15.0,65.1,Mensual,Starter,0
CLI-00527,8.0,1636.77,0,8.0,45.7,Mensual,Business,0
CLI-00528,16.0,448.04,1,31.0,15.6,Anual,Starter,0
CLI-00529,6.0,296.91,2,11.0,64.0,Mensual,Business,0
CLI-00530,12.0,1827.03,1,62.0,77.6,Anual,Starter,0
CLI-00531,6.0,1711.33,1,10.0,48.3,Anual,Business,0
CLI-00532,9.0,1983.67,1,0.0,100.0,Mensual,Starter,0
CLI-00533,23.0,809.92,4,18.0,61.9,Mensual,Starter,0
CLI-00534,15.0,1146.68,0,11.0,78.2,Mensual,Starter,0
CLI-00535,11.0,1106.88,0,55.0,48.6,Mensual,Starter,0
CLI-00536,4.0,139.52,0,2.0,82.1,Anual,Starter,0
CLI-00537,9.0,293.44,1,30.0,46.0,Mensual,Pro,1
CLI-00538,11.0,403.5,1,0.0,69.9,Mensual,Business,0
CLI-00539,24.0,453.87,2,13.0,76.8,Anual,Business,0
CLI-00540,10.0,553.19,1,26.0,83.8,Mensual,Pro,0
CLI-00541,9.0,730.3,1,7.0,63.3,Mensual,Starter,0
CLI-00542,32.0,273.13,1,14.0,93.4,Anual,Starter,0
CLI-00543,9.0,123.09,1,33.0,54.1,Mensual,Pro,0
CLI-00544,3.0,159.58,3,13.0,63.2,Mensual,Starter,0
CLI-00545,8.0,289.4,2,39.0,43.0,Mensual,Business,1
CLI-00546,15.0,872.02,1,27.0,96.1,Anual,Business,0
CLI-00547,25.0,1048.66,1,18.0,57.7,Anual,Starter,0
CLI-00548,5.0,307.07,0,9.0,74.0,Mensual,Starter,0
CLI-00549,29.0,662.15,2,41.0,54.4,Anual,Business,0
CLI-00550,23.0,1513.88,1,33.0,58.0,Mensual,Business,0
CLI-00551,23.0,418.45,1,50.0,60.7,Mensual,Business,0
CLI-00552,13.0,351.49,1,12.0,86.7,Mensual,Business,0
CLI-00553,8.0,144.34,3,17.0,27.9,Mensual,Starter,1
CLI-00554,17.0,544.99,1,6.0,43.0,Anual,Business,0
CLI-00555,30.0,849.72,1,2.0,70.0,Mensual,Business,0
CLI-00556,5.0,482.33,2,52.0,37.3,Anual,Starter,0
CLI-00557,4.0,304.76,0,12.0,66.6,Mensual,Starter,0
CLI-00558,2.0,820.65,0,44.0,46.9,Mensual,Starter,0
CLI-00559,6.0,1319.12,0,47.0,32.6,Mensual,Starter,1
CLI-00560,6.0,496.62,0,20.0,51.1,Mensual,Starter,0
CLI-00561,2.0,279.5,1,6.0,79.5,Anual,Pro,0
CLI-00562,15.0,664.45,0,3.0,47.9,Mensual,Starter,0
CLI-00563,17.0,1034.06,2,6.0,54.1,Mensual,Starter,0
CLI-00564,33.0,484.09,1,5.0,51.7,Mensual,Starter,0
CLI-00565,33.0,1505.76,0,5.0,70.1,Anual,Pro,0
CLI-00566,5.0,770.98,1,28.0,52.8,Mensual,Starter,0
CLI-00567,19.0,1908.9,4,4.0,100.0,Anual,Starter,0
CLI-00568,29.0,1173.58,0,17.0,67.2,Anual,Business,0
CLI-00569,31.0,406.26,1,11.0,68.3,Mensual,Pro,0
CLI-00570,18.0,413.21,0,1.0,45.1,Anual,Pro,0
CLI-00571,11.0,243.77,3,22.0,58.8,Mensual,Starter,1
CLI-00572,45.0,1103.02,1,25.0,67.1,Anual,Business,0
CLI-00573,12.0,778.07,3,15.0,31.0,Anual,Starter,0
CLI-00574,29.0,637.83,1,16.0,66.5,Mensual,Starter,0
CLI-00575,15.0,1422.68,3,39.0,65.9,Mensual,Business,0
CLI-00576,8.0,161.05,1,1.0,77.2,Mensual,Starter,0
CLI-00577,39.0,558.9,0,5.0,33.8,Anual,Pro,0
CLI-00578,39.0,665.94,1,10.0,64.0,Mensual,Business,0
CLI-00579,25.0,693.61,0,1.0,63.2,Mensual,Pro,0
CLI-00580,12.0,877.0,0,24.0,54.4,Mensual,Pro,0
CLI-00581,26.0,383.53,1,28.0,64.5,Anual,Pro,0
CLI-00582,26.0,258.16,0,17.0,47.7,Anual,Pro,0
CLI-00583,22.0,516.16,2,17.0,52.7,Mensual,Business,0
CLI-00584,25.0,441.73,1,35.0,30.9,Anual,Starter,0
CLI-00585,38.0,784.28,1,41.0,70.0,Mensual,Starter,0
CLI-00586,9.0,1182.39,0,40.0,78.5,Mensual,Pro,0
CLI-00587,8.0,285.02,1,44.0,93.1,Anual,Pro,0
CLI-00588,2.0,1811.58,1,0.0,57.5,Mensual,Pro,0
CLI-00589,1.0,1770.22,1,1.0,28.2,Mensual,Starter,0
CLI-00590,27.0,1352.29,2,8.0,72.2,Anual,Starter,0
CLI-00591,51.0,458.68,1,60.0,80.8,Mensual,Business,1
CLI-00592,24.0,1464.41,2,22.0,63.3,Anual,Pro,0
CLI-00593,23.0,1909.69,1,5.0,57.1,Mensual,Pro,0
CLI-00594,46.0,830.28,3,5.0,64.4,Anual,Starter,0
CLI-00595,36.0,482.81,1,4.0,100.0,Mensual,Pro,0
CLI-00596,14.0,1271.01,0,0.0,76.8,Anual,Pro,0
CLI-00597,22.0,930.22,1,2.0,53.8,Mensual,Starter,0
CLI-00598,28.0,821.5,0,10.0,73.7,Mensual,Starter,0
CLI-00599,17.0,474.73,0,21.0,37.5,Mensual,Starter,1
CLI-00600,15.0,932.26,1,16.0,74.9,Anual,Starter,0
CLI-00601,7.0,401.12,2,3.0,27.0,Anual,Starter,0
CLI-00602,25.0,802.67,0,17.0,38.5,Mensual,Starter,0
CLI-00603,7.0,455.1,2,33.0,80.5,Anual,Business,0
CLI-00604,57.0,1672.38,0,21.0,40.4,Mensual,Pro,0
CLI-00605,20.0,1550.54,0,25.0,72.3,Mensual,Pro,1
CLI-00606,4.0,316.94,3,59.0,72.0,Anual,Starter,1
CLI-00607,23.0,696.75,3,5.0,52.7,Mensual,Business,0
CLI-00608,5.0,638.97,2,2.0,26.5,Mensual,Business,1
CLI-00609,24.0,306.71,4,40.0,58.6,Anual,Pro,0
CLI-00610,3.0,281.69,0,21.0,38.3,Mensual,Starter,0
CLI-00611,12.0,1605.79,0,6.0,64.8,Mensual,Business,0
CLI-00612,26.0,797.76,2,4.0,32.5,Mensual,Business,0
CLI-00613,15.0,285.52,1,24.0,53.1,Mensual,Business,0
CLI-00614,14.0,457.38,0,25.0,54.7,Mensual,Business,0
CLI-00615,11.0,903.3,0,31.0,50.5,Anual,Business,0
CLI-00616,24.0,1086.81,2,5.0,36.1,Mensual,Business,0
CLI-00617,50.0,1019.86,1,6.0,83.5,Mensual,Pro,0
CLI-00618,17.0,370.96,1,0.0,82.5,Mensual,Starter,0
CLI-00619,4.0,1881.64,2,12.0,64.0,Mensual,Starter,0
CLI-00620,31.0,652.42,0,29.0,94.5,Mensual,Starter,0
CLI-00621,13.0,1005.85,0,9.0,47.4,Mensual,Pro,1
CLI-00622,13.0,396.87,2,18.0,26.5,Mensual,Pro,0
CLI-00623,10.0,657.46,4,37.0,61.2,Mensual,Starter,1
CLI-00624,39.0,607.74,1,14.0,37.4,Anual,Pro,0
CLI-00625,16.0,312.08,1,1.0,46.5,Mensual,Business,0
CLI-00626,19.0,1225.3,1,2.0,98.1,Anual,Business,0
CLI-00627,22.0,1106.02,3,34.0,54.2,Anual,Pro,0
CLI-00628,4.0,203.48,1,20.0,41.5,Mensual,Business,1
CLI-00629,7.0,677.51,0,0.0,49.0,Mensual,Pro,0
CLI-00630,3.0,600.79,1,9.0,70.7,Anual,Pro,0
CLI-00631,14.0,1013.96,1,8.0,91.2,Mensual,Business,0
CLI-00632,5.0,1099.67,0,11.0,54.8,Mensual,Starter,0
CLI-00633,9.0,486.27,1,18.0,65.3,Mensual,Business,0
CLI-00634,19.0,646.18,3,26.0,47.0,Anual,Starter,0
CLI-00635,16.0,456.23,0,44.0,100.0,Mensual,Business,0
CLI-00636,25.0,933.84,0,21.0,41.8,Anual,Pro,0
CLI-00637,47.0,408.92,0,17.0,77.1,Mensual,Business,0
CLI-00638,19.0,1695.49,0,21.0,63.8,Anual,Starter,0
CLI-00639,7.0,635.13,1,41.0,29.2,Anual,Pro,0
CLI-00640,20.0,641.24,1,7.0,50.8,Mensual,Starter,0
CLI-00641,34.0,563.48,1,20.0,45.6,Mensual,Business,0
CLI-00642,60.0,1412.26,3,1.0,50.7,Anual,Starter,0
CLI-00643,19.0,884.44,3,10.0,100.0,Mensual,Pro,0
CLI-00644,10.0,171.43,1,10.0,44.4,Anual,Pro,0
CLI-00645,14.0,1043.95,1,12.0,83.9,Mensual,Business,0
CLI-00646,10.0,1063.87,1,13.0,57.9,Anual,Starter,0
CLI-00647,11.0,593.87,0,6.0,53.3,Mensual,Pro,0
CLI-00648,11.0,1351.67,2,18.0,23.4,Mensual,Business,0
CLI-00649,5.0,399.7,3,39.0,66.9,Mensual,Starter,0
CLI-00650,24.0,360.63,1,22.0,89.6,Mensual,Starter,0
CLI-00651,1.0,1060.47,0,4.0,71.1,Mensual,Business,0
CLI-00652,12.0,1161.31,1,11.0,78.8,Mensual,Pro,0
CLI-00653,7.0,1948.95,0,5.0,53.9,Anual,Pro,0
CLI-00654,12.0,621.64,2,26.0,41.0,Mensual,Starter,0
CLI-00655,23.0,1153.23,1,52.0,85.5,Mensual,Business,0
CLI-00656,11.0,680.65,2,58.0,52.5,Mensual,Business,1
CLI-00657,17.0,472.55,1,14.0,62.2,Mensual,Starter,0
CLI-00658,25.0,1003.76,1,0.0,90.7,Anual,Starter,0
CLI-00659,8.0,664.62,1,18.0,58.0,Mensual,Pro,0
CLI-00660,9.0,1024.32,0,6.0,43.5,Mensual,Pro,0
CLI-00661,21.0,1227.9,2,27.0,56.8,Anual,Pro,0
CLI-00662,10.0,970.43,0,39.0,86.2,Anual,Starter,0
CLI-00663,15.0,153.98,0,13.0,19.3,Anual,Business,0
CLI-00664,15.0,1080.21,0,21.0,52.2,Mensual,Starter,0
CLI-00665,21.0,1010.15,0,5.0,79.6,Mensual,Business,0
CLI-00666,10.0,433.97,0,5.0,48.3,Anual,Starter,0
CLI-00667,8.0,407.58,1,17.0,84.3,Mensual,Business,0
CLI-00668,13.0,773.44,1,10.0,33.6,Anual,Pro,0
CLI-00669,23.0,664.07,1,10.0,81.5,Mensual,Starter,0
CLI-00670,5.0,1484.44,0,5.0,64.3,Mensual,Starter,0
CLI-00671,2.0,944.7,0,14.0,55.4,Mensual,Business,0
CLI-00672,8.0,609.14,1,1.0,60.0,Anual,Pro,0
CLI-00673,17.0,824.51,0,3.0,66.9,Mensual,Business,0
CLI-00674,9.0,655.96,3,9.0,41.7,Mensual,Starter,0
CLI-00675,42.0,404.76,0,3.0,76.8,Mensual,Starter,0
CLI-00676,11.0,471.31,1,8.0,62.6,Anual,Pro,0
CLI-00677,6.0,827.8,2,1.0,61.8,Mensual,Pro,0
CLI-00678,24.0,316.65,2,29.0,48.8,Mensual,Starter,0
CLI-00679,27.0,745.25,1,15.0,86.9,Mensual,Pro,0
CLI-00680,19.0,841.71,1,12.0,78.3,Anual,Pro,0
CLI-00681,1.0,533.19,2,13.0,50.8,Mensual,Starter,0
CLI-00682,15.0,1677.97,1,22.0,65.6,Anual,Starter,0
CLI-00683,5.0,418.09,3,2.0,93.9,Mensual,Starter,0
CLI-00684,2.0,1058.05,1,12.0,56.2,Mensual,Starter,0
CLI-00685,18.0,336.15,0,2.0,61.1,Mensual,Starter,0
CLI-00686,11.0,1058.6,3,71.0,75.7,Anual,Pro,0
CLI-00687,7.0,501.48,2,5.0,37.5,Anual,Starter,0
CLI-00688,37.0,239.06,1,44.0,57.2,Mensual,Pro,0
CLI-00689,31.0,1008.92,0,22.0,57.1,Mensual,Starter,0
CLI-00690,18.0,1262.0,1,1.0,57.3,Mensual,Business,0
CLI-00691,29.0,1167.84,2,22.0,53.1,Anual,Starter,0
CLI-00692,27.0,319.6,0,38.0,100.0,Mensual,Pro,0
CLI-00693,3.0,1728.18,2,32.0,72.3,Mensual,Pro,0
CLI-00694,7.0,870.0,0,6.0,58.8,Mensual,Pro,0
CLI-00695,10.0,796.92,0,11.0,90.6,Mensual,Pro,0
CLI-00696,41.0,457.41,2,18.0,53.4,Mensual,Pro,0
CLI-00697,16.0,358.52,1,22.0,53.8,Anual,Starter,0
CLI-00698,25.0,393.23,1,35.0,63.5,Anual,Pro,0
CLI-00699,18.0,453.87,1,32.0,26.8,Mensual,Pro,1
CLI-00700,19.0,1297.53,3,71.0,68.8,Mensual,Business,1
CLI-00701,5.0,723.9,2,34.0,36.9,Mensual,Pro,0
CLI-00702,27.0,766.32,1,1.0,65.9,Mensual,Pro,0
CLI-00703,23.0,643.47,1,13.0,65.5,Mensual,Pro,0
CLI-00704,28.0,598.77,1,3.0,60.2,Mensual,Business,0
CLI-00705,50.0,538.06,2,65.0,61.8,Mensual,Starter,0
CLI-00706,1.0,883.11,2,29.0,91.0,Mensual,Starter,0
CLI-00707,21.0,359.76,1,3.0,39.8,Mensual,Pro,0
CLI-00708,31.0,1699.8,0,2.0,64.6,Mensual,Starter,0
CLI-00709,41.0,659.58,0,11.0,60.8,Anual,Starter,0
CLI-00710,11.0,960.35,4,48.0,53.8,Mensual,Pro,1
CLI-00711,7.0,974.55,1,25.0,43.3,Mensual,Pro,1
CLI-00712,9.0,1234.2,0,5.0,50.0,Mensual,Starter,0
CLI-00713,6.0,256.19,0,6.0,63.0,Mensual,Starter,0
CLI-00714,6.0,63.32,0,38.0,79.9,Mensual,Pro,0
CLI-00715,5.0,420.65,0,68.0,17.9,Mensual,Pro,1
CLI-00716,60.0,2044.39,0,6.0,66.2,Anual,Starter,0
CLI-00717,41.0,890.97,1,40.0,76.2,Mensual,Starter,0
CLI-00718,10.0,442.59,0,19.0,72.0,Mensual,Pro,0
CLI-00719,60.0,869.46,1,7.0,59.2,Mensual,Starter,0
CLI-00720,27.0,1425.26,1,1.0,58.0,Mensual,Pro,0
CLI-00721,17.0,1088.07,0,2.0,85.1,Mensual,Pro,0
CLI-00722,22.0,1672.65,2,13.0,72.0,Anual,Starter,0
CLI-00723,8.0,896.7,0,2.0,40.0,Mensual,Starter,0
CLI-00724,10.0,927.25,0,61.0,10.7,Mensual,Starter,0
CLI-00725,19.0,1520.82,2,32.0,43.9,Mensual,Starter,0
CLI-00726,3.0,1194.69,2,21.0,64.9,Mensual,Starter,0
CLI-00727,21.0,1008.4,0,14.0,45.8,Anual,Pro,0
CLI-00728,20.0,705.87,2,2.0,82.0,Mensual,Pro,0
CLI-00729,18.0,411.46,1,71.0,48.6,Mensual,Business,0
CLI-00730,12.0,764.89,0,24.0,84.5,Mensual,Business,0
CLI-00731,15.0,391.7,0,6.0,50.6,Mensual,Pro,0
CLI-00732,13.0,767.7,1,9.0,44.8,Mensual,Business,0
CLI-00733,19.0,1543.13,3,10.0,57.5,Mensual,Starter,1
CLI-00734,18.0,1162.92,1,10.0,66.7,Mensual,Starter,0
CLI-00735,7.0,274.95,1,13.0,95.6,Anual,Starter,0
CLI-00736,19.0,504.97,0,6.0,48.7,Mensual,Starter,0
CLI-00737,31.0,1572.71,0,13.0,57.6,Mensual,Pro,0
CLI-00738,19.0,586.72,0,15.0,67.4,Anual,Pro,0
CLI-00739,21.0,2048.94,1,19.0,63.2,Mensual,Pro,0
CLI-00740,31.0,203.11,2,3.0,39.8,Mensual,Pro,0
CLI-00741,31.0,917.57,3,4.0,65.6,Mensual,Pro,0
CLI-00742,9.0,914.94,0,85.0,39.3,Anual,Pro,0
CLI-00743,8.0,178.35,0,42.0,55.1,Mensual,Starter,1
CLI-00744,9.0,260.41,0,14.0,20.4,Mensual,Starter,0
CLI-00745,11.0,962.16,0,6.0,50.0,Mensual,Starter,0
CLI-00746,25.0,921.39,0,0.0,74.4,Mensual,Pro,0
CLI-00747,52.0,668.41,2,12.0,68.0,Mensual,Business,0
CLI-00748,5.0,580.36,0,4.0,45.0,Mensual,Business,0
CLI-00749,39.0,573.12,1,2.0,50.3,Mensual,Starter,0
CLI-00750,6.0,1622.09,1,5.0,57.1,Mensual,Starter,0
CLI-00751,16.0,425.19,2,26.0,77.9,Mensual,Starter,0
CLI-00752,12.0,412.3,2,9.0,73.0,Mensual,Business,0
CLI-00753,4.0,1065.36,1,17.0,68.7,Mensual,Pro,0
CLI-00754,14.0,458.05,1,7.0,62.8,Mensual,Business,0
CLI-00755,11.0,1682.38,1,68.0,42.9,Anual,Starter,0
CLI-00756,12.0,822.08,1,10.0,40.8,Anual,Starter,0
CLI-00757,27.0,321.61,3,6.0,75.0,Mensual,Business,0
CLI-00758,21.0,1459.89,2,29.0,73.4,Anual,Starter,0
CLI-00759,28.0,747.79,2,2.0,92.8,Mensual,Business,0
CLI-00760,26.0,1398.65,0,1.0,35.6,Mensual,Starter,0
CLI-00761,14.0,2008.3,0,15.0,26.1,Mensual,Pro,0
CLI-00762,32.0,992.09,0,40.0,28.2,Mensual,Pro,0
CLI-00763,5.0,1325.37,0,5.0,76.3,Anual,Starter,0
CLI-00764,23.0,644.42,2,6.0,54.0,Mensual,Pro,0
CLI-00765,22.0,838.14,2,4.0,22.1,Anual,Starter,0
CLI-00766,23.0,393.39,2,0.0,69.2,Mensual,Business,0
CLI-00767,34.0,777.22,2,3.0,81.8,Mensual,Business,0
CLI-00768,17.0,1116.52,2,28.0,18.0,Mensual,Starter,0
CLI-00769,7.0,2142.55,2,7.0,71.2,Mensual,Starter,0
CLI-00770,14.0,509.98,1,42.0,91.8,Anual,Starter,0
CLI-00771,11.0,603.7,0,41.0,36.4,Mensual,Pro,0
CLI-00772,19.0,1153.57,0,7.0,100.0,Anual,Starter,0
CLI-00773,9.0,1459.52,2,10.0,89.0,Mensual,Business,0
CLI-00774,15.0,825.3,2,6.0,80.4,Mensual,Starter,0
CLI-00775,24.0,270.18,1,51.0,63.4,Mensual,Pro,0
CLI-00776,39.0,651.73,0,19.0,85.6,Mensual,Starter,0
