evento_id,oportunidad_id,etapa,fecha_evento,vendedor_id
EVO-002899,OPP-001170,propuesta,2025-06-01,VEN-005
EVO-002900,OPP-001173,calificado,2025-06-01,VEN-008
EVO-002901,OPP-001141,contactado,2025-06-02,VEN-009
EVO-002902,OPP-001146,calificado,2025-06-02,VEN-012
EVO-002903,OPP-001149,contactado,2025-06-02,VEN-002
EVO-002904,OPP-001150,contactado,2025-06-02,VEN-004
EVO-002905,OPP-001157,calificado,2025-06-02,VEN-004
EVO-002906,OPP-001163,calificado,2025-06-02,VEN-004
EVO-002907,OPP-001175,calificado,2025-06-02,VEN-003
EVO-002908,OPP-001177,calificado,2025-06-02,VEN-011
EVO-002909,OPP-001190,lead,2025-06-02,VEN-010
EVO-002910,OPP-001195,lead,2025-06-02,VEN-009
EVO-002911,OPP-001199,lead,2025-06-02,VEN-011
EVO-002912,OPP-001201,lead,2025-06-02,VEN-003
EVO-002913,OPP-001202,lead,2025-06-02,VEN-001
EVO-002914,OPP-001202,contactado,2025-06-02,VEN-001
EVO-002915,OPP-001204,lead,2025-06-02,VEN-001
EVO-002916,OPP-001206,lead,2025-06-02,VEN-009
EVO-002917,OPP-001214,lead,2025-06-02,VEN-007
EVO-002918,OPP-001215,lead,2025-06-02,VEN-005
EVO-002919,OPP-001217,lead,2025-06-02,VEN-006
EVO-002920,OPP-001221,lead,2025-06-02,VEN-005
EVO-002921,OPP-001223,lead,2025-06-02,VEN-011
EVO-002922,OPP-001231,lead,2025-06-02,VEN-011
EVO-002923,OPP-001236,lead,2025-06-02,VEN-006
EVO-002924,OPP-001237,lead,2025-06-02,VEN-005
EVO-002925,OPP-001151,propuesta,2025-06-03,VEN-001
EVO-002926,OPP-001194,lead,2025-06-03,VEN-010
EVO-002927,OPP-001202,calificado,2025-06-03,VEN-001
EVO-002928,OPP-001207,lead,2025-06-03,VEN-006
EVO-002929,OPP-001207,contactado,2025-06-03,VEN-006
EVO-002930,OPP-001209,lead,2025-06-03,VEN-007
EVO-002931,OPP-001210,lead,2025-06-03,VEN-004
EVO-002932,OPP-001214,contactado,2025-06-03,VEN-007
EVO-002933,OPP-001220,lead,2025-06-03,VEN-010
EVO-002934,OPP-001234,lead,2025-06-03,VEN-006
EVO-002935,OPP-001234,contactado,2025-06-03,VEN-006
EVO-002936,OPP-001236,contactado,2025-06-03,VEN-006
EVO-002937,OPP-001143,propuesta,2025-06-04,VEN-004
EVO-002938,OPP-001146,propuesta,2025-06-04,VEN-012
EVO-002939,OPP-001189,lead,2025-06-04,VEN-010
EVO-002940,OPP-001192,lead,2025-06-04,VEN-010
EVO-002941,OPP-001192,contactado,2025-06-04,VEN-010
EVO-002942,OPP-001197,lead,2025-06-04,VEN-012
EVO-002943,OPP-001200,lead,2025-06-04,VEN-011
EVO-002944,OPP-001201,contactado,2025-06-04,VEN-003
EVO-002945,OPP-001208,lead,2025-06-04,VEN-011
EVO-002946,OPP-001209,contactado,2025-06-04,VEN-007
EVO-002947,OPP-001209,calificado,2025-06-04,VEN-007
EVO-002948,OPP-001211,lead,2025-06-04,VEN-008
EVO-002949,OPP-001212,lead,2025-06-04,VEN-003
EVO-002950,OPP-001212,contactado,2025-06-04,VEN-003
EVO-002951,OPP-001217,contactado,2025-06-04,VEN-006
EVO-002952,OPP-001222,lead,2025-06-04,VEN-007
EVO-002953,OPP-001222,contactado,2025-06-04,VEN-007
EVO-002954,OPP-001223,contactado,2025-06-04,VEN-011
EVO-002955,OPP-001224,lead,2025-06-04,VEN-009
EVO-002956,OPP-001225,lead,2025-06-04,VEN-010
EVO-002957,OPP-001225,contactado,2025-06-04,VEN-010
EVO-002958,OPP-001226,lead,2025-06-04,VEN-011
EVO-002959,OPP-001232,lead,2025-06-04,VEN-009
EVO-002960,OPP-001233,lead,2025-06-04,VEN-010
EVO-002961,OPP-001235,lead,2025-06-04,VEN-001
EVO-002962,OPP-001188,lead,2025-06-05,VEN-012
EVO-002963,OPP-001191,lead,2025-06-05,VEN-010
EVO-002964,OPP-001193,lead,2025-06-05,VEN-005
EVO-002965,OPP-001195,contactado,2025-06-05,VEN-009
EVO-002966,OPP-001196,lead,2025-06-05,VEN-011
EVO-002967,OPP-001203,lead,2025-06-05,VEN-006
EVO-002968,OPP-001204,contactado,2025-06-05,VEN-001
EVO-002969,OPP-001210,contactado,2025-06-05,VEN-004
EVO-002970,OPP-001211,contactado,2025-06-05,VEN-008
EVO-002971,OPP-001212,calificado,2025-06-05,VEN-003
EVO-002972,OPP-001220,contactado,2025-06-05,VEN-010
EVO-002973,OPP-001220,calificado,2025-06-05,VEN-010
EVO-002974,OPP-001220,propuesta,2025-06-05,VEN-010
EVO-002975,OPP-001221,contactado,2025-06-05,VEN-005
EVO-002976,OPP-001227,lead,2025-06-05,VEN-009
EVO-002977,OPP-001228,lead,2025-06-05,VEN-009
EVO-002978,OPP-001228,contactado,2025-06-05,VEN-009
EVO-002979,OPP-001230,lead,2025-06-05,VEN-005
EVO-002980,OPP-001231,contactado,2025-06-05,VEN-011
EVO-002981,OPP-001143,cierre,2025-06-06,VEN-004
EVO-002982,OPP-001189,contactado,2025-06-06,VEN-010
EVO-002983,OPP-001192,calificado,2025-06-06,VEN-010
EVO-002984,OPP-001197,contactado,2025-06-06,VEN-012
EVO-002985,OPP-001198,lead,2025-06-06,VEN-006
EVO-002986,OPP-001203,contactado,2025-06-06,VEN-006
EVO-002987,OPP-001205,lead,2025-06-06,VEN-004
EVO-002988,OPP-001208,contactado,2025-06-06,VEN-011
EVO-002989,OPP-001213,lead,2025-06-06,VEN-005
EVO-002990,OPP-001213,contactado,2025-06-06,VEN-005
EVO-002991,OPP-001216,lead,2025-06-06,VEN-011
EVO-002992,OPP-001218,lead,2025-06-06,VEN-011
EVO-002993,OPP-001219,lead,2025-06-06,VEN-012
EVO-002994,OPP-001219,contactado,2025-06-06,VEN-012
EVO-002995,OPP-001227,contactado,2025-06-06,VEN-009
EVO-002996,OPP-001229,lead,2025-06-06,VEN-006
EVO-002997,OPP-001188,contactado,2025-06-07,VEN-012
EVO-002998,OPP-001191,contactado,2025-06-07,VEN-010
EVO-002999,OPP-001195,calificado,2025-06-07,VEN-009
EVO-003000,OPP-001203,calificado,2025-06-07,VEN-006
EVO-003001,OPP-001210,calificado,2025-06-07,VEN-004
EVO-003002,OPP-001221,calificado,2025-06-07,VEN-005
EVO-003003,OPP-001224,contactado,2025-06-07,VEN-009
EVO-003004,OPP-001227,calificado,2025-06-07,VEN-009
EVO-003005,OPP-001230,contactado,2025-06-07,VEN-005
EVO-003006,OPP-001232,contactado,2025-06-07,VEN-009
EVO-003007,OPP-001193,contactado,2025-06-08,VEN-005
EVO-003008,OPP-001219,calificado,2025-06-08,VEN-012
EVO-003009,OPP-001231,calificado,2025-06-08,VEN-011
EVO-003010,OPP-001231,propuesta,2025-06-08,VEN-011
EVO-003011,OPP-001232,calificado,2025-06-08,VEN-009
EVO-003012,OPP-001232,propuesta,2025-06-08,VEN-009
EVO-003013,OPP-001197,calificado,2025-06-09,VEN-012
EVO-003014,OPP-001216,contactado,2025-06-09,VEN-011
EVO-003015,OPP-001218,contactado,2025-06-09,VEN-011
EVO-003016,OPP-001227,propuesta,2025-06-09,VEN-009
EVO-003017,OPP-001242,lead,2025-06-09,VEN-010
EVO-003018,OPP-001251,lead,2025-06-09,VEN-005
EVO-003019,OPP-001266,lead,2025-06-09,VEN-007
EVO-003020,OPP-001278,lead,2025-06-09,VEN-011
EVO-003021,OPP-001278,contactado,2025-06-09,VEN-011
EVO-003022,OPP-001279,lead,2025-06-09,VEN-008
EVO-003023,OPP-001288,lead,2025-06-09,VEN-002
EVO-003024,OPP-001290,lead,2025-06-09,VEN-011
EVO-003025,OPP-001293,lead,2025-06-09,VEN-009
EVO-003026,OPP-001193,calificado,2025-06-10,VEN-005
EVO-003027,OPP-001219,propuesta,2025-06-10,VEN-012
EVO-003028,OPP-001242,contactado,2025-06-10,VEN-010
EVO-003029,OPP-001243,lead,2025-06-10,VEN-004
EVO-003030,OPP-001251,contactado,2025-06-10,VEN-005
EVO-003031,OPP-001251,calificado,2025-06-10,VEN-005
EVO-003032,OPP-001261,lead,2025-06-10,VEN-009
EVO-003033,OPP-001272,lead,2025-06-10,VEN-009
EVO-003034,OPP-001273,lead,2025-06-10,VEN-002
EVO-003035,OPP-001277,lead,2025-06-10,VEN-001
EVO-003036,OPP-001278,calificado,2025-06-10,VEN-011
EVO-003037,OPP-001280,lead,2025-06-10,VEN-009
EVO-003038,OPP-001283,lead,2025-06-10,VEN-009
EVO-003039,OPP-001288,contactado,2025-06-10,VEN-002
EVO-003040,OPP-001289,lead,2025-06-10,VEN-007
EVO-003041,OPP-001197,propuesta,2025-06-11,VEN-012
EVO-003042,OPP-001238,lead,2025-06-11,VEN-005
EVO-003043,OPP-001239,lead,2025-06-11,VEN-008
EVO-003044,OPP-001239,contactado,2025-06-11,VEN-008
EVO-003045,OPP-001239,calificado,2025-06-11,VEN-008
EVO-003046,OPP-001240,lead,2025-06-11,VEN-012
EVO-003047,OPP-001241,lead,2025-06-11,VEN-003
EVO-003048,OPP-001242,calificado,2025-06-11,VEN-010
EVO-003049,OPP-001244,lead,2025-06-11,VEN-005
EVO-003050,OPP-001246,lead,2025-06-11,VEN-003
EVO-003051,OPP-001248,lead,2025-06-11,VEN-012
EVO-003052,OPP-001255,lead,2025-06-11,VEN-004
EVO-003053,OPP-001260,lead,2025-06-11,VEN-012
EVO-003054,OPP-001260,contactado,2025-06-11,VEN-012
EVO-003055,OPP-001270,lead,2025-06-11,VEN-009
EVO-003056,OPP-001270,contactado,2025-06-11,VEN-009
EVO-003057,OPP-001272,contactado,2025-06-11,VEN-009
EVO-003058,OPP-001274,lead,2025-06-11,VEN-012
EVO-003059,OPP-001275,lead,2025-06-11,VEN-009
EVO-003060,OPP-001276,lead,2025-06-11,VEN-007
EVO-003061,OPP-001277,contactado,2025-06-11,VEN-001
EVO-003062,OPP-001279,contactado,2025-06-11,VEN-008
EVO-003063,OPP-001284,lead,2025-06-11,VEN-011
EVO-003064,OPP-001285,lead,2025-06-11,VEN-012
EVO-003065,OPP-001286,lead,2025-06-11,VEN-012
EVO-003066,OPP-001290,contactado,2025-06-11,VEN-011
EVO-003067,OPP-001293,contactado,2025-06-11,VEN-009
EVO-003068,OPP-001293,calificado,2025-06-11,VEN-009
EVO-003069,OPP-001294,lead,2025-06-11,VEN-002
EVO-003070,OPP-001216,calificado,2025-06-12,VEN-011
EVO-003071,OPP-001247,lead,2025-06-12,VEN-006
EVO-003072,OPP-001251,propuesta,2025-06-12,VEN-005
EVO-003073,OPP-001252,lead,2025-06-12,VEN-001
EVO-003074,OPP-001252,contactado,2025-06-12,VEN-001
EVO-003075,OPP-001253,lead,2025-06-12,VEN-008
EVO-003076,OPP-001253,contactado,2025-06-12,VEN-008
EVO-003077,OPP-001256,lead,2025-06-12,VEN-011
EVO-003078,OPP-001258,lead,2025-06-12,VEN-009
EVO-003079,OPP-001259,lead,2025-06-12,VEN-003
EVO-003080,OPP-001262,lead,2025-06-12,VEN-004
EVO-003081,OPP-001264,lead,2025-06-12,VEN-007
EVO-003082,OPP-001268,lead,2025-06-12,VEN-008
EVO-003083,OPP-001269,lead,2025-06-12,VEN-008
EVO-003084,OPP-001269,contactado,2025-06-12,VEN-008
EVO-003085,OPP-001269,calificado,2025-06-12,VEN-008
EVO-003086,OPP-001269,propuesta,2025-06-12,VEN-008
EVO-003087,OPP-001271,lead,2025-06-12,VEN-004
EVO-003088,OPP-001272,calificado,2025-06-12,VEN-009
EVO-003089,OPP-001275,contactado,2025-06-12,VEN-009
EVO-003090,OPP-001279,calificado,2025-06-12,VEN-008
EVO-003091,OPP-001287,lead,2025-06-12,VEN-009
EVO-003092,OPP-001288,calificado,2025-06-12,VEN-002
EVO-003093,OPP-001291,lead,2025-06-12,VEN-007
EVO-003094,OPP-001238,contactado,2025-06-13,VEN-005
EVO-003095,OPP-001238,calificado,2025-06-13,VEN-005
EVO-003096,OPP-001240,contactado,2025-06-13,VEN-012
EVO-003097,OPP-001240,calificado,2025-06-13,VEN-012
EVO-003098,OPP-001240,propuesta,2025-06-13,VEN-012
EVO-003099,OPP-001241,contactado,2025-06-13,VEN-003
EVO-003100,OPP-001245,lead,2025-06-13,VEN-001
EVO-003101,OPP-001246,contactado,2025-06-13,VEN-003
EVO-003102,OPP-001249,lead,2025-06-13,VEN-008
EVO-003103,OPP-001250,lead,2025-06-13,VEN-004
EVO-003104,OPP-001254,lead,2025-06-13,VEN-003
EVO-003105,OPP-001257,lead,2025-06-13,VEN-007
EVO-003106,OPP-001257,contactado,2025-06-13,VEN-007
EVO-003107,OPP-001258,contactado,2025-06-13,VEN-009
EVO-003108,OPP-001261,contactado,2025-06-13,VEN-009
EVO-003109,OPP-001263,lead,2025-06-13,VEN-002
EVO-003110,OPP-001265,lead,2025-06-13,VEN-012
EVO-003111,OPP-001267,lead,2025-06-13,VEN-007
EVO-003112,OPP-001272,propuesta,2025-06-13,VEN-009
EVO-003113,OPP-001273,contactado,2025-06-13,VEN-002
EVO-003114,OPP-001280,contactado,2025-06-13,VEN-009
EVO-003115,OPP-001281,lead,2025-06-13,VEN-002
EVO-003116,OPP-001282,lead,2025-06-13,VEN-005
EVO-003117,OPP-001284,contactado,2025-06-13,VEN-011
EVO-003118,OPP-001289,contactado,2025-06-13,VEN-007
EVO-003119,OPP-001292,lead,2025-06-13,VEN-012
EVO-003120,OPP-001238,propuesta,2025-06-14,VEN-005
EVO-003121,OPP-001239,propuesta,2025-06-14,VEN-008
EVO-003122,OPP-001246,calificado,2025-06-14,VEN-003
EVO-003123,OPP-001249,contactado,2025-06-14,VEN-008
EVO-003124,OPP-001259,contactado,2025-06-14,VEN-003
EVO-003125,OPP-001260,calificado,2025-06-14,VEN-012
EVO-003126,OPP-001261,calificado,2025-06-14,VEN-009
EVO-003127,OPP-001261,propuesta,2025-06-14,VEN-009
EVO-003128,OPP-001263,contactado,2025-06-14,VEN-002
EVO-003129,OPP-001265,contactado,2025-06-14,VEN-012
EVO-003130,OPP-001273,calificado,2025-06-14,VEN-002
EVO-003131,OPP-001277,calificado,2025-06-14,VEN-001
EVO-003132,OPP-001285,contactado,2025-06-14,VEN-012
EVO-003133,OPP-001285,calificado,2025-06-14,VEN-012
EVO-003134,OPP-001288,propuesta,2025-06-14,VEN-002
EVO-003135,OPP-001292,contactado,2025-06-14,VEN-012
EVO-003136,OPP-001294,contactado,2025-06-14,VEN-002
EVO-003137,OPP-001245,contactado,2025-06-15,VEN-001
EVO-003138,OPP-001246,propuesta,2025-06-15,VEN-003
EVO-003139,OPP-001256,contactado,2025-06-15,VEN-011
EVO-003140,OPP-001258,calificado,2025-06-15,VEN-009
EVO-003141,OPP-001264,contactado,2025-06-15,VEN-007
EVO-003142,OPP-001241,calificado,2025-06-16,VEN-003
EVO-003143,OPP-001245,calificado,2025-06-16,VEN-001
EVO-003144,OPP-001257,calificado,2025-06-16,VEN-007
EVO-003145,OPP-001263,calificado,2025-06-16,VEN-002
EVO-003146,OPP-001264,calificado,2025-06-16,VEN-007
EVO-003147,OPP-001267,contactado,2025-06-16,VEN-007
EVO-003148,OPP-001272,cierre,2025-06-16,VEN-009
EVO-003149,OPP-001273,propuesta,2025-06-16,VEN-002
EVO-003150,OPP-001277,propuesta,2025-06-16,VEN-001
EVO-003151,OPP-001281,contactado,2025-06-16,VEN-002
EVO-003152,OPP-001297,lead,2025-06-16,VEN-006
EVO-003153,OPP-001299,lead,2025-06-16,VEN-012
EVO-003154,OPP-001303,lead,2025-06-16,VEN-010
EVO-003155,OPP-001306,lead,2025-06-16,VEN-012
EVO-003156,OPP-001309,lead,2025-06-16,VEN-007
EVO-003157,OPP-001310,lead,2025-06-16,VEN-008
EVO-003158,OPP-001315,lead,2025-06-16,VEN-009
EVO-003159,OPP-001317,lead,2025-06-16,VEN-001
EVO-003160,OPP-001319,lead,2025-06-16,VEN-007
EVO-003161,OPP-001319,contactado,2025-06-16,VEN-007
EVO-003162,OPP-001339,lead,2025-06-16,VEN-008
EVO-003163,OPP-001348,lead,2025-06-16,VEN-008
EVO-003164,OPP-001350,lead,2025-06-16,VEN-005
EVO-003165,OPP-001350,contactado,2025-06-16,VEN-005
EVO-003166,OPP-001257,propuesta,2025-06-17,VEN-007
EVO-003167,OPP-001260,propuesta,2025-06-17,VEN-012
EVO-003168,OPP-001264,propuesta,2025-06-17,VEN-007
EVO-003169,OPP-001285,propuesta,2025-06-17,VEN-012
EVO-003170,OPP-001298,lead,2025-06-17,VEN-004
EVO-003171,OPP-001302,lead,2025-06-17,VEN-010
EVO-003172,OPP-001303,contactado,2025-06-17,VEN-010
EVO-003173,OPP-001305,lead,2025-06-17,VEN-006
EVO-003174,OPP-001306,contactado,2025-06-17,VEN-012
EVO-003175,OPP-001308,lead,2025-06-17,VEN-009
EVO-003176,OPP-001308,contactado,2025-06-17,VEN-009
EVO-003177,OPP-001315,contactado,2025-06-17,VEN-009
EVO-003178,OPP-001317,contactado,2025-06-17,VEN-001
EVO-003179,OPP-001317,calificado,2025-06-17,VEN-001
EVO-003180,OPP-001318,lead,2025-06-17,VEN-004
EVO-003181,OPP-001321,lead,2025-06-17,VEN-010
EVO-003182,OPP-001325,lead,2025-06-17,VEN-003
EVO-003183,OPP-001327,lead,2025-06-17,VEN-011
EVO-003184,OPP-001332,lead,2025-06-17,VEN-001
EVO-003185,OPP-001332,contactado,2025-06-17,VEN-001
EVO-003186,OPP-001337,lead,2025-06-17,VEN-011
EVO-003187,OPP-001344,lead,2025-06-17,VEN-006
EVO-003188,OPP-001345,lead,2025-06-17,VEN-002
EVO-003189,OPP-001348,contactado,2025-06-17,VEN-008
EVO-003190,OPP-001256,calificado,2025-06-18,VEN-011
EVO-003191,OPP-001258,propuesta,2025-06-18,VEN-009
EVO-003192,OPP-001297,contactado,2025-06-18,VEN-006
EVO-003193,OPP-001298,contactado,2025-06-18,VEN-004
EVO-003194,OPP-001301,lead,2025-06-18,VEN-002
EVO-003195,OPP-001303,calificado,2025-06-18,VEN-010
EVO-003196,OPP-001306,calificado,2025-06-18,VEN-012
EVO-003197,OPP-001311,lead,2025-06-18,VEN-012
EVO-003198,OPP-001312,lead,2025-06-18,VEN-010
EVO-003199,OPP-001314,lead,2025-06-18,VEN-001
EVO-003200,OPP-001314,contactado,2025-06-18,VEN-001
EVO-003201,OPP-001316,lead,2025-06-18,VEN-006
EVO-003202,OPP-001319,calificado,2025-06-18,VEN-007
EVO-003203,OPP-001328,lead,2025-06-18,VEN-012
EVO-003204,OPP-001331,lead,2025-06-18,VEN-008
EVO-003205,OPP-001334,lead,2025-06-18,VEN-011
EVO-003206,OPP-001341,lead,2025-06-18,VEN-001
EVO-003207,OPP-001346,lead,2025-06-18,VEN-009
EVO-003208,OPP-001306,propuesta,2025-06-19,VEN-012
EVO-003209,OPP-001307,lead,2025-06-19,VEN-008
EVO-003210,OPP-001310,contactado,2025-06-19,VEN-008
EVO-003211,OPP-001313,lead,2025-06-19,VEN-003
EVO-003212,OPP-001315,calificado,2025-06-19,VEN-009
EVO-003213,OPP-001321,contactado,2025-06-19,VEN-010
EVO-003214,OPP-001324,lead,2025-06-19,VEN-005
EVO-003215,OPP-001325,contactado,2025-06-19,VEN-003
EVO-003216,OPP-001326,lead,2025-06-19,VEN-006
EVO-003217,OPP-001328,contactado,2025-06-19,VEN-012
EVO-003218,OPP-001329,lead,2025-06-19,VEN-003
EVO-003219,OPP-001331,contactado,2025-06-19,VEN-008
EVO-003220,OPP-001333,lead,2025-06-19,VEN-001
EVO-003221,OPP-001333,contactado,2025-06-19,VEN-001
EVO-003222,OPP-001334,contactado,2025-06-19,VEN-011
EVO-003223,OPP-001340,lead,2025-06-19,VEN-001
EVO-003224,OPP-001347,lead,2025-06-19,VEN-004
EVO-003225,OPP-001349,lead,2025-06-19,VEN-006
EVO-003226,OPP-001258,cierre,2025-06-20,VEN-009
EVO-003227,OPP-001295,lead,2025-06-20,VEN-008
EVO-003228,OPP-001296,lead,2025-06-20,VEN-003
EVO-003229,OPP-001300,lead,2025-06-20,VEN-004
EVO-003230,OPP-001304,lead,2025-06-20,VEN-009
EVO-003231,OPP-001305,contactado,2025-06-20,VEN-006
EVO-003232,OPP-001307,contactado,2025-06-20,VEN-008
EVO-003233,OPP-001307,calificado,2025-06-20,VEN-008
EVO-003234,OPP-001307,propuesta,2025-06-20,VEN-008
EVO-003235,OPP-001308,calificado,2025-06-20,VEN-009
EVO-003236,OPP-001313,contactado,2025-06-20,VEN-003
EVO-003237,OPP-001316,contactado,2025-06-20,VEN-006
EVO-003238,OPP-001319,propuesta,2025-06-20,VEN-007
EVO-003239,OPP-001320,lead,2025-06-20,VEN-007
EVO-003240,OPP-001320,contactado,2025-06-20,VEN-007
EVO-003241,OPP-001321,calificado,2025-06-20,VEN-010
EVO-003242,OPP-001322,lead,2025-06-20,VEN-009
EVO-003243,OPP-001323,lead,2025-06-20,VEN-001
EVO-003244,OPP-001323,contactado,2025-06-20,VEN-001
EVO-003245,OPP-001326,contactado,2025-06-20,VEN-006
EVO-003246,OPP-001330,lead,2025-06-20,VEN-003
EVO-003247,OPP-001335,lead,2025-06-20,VEN-009
EVO-003248,OPP-001335,contactado,2025-06-20,VEN-009
EVO-003249,OPP-001336,lead,2025-06-20,VEN-003
EVO-003250,OPP-001337,contactado,2025-06-20,VEN-011
EVO-003251,OPP-001338,lead,2025-06-20,VEN-003
EVO-003252,OPP-001341,contactado,2025-06-20,VEN-001
EVO-003253,OPP-001342,lead,2025-06-20,VEN-002
EVO-003254,OPP-001343,lead,2025-06-20,VEN-009
EVO-003255,OPP-001344,contactado,2025-06-20,VEN-006
EVO-003256,OPP-001349,contactado,2025-06-20,VEN-006
EVO-003257,OPP-001303,propuesta,2025-06-21,VEN-010
EVO-003258,OPP-001306,cierre,2025-06-21,VEN-012
EVO-003259,OPP-001307,cierre,2025-06-21,VEN-008
EVO-003260,OPP-001312,contactado,2025-06-21,VEN-010
EVO-003261,OPP-001314,calificado,2025-06-21,VEN-001
EVO-003262,OPP-001316,calificado,2025-06-21,VEN-006
EVO-003263,OPP-001316,propuesta,2025-06-21,VEN-006
EVO-003264,OPP-001329,contactado,2025-06-21,VEN-003
EVO-003265,OPP-001331,calificado,2025-06-21,VEN-008
EVO-003266,OPP-001338,contactado,2025-06-21,VEN-003
EVO-003267,OPP-001346,contactado,2025-06-21,VEN-009
EVO-003268,OPP-001303,cierre,2025-06-22,VEN-010
EVO-003269,OPP-001305,calificado,2025-06-22,VEN-006
EVO-003270,OPP-001305,propuesta,2025-06-22,VEN-006
EVO-003271,OPP-001310,calificado,2025-06-22,VEN-008
EVO-003272,OPP-001314,propuesta,2025-06-22,VEN-001
EVO-003273,OPP-001326,calificado,2025-06-22,VEN-006
EVO-003274,OPP-001328,calificado,2025-06-22,VEN-012
EVO-003275,OPP-001328,propuesta,2025-06-22,VEN-012
EVO-003276,OPP-001328,cierre,2025-06-22,VEN-012
EVO-003277,OPP-001335,calificado,2025-06-22,VEN-009
EVO-003278,OPP-001336,contactado,2025-06-22,VEN-003
EVO-003279,OPP-001336,calificado,2025-06-22,VEN-003
EVO-003280,OPP-001338,calificado,2025-06-22,VEN-003
EVO-003281,OPP-001341,calificado,2025-06-22,VEN-001
EVO-003282,OPP-001343,contactado,2025-06-22,VEN-009
EVO-003283,OPP-001344,calificado,2025-06-22,VEN-006
EVO-003284,OPP-001300,contactado,2025-06-23,VEN-004
EVO-003285,OPP-001313,calificado,2025-06-23,VEN-003
EVO-003286,OPP-001314,cierre,2025-06-23,VEN-001
EVO-003287,OPP-001320,calificado,2025-06-23,VEN-007
EVO-003288,OPP-001322,contactado,2025-06-23,VEN-009
EVO-003289,OPP-001342,contactado,2025-06-23,VEN-002
EVO-003290,OPP-001346,calificado,2025-06-23,VEN-009
EVO-003291,OPP-001352,lead,2025-06-23,VEN-004
EVO-003292,OPP-001355,lead,2025-06-23,VEN-007
EVO-003293,OPP-001386,lead,2025-06-23,VEN-010
EVO-003294,OPP-001396,lead,2025-06-23,VEN-001
EVO-003295,OPP-001313,propuesta,2025-06-24,VEN-003
EVO-003296,OPP-001331,propuesta,2025-06-24,VEN-008
EVO-003297,OPP-001336,propuesta,2025-06-24,VEN-003
EVO-003298,OPP-001343,calificado,2025-06-24,VEN-009
EVO-003299,OPP-001352,contactado,2025-06-24,VEN-004
EVO-003300,OPP-001353,lead,2025-06-24,VEN-001
EVO-003301,OPP-001354,lead,2025-06-24,VEN-012
EVO-003302,OPP-001363,lead,2025-06-24,VEN-005
EVO-003303,OPP-001365,lead,2025-06-24,VEN-010
EVO-003304,OPP-001365,contactado,2025-06-24,VEN-010
EVO-003305,OPP-001365,calificado,2025-06-24,VEN-010
EVO-003306,OPP-001369,lead,2025-06-24,VEN-008
EVO-003307,OPP-001374,lead,2025-06-24,VEN-007
EVO-003308,OPP-001375,lead,2025-06-24,VEN-006
EVO-003309,OPP-001379,lead,2025-06-24,VEN-007
EVO-003310,OPP-001379,contactado,2025-06-24,VEN-007
EVO-003311,OPP-001381,lead,2025-06-24,VEN-006
EVO-003312,OPP-001388,lead,2025-06-24,VEN-009
EVO-003313,OPP-001389,lead,2025-06-24,VEN-009
EVO-003314,OPP-001391,lead,2025-06-24,VEN-009
EVO-003315,OPP-001393,lead,2025-06-24,VEN-004
EVO-003316,OPP-001395,lead,2025-06-24,VEN-012
EVO-003317,OPP-001331,cierre,2025-06-25,VEN-008
EVO-003318,OPP-001342,calificado,2025-06-25,VEN-002
EVO-003319,OPP-001358,lead,2025-06-25,VEN-009
EVO-003320,OPP-001359,lead,2025-06-25,VEN-011
EVO-003321,OPP-001360,lead,2025-06-25,VEN-007
EVO-003322,OPP-001360,contactado,2025-06-25,VEN-007
EVO-003323,OPP-001360,calificado,2025-06-25,VEN-007
EVO-003324,OPP-001361,lead,2025-06-25,VEN-009
EVO-003325,OPP-001362,lead,2025-06-25,VEN-007
EVO-003326,OPP-001364,lead,2025-06-25,VEN-002
EVO-003327,OPP-001367,lead,2025-06-25,VEN-001
EVO-003328,OPP-001369,contactado,2025-06-25,VEN-008
EVO-003329,OPP-001369,calificado,2025-06-25,VEN-008
EVO-003330,OPP-001370,lead,2025-06-25,VEN-007
EVO-003331,OPP-001375,contactado,2025-06-25,VEN-006
EVO-003332,OPP-001375,calificado,2025-06-25,VEN-006
EVO-003333,OPP-001376,lead,2025-06-25,VEN-006
EVO-003334,OPP-001376,contactado,2025-06-25,VEN-006
EVO-003335,OPP-001380,lead,2025-06-25,VEN-009
EVO-003336,OPP-001381,contactado,2025-06-25,VEN-006
EVO-003337,OPP-001381,calificado,2025-06-25,VEN-006
EVO-003338,OPP-001382,lead,2025-06-25,VEN-003
EVO-003339,OPP-001385,lead,2025-06-25,VEN-009
EVO-003340,OPP-001386,contactado,2025-06-25,VEN-010
EVO-003341,OPP-001387,lead,2025-06-25,VEN-003
EVO-003342,OPP-001387,contactado,2025-06-25,VEN-003
EVO-003343,OPP-001394,lead,2025-06-25,VEN-010
EVO-003344,OPP-001396,contactado,2025-06-25,VEN-001
EVO-003345,OPP-001320,propuesta,2025-06-26,VEN-007
EVO-003346,OPP-001322,calificado,2025-06-26,VEN-009
EVO-003347,OPP-001346,propuesta,2025-06-26,VEN-009
EVO-003348,OPP-001351,lead,2025-06-26,VEN-004
EVO-003349,OPP-001353,contactado,2025-06-26,VEN-001
EVO-003350,OPP-001355,contactado,2025-06-26,VEN-007
EVO-003351,OPP-001355,calificado,2025-06-26,VEN-007
EVO-003352,OPP-001356,lead,2025-06-26,VEN-009
EVO-003353,OPP-001357,lead,2025-06-26,VEN-004
