evento_id,cliente_id,fecha,tipo_evento,usage_points
EVT-002879,CLI-00425,2025-06-01,uso_feature,4
EVT-002880,CLI-00437,2025-06-01,uso_feature,4
EVT-002881,CLI-00484,2025-06-01,login,1
EVT-002882,CLI-00029,2025-06-02,login,1
EVT-002883,CLI-00073,2025-06-02,login,1
EVT-002884,CLI-00117,2025-06-02,uso_feature,3
EVT-002885,CLI-00136,2025-06-02,login,1
EVT-002886,CLI-00189,2025-06-02,login,1
EVT-002887,CLI-00200,2025-06-02,login,1
EVT-002888,CLI-00216,2025-06-02,login,1
EVT-002889,CLI-00228,2025-06-02,login,1
EVT-002890,CLI-00249,2025-06-02,uso_feature,4
EVT-002891,CLI-00260,2025-06-02,uso_feature,3
EVT-002892,CLI-00271,2025-06-02,descarga_reporte,5
EVT-002893,CLI-00290,2025-06-02,uso_feature,3
EVT-002894,CLI-00340,2025-06-02,login,2
EVT-002895,CLI-00341,2025-06-02,login,1
EVT-002896,CLI-00381,2025-06-02,uso_feature,3
EVT-002897,CLI-00393,2025-06-02,login,1
EVT-002898,CLI-00415,2025-06-02,login,2
EVT-002899,CLI-00448,2025-06-02,login,2
EVT-002900,CLI-00468,2025-06-02,uso_feature,3
EVT-002901,CLI-00485,2025-06-02,login,1
EVT-002902,CLI-00503,2025-06-02,login,1
EVT-002903,CLI-00004,2025-06-03,invitacion_usuario,8
EVT-002904,CLI-00066,2025-06-03,uso_feature,4
EVT-002905,CLI-00088,2025-06-03,login,1
EVT-002906,CLI-00135,2025-06-03,descarga_reporte,5
EVT-002907,CLI-00169,2025-06-03,login,1
EVT-002908,CLI-00170,2025-06-03,uso_feature,3
EVT-002909,CLI-00199,2025-06-03,uso_feature,3
EVT-002910,CLI-00206,2025-06-03,invitacion_usuario,9
EVT-002911,CLI-00340,2025-06-03,descarga_reporte,5
EVT-002912,CLI-00340,2025-06-03,uso_feature,3
EVT-002913,CLI-00354,2025-06-03,login,1
EVT-002914,CLI-00358,2025-06-03,uso_feature,4
EVT-002915,CLI-00369,2025-06-03,login,1
EVT-002916,CLI-00371,2025-06-03,login,2
EVT-002917,CLI-00414,2025-06-03,login,1
EVT-002918,CLI-00425,2025-06-03,descarga_reporte,6
EVT-002919,CLI-00457,2025-06-03,uso_feature,4
EVT-002920,CLI-00488,2025-06-03,login,2
EVT-002921,CLI-00496,2025-06-03,uso_feature,3
EVT-002922,CLI-00509,2025-06-03,uso_feature,3
EVT-002923,CLI-00029,2025-06-04,login,1
EVT-002924,CLI-00117,2025-06-04,uso_feature,4
EVT-002925,CLI-00136,2025-06-04,descarga_reporte,5
EVT-002926,CLI-00136,2025-06-04,login,1
EVT-002927,CLI-00145,2025-06-04,uso_feature,3
EVT-002928,CLI-00157,2025-06-04,login,1
EVT-002929,CLI-00175,2025-06-04,login,2
EVT-002930,CLI-00241,2025-06-04,uso_feature,4
EVT-002931,CLI-00241,2025-06-04,descarga_reporte,5
EVT-002932,CLI-00256,2025-06-04,login,1
EVT-002933,CLI-00281,2025-06-04,invitacion_usuario,8
EVT-002934,CLI-00317,2025-06-04,invitacion_usuario,8
EVT-002935,CLI-00337,2025-06-04,login,1
EVT-002936,CLI-00384,2025-06-04,uso_feature,4
EVT-002937,CLI-00396,2025-06-04,login,1
EVT-002938,CLI-00398,2025-06-04,login,1
EVT-002939,CLI-00398,2025-06-04,descarga_reporte,6
EVT-002940,CLI-00399,2025-06-04,login,2
EVT-002941,CLI-00424,2025-06-04,descarga_reporte,5
EVT-002942,CLI-00443,2025-06-04,login,2
EVT-002943,CLI-00452,2025-06-04,uso_feature,3
EVT-002944,CLI-00490,2025-06-04,descarga_reporte,6
EVT-002945,CLI-00500,2025-06-04,uso_feature,4
EVT-002946,CLI-00003,2025-06-05,login,2
EVT-002947,CLI-00039,2025-06-05,login,1
EVT-002948,CLI-00081,2025-06-05,login,2
EVT-002949,CLI-00084,2025-06-05,uso_feature,3
EVT-002950,CLI-00088,2025-06-05,uso_feature,3
EVT-002951,CLI-00117,2025-06-05,login,1
EVT-002952,CLI-00161,2025-06-05,uso_feature,4
EVT-002953,CLI-00161,2025-06-05,login,1
EVT-002954,CLI-00173,2025-06-05,login,1
EVT-002955,CLI-00218,2025-06-05,login,1
EVT-002956,CLI-00249,2025-06-05,uso_feature,4
EVT-002957,CLI-00250,2025-06-05,login,2
EVT-002958,CLI-00306,2025-06-05,login,1
EVT-002959,CLI-00357,2025-06-05,descarga_reporte,5
EVT-002960,CLI-00390,2025-06-05,login,1
EVT-002961,CLI-00428,2025-06-05,login,1
EVT-002962,CLI-00458,2025-06-05,login,1
EVT-002963,CLI-00492,2025-06-05,uso_feature,3
EVT-002964,CLI-00004,2025-06-06,login,2
EVT-002965,CLI-00006,2025-06-06,uso_feature,3
EVT-002966,CLI-00073,2025-06-06,login,1
EVT-002967,CLI-00107,2025-06-06,login,2
EVT-002968,CLI-00128,2025-06-06,login,1
EVT-002969,CLI-00130,2025-06-06,login,1
EVT-002970,CLI-00153,2025-06-06,descarga_reporte,6
EVT-002971,CLI-00189,2025-06-06,login,1
EVT-002972,CLI-00235,2025-06-06,descarga_reporte,6
EVT-002973,CLI-00238,2025-06-06,uso_feature,3
EVT-002974,CLI-00247,2025-06-06,login,2
EVT-002975,CLI-00317,2025-06-06,login,1
EVT-002976,CLI-00341,2025-06-06,uso_feature,3
EVT-002977,CLI-00350,2025-06-06,login,2
EVT-002978,CLI-00359,2025-06-06,login,1
EVT-002979,CLI-00384,2025-06-06,login,2
EVT-002980,CLI-00412,2025-06-06,uso_feature,4
EVT-002981,CLI-00437,2025-06-06,descarga_reporte,5
EVT-002982,CLI-00468,2025-06-06,login,2
EVT-002983,CLI-00496,2025-06-06,invitacion_usuario,8
EVT-002984,CLI-00505,2025-06-06,login,1
EVT-002985,CLI-00506,2025-06-06,uso_feature,3
EVT-002986,CLI-00509,2025-06-06,invitacion_usuario,8
EVT-002987,CLI-00035,2025-06-07,uso_feature,4
EVT-002988,CLI-00054,2025-06-07,descarga_reporte,6
EVT-002989,CLI-00106,2025-06-07,login,1
EVT-002990,CLI-00131,2025-06-07,login,2
EVT-002991,CLI-00238,2025-06-07,login,2
EVT-002992,CLI-00242,2025-06-07,login,2
EVT-002993,CLI-00279,2025-06-07,descarga_reporte,5
EVT-002994,CLI-00341,2025-06-07,login,2
EVT-002995,CLI-00343,2025-06-07,login,1
EVT-002996,CLI-00359,2025-06-07,descarga_reporte,5
EVT-002997,CLI-00379,2025-06-07,login,1
EVT-002998,CLI-00384,2025-06-07,uso_feature,4
EVT-002999,CLI-00390,2025-06-07,uso_feature,3
EVT-003000,CLI-00394,2025-06-07,login,1
EVT-003001,CLI-00412,2025-06-07,login,1
EVT-003002,CLI-00416,2025-06-07,login,1
EVT-003003,CLI-00435,2025-06-07,uso_feature,3
EVT-003004,CLI-00453,2025-06-07,login,2
EVT-003005,CLI-00506,2025-06-07,uso_feature,4
EVT-003006,CLI-00009,2025-06-08,uso_feature,4
EVT-003007,CLI-00016,2025-06-08,uso_feature,4
EVT-003008,CLI-00066,2025-06-08,login,1
EVT-003009,CLI-00088,2025-06-08,login,1
EVT-003010,CLI-00151,2025-06-08,uso_feature,4
EVT-003011,CLI-00169,2025-06-08,invitacion_usuario,9
EVT-003012,CLI-00233,2025-06-08,descarga_reporte,5
EVT-003013,CLI-00275,2025-06-08,login,1
EVT-003014,CLI-00289,2025-06-08,uso_feature,3
EVT-003015,CLI-00353,2025-06-08,descarga_reporte,5
EVT-003016,CLI-00365,2025-06-08,descarga_reporte,5
EVT-003017,CLI-00376,2025-06-08,descarga_reporte,6
EVT-003018,CLI-00399,2025-06-08,uso_feature,4
EVT-003019,CLI-00428,2025-06-08,login,1
EVT-003020,CLI-00436,2025-06-08,uso_feature,3
EVT-003021,CLI-00046,2025-06-09,login,2
EVT-003022,CLI-00108,2025-06-09,login,1
EVT-003023,CLI-00142,2025-06-09,login,1
EVT-003024,CLI-00206,2025-06-09,uso_feature,3
EVT-003025,CLI-00271,2025-06-09,login,1
EVT-003026,CLI-00343,2025-06-09,descarga_reporte,6
EVT-003027,CLI-00343,2025-06-09,login,2
EVT-003028,CLI-00347,2025-06-09,descarga_reporte,5
EVT-003029,CLI-00353,2025-06-09,login,1
EVT-003030,CLI-00369,2025-06-09,uso_feature,3
EVT-003031,CLI-00379,2025-06-09,login,1
EVT-003032,CLI-00390,2025-06-09,descarga_reporte,6
EVT-003033,CLI-00391,2025-06-09,descarga_reporte,6
EVT-003034,CLI-00393,2025-06-09,login,2
EVT-003035,CLI-00415,2025-06-09,invitacion_usuario,8
EVT-003036,CLI-00416,2025-06-09,login,1
EVT-003037,CLI-00431,2025-06-09,uso_feature,4
EVT-003038,CLI-00433,2025-06-09,login,1
EVT-003039,CLI-00455,2025-06-09,login,1
EVT-003040,CLI-00488,2025-06-09,login,1
EVT-003041,CLI-00027,2025-06-10,descarga_reporte,5
EVT-003042,CLI-00028,2025-06-10,login,2
EVT-003043,CLI-00052,2025-06-10,login,2
EVT-003044,CLI-00055,2025-06-10,login,1
EVT-003045,CLI-00077,2025-06-10,login,2
EVT-003046,CLI-00097,2025-06-10,uso_feature,4
EVT-003047,CLI-00107,2025-06-10,login,1
EVT-003048,CLI-00123,2025-06-10,uso_feature,4
EVT-003049,CLI-00131,2025-06-10,uso_feature,3
EVT-003050,CLI-00136,2025-06-10,uso_feature,4
EVT-003051,CLI-00145,2025-06-10,login,2
EVT-003052,CLI-00175,2025-06-10,uso_feature,3
EVT-003053,CLI-00179,2025-06-10,uso_feature,4
EVT-003054,CLI-00218,2025-06-10,login,1
EVT-003055,CLI-00275,2025-06-10,descarga_reporte,6
EVT-003056,CLI-00350,2025-06-10,login,1
EVT-003057,CLI-00369,2025-06-10,login,1
EVT-003058,CLI-00379,2025-06-10,uso_feature,4
EVT-003059,CLI-00388,2025-06-10,login,2
EVT-003060,CLI-00396,2025-06-10,descarga_reporte,6
EVT-003061,CLI-00488,2025-06-10,uso_feature,4
EVT-003062,CLI-00018,2025-06-11,uso_feature,3
EVT-003063,CLI-00032,2025-06-11,uso_feature,3
EVT-003064,CLI-00036,2025-06-11,login,2
EVT-003065,CLI-00041,2025-06-11,descarga_reporte,6
EVT-003066,CLI-00096,2025-06-11,login,1
EVT-003067,CLI-00135,2025-06-11,login,1
EVT-003068,CLI-00164,2025-06-11,uso_feature,4
EVT-003069,CLI-00272,2025-06-11,login,1
EVT-003070,CLI-00325,2025-06-11,login,1
EVT-003071,CLI-00399,2025-06-11,invitacion_usuario,9
EVT-003072,CLI-00412,2025-06-11,login,1
EVT-003073,CLI-00469,2025-06-11,login,2
EVT-003074,CLI-00496,2025-06-11,uso_feature,4
EVT-003075,CLI-00009,2025-06-12,login,1
EVT-003076,CLI-00023,2025-06-12,login,2
EVT-003077,CLI-00080,2025-06-12,login,1
EVT-003078,CLI-00084,2025-06-12,login,1
EVT-003079,CLI-00104,2025-06-12,uso_feature,4
EVT-003080,CLI-00108,2025-06-12,login,2
EVT-003081,CLI-00115,2025-06-12,invitacion_usuario,8
EVT-003082,CLI-00173,2025-06-12,descarga_reporte,6
EVT-003083,CLI-00203,2025-06-12,invitacion_usuario,8
EVT-003084,CLI-00233,2025-06-12,login,2
EVT-003085,CLI-00315,2025-06-12,uso_feature,3
EVT-003086,CLI-00354,2025-06-12,uso_feature,3
EVT-003087,CLI-00359,2025-06-12,login,1
EVT-003088,CLI-00390,2025-06-12,login,2
EVT-003089,CLI-00428,2025-06-12,login,1
EVT-003090,CLI-00452,2025-06-12,login,1
EVT-003091,CLI-00501,2025-06-12,login,2
EVT-003092,CLI-00034,2025-06-13,login,1
EVT-003093,CLI-00046,2025-06-13,login,1
EVT-003094,CLI-00051,2025-06-13,descarga_reporte,5
EVT-003095,CLI-00161,2025-06-13,uso_feature,3
EVT-003096,CLI-00175,2025-06-13,uso_feature,3
EVT-003097,CLI-00200,2025-06-13,login,1
EVT-003098,CLI-00275,2025-06-13,uso_feature,3
EVT-003099,CLI-00325,2025-06-13,descarga_reporte,5
EVT-003100,CLI-00337,2025-06-13,login,1
EVT-003101,CLI-00410,2025-06-13,login,1
EVT-003102,CLI-00455,2025-06-13,descarga_reporte,5
EVT-003103,CLI-00468,2025-06-13,login,2
EVT-003104,CLI-00500,2025-06-13,login,1
EVT-003105,CLI-00035,2025-06-14,login,1
EVT-003106,CLI-00039,2025-06-14,descarga_reporte,6
EVT-003107,CLI-00051,2025-06-14,descarga_reporte,5
EVT-003108,CLI-00115,2025-06-14,login,1
EVT-003109,CLI-00123,2025-06-14,uso_feature,3
EVT-003110,CLI-00151,2025-06-14,login,2
EVT-003111,CLI-00151,2025-06-14,descarga_reporte,5
EVT-003112,CLI-00191,2025-06-14,descarga_reporte,5
EVT-003113,CLI-00210,2025-06-14,login,2
EVT-003114,CLI-00241,2025-06-14,uso_feature,3
EVT-003115,CLI-00249,2025-06-14,uso_feature,3
EVT-003116,CLI-00257,2025-06-14,uso_feature,3
EVT-003117,CLI-00290,2025-06-14,login,1
EVT-003118,CLI-00337,2025-06-14,login,1
EVT-003119,CLI-00359,2025-06-14,descarga_reporte,5
EVT-003120,CLI-00415,2025-06-14,login,2
EVT-003121,CLI-00425,2025-06-14,uso_feature,3
EVT-003122,CLI-00446,2025-06-14,uso_feature,3
EVT-003123,CLI-00468,2025-06-14,uso_feature,3
EVT-003124,CLI-00475,2025-06-14,uso_feature,3
EVT-003125,CLI-00509,2025-06-14,uso_feature,3
EVT-003126,CLI-00009,2025-06-15,login,1
EVT-003127,CLI-00023,2025-06-15,uso_feature,4
EVT-003128,CLI-00036,2025-06-15,uso_feature,4
EVT-003129,CLI-00051,2025-06-15,uso_feature,3
EVT-003130,CLI-00135,2025-06-15,login,1
EVT-003131,CLI-00142,2025-06-15,login,1
EVT-003132,CLI-00144,2025-06-15,login,2
EVT-003133,CLI-00148,2025-06-15,uso_feature,4
EVT-003134,CLI-00149,2025-06-15,login,1
EVT-003135,CLI-00179,2025-06-15,descarga_reporte,5
EVT-003136,CLI-00194,2025-06-15,login,1
EVT-003137,CLI-00216,2025-06-15,login,2
EVT-003138,CLI-00279,2025-06-15,login,1
EVT-003139,CLI-00289,2025-06-15,descarga_reporte,6
EVT-003140,CLI-00344,2025-06-15,login,1
EVT-003141,CLI-00353,2025-06-15,login,2
EVT-003142,CLI-00354,2025-06-15,uso_feature,4
EVT-003143,CLI-00359,2025-06-15,uso_feature,3
EVT-003144,CLI-00371,2025-06-15,descarga_reporte,5
EVT-003145,CLI-00457,2025-06-15,login,2
EVT-003146,CLI-00485,2025-06-15,login,2
EVT-003147,CLI-00036,2025-06-16,login,1
EVT-003148,CLI-00045,2025-06-16,login,1
EVT-003149,CLI-00046,2025-06-16,invitacion_usuario,8
EVT-003150,CLI-00104,2025-06-16,login,1
EVT-003151,CLI-00106,2025-06-16,uso_feature,3
EVT-003152,CLI-00142,2025-06-16,uso_feature,3
EVT-003153,CLI-00151,2025-06-16,descarga_reporte,6
EVT-003154,CLI-00172,2025-06-16,login,1
EVT-003155,CLI-00191,2025-06-16,descarga_reporte,5
EVT-003156,CLI-00196,2025-06-16,uso_feature,3
EVT-003157,CLI-00228,2025-06-16,uso_feature,4
EVT-003158,CLI-00240,2025-06-16,uso_feature,3
EVT-003159,CLI-00242,2025-06-16,login,1
EVT-003160,CLI-00242,2025-06-16,uso_feature,3
EVT-003161,CLI-00247,2025-06-16,login,1
EVT-003162,CLI-00317,2025-06-16,uso_feature,4
EVT-003163,CLI-00340,2025-06-16,login,2
EVT-003164,CLI-00367,2025-06-16,descarga_reporte,5
EVT-003165,CLI-00381,2025-06-16,uso_feature,3
EVT-003166,CLI-00381,2025-06-16,login,2
EVT-003167,CLI-00382,2025-06-16,uso_feature,3
EVT-003168,CLI-00390,2025-06-16,uso_feature,3
EVT-003169,CLI-00396,2025-06-16,login,1
EVT-003170,CLI-00412,2025-06-16,login,1
EVT-003171,CLI-00414,2025-06-16,login,2
EVT-003172,CLI-00425,2025-06-16,login,1
EVT-003173,CLI-00437,2025-06-16,descarga_reporte,6
EVT-003174,CLI-00443,2025-06-16,login,1
EVT-003175,CLI-00469,2025-06-16,uso_feature,3
EVT-003176,CLI-00054,2025-06-17,login,1
EVT-003177,CLI-00108,2025-06-17,login,1
EVT-003178,CLI-00128,2025-06-17,login,1
EVT-003179,CLI-00157,2025-06-17,uso_feature,3
EVT-003180,CLI-00172,2025-06-17,uso_feature,3
EVT-003181,CLI-00179,2025-06-17,login,2
EVT-003182,CLI-00188,2025-06-17,uso_feature,3
EVT-003183,CLI-00218,2025-06-17,login,2
EVT-003184,CLI-00228,2025-06-17,uso_feature,4
EVT-003185,CLI-00342,2025-06-17,descarga_reporte,5
EVT-003186,CLI-00345,2025-06-17,invitacion_usuario,8
EVT-003187,CLI-00354,2025-06-17,login,1
EVT-003188,CLI-00399,2025-06-17,login,1
EVT-003189,CLI-00415,2025-06-17,uso_feature,4
EVT-003190,CLI-00453,2025-06-17,login,1
EVT-003191,CLI-00485,2025-06-17,uso_feature,4
EVT-003192,CLI-00506,2025-06-17,invitacion_usuario,8
EVT-003193,CLI-00009,2025-06-18,login,2
EVT-003194,CLI-00035,2025-06-18,descarga_reporte,5
EVT-003195,CLI-00054,2025-06-18,uso_feature,3
EVT-003196,CLI-00080,2025-06-18,uso_feature,3
EVT-003197,CLI-00084,2025-06-18,descarga_reporte,6
EVT-003198,CLI-00106,2025-06-18,login,1
EVT-003199,CLI-00109,2025-06-18,login,2
EVT-003200,CLI-00161,2025-06-18,descarga_reporte,6
EVT-003201,CLI-00172,2025-06-18,login,1
EVT-003202,CLI-00195,2025-06-18,login,1
EVT-003203,CLI-00195,2025-06-18,uso_feature,3
EVT-003204,CLI-00210,2025-06-18,login,1
EVT-003205,CLI-00216,2025-06-18,login,2
EVT-003206,CLI-00240,2025-06-18,invitacion_usuario,9
EVT-003207,CLI-00265,2025-06-18,uso_feature,4
EVT-003208,CLI-00337,2025-06-18,login,1
EVT-003209,CLI-00342,2025-06-18,descarga_reporte,5
EVT-003210,CLI-00353,2025-06-18,login,2
EVT-003211,CLI-00358,2025-06-18,login,1
EVT-003212,CLI-00367,2025-06-18,invitacion_usuario,8
EVT-003213,CLI-00404,2025-06-18,uso_feature,4
EVT-003214,CLI-00431,2025-06-18,uso_feature,3
EVT-003215,CLI-00443,2025-06-18,login,1
EVT-003216,CLI-00455,2025-06-18,uso_feature,4
EVT-003217,CLI-00457,2025-06-18,uso_feature,3
EVT-003218,CLI-00458,2025-06-18,login,1
EVT-003219,CLI-00043,2025-06-19,uso_feature,4
EVT-003220,CLI-00115,2025-06-19,login,2
EVT-003221,CLI-00142,2025-06-19,login,1
EVT-003222,CLI-00148,2025-06-19,login,1
EVT-003223,CLI-00149,2025-06-19,login,1
EVT-003224,CLI-00153,2025-06-19,login,1
EVT-003225,CLI-00163,2025-06-19,uso_feature,3
EVT-003226,CLI-00163,2025-06-19,login,2
EVT-003227,CLI-00189,2025-06-19,login,1
EVT-003228,CLI-00206,2025-06-19,login,2
EVT-003229,CLI-00242,2025-06-19,login,1
EVT-003230,CLI-00260,2025-06-19,descarga_reporte,6
EVT-003231,CLI-00271,2025-06-19,uso_feature,4
EVT-003232,CLI-00275,2025-06-19,login,1
EVT-003233,CLI-00279,2025-06-19,uso_feature,3
EVT-003234,CLI-00290,2025-06-19,descarga_reporte,5
EVT-003235,CLI-00341,2025-06-19,uso_feature,3
EVT-003236,CLI-00367,2025-06-19,login,1
EVT-003237,CLI-00411,2025-06-19,invitacion_usuario,8
EVT-003238,CLI-00424,2025-06-19,uso_feature,3
EVT-003239,CLI-00453,2025-06-19,descarga_reporte,5
EVT-003240,CLI-00468,2025-06-19,descarga_reporte,5
EVT-003241,CLI-00034,2025-06-20,uso_feature,3
EVT-003242,CLI-00036,2025-06-20,login,2
EVT-003243,CLI-00047,2025-06-20,login,2
EVT-003244,CLI-00059,2025-06-20,uso_feature,3
EVT-003245,CLI-00109,2025-06-20,uso_feature,3
EVT-003246,CLI-00157,2025-06-20,descarga_reporte,6
EVT-003247,CLI-00170,2025-06-20,login,1
EVT-003248,CLI-00179,2025-06-20,descarga_reporte,5
EVT-003249,CLI-00238,2025-06-20,descarga_reporte,5
EVT-003250,CLI-00250,2025-06-20,invitacion_usuario,8
EVT-003251,CLI-00339,2025-06-20,login,1
EVT-003252,CLI-00343,2025-06-20,uso_feature,3
EVT-003253,CLI-00353,2025-06-20,login,2
EVT-003254,CLI-00357,2025-06-20,login,2
EVT-003255,CLI-00391,2025-06-20,descarga_reporte,6
EVT-003256,CLI-00429,2025-06-20,uso_feature,3
EVT-003257,CLI-00457,2025-06-20,login,2
EVT-003258,CLI-00460,2025-06-20,login,1
EVT-003259,CLI-00475,2025-06-20,descarga_reporte,5
EVT-003260,CLI-00500,2025-06-20,descarga_reporte,6
EVT-003261,CLI-00505,2025-06-20,descarga_reporte,6
EVT-003262,CLI-00034,2025-06-21,login,1
EVT-003263,CLI-00063,2025-06-21,login,2
EVT-003264,CLI-00073,2025-06-21,uso_feature,3
EVT-003265,CLI-00195,2025-06-21,login,1
EVT-003266,CLI-00238,2025-06-21,login,2
EVT-003267,CLI-00241,2025-06-21,uso_feature,4
EVT-003268,CLI-00248,2025-06-21,login,1
EVT-003269,CLI-00315,2025-06-21,login,2
EVT-003270,CLI-00344,2025-06-21,login,1
EVT-003271,CLI-00367,2025-06-21,login,1
EVT-003272,CLI-00388,2025-06-21,uso_feature,3
EVT-003273,CLI-00404,2025-06-21,uso_feature,3
EVT-003274,CLI-00415,2025-06-21,login,2
EVT-003275,CLI-00492,2025-06-21,uso_feature,3
EVT-003276,CLI-00045,2025-06-22,descarga_reporte,5
EVT-003277,CLI-00047,2025-06-22,uso_feature,4
EVT-003278,CLI-00109,2025-06-22,login,1
EVT-003279,CLI-00163,2025-06-22,descarga_reporte,6
EVT-003280,CLI-00233,2025-06-22,login,1
EVT-003281,CLI-00264,2025-06-22,login,1
EVT-003282,CLI-00337,2025-06-22,uso_feature,3
EVT-003283,CLI-00347,2025-06-22,uso_feature,3
EVT-003284,CLI-00347,2025-06-22,uso_feature,4
EVT-003285,CLI-00379,2025-06-22,login,2
EVT-003286,CLI-00391,2025-06-22,login,1
EVT-003287,CLI-00394,2025-06-22,invitacion_usuario,8
EVT-003288,CLI-00416,2025-06-22,login,1
EVT-003289,CLI-00452,2025-06-22,uso_feature,3
EVT-003290,CLI-00500,2025-06-22,uso_feature,3
EVT-003291,CLI-00505,2025-06-22,uso_feature,3
EVT-003292,CLI-00018,2025-06-23,uso_feature,3
EVT-003293,CLI-00035,2025-06-23,login,1
EVT-003294,CLI-00054,2025-06-23,login,1
EVT-003295,CLI-00060,2025-06-23,uso_feature,3
EVT-003296,CLI-00128,2025-06-23,login,1
EVT-003297,CLI-00164,2025-06-23,descarga_reporte,5
EVT-003298,CLI-00169,2025-06-23,login,1
EVT-003299,CLI-00175,2025-06-23,descarga_reporte,5
EVT-003300,CLI-00216,2025-06-23,descarga_reporte,5
EVT-003301,CLI-00218,2025-06-23,login,1
EVT-003302,CLI-00228,2025-06-23,uso_feature,4
EVT-003303,CLI-00240,2025-06-23,login,2
EVT-003304,CLI-00242,2025-06-23,invitacion_usuario,9
EVT-003305,CLI-00257,2025-06-23,login,1
EVT-003306,CLI-00260,2025-06-23,login,2
EVT-003307,CLI-00260,2025-06-23,uso_feature,4
EVT-003308,CLI-00265,2025-06-23,login,1
EVT-003309,CLI-00275,2025-06-23,descarga_reporte,5
EVT-003310,CLI-00279,2025-06-23,login,1
EVT-003311,CLI-00289,2025-06-23,login,1
EVT-003312,CLI-00341,2025-06-23,descarga_reporte,5
EVT-003313,CLI-00369,2025-06-23,login,1
EVT-003314,CLI-00393,2025-06-23,descarga_reporte,6
EVT-003315,CLI-00414,2025-06-23,login,2
EVT-003316,CLI-00492,2025-06-23,login,1
EVT-003317,CLI-00501,2025-06-23,login,2
EVT-003318,CLI-00506,2025-06-23,login,1
EVT-003319,CLI-00035,2025-06-24,login,1
EVT-003320,CLI-00036,2025-06-24,uso_feature,4
EVT-003321,CLI-00047,2025-06-24,login,1
EVT-003322,CLI-00055,2025-06-24,descarga_reporte,5
EVT-003323,CLI-00066,2025-06-24,login,1
EVT-003324,CLI-00080,2025-06-24,login,2
EVT-003325,CLI-00107,2025-06-24,descarga_reporte,5
EVT-003326,CLI-00115,2025-06-24,login,1
EVT-003327,CLI-00139,2025-06-24,uso_feature,3
EVT-003328,CLI-00169,2025-06-24,login,2
EVT-003329,CLI-00170,2025-06-24,login,2
EVT-003330,CLI-00172,2025-06-24,login,2
EVT-003331,CLI-00194,2025-06-24,descarga_reporte,5
EVT-003332,CLI-00260,2025-06-24,login,1
EVT-003333,CLI-00271,2025-06-24,uso_feature,4
EVT-003334,CLI-00290,2025-06-24,login,1
EVT-003335,CLI-00315,2025-06-24,descarga_reporte,5
EVT-003336,CLI-00391,2025-06-24,invitacion_usuario,8
EVT-003337,CLI-00410,2025-06-24,login,1
EVT-003338,CLI-00424,2025-06-24,descarga_reporte,5
EVT-003339,CLI-00452,2025-06-24,login,1
EVT-003340,CLI-00484,2025-06-24,uso_feature,3
EVT-003341,CLI-00028,2025-06-25,login,2
EVT-003342,CLI-00052,2025-06-25,login,2
EVT-003343,CLI-00055,2025-06-25,invitacion_usuario,8
EVT-003344,CLI-00090,2025-06-25,uso_feature,3
EVT-003345,CLI-00128,2025-06-25,login,2
EVT-003346,CLI-00131,2025-06-25,login,2
EVT-003347,CLI-00149,2025-06-25,login,1
EVT-003348,CLI-00170,2025-06-25,login,1
EVT-003349,CLI-00199,2025-06-25,uso_feature,3
EVT-003350,CLI-00211,2025-06-25,invitacion_usuario,9
EVT-003351,CLI-00256,2025-06-25,login,1
EVT-003352,CLI-00289,2025-06-25,uso_feature,4
EVT-003353,CLI-00315,2025-06-25,uso_feature,3
EVT-003354,CLI-00325,2025-06-25,login,2
EVT-003355,CLI-00333,2025-06-25,uso_feature,4
EVT-003356,CLI-00340,2025-06-25,login,1
EVT-003357,CLI-00385,2025-06-25,descarga_reporte,5
EVT-003358,CLI-00394,2025-06-25,descarga_reporte,5
EVT-003359,CLI-00425,2025-06-25,login,1
EVT-003360,CLI-00437,2025-06-25,uso_feature,4
EVT-003361,CLI-00458,2025-06-25,login,1
EVT-003362,CLI-00041,2025-06-26,uso_feature,3
EVT-003363,CLI-00045,2025-06-26,login,1
EVT-003364,CLI-00088,2025-06-26,descarga_reporte,6
EVT-003365,CLI-00108,2025-06-26,login,2
EVT-003366,CLI-00149,2025-06-26,uso_feature,3
EVT-003367,CLI-00164,2025-06-26,invitacion_usuario,8
EVT-003368,CLI-00169,2025-06-26,uso_feature,4
EVT-003369,CLI-00199,2025-06-26,descarga_reporte,6
EVT-003370,CLI-00200,2025-06-26,login,1
EVT-003371,CLI-00236,2025-06-26,login,1
EVT-003372,CLI-00240,2025-06-26,uso_feature,3
EVT-003373,CLI-00241,2025-06-26,uso_feature,4
EVT-003374,CLI-00315,2025-06-26,descarga_reporte,6
EVT-003375,CLI-00325,2025-06-26,uso_feature,3
EVT-003376,CLI-00388,2025-06-26,uso_feature,4
EVT-003377,CLI-00391,2025-06-26,login,1
EVT-003378,CLI-00396,2025-06-26,login,2
EVT-003379,CLI-00399,2025-06-26,login,2
EVT-003380,CLI-00416,2025-06-26,invitacion_usuario,8
EVT-003381,CLI-00428,2025-06-26,uso_feature,3
EVT-003382,CLI-00051,2025-06-27,login,1
EVT-003383,CLI-00088,2025-06-27,uso_feature,4
EVT-003384,CLI-00107,2025-06-27,login,1
EVT-003385,CLI-00109,2025-06-27,login,1
EVT-003386,CLI-00149,2025-06-27,descarga_reporte,5
