cliente_id,fecha,monto_mxn
C-0022,2026-03-09,504.43
C-0022,2026-02-09,1613.47
C-0022,2026-02-27,1099.36
C-0022,2025-11-22,368.51
C-0022,2025-12-31,1386.0
C-0022,2026-06-10,1321.7
C-0022,2026-03-20,1007.75
C-0022,2026-04-08,1174.76
C-0022,2026-03-30,817.95
C-0022,2025-11-07,144.85
C-0022,2026-01-28,336.31
C-0022,2025-10-14,559.61
C-0022,2025-10-29,1467.64
C-0023,2026-01-08,569.31
C-0023,2026-03-25,1511.55
C-0023,2026-05-30,674.8
C-0023,2026-01-23,543.17
C-0023,2025-09-19,791.73
C-0023,2026-01-31,1266.54
C-0023,2026-08-10,819.44
C-0023,2026-02-06,1600.14
C-0023,2026-06-29,353.93
C-0023,2026-06-15,336.69
C-0023,2026-01-08,959.87
C-0023,2026-05-19,1381.33
C-0023,2026-08-16,1299.23
C-0023,2025-10-25,613.23
C-0023,2025-11-18,936.25
C-0023,2026-06-20,1528.74
C-0023,2025-11-15,835.74
C-0023,2026-04-25,1116.98
C-0023,2025-11-30,2124.55
C-0023,2026-03-11,1015.32
C-0023,2026-03-14,340.3
C-0023,2026-06-01,881.88
C-0023,2026-02-01,1795.67
C-0023,2026-01-27,1560.87
C-0023,2025-11-01,670.18
C-0023,2026-07-14,724.41
C-0023,2026-05-14,998.83
C-0023,2026-08-18,565.53
C-0023,2025-09-10,467.24
C-0023,2026-04-27,315.91
C-0023,2026-01-12,1238.84
C-0023,2026-01-09,521.08
C-0023,2026-04-29,1274.49
C-0023,2026-07-20,558.98
C-0024,2026-03-18,857.65
C-0024,2025-12-11,386.13
C-0024,2025-11-07,699.4
C-0024,2025-10-02,943.51
C-0024,2026-03-27,2575.44
C-0024,2026-02-24,587.4
C-0024,2025-12-21,472.16
C-0024,2025-10-12,573.01
C-0024,2025-10-03,525.22
C-0024,2026-03-27,2195.97
C-0024,2026-02-15,276.18
C-0024,2025-12-13,1007.35
C-0024,2025-10-10,825.39
C-0024,2025-10-16,949.01
C-0024,2026-01-24,1131.88
C-0024,2025-09-17,1267.3
C-0024,2026-01-17,686.17
C-0024,2026-01-19,614.39
C-0024,2026-07-26,1129.51
C-0024,2025-12-26,1433.48
C-0024,2025-09-19,835.3
C-0024,2026-02-07,491.36
C-0024,2026-08-02,605.65
C-0024,2026-05-17,1621.09
C-0024,2025-12-08,462.37
C-0024,2026-01-05,1322.17
C-0024,2025-09-19,4274.17
C-0024,2025-10-05,1211.07
C-0024,2025-11-17,740.79
C-0024,2026-03-30,1081.54
C-0024,2026-06-14,361.19
C-0024,2026-01-07,1210.95
C-0025,2026-06-24,264.55
C-0025,2025-11-25,1042.26
C-0025,2026-04-28,186.51
C-0025,2025-12-06,271.15
C-0025,2025-12-18,276.91
C-0025,2026-04-25,816.84
C-0025,2025-09-30,636.74
C-0025,2026-04-18,1583.31
C-0025,2026-08-21,789.23
C-0025,2026-03-15,394.26
C-0025,2025-11-20,725.11
C-0025,2025-11-18,1100.7
C-0025,2025-11-16,744.31
C-0025,2025-09-22,1339.1
C-0025,2026-03-23,1695.2
C-0025,2025-11-22,1260.65
C-0025,2026-01-20,275.41
C-0025,2026-04-05,1222.38
C-0025,2026-06-22,590.83
C-0025,2025-12-16,422.41
C-0025,2026-05-24,2074.74
C-0025,2026-03-13,839.79
C-0025,2025-12-18,869.22
C-0025,2025-11-07,686.0
C-0025,2025-09-13,1218.2
C-0025,2026-02-15,917.78
C-0025,2025-10-09,1028.52
C-0025,2026-06-15,1128.78
C-0025,2026-05-09,801.08
C-0025,2025-12-06,260.62
C-0025,2026-06-06,549.74
C-0025,2025-10-18,1220.48
C-0025,2025-11-17,798.24
C-0025,2026-01-20,1798.73
C-0025,2025-09-11,2590.81
C-0026,2026-01-25,752.13
C-0026,2026-03-15,489.29
C-0026,2025-10-09,1015.78
C-0026,2025-10-29,1162.53
C-0026,2026-04-04,1247.69
C-0026,2025-11-27,724.8
C-0026,2026-01-02,1000.5
C-0026,2026-04-09,323.94
C-0026,2025-12-09,393.01
C-0026,2025-09-27,1609.9
C-0026,2026-02-17,1681.1
C-0026,2025-12-10,416.6
C-0026,2026-08-26,1835.15
C-0026,2026-02-17,1089.9
C-0026,2025-10-01,692.16
C-0026,2026-06-30,726.6
C-0026,2026-07-25,519.73
C-0026,2026-07-09,326.31
C-0026,2025-09-15,550.45
C-0026,2026-01-31,803.02
C-0026,2025-11-01,155.46
C-0026,2025-10-12,725.88
C-0026,2026-07-17,874.07
C-0026,2025-10-19,225.23
C-0026,2026-04-14,519.7
C-0026,2026-01-18,1146.44
C-0026,2026-04-12,2168.64
C-0026,2026-08-15,492.21
C-0026,2026-02-23,764.76
C-0026,2026-08-22,1575.37
C-0026,2026-04-05,1208.6
C-0027,2026-05-15,1616.19
C-0027,2026-06-16,619.94
C-0027,2025-11-14,352.21
C-0027,2025-09-13,581.16
C-0027,2025-09-30,1202.72
C-0027,2025-12-08,1947.5
C-0027,2025-09-21,761.1
C-0027,2026-08-03,1143.19
C-0027,2025-11-10,401.1
C-0027,2026-07-07,493.89
C-0027,2026-07-11,1179.35
C-0027,2026-01-10,572.55
C-0027,2026-03-07,368.83
C-0027,2026-04-21,102.72
C-0027,2026-05-14,646.59
C-0027,2026-06-26,1295.77
C-0027,2026-01-17,548.73
C-0027,2026-07-07,493.57
C-0027,2026-01-16,1337.22
C-0027,2026-04-19,495.64
C-0027,2025-09-09,772.93
C-0027,2026-04-16,958.0
C-0027,2026-04-27,190.2
C-0027,2026-07-11,991.93
C-0027,2026-01-19,566.05
C-0027,2025-09-17,914.81
C-0027,2025-10-27,284.87
C-0027,2025-12-12,1917.76
C-0027,2025-11-23,1502.32
C-0027,2026-02-06,341.72
C-0027,2026-06-26,784.9
C-0027,2026-02-04,1925.66
C-0027,2025-11-15,1732.61
C-0027,2025-10-07,853.5
C-0027,2025-10-04,404.11
C-0027,2026-04-26,597.68
C-0027,2026-04-27,799.11
C-0027,2026-04-01,2839.02
C-0028,2026-07-04,462.86
C-0028,2026-08-08,370.48
C-0028,2025-11-22,658.28
C-0028,2025-11-26,915.22
C-0028,2025-11-03,542.25
C-0028,2026-07-18,866.46
C-0028,2026-06-22,710.12
C-0028,2025-10-05,177.95
C-0028,2026-01-13,497.57
C-0028,2026-08-04,1469.93
C-0028,2026-04-22,1120.06
C-0028,2025-11-18,1427.72
C-0028,2026-05-17,1549.45
C-0028,2026-06-27,1547.71
C-0028,2026-07-20,1797.76
C-0028,2025-11-08,2283.02
C-0028,2026-02-08,993.85
C-0028,2025-10-04,1033.52
C-0028,2026-07-19,2159.13
C-0028,2026-01-09,1081.79
C-0028,2026-05-26,1620.87
C-0028,2026-02-22,1290.02
C-0028,2026-04-16,1057.12
C-0028,2026-06-08,617.06
C-0028,2026-05-11,1564.49
C-0028,2026-05-23,501.92
C-0028,2026-07-23,973.01
C-0028,2025-12-06,1111.37
C-0028,2026-03-11,1807.8
C-0028,2026-05-25,810.39
C-0028,2025-12-09,927.17
C-0028,2026-01-23,794.9
C-0028,2026-07-17,266.79
C-0028,2026-04-03,1142.54
C-0029,2026-04-21,1255.85
C-0029,2026-08-09,496.77
C-0029,2025-10-21,835.38
C-0029,2025-10-30,975.43
C-0029,2026-01-14,1360.33
C-0029,2025-12-14,1511.76
C-0029,2025-10-29,149.46
C-0029,2026-03-29,1980.03
C-0029,2026-06-04,743.49
C-0029,2025-10-13,1127.68
C-0029,2025-12-28,663.35
C-0029,2026-08-27,1689.63
C-0029,2026-04-01,462.97
C-0029,2026-04-06,255.7
C-0029,2025-12-14,1882.64
C-0029,2025-10-30,889.62
C-0029,2026-08-17,579.38
C-0029,2026-06-14,1367.71
C-0029,2025-12-01,291.76
C-0029,2026-05-19,1100.66
C-0029,2026-02-21,389.75
C-0029,2026-07-05,1172.83
C-0029,2026-07-06,1192.13
C-0029,2026-03-28,822.79
C-0029,2025-12-08,1450.3
C-0029,2026-06-23,1093.1
C-0029,2025-11-08,1235.98
C-0029,2025-12-10,1040.56
C-0029,2026-01-14,2001.53
C-0029,2025-09-06,1725.8
C-0029,2026-06-06,1036.15
C-0029,2026-08-21,1267.11
C-0029,2025-09-22,619.43
C-0029,2026-05-02,706.86
C-0029,2025-12-27,433.74
C-0029,2026-02-11,742.67
C-0030,2026-05-06,1119.98
C-0030,2025-09-09,155.01
C-0030,2026-05-20,489.03
C-0030,2025-11-02,1016.45
C-0030,2026-08-08,1423.03
C-0030,2026-08-17,935.6
C-0030,2025-12-10,1180.28
C-0030,2025-09-29,584.97
C-0030,2025-09-10,868.27
C-0030,2026-01-17,644.68
C-0030,2026-04-01,1018.7
C-0030,2026-01-20,80.0
C-0030,2026-04-08,1443.77
C-0030,2026-02-07,713.2
C-0030,2025-09-20,2755.07
C-0030,2026-04-07,1809.88
C-0030,2026-04-21,1010.4
C-0030,2026-07-20,734.16
C-0030,2025-11-22,706.06
C-0030,2026-03-15,400.37
C-0030,2026-05-21,940.52
C-0030,2026-04-02,473.77
C-0030,2026-05-23,571.46
C-0030,2026-06-02,755.72
C-0030,2026-06-27,849.29
C-0030,2026-04-19,991.96
C-0031,2025-11-29,103.99
C-0031,2026-04-14,912.09
C-0031,2025-10-29,833.99
C-0031,2026-01-05,2527.08
C-0031,2025-12-31,534.92
C-0031,2026-01-13,504.49
C-0031,2025-10-06,1041.43
C-0031,2026-07-11,2014.69
C-0031,2025-12-14,813.87
C-0031,2026-06-02,1387.46
C-0031,2025-12-10,1303.2
C-0031,2026-02-01,220.74
C-0031,2025-10-29,575.51
C-0031,2026-08-19,1416.58
C-0031,2025-11-09,763.49
C-0031,2026-02-26,1022.89
C-0031,2026-07-12,1843.5
C-0031,2026-05-08,728.15
C-0031,2026-08-21,569.27
C-0031,2025-12-22,561.87
C-0031,2026-01-24,1488.05
C-0031,2026-01-08,957.33
C-0031,2025-09-11,781.19
C-0031,2026-02-12,1574.4
C-0031,2026-08-26,767.86
C-0031,2026-07-03,717.81
C-0031,2026-06-16,1145.71
C-0031,2025-10-12,271.48
C-0031,2026-04-09,325.83
C-0031,2026-01-14,816.56
C-0031,2026-07-14,2220.88
C-0031,2026-07-18,1332.66
C-0031,2025-11-24,659.54
C-0031,2026-02-16,1752.19
C-0031,2025-10-24,876.35
C-0031,2026-04-18,787.17
C-0031,2025-12-16,1134.71
C-0031,2026-03-11,157.59
C-0031,2025-10-07,525.27
C-0031,2026-08-03,957.58
C-0032,2025-10-27,923.9
C-0032,2025-11-18,530.84
C-0032,2026-05-11,1290.13
C-0032,2025-10-14,107.81
C-0032,2026-08-07,1490.95
C-0032,2026-03-29,745.05
C-0032,2026-04-29,1127.68
C-0032,2026-01-02,1851.92
C-0032,2026-07-19,951.18
C-0032,2025-12-29,523.49
C-0032,2026-01-24,1260.06
C-0032,2025-11-14,2741.07
C-0032,2025-11-03,678.98
C-0032,2026-08-27,1257.03
C-0032,2026-03-12,913.55
C-0032,2025-11-28,946.38
C-0032,2026-02-27,526.12
C-0032,2025-11-12,241.42
C-0032,2026-05-26,358.27
C-0032,2025-11-06,346.84
C-0032,2026-07-08,429.68
C-0032,2026-05-18,477.09
C-0032,2025-11-10,310.45
C-0032,2026-04-19,453.64
C-0032,2026-05-05,1040.76
C-0033,2026-08-18,634.43
C-0033,2026-02-11,763.31
C-0033,2026-01-10,1734.9
C-0033,2026-04-10,466.38
C-0033,2026-08-21,925.53
C-0033,2026-03-23,459.88
C-0033,2025-10-20,772.41
C-0033,2026-04-30,775.41
C-0033,2026-03-12,786.31
C-0033,2025-10-29,495.33
C-0033,2026-05-04,543.84
C-0033,2026-07-14,1777.12
C-0033,2026-07-23,1095.59
C-0033,2025-11-21,3699.44
C-0033,2026-01-28,848.7
C-0033,2026-01-20,1132.96
C-0033,2025-12-08,286.44
C-0033,2025-10-22,540.7
C-0033,2026-03-23,823.79
C-0033,2026-03-16,1712.57
C-0033,2026-07-23,743.06
C-0033,2026-04-24,811.77
C-0033,2026-01-10,129.38
C-0033,2026-05-03,1014.44
C-0033,2026-07-12,1175.17
C-0033,2026-03-06,1300.44
C-0033,2026-02-15,276.78
C-0033,2026-06-19,527.41
C-0033,2026-02-27,1233.12
C-0033,2025-11-08,1692.15
C-0033,2026-02-12,825.42
C-0033,2026-08-21,567.63
C-0033,2025-10-11,286.44
C-0033,2026-02-14,1930.03
C-0033,2026-02-14,971.93
C-0033,2026-04-23,1291.43
C-0033,2026-07-24,1211.46
C-0033,2026-03-15,434.38
C-0034,2026-05-04,1820.9
C-0034,2026-05-03,872.45
C-0034,2026-06-27,80.0
C-0034,2025-09-05,269.44
C-0034,2026-02-16,1387.36
C-0034,2026-06-10,2519.87
C-0034,2026-04-24,1798.46
C-0034,2026-05-08,445.75
C-0034,2026-01-10,204.71
C-0034,2026-08-04,253.66
C-0034,2026-01-04,985.76
C-0034,2026-02-14,1171.87
C-0034,2025-12-01,1138.05
C-0034,2026-06-14,1033.62
C-0034,2025-10-26,432.48
C-0034,2026-01-15,544.06
C-0034,2026-06-06,976.67
C-0034,2025-11-29,1311.47
C-0034,2025-10-02,694.51
C-0034,2025-12-02,1422.08
C-0034,2026-04-04,871.46
C-0034,2025-12-19,1698.04
C-0034,2025-10-19,1196.22
C-0034,2026-05-09,444.53
C-0034,2026-08-18,2045.62
C-0034,2026-01-11,189.34
C-0034,2026-05-27,1762.77
C-0034,2025-12-22,1901.98
C-0034,2025-10-12,556.69
C-0034,2025-12-07,377.22
C-0034,2026-07-19,1390.16
C-0034,2025-11-20,1026.3
C-0034,2025-09-16,2188.0
C-0034,2026-08-06,526.53
C-0034,2026-03-13,891.86
C-0034,2026-07-12,1600.96
C-0034,2026-07-28,732.31
C-0034,2026-07-07,1179.49
C-0034,2026-01-23,1638.75
C-0034,2026-06-22,882.94
C-0034,2026-08-11,176.95
C-0034,2026-02-12,1607.07
C-0035,2026-08-04,484.12
C-0035,2025-12-13,863.24
C-0035,2025-11-19,1826.0
C-0035,2026-02-28,1610.94
C-0035,2025-10-20,362.38
C-0035,2026-04-01,778.7
C-0035,2026-03-09,612.95
C-0035,2025-12-05,271.86
C-0035,2025-12-07,1132.43
C-0035,2026-03-09,588.39
C-0035,2026-03-07,572.07
C-0035,2026-05-31,1656.79
C-0035,2026-02-14,593.54
C-0035,2026-06-20,389.32
C-0035,2025-12-17,171.57
C-0035,2026-05-26,414.31
C-0035,2026-06-13,1456.99
C-0035,2026-03-10,643.83
C-0035,2026-05-12,318.08
C-0035,2026-04-26,1795.65
C-0035,2026-06-21,1099.39
C-0035,2025-10-22,1511.93
C-0035,2026-03-21,1911.02
C-0035,2026-06-17,313.34
C-0035,2026-07-22,519.33
C-0035,2026-05-06,711.41
C-0035,2026-05-30,659.42
C-0035,2025-09-06,256.11
C-0035,2026-05-18,474.99
C-0035,2026-06-09,1030.66
C-0035,2025-12-14,1735.26
C-0035,2026-04-06,187.7
C-0035,2025-09-22,1836.94
C-0035,2026-06-19,2359.05
C-0035,2026-02-22,1004.41
C-0035,2026-03-30,217.68
C-0035,2026-05-20,1312.01
C-0035,2025-09-14,322.69
C-0035,2025-12-31,1875.56
C-0035,2026-03-12,961.66
C-0036,2025-11-14,497.44
C-0036,2025-09-14,403.78
C-0036,2026-07-01,361.87
C-0036,2026-06-30,401.38
C-0036,2026-06-10,1822.27
C-0036,2025-09-11,1578.19
C-0036,2026-01-26,2062.28
C-0036,2026-06-08,168.19
C-0036,2026-01-12,328.59
C-0036,2026-07-29,1897.07
C-0036,2026-07-25,1615.51
C-0036,2025-09-14,486.89
C-0036,2026-03-30,1912.23
C-0036,2026-03-20,673.0
C-0036,2026-02-02,1454.53
C-0036,2026-06-24,221.38
C-0036,2026-05-09,741.23
C-0036,2026-03-08,1648.09
C-0036,2026-05-14,328.7
C-0036,2026-03-02,959.78
C-0036,2025-09-29,1042.42
C-0036,2026-02-01,1351.62
C-0036,2026-06-29,1237.75
C-0036,2026-04-21,559.93
C-0036,2026-04-18,1154.48
C-0036,2026-01-01,1046.87
C-0036,2026-05-19,294.96
C-0036,2026-07-17,430.26
C-0036,2025-12-22,80.0
C-0036,2026-05-04,1061.19
C-0036,2026-06-29,1190.87
C-0036,2025-10-24,476.95
C-0036,2026-07-26,1241.69
C-0036,2026-05-23,351.92
C-0036,2026-06-26,2460.57
C-0036,2026-04-16,1010.79
C-0036,2026-07-01,80.0
C-0036,2025-11-27,2824.21
C-0036,2025-12-21,460.36
C-0037,2025-12-05,741.31
C-0037,2026-04-08,102.48
C-0037,2026-04-06,396.49
C-0037,2025-11-17,1476.24
C-0037,2026-03-24,1815.3
C-0037,2026-07-18,459.12
C-0037,2025-09-22,1660.89
C-0037,2026-04-02,1817.05
C-0037,2026-03-07,263.57
C-0037,2026-07-24,564.8
C-0037,2025-11-30,1499.06
C-0037,2025-12-07,561.6
C-0037,2026-01-01,161.89
C-0037,2026-04-28,2075.61
C-0037,2026-05-19,1132.86
C-0037,2026-07-22,470.87
C-0037,2026-08-14,200.78
C-0037,2026-02-04,676.63
C-0037,2025-09-06,1203.74
C-0037,2026-02-05,2186.44
C-0037,2026-08-14,448.53
C-0037,2026-05-17,940.67
C-0037,2026-03-27,631.91
C-0037,2025-11-08,1494.69
C-0037,2026-02-18,1841.95
C-0037,2026-08-18,242.27
C-0037,2026-05-18,359.05
C-0037,2025-09-05,565.94
C-0037,2026-08-13,992.1
C-0037,2026-05-18,1274.28
C-0037,2026-03-06,922.6
C-0037,2026-04-18,682.96
C-0037,2025-11-30,280.92
C-0037,2026-07-04,1184.82
C-0037,2026-01-27,2939.35
C-0037,2026-08-04,1028.76
C-0037,2026-08-25,4720.73
C-0037,2026-02-05,1411.37
C-0037,2025-12-15,1946.54
C-0037,2026-03-16,817.44
C-0037,2025-10-28,379.15
C-0037,2025-11-08,1034.28
C-0037,2025-10-27,909.46
C-0038,2026-08-02,281.83
C-0038,2026-03-14,605.57
C-0038,2026-01-17,988.11
C-0038,2026-01-27,670.38
C-0038,2026-07-29,673.7
C-0038,2026-06-12,444.06
C-0038,2026-03-17,1134.06
C-0038,2025-12-24,502.01
C-0038,2025-09-09,1300.71
C-0038,2026-01-21,271.69
C-0038,2026-02-27,384.5
C-0038,2026-02-05,1061.27
C-0038,2026-02-20,503.84
C-0038,2025-12-05,1216.43
C-0038,2026-04-07,1003.74
C-0038,2026-01-07,1106.0
C-0038,2026-01-05,220.66
C-0038,2026-01-04,3109.86
C-0038,2025-12-25,1645.72
C-0038,2025-09-22,1355.24
C-0038,2026-03-19,517.94
C-0038,2026-08-07,854.52
C-0038,2026-05-24,316.6
C-0038,2026-05-17,426.84
C-0038,2026-03-10,472.65
C-0038,2026-01-13,905.79
C-0038,2026-01-24,2650.45
C-0038,2026-05-27,365.74
C-0038,2025-10-31,1025.17
C-0038,2026-02-02,361.67
C-0038,2026-01-30,1153.37
C-0038,2025-10-18,1108.83
C-0038,2025-11-30,1586.85
C-0038,2026-08-06,348.06
C-0038,2025-11-03,175.82
C-0038,2026-07-17,1945.89
C-0038,2026-03-11,464.37
C-0038,2025-11-06,1646.67
C-0038,2026-04-14,548.9
C-0038,2026-07-08,1446.5
C-0039,2026-08-02,355.08
C-0039,2026-02-28,1853.63
C-0039,2026-06-14,424.12
C-0039,2025-11-29,465.72
C-0039,2025-11-26,1594.12
C-0039,2025-12-10,80.0
C-0039,2026-07-28,859.67
C-0039,2026-02-19,1213.16
C-0039,2026-05-19,732.59
C-0039,2025-10-12,666.22
C-0039,2026-04-27,1344.93
C-0039,2026-06-07,312.41
C-0039,2026-08-05,327.83
C-0039,2026-01-05,2290.98
C-0039,2025-10-30,344.16
C-0039,2026-03-11,559.55
C-0039,2026-04-25,1175.04
C-0039,2025-09-14,721.24
C-0039,2026-03-03,1293.38
C-0039,2025-12-08,578.67
C-0039,2026-04-08,1279.89
C-0039,2025-12-26,813.62
C-0039,2025-12-15,1101.03
C-0039,2026-05-26,530.56
C-0039,2026-06-04,638.25
C-0039,2025-09-11,2303.89
C-0039,2026-01-14,652.63
C-0039,2026-05-23,1859.4
C-0039,2025-10-15,760.45
C-0039,2026-03-05,707.3
C-0039,2026-01-25,340.55
C-0039,2025-11-10,1643.73
C-0039,2026-06-22,348.03
C-0040,2026-01-09,1124.98
C-0040,2026-03-12,2522.69
C-0040,2026-08-15,1114.79
C-0040,2026-05-26,995.93
C-0040,2026-05-03,1572.68
C-0040,2026-05-28,158.41
C-0040,2026-02-06,990.67
C-0040,2025-12-06,1227.29
C-0040,2025-10-30,1467.66
C-0040,2026-01-19,1113.78
C-0040,2025-12-10,808.94
C-0040,2026-01-25,124.78
C-0040,2025-10-06,167.63
C-0040,2026-04-12,2815.2
C-0040,2026-04-20,405.51
C-0040,2025-11-06,607.24
C-0040,2025-12-28,982.23
C-0040,2026-01-16,2826.36
C-0040,2026-05-22,514.64
C-0040,2026-03-26,864.27
C-0040,2026-07-07,1393.55
C-0040,2025-11-16,1911.99
C-0040,2026-04-25,666.47
C-0040,2026-05-20,1496.36
C-0040,2025-10-09,1774.08
C-0040,2025-11-23,638.92
C-0040,2025-09-12,731.21
C-0040,2026-08-21,1001.6
C-0040,2026-04-30,414.77
C-0040,2026-06-22,1440.08
C-0040,2026-03-25,1568.2
C-0040,2025-12-08,1235.03
C-0041,2026-03-02,1240.26
C-0041,2025-10-19,1086.66
C-0041,2026-01-06,1134.85
C-0041,2025-10-10,478.23
C-0041,2026-01-19,2196.77
C-0041,2026-01-19,456.62
C-0041,2025-12-16,187.65
C-0041,2025-12-14,436.64
C-0041,2026-06-24,784.43
C-0041,2026-02-01,1105.81
C-0041,2025-11-17,313.13
C-0041,2026-08-03,338.39
C-0041,2026-05-10,749.11
C-0041,2026-06-20,1285.04
C-0041,2026-05-25,1264.36
C-0041,2025-09-18,2048.15
C-0041,2025-12-11,937.57
C-0041,2026-04-05,999.14
C-0041,2025-11-16,271.46
C-0041,2025-10-17,721.75
C-0041,2026-07-31,1881.75
C-0041,2026-01-19,595.6
C-0041,2026-02-07,1463.62
C-0041,2026-02-10,304.68
C-0041,2026-06-27,837.59
C-0041,2026-04-16,594.04
C-0041,2026-01-08,572.65
C-0041,2026-08-19,444.07
C-0041,2026-04-22,1557.95
C-0041,2026-05-17,580.04
C-0041,2025-10-09,544.12
C-0041,2025-10-06,2159.5
C-0041,2026-04-22,2102.58
C-0041,2026-03-16,1142.74
C-0041,2025-09-28,719.4
C-0041,2026-06-16,617.56
C-0041,2026-04-25,571.25
C-0041,2025-10-12,1775.88
C-0041,2026-04-03,145.66
C-0041,2026-06-03,582.73
C-0041,2025-10-06,681.95
C-0041,2026-05-31,214.53
C-0041,2026-05-11,374.85
C-0041,2026-06-17,2786.06
C-0041,2026-03-23,1698.6
C-0042,2026-03-04,799.03
C-0042,2026-03-15,387.78
C-0042,2026-08-05,848.55
C-0042,2026-04-13,1578.3
C-0042,2025-11-03,809.42
C-0042,2026-04-01,543.64
C-0042,2026-01-12,1083.86
C-0042,2026-07-15,547.63
C-0042,2025-11-15,386.16
C-0042,2026-05-02,915.53
C-0042,2026-05-31,80.0
C-0042,2026-02-28,933.9
C-0042,2026-05-08,590.83
C-0042,2026-01-29,485.24
C-0042,2026-07-10,1258.51
C-0042,2025-10-06,682.4
C-0042,2026-03-31,1458.54
C-0042,2026-06-26,929.96
C-0042,2025-11-16,504.6
C-0042,2026-05-04,1555.21
C-0042,2026-04-07,601.95
C-0042,2026-01-21,1211.41
C-0042,2026-06-24,886.07
C-0042,2025-11-07,942.55
C-0042,2026-03-17,742.38
C-0042,2025-10-10,1119.88
C-0042,2026-03-26,1209.14
C-0042,2025-10-17,2069.44
C-0042,2026-05-24,480.95
C-0042,2026-01-20,1318.73
C-0042,2026-07-17,2009.53
C-0042,2025-11-15,698.65
C-0042,2025-09-19,469.85
C-0042,2025-12-22,821.1
C-0042,2026-03-14,435.33
C-0042,2025-10-23,497.54
C-0042,2026-04-09,1412.87
C-0042,2026-04-23,1235.74
C-0042,2026-05-20,768.87
C-0042,2025-11-23,239.75
C-0042,2026-04-19,932.78
C-0042,2026-05-29,264.62
C-0042,2025-10-27,251.89
C-0043,2026-06-16,1065.56
C-0043,2026-06-02,654.43
C-0043,2026-01-23,603.88
C-0043,2026-05-09,522.37
C-0043,2026-04-28,1449.71
C-0043,2026-03-13,327.58
C-0043,2025-12-26,290.01
C-0043,2026-08-20,1847.16
C-0043,2026-07-01,1010.79
C-0043,2026-01-25,888.5
C-0043,2026-06-23,1299.23
C-0043,2026-05-07,1711.75
C-0043,2026-03-23,381.39
C-0043,2026-06-16,483.59
C-0043,2026-05-08,1037.11
C-0043,2026-07-16,1534.23
C-0043,2026-01-22,467.98
C-0043,2025-10-25,971.25
C-0043,2026-01-26,114.71
C-0043,2026-08-15,834.54
C-0043,2025-09-17,350.94
C-0043,2026-04-04,775.01
C-0043,2025-10-04,553.85
C-0043,2025-11-03,1195.49
C-0043,2026-05-22,772.71
C-0043,2025-09-05,474.16
C-0043,2026-06-05,1170.42
C-0043,2026-03-03,80.0
C-0043,2025-12-04,284.99
C-0043,2026-02-04,1005.74
C-0043,2026-01-03,653.18
C-0043,2026-04-08,1663.5
C-0043,2025-09-30,788.9
C-0043,2026-06-13,1050.16
C-0043,2026-02-06,261.15
C-0043,2025-09-21,1051.43
C-0043,2026-04-07,229.63
C-0044,2026-01-27,2221.37
C-0044,2025-09-18,1434.89
C-0044,2025-09-16,1318.51
C-0044,2026-04-11,503.37
C-0044,2026-05-18,3557.35
C-0044,2025-09-18,2384.27
C-0044,2025-10-25,1543.09
C-0044,2026-02-17,605.26
C-0044,2026-05-03,140.28
C-0044,2026-04-22,932.94
C-0044,2026-06-10,709.36
C-0044,2025-09-16,970.76
C-0044,2026-07-03,253.61
C-0044,2026-05-13,391.16
C-0044,2026-05-16,509.72
C-0044,2026-06-17,1441.25
C-0044,2026-05-16,443.28
C-0044,2026-07-17,520.91
C-0044,2025-10-08,1694.72
C-0044,2026-04-29,871.81
C-0044,2026-08-20,764.47
C-0044,2025-09-29,1617.31
C-0044,2026-02-06,2388.08
C-0044,2026-02-04,1633.07
C-0044,2026-08-21,176.9
C-0044,2026-04-04,776.34
C-0044,2025-11-23,501.72
C-0044,2025-11-01,1611.76
C-0044,2025-09-28,1617.55
C-0044,2026-05-12,854.98
C-0044,2026-05-13,1180.41
C-0044,2026-02-24,868.0
C-0044,2026-03-24,574.48
C-0044,2026-08-05,804.78
C-0044,2026-07-26,2013.58
C-0044,2026-05-30,1068.56
C-0044,2026-06-13,391.6
C-0044,2026-02-07,1248.4
C-0045,2025-12-05,502.42
C-0045,2026-08-03,383.9
C-0045,2026-03-25,2114.76
C-0045,2025-11-10,987.59
C-0045,2026-05-27,818.74
C-0045,2026-04-07,823.7
C-0045,2025-10-09,1351.24
C-0045,2026-05-15,855.46
C-0045,2026-04-01,194.71
C-0045,2025-12-06,984.19
C-0045,2026-03-24,594.4
C-0045,2026-01-17,685.91
C-0045,2026-03-13,848.09
C-0045,2026-05-14,1209.87
C-0045,2026-02-07,646.9
C-0045,2025-12-24,768.36
C-0045,2026-03-21,1422.08
C-0045,2025-12-21,1432.87
C-0045,2025-12-26,133.1
C-0045,2026-02-28,1336.1
C-0045,2025-10-08,841.49
C-0045,2025-12-06,663.14
C-0045,2025-11-28,229.31
C-0045,2025-12-19,1132.87
C-0045,2025-11-17,725.63
C-0045,2026-05-22,1490.17
C-0045,2025-09-24,462.23
C-0045,2026-07-09,717.6
C-0045,2025-12-16,1086.3
C-0045,2025-10-28,735.64
C-0045,2026-03-15,144.88
C-0045,2026-03-08,405.84
C-0045,2025-10-07,1431.43
C-0045,2026-07-30,1351.88
C-0045,2026-03-27,1192.05
C-0045,2026-06-21,480.33
C-0045,2026-05-06,3302.36
C-0045,2026-02-02,1723.97
