sku,fecha,unidades_vendidas,costo_unitario,precio_unitario,ingreso,costo_total
SKU-0016,2026-02-08,27,100.93,120.99,3266.73,2725.11
SKU-0016,2026-02-09,42,100.93,120.99,5081.58,4239.06
SKU-0016,2026-02-10,35,100.93,120.99,4234.65,3532.55
SKU-0016,2026-02-11,49,100.93,120.99,5928.51,4945.57
SKU-0016,2026-02-12,37,100.93,120.99,4476.63,3734.41
SKU-0016,2026-02-13,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-02-14,31,100.93,120.99,3750.69,3128.83
SKU-0016,2026-02-15,19,100.93,120.99,2298.81,1917.67
SKU-0016,2026-02-16,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-02-17,54,100.93,120.99,6533.46,5450.22
SKU-0016,2026-02-18,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-02-19,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-02-20,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-02-21,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-02-22,28,100.93,120.99,3387.72,2826.04
SKU-0016,2026-02-23,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-02-24,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-02-25,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-02-26,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-02-27,33,100.93,120.99,3992.67,3330.69
SKU-0016,2026-02-28,26,100.93,120.99,3145.74,2624.18
SKU-0016,2026-03-01,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-03-02,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-03-03,39,100.93,120.99,4718.61,3936.27
SKU-0016,2026-03-04,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-03-05,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-03-06,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-03-07,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-03-08,21,100.93,120.99,2540.79,2119.53
SKU-0016,2026-03-09,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-03-10,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-03-11,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-03-12,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-03-13,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-03-14,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-03-15,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-03-16,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-03-17,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-03-18,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-03-19,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-03-20,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-03-21,33,100.93,120.99,3992.67,3330.69
SKU-0016,2026-03-22,20,100.93,120.99,2419.8,2018.6
SKU-0016,2026-03-23,37,100.93,120.99,4476.63,3734.41
SKU-0016,2026-03-24,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-03-25,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-03-26,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-03-27,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-03-28,24,100.93,120.99,2903.76,2422.32
SKU-0016,2026-03-29,18,100.93,120.99,2177.82,1816.74
SKU-0016,2026-03-30,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-03-31,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-04-01,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-04-02,36,100.93,120.99,4355.64,3633.48
SKU-0016,2026-04-03,57,100.93,120.99,6896.43,5753.01
SKU-0016,2026-04-04,31,100.93,120.99,3750.69,3128.83
SKU-0016,2026-04-05,25,100.93,120.99,3024.75,2523.25
SKU-0016,2026-04-06,34,100.93,120.99,4113.66,3431.62
SKU-0016,2026-04-07,36,100.93,120.99,4355.64,3633.48
SKU-0016,2026-04-08,49,100.93,120.99,5928.51,4945.57
SKU-0016,2026-04-09,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-04-10,58,100.93,120.99,7017.42,5853.94
SKU-0016,2026-04-11,26,100.93,120.99,3145.74,2624.18
SKU-0016,2026-04-12,17,100.93,120.99,2056.83,1715.81
SKU-0016,2026-04-13,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-04-14,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-04-15,58,100.93,120.99,7017.42,5853.94
SKU-0016,2026-04-16,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-04-17,57,100.93,120.99,6896.43,5753.01
SKU-0016,2026-04-18,26,100.93,120.99,3145.74,2624.18
SKU-0016,2026-04-19,19,100.93,120.99,2298.81,1917.67
SKU-0016,2026-04-20,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-04-21,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-04-22,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-04-23,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-04-24,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-04-25,31,100.93,120.99,3750.69,3128.83
SKU-0016,2026-04-26,15,100.93,120.99,1814.85,1513.95
SKU-0016,2026-04-27,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-04-28,57,100.93,120.99,6896.43,5753.01
SKU-0016,2026-04-29,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-04-30,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-05-01,57,100.93,120.99,6896.43,5753.01
SKU-0016,2026-05-02,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-05-03,26,100.93,120.99,3145.74,2624.18
SKU-0016,2026-05-04,39,100.93,120.99,4718.61,3936.27
SKU-0016,2026-05-05,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-05-06,50,100.93,120.99,6049.5,5046.5
SKU-0016,2026-05-07,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-05-08,62,100.93,120.99,7501.38,6257.66
SKU-0016,2026-05-09,18,100.93,120.99,2177.82,1816.74
SKU-0016,2026-05-10,13,100.93,120.99,1572.87,1312.09
SKU-0016,2026-05-11,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-05-12,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-05-13,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-05-14,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-05-15,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-05-16,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-05-17,22,100.93,120.99,2661.78,2220.46
SKU-0016,2026-05-18,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-05-19,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-05-20,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-05-21,42,100.93,120.99,5081.58,4239.06
SKU-0016,2026-05-22,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-05-23,28,100.93,120.99,3387.72,2826.04
SKU-0016,2026-05-24,16,100.93,120.99,1935.84,1614.88
SKU-0016,2026-05-25,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-05-26,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-05-27,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-05-28,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-05-29,34,100.93,120.99,4113.66,3431.62
SKU-0016,2026-05-30,35,100.93,120.99,4234.65,3532.55
SKU-0016,2026-05-31,21,100.93,120.99,2540.79,2119.53
SKU-0016,2026-06-01,34,100.93,120.99,4113.66,3431.62
SKU-0016,2026-06-02,49,100.93,120.99,5928.51,4945.57
SKU-0016,2026-06-03,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-06-04,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-06-05,60,100.93,120.99,7259.4,6055.8
SKU-0016,2026-06-06,28,100.93,120.99,3387.72,2826.04
SKU-0016,2026-06-07,17,100.93,120.99,2056.83,1715.81
SKU-0016,2026-06-08,42,100.93,120.99,5081.58,4239.06
SKU-0016,2026-06-09,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-06-10,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-06-11,37,100.93,120.99,4476.63,3734.41
SKU-0016,2026-06-12,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-06-13,37,100.93,120.99,4476.63,3734.41
SKU-0016,2026-06-14,21,100.93,120.99,2540.79,2119.53
SKU-0016,2026-06-15,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-06-16,51,100.93,120.99,6170.49,5147.43
SKU-0016,2026-06-17,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-06-18,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-06-19,54,100.93,120.99,6533.46,5450.22
SKU-0016,2026-06-20,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-06-21,22,100.93,120.99,2661.78,2220.46
SKU-0016,2026-06-22,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-06-23,37,100.93,120.99,4476.63,3734.41
SKU-0016,2026-06-24,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-06-25,31,100.93,120.99,3750.69,3128.83
SKU-0016,2026-06-26,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-06-27,35,100.93,120.99,4234.65,3532.55
SKU-0016,2026-06-28,23,100.93,120.99,2782.77,2321.39
SKU-0016,2026-06-29,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-06-30,41,100.93,120.99,4960.59,4138.13
SKU-0016,2026-07-01,44,100.93,120.99,5323.56,4440.92
SKU-0016,2026-07-02,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-07-03,50,100.93,120.99,6049.5,5046.5
SKU-0016,2026-07-04,29,100.93,120.99,3508.71,2926.97
SKU-0016,2026-07-05,25,100.93,120.99,3024.75,2523.25
SKU-0016,2026-07-06,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-07-07,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-07-08,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-07-09,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-07-10,52,100.93,120.99,6291.48,5248.36
SKU-0016,2026-07-11,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-07-12,14,100.93,120.99,1693.86,1413.02
SKU-0016,2026-07-13,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-07-14,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-07-15,39,100.93,120.99,4718.61,3936.27
SKU-0016,2026-07-16,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-07-17,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-07-18,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-07-19,26,100.93,120.99,3145.74,2624.18
SKU-0016,2026-07-20,48,100.93,120.99,5807.52,4844.64
SKU-0016,2026-07-21,42,100.93,120.99,5081.58,4239.06
SKU-0016,2026-07-22,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-07-23,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-07-24,53,100.93,120.99,6412.47,5349.29
SKU-0016,2026-07-25,25,100.93,120.99,3024.75,2523.25
SKU-0016,2026-07-26,23,100.93,120.99,2782.77,2321.39
SKU-0016,2026-07-27,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-07-28,46,100.93,120.99,5565.54,4642.78
SKU-0016,2026-07-29,49,100.93,120.99,5928.51,4945.57
SKU-0016,2026-07-30,39,100.93,120.99,4718.61,3936.27
SKU-0016,2026-07-31,62,100.93,120.99,7501.38,6257.66
SKU-0016,2026-08-01,31,100.93,120.99,3750.69,3128.83
SKU-0016,2026-08-02,22,100.93,120.99,2661.78,2220.46
SKU-0016,2026-08-03,50,100.93,120.99,6049.5,5046.5
SKU-0016,2026-08-04,43,100.93,120.99,5202.57,4339.99
SKU-0016,2026-08-05,57,100.93,120.99,6896.43,5753.01
SKU-0016,2026-08-06,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-08-07,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-08-08,27,100.93,120.99,3266.73,2725.11
SKU-0016,2026-08-09,22,100.93,120.99,2661.78,2220.46
SKU-0016,2026-08-10,40,100.93,120.99,4839.6,4037.2
SKU-0016,2026-08-11,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-08-12,56,100.93,120.99,6775.44,5652.08
SKU-0016,2026-08-13,47,100.93,120.99,5686.53,4743.71
SKU-0016,2026-08-14,55,100.93,120.99,6654.45,5551.15
SKU-0016,2026-08-15,23,100.93,120.99,2782.77,2321.39
SKU-0016,2026-08-16,33,100.93,120.99,3992.67,3330.69
SKU-0016,2026-08-17,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-08-18,62,100.93,120.99,7501.38,6257.66
SKU-0016,2026-08-19,51,100.93,120.99,6170.49,5147.43
SKU-0016,2026-08-20,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-08-21,66,100.93,120.99,7985.34,6661.38
SKU-0016,2026-08-22,37,100.93,120.99,4476.63,3734.41
SKU-0016,2026-08-23,20,100.93,120.99,2419.8,2018.6
SKU-0016,2026-08-24,38,100.93,120.99,4597.62,3835.34
SKU-0016,2026-08-25,49,100.93,120.99,5928.51,4945.57
SKU-0016,2026-08-26,45,100.93,120.99,5444.55,4541.85
SKU-0016,2026-08-27,32,100.93,120.99,3871.68,3229.76
SKU-0016,2026-08-28,49,100.93,120.99,5928.51,4945.57
SKU-0016,2026-08-29,33,100.93,120.99,3992.67,3330.69
SKU-0016,2026-08-30,25,100.93,120.99,3024.75,2523.25
SKU-0016,2026-08-31,39,100.93,120.99,4718.61,3936.27
SKU-0017,2025-03-01,31,35.7,40.19,1245.89,1106.7
SKU-0017,2025-03-02,15,35.7,40.19,602.85,535.5
SKU-0017,2025-03-03,42,35.7,40.19,1687.98,1499.4
SKU-0017,2025-03-04,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-03-05,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-03-06,56,35.7,40.19,2250.64,1999.2
SKU-0017,2025-03-07,53,35.7,40.19,2130.07,1892.1
SKU-0017,2025-03-08,25,35.7,40.19,1004.75,892.5
SKU-0017,2025-03-09,20,35.7,40.19,803.8,714.0
SKU-0017,2025-03-10,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-03-11,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-03-12,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-03-13,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-03-14,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-03-15,19,35.7,40.19,763.61,678.3
SKU-0017,2025-03-16,20,35.7,40.19,803.8,714.0
SKU-0017,2025-03-17,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-03-18,39,35.7,40.19,1567.41,1392.3
SKU-0017,2025-03-19,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-03-20,59,35.7,40.19,2371.21,2106.3
SKU-0017,2025-03-21,52,35.7,40.19,2089.88,1856.4
SKU-0017,2025-03-22,28,35.7,40.19,1125.32,999.6
SKU-0017,2025-03-23,31,35.7,40.19,1245.89,1106.7
SKU-0017,2025-03-24,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-03-25,39,35.7,40.19,1567.41,1392.3
SKU-0017,2025-03-26,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-03-27,49,35.7,40.19,1969.31,1749.3
SKU-0017,2025-03-28,51,35.7,40.19,2049.69,1820.7
SKU-0017,2025-03-29,25,35.7,40.19,1004.75,892.5
SKU-0017,2025-03-30,24,35.7,40.19,964.56,856.8
SKU-0017,2025-03-31,28,35.7,40.19,1125.32,999.6
SKU-0017,2025-04-01,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-04-02,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-04-03,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-04-04,42,35.7,40.19,1687.98,1499.4
SKU-0017,2025-04-05,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-04-06,18,35.7,40.19,723.42,642.6
SKU-0017,2025-04-07,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-04-08,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-04-09,55,35.7,40.19,2210.45,1963.5
SKU-0017,2025-04-10,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-04-11,56,35.7,40.19,2250.64,1999.2
SKU-0017,2025-04-12,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-04-13,19,35.7,40.19,763.61,678.3
SKU-0017,2025-04-14,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-04-15,41,35.7,40.19,1647.79,1463.7
SKU-0017,2025-04-16,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-04-17,54,35.7,40.19,2170.26,1927.8
SKU-0017,2025-04-18,63,35.7,40.19,2531.97,2249.1
SKU-0017,2025-04-19,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-04-20,28,35.7,40.19,1125.32,999.6
SKU-0017,2025-04-21,31,35.7,40.19,1245.89,1106.7
SKU-0017,2025-04-22,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-04-23,41,35.7,40.19,1647.79,1463.7
SKU-0017,2025-04-24,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-04-25,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-04-26,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-04-27,19,35.7,40.19,763.61,678.3
SKU-0017,2025-04-28,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-04-29,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-04-30,34,35.7,40.19,1366.46,1213.8
SKU-0017,2025-05-01,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-05-02,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-05-03,39,35.7,40.19,1567.41,1392.3
SKU-0017,2025-05-04,19,35.7,40.19,763.61,678.3
SKU-0017,2025-05-05,39,35.7,40.19,1567.41,1392.3
SKU-0017,2025-05-06,49,35.7,40.19,1969.31,1749.3
SKU-0017,2025-05-07,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-05-08,46,35.7,40.19,1848.74,1642.2
SKU-0017,2025-05-09,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-05-10,31,35.7,40.19,1245.89,1106.7
SKU-0017,2025-05-11,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-05-12,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-05-13,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-05-14,52,35.7,40.19,2089.88,1856.4
SKU-0017,2025-05-15,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-05-16,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-05-17,30,35.7,40.19,1205.7,1071.0
SKU-0017,2025-05-18,18,35.7,40.19,723.42,642.6
SKU-0017,2025-05-19,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-05-20,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-05-21,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-05-22,53,35.7,40.19,2130.07,1892.1
SKU-0017,2025-05-23,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-05-24,28,35.7,40.19,1125.32,999.6
SKU-0017,2025-05-25,20,35.7,40.19,803.8,714.0
SKU-0017,2025-05-26,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-05-27,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-05-28,39,35.7,40.19,1567.41,1392.3
SKU-0017,2025-05-29,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-05-30,60,35.7,40.19,2411.4,2142.0
SKU-0017,2025-05-31,34,35.7,40.19,1366.46,1213.8
SKU-0017,2025-06-01,16,35.7,40.19,643.04,571.2
SKU-0017,2025-06-02,41,35.7,40.19,1647.79,1463.7
SKU-0017,2025-06-03,29,35.7,40.19,1165.51,1035.3
SKU-0017,2025-06-04,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-06-05,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-06-06,53,35.7,40.19,2130.07,1892.1
SKU-0017,2025-06-07,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-06-08,22,35.7,40.19,884.18,785.4
SKU-0017,2025-06-09,42,35.7,40.19,1687.98,1499.4
SKU-0017,2025-06-10,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-06-11,58,35.7,40.19,2331.02,2070.6
SKU-0017,2025-06-12,56,35.7,40.19,2250.64,1999.2
SKU-0017,2025-06-13,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-06-14,25,35.7,40.19,1004.75,892.5
SKU-0017,2025-06-15,25,35.7,40.19,1004.75,892.5
SKU-0017,2025-06-16,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-06-17,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-06-18,35,35.7,40.19,1406.65,1249.5
SKU-0017,2025-06-19,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-06-20,54,35.7,40.19,2170.26,1927.8
SKU-0017,2025-06-21,27,35.7,40.19,1085.13,963.9
SKU-0017,2025-06-22,21,35.7,40.19,843.99,749.7
SKU-0017,2025-06-23,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-06-24,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-06-25,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-06-26,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-06-27,55,35.7,40.19,2210.45,1963.5
SKU-0017,2025-06-28,27,35.7,40.19,1085.13,963.9
SKU-0017,2025-06-29,25,35.7,40.19,1004.75,892.5
SKU-0017,2025-06-30,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-07-01,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-07-02,35,35.7,40.19,1406.65,1249.5
SKU-0017,2025-07-03,56,35.7,40.19,2250.64,1999.2
SKU-0017,2025-07-04,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-07-05,22,35.7,40.19,884.18,785.4
SKU-0017,2025-07-06,24,35.7,40.19,964.56,856.8
SKU-0017,2025-07-07,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-07-08,52,35.7,40.19,2089.88,1856.4
SKU-0017,2025-07-09,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-07-10,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-07-11,51,35.7,40.19,2049.69,1820.7
SKU-0017,2025-07-12,27,35.7,40.19,1085.13,963.9
SKU-0017,2025-07-13,28,35.7,40.19,1125.32,999.6
SKU-0017,2025-07-14,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-07-15,35,35.7,40.19,1406.65,1249.5
SKU-0017,2025-07-16,40,35.7,40.19,1607.6,1428.0
SKU-0017,2025-07-17,56,35.7,40.19,2250.64,1999.2
SKU-0017,2025-07-18,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-07-19,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-07-20,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-07-21,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-07-22,54,35.7,40.19,2170.26,1927.8
SKU-0017,2025-07-23,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-07-24,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-07-25,46,35.7,40.19,1848.74,1642.2
SKU-0017,2025-07-26,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-07-27,18,35.7,40.19,723.42,642.6
SKU-0017,2025-07-28,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-07-29,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-07-30,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-07-31,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-08-01,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-08-02,30,35.7,40.19,1205.7,1071.0
SKU-0017,2025-08-03,29,35.7,40.19,1165.51,1035.3
SKU-0017,2025-08-04,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-08-05,41,35.7,40.19,1647.79,1463.7
SKU-0017,2025-08-06,58,35.7,40.19,2331.02,2070.6
SKU-0017,2025-08-07,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-08-08,53,35.7,40.19,2130.07,1892.1
SKU-0017,2025-08-09,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-08-10,27,35.7,40.19,1085.13,963.9
SKU-0017,2025-08-11,39,35.7,40.19,1567.41,1392.3
SKU-0017,2025-08-12,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-08-13,49,35.7,40.19,1969.31,1749.3
SKU-0017,2025-08-14,49,35.7,40.19,1969.31,1749.3
SKU-0017,2025-08-15,54,35.7,40.19,2170.26,1927.8
SKU-0017,2025-08-16,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-08-17,26,35.7,40.19,1044.94,928.2
SKU-0017,2025-08-18,42,35.7,40.19,1687.98,1499.4
SKU-0017,2025-08-19,51,35.7,40.19,2049.69,1820.7
SKU-0017,2025-08-20,46,35.7,40.19,1848.74,1642.2
SKU-0017,2025-08-21,36,35.7,40.19,1446.84,1285.2
SKU-0017,2025-08-22,52,35.7,40.19,2089.88,1856.4
SKU-0017,2025-08-23,31,35.7,40.19,1245.89,1106.7
SKU-0017,2025-08-24,16,35.7,40.19,643.04,571.2
SKU-0017,2025-08-25,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-08-26,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-08-27,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-08-28,49,35.7,40.19,1969.31,1749.3
SKU-0017,2025-08-29,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-08-30,29,35.7,40.19,1165.51,1035.3
SKU-0017,2025-08-31,22,35.7,40.19,884.18,785.4
SKU-0017,2025-09-01,34,35.7,40.19,1366.46,1213.8
SKU-0017,2025-09-02,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-09-03,47,35.7,40.19,1888.93,1677.9
SKU-0017,2025-09-04,46,35.7,40.19,1848.74,1642.2
SKU-0017,2025-09-05,54,35.7,40.19,2170.26,1927.8
SKU-0017,2025-09-06,24,35.7,40.19,964.56,856.8
SKU-0017,2025-09-07,19,35.7,40.19,763.61,678.3
SKU-0017,2025-09-08,48,35.7,40.19,1929.12,1713.6
SKU-0017,2025-09-09,44,35.7,40.19,1768.36,1570.8
SKU-0017,2025-09-10,43,35.7,40.19,1728.17,1535.1
SKU-0017,2025-09-11,45,35.7,40.19,1808.55,1606.5
SKU-0017,2025-09-12,51,35.7,40.19,2049.69,1820.7
SKU-0017,2025-09-13,20,35.7,40.19,803.8,714.0
SKU-0017,2025-09-14,32,35.7,40.19,1286.08,1142.4
SKU-0017,2025-09-15,37,35.7,40.19,1487.03,1320.9
SKU-0017,2025-09-16,53,35.7,40.19,2130.07,1892.1
SKU-0017,2025-09-17,38,35.7,40.19,1527.22,1356.6
SKU-0017,2025-09-18,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-09-19,52,35.7,40.19,2089.88,1856.4
SKU-0017,2025-09-20,33,35.7,40.19,1326.27,1178.1
SKU-0017,2025-09-21,21,35.7,40.19,843.99,749.7
SKU-0017,2025-09-22,50,35.7,40.19,2009.5,1785.0
SKU-0017,2025-09-23,35,35.7,40.19,1406.65,1249.5
