mes,region,cliente_id,perfil,categoria,subcategoria,ingreso_mxn
2025-02,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,464.56
2025-05,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,430.78
2025-06,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,505.12
2025-07,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,440.48
2025-08,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,492.54
2025-09,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,449.81
2025-10,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,424.46
2025-11,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,516.03
2025-12,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,477.99
2026-01,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,429.23
2026-03,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,531.8
2026-04,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,616.36
2026-05,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,712.64
2026-06,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,424.53
2026-07,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,450.15
2026-08,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,590.95
2025-02,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,193.78
2025-03,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,195.93
2025-04,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,216.45
2025-05,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,192.52
2025-06,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,176.09
2025-07,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,194.38
2025-08,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,238.09
2025-09,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,147.28
2025-10,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,183.22
2025-11,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,204.99
2025-12,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,182.75
2026-01,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,238.54
2026-02,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,248.32
2026-04,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,202.76
2026-05,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,193.08
2026-07,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,215.16
2025-03,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,194.21
2025-04,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,140.36
2025-06,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,216.54
2025-07,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,196.01
2025-09,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,226.52
2025-11,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,165.71
2026-01,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,201.53
2026-03,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,164.0
2026-05,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,184.76
2026-06,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,205.71
2026-07,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,152.4
2026-08,Sureste,CLI-031,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,182.99
2025-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,382.94
2025-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,374.73
2025-04,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,380.93
2025-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,295.25
2025-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,386.46
2025-08,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,402.4
2025-09,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,435.53
2025-10,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,299.6
2025-11,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,387.08
2025-12,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,361.78
2026-03,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,415.47
2026-04,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,350.84
2026-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,449.25
2026-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,454.63
2026-08,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,332.59
2025-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,282.19
2025-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,276.39
2025-03,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,287.25
2025-04,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,308.48
2025-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,285.6
2025-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,315.8
2025-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,234.11
2025-09,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,283.96
2025-11,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,289.06
2025-12,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,369.99
2026-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,293.86
2026-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,309.88
2026-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,285.63
2026-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,303.27
2026-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,360.92
2026-08,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,259.14
2025-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,195.09
2025-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,209.7
2025-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,276.38
2025-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,234.37
2025-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,198.08
2025-09,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,282.45
2025-10,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,245.93
2025-12,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,221.69
2026-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,214.72
2026-03,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,209.98
2026-04,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,217.87
2026-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,260.41
2026-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,265.72
2026-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,199.5
2026-08,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,235.1
2025-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,275.56
2025-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,322.34
2025-03,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,277.45
2025-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,234.17
2025-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,273.67
2025-08,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,329.52
2025-09,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,317.29
2025-10,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,346.0
2025-11,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,270.72
2026-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,225.89
2026-04,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,274.32
2026-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,330.52
2025-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,201.84
2025-03,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,191.45
2025-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,168.66
2025-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,170.92
2025-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,208.38
2025-09,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,167.63
2025-10,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,179.72
2025-11,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,145.58
2025-12,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,166.89
2026-01,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,180.99
2026-02,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,194.26
2026-03,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,167.32
2026-05,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,198.87
2026-06,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,138.26
2026-07,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,163.52
2026-08,Occidente,CLI-032,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,169.18
2025-01,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,263.53
2025-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,274.61
2025-03,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,276.2
2025-04,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,282.43
2025-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,273.6
2025-08,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,266.79
2025-09,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,304.5
2025-10,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,333.6
2025-11,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,282.67
2025-12,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,219.55
2026-01,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,311.02
2026-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,361.71
2026-04,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,323.94
2026-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,346.49
2026-06,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,240.94
2026-07,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,261.19
2025-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,325.48
2025-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,347.93
2025-06,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,258.75
2025-08,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,316.83
2025-09,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,315.73
2025-11,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,344.64
2025-12,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,365.45
2026-01,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,384.97
2026-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,333.34
2026-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,329.62
2026-06,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,430.55
2026-07,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,421.17
2026-08,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,458.23
2025-01,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,172.57
2025-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,180.16
2025-03,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,179.97
2025-04,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,182.2
2025-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,202.13
2025-06,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,176.37
2025-07,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,188.93
2025-08,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,149.69
2025-10,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,244.22
2025-11,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,170.29
2026-03,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,121.48
2026-04,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,193.85
2026-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,181.86
2026-06,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,200.08
2026-07,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,164.45
2026-08,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,191.86
2025-01,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,150.52
2025-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,136.37
2025-04,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,160.03
2025-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,149.66
2025-07,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,157.05
2025-09,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,142.95
2025-12,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,158.46
2026-01,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,151.75
2026-02,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,157.04
2026-03,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,138.07
2026-04,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,163.06
2026-05,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,152.41
2026-06,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,132.76
2026-07,Norte,CLI-033,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,131.39
2025-03,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Estándar,Estándar Mayoreo,765.26
2025-04,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Estándar,Estándar Mayoreo,834.35
2026-02,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Estándar,Estándar Mayoreo,694.57
2026-03,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Estándar,Estándar Mayoreo,725.48
2025-07,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Servicios postventa,Soporte y Mantenimiento,265.27
2025-10,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Servicios postventa,Soporte y Mantenimiento,276.4
2026-01,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Servicios postventa,Soporte y Mantenimiento,281.25
2026-04,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Servicios postventa,Soporte y Mantenimiento,409.05
2025-05,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Premium,Premium Hogar,767.46
2025-07,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Premium,Premium Hogar,997.31
2026-03,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Premium,Premium Hogar,964.04
2026-04,Norte,CLI-034,Ocasional (alto volumen / baja frecuencia),Línea Premium,Premium Hogar,982.59
2025-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,395.95
2025-03,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,298.66
2025-04,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,395.15
2025-05,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,333.82
2025-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,387.5
2025-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,437.08
2025-09,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,507.48
2025-10,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,323.15
2025-11,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,430.34
2025-12,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,352.77
2026-01,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,430.64
2026-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,390.34
2026-03,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,435.16
2026-04,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,361.42
2026-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,309.0
2026-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,423.84
2025-01,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,359.72
2025-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,342.69
2025-03,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,394.71
2025-04,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,317.3
2025-06,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,377.96
2025-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,306.4
2025-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,294.92
2025-09,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,318.91
2025-10,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,328.63
2025-11,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,339.81
2026-01,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,300.73
2026-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,415.95
2026-05,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,350.64
2026-06,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,352.06
2026-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,312.68
2026-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,256.48
2025-01,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,231.09
2025-03,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,273.88
2025-05,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,189.29
2025-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,187.59
2025-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,191.14
2025-10,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,160.94
2025-11,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,194.57
2026-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,166.13
2026-03,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,190.89
2026-04,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,208.28
2026-05,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,119.21
2026-06,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,193.26
2026-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,180.8
2026-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,210.79
2025-01,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,533.63
2025-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,550.93
2025-03,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,578.05
2025-04,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,488.91
2025-05,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,520.75
2025-07,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,564.34
2025-08,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,498.06
2025-09,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,510.14
2025-11,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,511.42
2025-12,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,598.78
2026-01,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,530.93
2026-02,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,641.39
2026-04,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,499.02
2026-05,Bajío,CLI-035,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Exportación,732.94
